#    L    TT             EE             TE             PP             TP          
   565   0.258493E+04   0.772336E+01  -0.146776E+01   0.631680E+06   0.197142E+02
   566   0.258199E+04   0.783217E+01  -0.216511E+00   0.629978E+06   0.200634E+02
   567   0.257884E+04   0.794587E+01   0.102221E+01   0.628284E+06   0.204266E+02
   568   0.257549E+04   0.806459E+01   0.224780E+01   0.626596E+06   0.208036E+02
   569   0.257193E+04   0.818829E+01   0.345956E+01   0.624916E+06   0.211942E+02
   570   0.256817E+04   0.831687E+01   0.465682E+01   0.623242E+06   0.215983E+02
   571   0.256420E+04   0.845037E+01   0.583882E+01   0.621574E+06   0.220156E+02
   572   0.256004E+04   0.858869E+01   0.700509E+01   0.619914E+06   0.224460E+02
   573   0.255569E+04   0.873188E+01   0.815489E+01   0.618260E+06   0.228893E+02
   574   0.255114E+04   0.887991E+01   0.928774E+01   0.616613E+06   0.233453E+02
   575   0.254641E+04   0.903267E+01   0.104031E+02   0.614972E+06   0.238138E+02
   576   0.254149E+04   0.919021E+01   0.115004E+02   0.613338E+06   0.242947E+02
   577   0.253640E+04   0.935242E+01   0.125790E+02   0.611711E+06   0.247878E+02
   578   0.253113E+04   0.951927E+01   0.136383E+02   0.610090E+06   0.252929E+02
   579   0.252568E+04   0.969082E+01   0.146779E+02   0.608475E+06   0.258097E+02
   580   0.252006E+04   0.986687E+01   0.156972E+02   0.606867E+06   0.263382E+02
   581   0.251428E+04   0.100475E+02   0.166956E+02   0.605266E+06   0.268782E+02
   582   0.250833E+04   0.102325E+02   0.176726E+02   0.603671E+06   0.274294E+02
   583   0.250221E+04   0.104220E+02   0.186276E+02   0.602082E+06   0.279917E+02
   584   0.249594E+04   0.106160E+02   0.195602E+02   0.600500E+06   0.285649E+02
   585   0.248952E+04   0.108142E+02   0.204697E+02   0.598924E+06   0.291488E+02
   586   0.248293E+04   0.110167E+02   0.213558E+02   0.597354E+06   0.297433E+02
   587   0.247620E+04   0.112234E+02   0.222180E+02   0.595791E+06   0.303481E+02
   588   0.246933E+04   0.114343E+02   0.230560E+02   0.594233E+06   0.309631E+02
   589   0.246230E+04   0.116492E+02   0.238693E+02   0.592682E+06   0.315881E+02
   590   0.245514E+04   0.118683E+02   0.246575E+02   0.591137E+06   0.322229E+02
   591   0.244785E+04   0.120913E+02   0.254202E+02   0.589599E+06   0.328673E+02
   592   0.244041E+04   0.123182E+02   0.261569E+02   0.588066E+06   0.335212E+02
   593   0.243285E+04   0.125490E+02   0.268675E+02   0.586539E+06   0.341844E+02
   594   0.242515E+04   0.127835E+02   0.275515E+02   0.585019E+06   0.348566E+02
   595   0.241733E+04   0.130218E+02   0.282087E+02   0.583504E+06   0.355378E+02
   596   0.240940E+04   0.132637E+02   0.288387E+02   0.581996E+06   0.362276E+02
   597   0.240133E+04   0.135093E+02   0.294412E+02   0.580493E+06   0.369261E+02
   598   0.239316E+04   0.137582E+02   0.300160E+02   0.578997E+06   0.376329E+02
   599   0.238486E+04   0.140107E+02   0.305627E+02   0.577506E+06   0.383478E+02
   600   0.237646E+04   0.142665E+02   0.310812E+02   0.576021E+06   0.390708E+02
   601   0.236796E+04   0.145256E+02   0.315712E+02   0.574542E+06   0.398016E+02
   602   0.235934E+04   0.147879E+02   0.320326E+02   0.573069E+06   0.405401E+02
   603   0.235064E+04   0.150532E+02   0.324648E+02   0.571601E+06   0.412861E+02
   604   0.234184E+04   0.153215E+02   0.328676E+02   0.570139E+06   0.420396E+02
   605   0.233295E+04   0.155927E+02   0.332408E+02   0.568684E+06   0.428003E+02
   606   0.232398E+04   0.158666E+02   0.335839E+02   0.567233E+06   0.435682E+02
   607   0.231493E+04   0.161432E+02   0.338967E+02   0.565789E+06   0.443432E+02
   608   0.230581E+04   0.164222E+02   0.341789E+02   0.564350E+06   0.451250E+02
   609   0.229663E+04   0.167037E+02   0.344304E+02   0.562917E+06   0.459136E+02
   610   0.228738E+04   0.169875E+02   0.346508E+02   0.561489E+06   0.467088E+02
   611   0.227809E+04   0.172733E+02   0.348399E+02   0.560067E+06   0.475105E+02
   612   0.226873E+04   0.175612E+02   0.349975E+02   0.558650E+06   0.483186E+02
   613   0.225932E+04   0.178511E+02   0.351233E+02   0.557240E+06   0.491330E+02
   614   0.224989E+04   0.181427E+02   0.352172E+02   0.555834E+06   0.499534E+02
   615   0.224040E+04   0.184360E+02   0.352792E+02   0.554434E+06   0.507798E+02
   616   0.223089E+04   0.187309E+02   0.353094E+02   0.553040E+06   0.516120E+02
   617   0.222136E+04   0.190274E+02   0.353074E+02   0.551651E+06   0.524500E+02
   618   0.221180E+04   0.193253E+02   0.352734E+02   0.550267E+06   0.532935E+02
   619   0.220223E+04   0.196244E+02   0.352072E+02   0.548889E+06   0.541425E+02
   620   0.219264E+04   0.199247E+02   0.351088E+02   0.547516E+06   0.549968E+02
   621   0.218306E+04   0.202262E+02   0.349782E+02   0.546149E+06   0.558563E+02
   622   0.217347E+04   0.205285E+02   0.348154E+02   0.544787E+06   0.567208E+02
   623   0.216388E+04   0.208318E+02   0.346203E+02   0.543430E+06   0.575902E+02
   624   0.215431E+04   0.211358E+02   0.343928E+02   0.542078E+06   0.584644E+02
   625   0.214474E+04   0.214404E+02   0.341329E+02   0.540732E+06   0.593433E+02
   626   0.213519E+04   0.217455E+02   0.338406E+02   0.539391E+06   0.602267E+02
   627   0.212566E+04   0.220509E+02   0.335159E+02   0.538055E+06   0.611145E+02
   628   0.211616E+04   0.223566E+02   0.331588E+02   0.536725E+06   0.620065E+02
   629   0.210669E+04   0.226624E+02   0.327695E+02   0.535399E+06   0.629027E+02
   630   0.209725E+04   0.229684E+02   0.323479E+02   0.534079E+06   0.638029E+02
   631   0.208784E+04   0.232741E+02   0.318943E+02   0.532763E+06   0.647069E+02
   632   0.207847E+04   0.235798E+02   0.314087E+02   0.531453E+06   0.656146E+02
   633   0.206916E+04   0.238852E+02   0.308911E+02   0.530148E+06   0.665260E+02
   634   0.205989E+04   0.241901E+02   0.303418E+02   0.528848E+06   0.674408E+02
   635   0.205067E+04   0.244946E+02   0.297608E+02   0.527553E+06   0.683590E+02
   636   0.204151E+04   0.247984E+02   0.291484E+02   0.526263E+06   0.692803E+02
   637   0.203241E+04   0.251016E+02   0.285047E+02   0.524978E+06   0.702048E+02
   638   0.202338E+04   0.254040E+02   0.278299E+02   0.523697E+06   0.711321E+02
   639   0.201441E+04   0.257055E+02   0.271241E+02   0.522422E+06   0.720623E+02
   640   0.200551E+04   0.260060E+02   0.263876E+02   0.521152E+06   0.729951E+02
   641   0.199669E+04   0.263054E+02   0.256205E+02   0.519886E+06   0.739305E+02
   642   0.198794E+04   0.266036E+02   0.248231E+02   0.518625E+06   0.748683E+02
   643   0.197928E+04   0.269005E+02   0.239957E+02   0.517370E+06   0.758084E+02
   644   0.197069E+04   0.271960E+02   0.231385E+02   0.516118E+06   0.767507E+02
   645   0.196220E+04   0.274900E+02   0.222517E+02   0.514872E+06   0.776949E+02
   646   0.195379E+04   0.277823E+02   0.213357E+02   0.513631E+06   0.786410E+02
   647   0.194548E+04   0.280730E+02   0.203908E+02   0.512394E+06   0.795889E+02
   648   0.193726E+04   0.283618E+02   0.194171E+02   0.511162E+06   0.805384E+02
   649   0.192913E+04   0.286487E+02   0.184152E+02   0.509934E+06   0.814894E+02
   650   0.192111E+04   0.289336E+02   0.173851E+02   0.508711E+06   0.824417E+02
   651   0.191319E+04   0.292166E+02   0.163274E+02   0.507493E+06   0.833953E+02
   652   0.190537E+04   0.294974E+02   0.152425E+02   0.506279E+06   0.843499E+02
   653   0.189766E+04   0.297761E+02   0.141309E+02   0.505070E+06   0.853052E+02
   654   0.189008E+04   0.300524E+02   0.129930E+02   0.503866E+06   0.862612E+02
   655   0.188261E+04   0.303262E+02   0.118295E+02   0.502666E+06   0.872175E+02
   656   0.187526E+04   0.305974E+02   0.106409E+02   0.501470E+06   0.881739E+02
   657   0.186804E+04   0.308660E+02   0.942762E+01   0.500280E+06   0.891303E+02
   658   0.186095E+04   0.311318E+02   0.819042E+01   0.499093E+06   0.900864E+02
   659   0.185399E+04   0.313945E+02   0.692972E+01   0.497911E+06   0.910421E+02
   660   0.184717E+04   0.316542E+02   0.564610E+01   0.496734E+06   0.919970E+02
   661   0.184049E+04   0.319107E+02   0.434016E+01   0.495560E+06   0.929510E+02
   662   0.183395E+04   0.321638E+02   0.301241E+01   0.494392E+06   0.939038E+02
   663   0.182755E+04   0.324135E+02   0.166351E+01   0.493227E+06   0.948553E+02
   664   0.182130E+04   0.326596E+02   0.294045E+00   0.492067E+06   0.958052E+02
   665   0.181521E+04   0.329020E+02  -0.109547E+01   0.490912E+06   0.967534E+02
   666   0.180926E+04   0.331406E+02  -0.250445E+01   0.489761E+06   0.976995E+02
   667   0.180347E+04   0.333755E+02  -0.393222E+01   0.488614E+06   0.986435E+02
   668   0.179785E+04   0.336063E+02  -0.537821E+01   0.487471E+06   0.995850E+02
   669   0.179238E+04   0.338330E+02  -0.684190E+01   0.486332E+06   0.100524E+03
   670   0.178707E+04   0.340557E+02  -0.832262E+01   0.485198E+06   0.101460E+03
   671   0.178194E+04   0.342741E+02  -0.981979E+01   0.484068E+06   0.102393E+03
   672   0.177697E+04   0.344880E+02  -0.113329E+02   0.482942E+06   0.103322E+03
   673   0.177216E+04   0.346976E+02  -0.128612E+02   0.481821E+06   0.104249E+03
   674   0.176753E+04   0.349027E+02  -0.144043E+02   0.480703E+06   0.105171E+03
   675   0.176308E+04   0.351032E+02  -0.159614E+02   0.479590E+06   0.106090E+03
   676   0.175880E+04   0.352991E+02  -0.175319E+02   0.478481E+06   0.107004E+03
   677   0.175470E+04   0.354902E+02  -0.191153E+02   0.477376E+06   0.107914E+03
   678   0.175077E+04   0.356764E+02  -0.207109E+02   0.476275E+06   0.108819E+03
   679   0.174703E+04   0.358576E+02  -0.223180E+02   0.475178E+06   0.109720E+03
   680   0.174347E+04   0.360339E+02  -0.239360E+02   0.474085E+06   0.110616E+03
   681   0.174008E+04   0.362050E+02  -0.255642E+02   0.472996E+06   0.111506E+03
   682   0.173688E+04   0.363709E+02  -0.272019E+02   0.471911E+06   0.112391E+03
   683   0.173386E+04   0.365315E+02  -0.288486E+02   0.470830E+06   0.113271E+03
   684   0.173104E+04   0.366867E+02  -0.305037E+02   0.469753E+06   0.114144E+03
   685   0.172839E+04   0.368366E+02  -0.321666E+02   0.468680E+06   0.115011E+03
   686   0.172593E+04   0.369812E+02  -0.338364E+02   0.467611E+06   0.115873E+03
   687   0.172365E+04   0.371204E+02  -0.355134E+02   0.466546E+06   0.116727E+03
   688   0.172157E+04   0.372541E+02  -0.371971E+02   0.465485E+06   0.117575E+03
   689   0.171968E+04   0.373825E+02  -0.388860E+02   0.464428E+06   0.118416E+03
   690   0.171798E+04   0.375054E+02  -0.405796E+02   0.463374E+06   0.119250E+03
   691   0.171647E+04   0.376228E+02  -0.422780E+02   0.462324E+06   0.120076E+03
   692   0.171514E+04   0.377347E+02  -0.439807E+02   0.461278E+06   0.120895E+03
   693   0.171402E+04   0.378409E+02  -0.456871E+02   0.460236E+06   0.121706E+03
   694   0.171308E+04   0.379417E+02  -0.473958E+02   0.459198E+06   0.122509E+03
   695   0.171233E+04   0.380367E+02  -0.491070E+02   0.458163E+06   0.123304E+03
   696   0.171177E+04   0.381260E+02  -0.508193E+02   0.457132E+06   0.124090E+03
   697   0.171140E+04   0.382096E+02  -0.525330E+02   0.456105E+06   0.124868E+03
   698   0.171122E+04   0.382875E+02  -0.542467E+02   0.455081E+06   0.125637E+03
   699   0.171123E+04   0.383596E+02  -0.559605E+02   0.454062E+06   0.126397E+03
   700   0.171143E+04   0.384259E+02  -0.576738E+02   0.453045E+06   0.127147E+03
   701   0.171181E+04   0.384864E+02  -0.593861E+02   0.452033E+06   0.127888E+03
   702   0.171238E+04   0.385411E+02  -0.610964E+02   0.451024E+06   0.128620E+03
   703   0.171314E+04   0.385900E+02  -0.628045E+02   0.450018E+06   0.129342E+03
   704   0.171408E+04   0.386330E+02  -0.645080E+02   0.449016E+06   0.130055E+03
   705   0.171520E+04   0.386702E+02  -0.662075E+02   0.448018E+06   0.130758E+03
   706   0.171652E+04   0.387016E+02  -0.679012E+02   0.447023E+06   0.131453E+03
   707   0.171801E+04   0.387271E+02  -0.695889E+02   0.446032E+06   0.132138E+03
   708   0.171967E+04   0.387467E+02  -0.712705E+02   0.445045E+06   0.132814E+03
   709   0.172152E+04   0.387605E+02  -0.729434E+02   0.444060E+06   0.133481E+03
   710   0.172354E+04   0.387684E+02  -0.746084E+02   0.443080E+06   0.134139E+03
   711   0.172574E+04   0.387704E+02  -0.762643E+02   0.442102E+06   0.134788E+03
   712   0.172812E+04   0.387666E+02  -0.779096E+02   0.441129E+06   0.135428E+03
   713   0.173066E+04   0.387568E+02  -0.795439E+02   0.440158E+06   0.136059E+03
   714   0.173337E+04   0.387412E+02  -0.811665E+02   0.439191E+06   0.136681E+03
   715   0.173626E+04   0.387198E+02  -0.827770E+02   0.438228E+06   0.137295E+03
   716   0.173930E+04   0.386923E+02  -0.843746E+02   0.437268E+06   0.137900E+03
   717   0.174251E+04   0.386589E+02  -0.859575E+02   0.436311E+06   0.138496E+03
   718   0.174588E+04   0.386196E+02  -0.875255E+02   0.435357E+06   0.139084E+03
   719   0.174940E+04   0.385744E+02  -0.890777E+02   0.434407E+06   0.139664E+03
   720   0.175309E+04   0.385234E+02  -0.906146E+02   0.433460E+06   0.140235E+03
   721   0.175692E+04   0.384666E+02  -0.921346E+02   0.432517E+06   0.140797E+03
   722   0.176092E+04   0.384039E+02  -0.936375E+02   0.431577E+06   0.141351E+03
   723   0.176507E+04   0.383357E+02  -0.951230E+02   0.430640E+06   0.141897E+03
   724   0.176936E+04   0.382618E+02  -0.965901E+02   0.429706E+06   0.142435E+03
   725   0.177382E+04   0.381823E+02  -0.980381E+02   0.428776E+06   0.142965E+03
   726   0.177841E+04   0.380972E+02  -0.994673E+02   0.427848E+06   0.143486E+03
   727   0.178316E+04   0.380067E+02  -0.100876E+03   0.426924E+06   0.143999E+03
   728   0.178806E+04   0.379105E+02  -0.102265E+03   0.426003E+06   0.144505E+03
   729   0.179308E+04   0.378089E+02  -0.103632E+03   0.425086E+06   0.145002E+03
   730   0.179825E+04   0.377018E+02  -0.104978E+03   0.424171E+06   0.145492E+03
   731   0.180356E+04   0.375893E+02  -0.106301E+03   0.423260E+06   0.145973E+03
   732   0.180900E+04   0.374714E+02  -0.107601E+03   0.422352E+06   0.146447E+03
   733   0.181457E+04   0.373481E+02  -0.108878E+03   0.421447E+06   0.146914E+03
   734   0.182027E+04   0.372195E+02  -0.110131E+03   0.420545E+06   0.147372E+03
   735   0.182609E+04   0.370857E+02  -0.111359E+03   0.419646E+06   0.147823E+03
   736   0.183205E+04   0.369467E+02  -0.112563E+03   0.418750E+06   0.148267E+03
   737   0.183811E+04   0.368025E+02  -0.113741E+03   0.417857E+06   0.148702E+03
   738   0.184430E+04   0.366533E+02  -0.114894E+03   0.416967E+06   0.149131E+03
   739   0.185060E+04   0.364990E+02  -0.116020E+03   0.416080E+06   0.149552E+03
   740   0.185701E+04   0.363397E+02  -0.117119E+03   0.415197E+06   0.149966E+03
   741   0.186353E+04   0.361755E+02  -0.118191E+03   0.414316E+06   0.150372E+03
   742   0.187015E+04   0.360065E+02  -0.119236E+03   0.413438E+06   0.150772E+03
   743   0.187689E+04   0.358328E+02  -0.120254E+03   0.412563E+06   0.151164E+03
   744   0.188371E+04   0.356543E+02  -0.121242E+03   0.411691E+06   0.151549E+03
   745   0.189063E+04   0.354713E+02  -0.122203E+03   0.410822E+06   0.151927E+03
   746   0.189764E+04   0.352836E+02  -0.123135E+03   0.409956E+06   0.152298E+03
   747   0.190475E+04   0.350915E+02  -0.124038E+03   0.409093E+06   0.152662E+03
   748   0.191194E+04   0.348949E+02  -0.124912E+03   0.408232E+06   0.153019E+03
   749   0.191922E+04   0.346939E+02  -0.125757E+03   0.407375E+06   0.153369E+03
   750   0.192658E+04   0.344886E+02  -0.126572E+03   0.406520E+06   0.153713E+03
   751   0.193401E+04   0.342790E+02  -0.127356E+03   0.405668E+06   0.154050E+03
   752   0.194152E+04   0.340653E+02  -0.128110E+03   0.404819E+06   0.154380E+03
   753   0.194910E+04   0.338475E+02  -0.128834E+03   0.403973E+06   0.154703E+03
   754   0.195674E+04   0.336257E+02  -0.129526E+03   0.403130E+06   0.155020E+03
   755   0.196445E+04   0.334001E+02  -0.130187E+03   0.402289E+06   0.155329E+03
   756   0.197221E+04   0.331709E+02  -0.130817E+03   0.401451E+06   0.155631E+03
   757   0.198004E+04   0.329382E+02  -0.131414E+03   0.400616E+06   0.155926E+03
   758   0.198792E+04   0.327021E+02  -0.131981E+03   0.399783E+06   0.156214E+03
   759   0.199585E+04   0.324627E+02  -0.132515E+03   0.398954E+06   0.156494E+03
   760   0.200382E+04   0.322202E+02  -0.133016E+03   0.398127E+06   0.156767E+03
   761   0.201184E+04   0.319747E+02  -0.133485E+03   0.397302E+06   0.157033E+03
   762   0.201990E+04   0.317262E+02  -0.133921E+03   0.396481E+06   0.157291E+03
   763   0.202799E+04   0.314750E+02  -0.134323E+03   0.395662E+06   0.157541E+03
   764   0.203610E+04   0.312210E+02  -0.134691E+03   0.394846E+06   0.157784E+03
   765   0.204422E+04   0.309645E+02  -0.135026E+03   0.394032E+06   0.158019E+03
   766   0.205237E+04   0.307055E+02  -0.135325E+03   0.393221E+06   0.158246E+03
   767   0.206053E+04   0.304440E+02  -0.135590E+03   0.392413E+06   0.158465E+03
   768   0.206869E+04   0.301803E+02  -0.135819E+03   0.391607E+06   0.158676E+03
   769   0.207685E+04   0.299146E+02  -0.136013E+03   0.390804E+06   0.158879E+03
   770   0.208500E+04   0.296468E+02  -0.136173E+03   0.390003E+06   0.159074E+03
   771   0.209315E+04   0.293772E+02  -0.136298E+03   0.389205E+06   0.159260E+03
   772   0.210128E+04   0.291060E+02  -0.136387E+03   0.388410E+06   0.159438E+03
   773   0.210939E+04   0.288331E+02  -0.136442E+03   0.387617E+06   0.159608E+03
   774   0.211748E+04   0.285588E+02  -0.136462E+03   0.386827E+06   0.159770E+03
   775   0.212554E+04   0.282832E+02  -0.136447E+03   0.386039E+06   0.159922E+03
   776   0.213357E+04   0.280064E+02  -0.136397E+03   0.385254E+06   0.160066E+03
   777   0.214158E+04   0.277285E+02  -0.136313E+03   0.384471E+06   0.160202E+03
   778   0.214957E+04   0.274496E+02  -0.136194E+03   0.383691E+06   0.160328E+03
   779   0.215752E+04   0.271698E+02  -0.136040E+03   0.382913E+06   0.160446E+03
   780   0.216543E+04   0.268892E+02  -0.135852E+03   0.382138E+06   0.160555E+03
   781   0.217332E+04   0.266080E+02  -0.135630E+03   0.381365E+06   0.160655E+03
   782   0.218116E+04   0.263261E+02  -0.135374E+03   0.380595E+06   0.160745E+03
   783   0.218896E+04   0.260438E+02  -0.135082E+03   0.379827E+06   0.160827E+03
   784   0.219671E+04   0.257611E+02  -0.134757E+03   0.379061E+06   0.160899E+03
   785   0.220441E+04   0.254781E+02  -0.134396E+03   0.378298E+06   0.160962E+03
   786   0.221204E+04   0.251949E+02  -0.133999E+03   0.377538E+06   0.161015E+03
   787   0.221961E+04   0.249116E+02  -0.133567E+03   0.376779E+06   0.161059E+03
   788   0.222711E+04   0.246282E+02  -0.133099E+03   0.376023E+06   0.161094E+03
   789   0.223452E+04   0.243450E+02  -0.132597E+03   0.375270E+06   0.161119E+03
   790   0.224187E+04   0.240621E+02  -0.132058E+03   0.374519E+06   0.161134E+03
   791   0.224913E+04   0.237795E+02  -0.131487E+03   0.373770E+06   0.161139E+03
   792   0.225631E+04   0.234975E+02  -0.130881E+03   0.373023E+06   0.161134E+03
   793   0.226341E+04   0.232161E+02  -0.130242E+03   0.372279E+06   0.161120E+03
   794   0.227042E+04   0.229356E+02  -0.129570E+03   0.371537E+06   0.161095E+03
   795   0.227734E+04   0.226559E+02  -0.128866E+03   0.370797E+06   0.161060E+03
   796   0.228417E+04   0.223773E+02  -0.128129E+03   0.370060E+06   0.161016E+03
   797   0.229092E+04   0.220996E+02  -0.127361E+03   0.369325E+06   0.160960E+03
   798   0.229757E+04   0.218230E+02  -0.126560E+03   0.368592E+06   0.160895E+03
   799   0.230413E+04   0.215476E+02  -0.125728E+03   0.367861E+06   0.160819E+03
   800   0.231060E+04   0.212733E+02  -0.124862E+03   0.367133E+06   0.160733E+03
   801   0.231697E+04   0.210002E+02  -0.123966E+03   0.366407E+06   0.160636E+03
   802   0.232326E+04   0.207284E+02  -0.123038E+03   0.365683E+06   0.160528E+03
   803   0.232943E+04   0.204582E+02  -0.122078E+03   0.364961E+06   0.160411E+03
   804   0.233551E+04   0.201895E+02  -0.121087E+03   0.364241E+06   0.160283E+03
   805   0.234147E+04   0.199228E+02  -0.120066E+03   0.363524E+06   0.160145E+03
   806   0.234730E+04   0.196580E+02  -0.119016E+03   0.362809E+06   0.159997E+03
   807   0.235300E+04   0.193955E+02  -0.117935E+03   0.362096E+06   0.159839E+03
   808   0.235857E+04   0.191353E+02  -0.116825E+03   0.361385E+06   0.159671E+03
   809   0.236399E+04   0.188776E+02  -0.115687E+03   0.360676E+06   0.159494E+03
   810   0.236928E+04   0.186226E+02  -0.114521E+03   0.359969E+06   0.159307E+03
   811   0.237442E+04   0.183704E+02  -0.113327E+03   0.359265E+06   0.159110E+03
   812   0.237943E+04   0.181209E+02  -0.112107E+03   0.358562E+06   0.158905E+03
   813   0.238430E+04   0.178744E+02  -0.110862E+03   0.357862E+06   0.158690E+03
   814   0.238903E+04   0.176309E+02  -0.109591E+03   0.357164E+06   0.158466E+03
   815   0.239363E+04   0.173905E+02  -0.108296E+03   0.356468E+06   0.158233E+03
   816   0.239810E+04   0.171534E+02  -0.106977E+03   0.355774E+06   0.157991E+03
   817   0.240243E+04   0.169196E+02  -0.105636E+03   0.355082E+06   0.157740E+03
   818   0.240661E+04   0.166893E+02  -0.104270E+03   0.354392E+06   0.157481E+03
   819   0.241064E+04   0.164625E+02  -0.102882E+03   0.353704E+06   0.157213E+03
   820   0.241451E+04   0.162396E+02  -0.101471E+03   0.353018E+06   0.156937E+03
   821   0.241821E+04   0.160204E+02  -0.100038E+03   0.352334E+06   0.156653E+03
   822   0.242173E+04   0.158051E+02  -0.985819E+02   0.351653E+06   0.156360E+03
   823   0.242507E+04   0.155940E+02  -0.971038E+02   0.350973E+06   0.156059E+03
   824   0.242823E+04   0.153870E+02  -0.956043E+02   0.350295E+06   0.155751E+03
   825   0.243122E+04   0.151842E+02  -0.940846E+02   0.349620E+06   0.155434E+03
   826   0.243404E+04   0.149858E+02  -0.925455E+02   0.348946E+06   0.155110E+03
   827   0.243669E+04   0.147917E+02  -0.909882E+02   0.348274E+06   0.154778E+03
   828   0.243916E+04   0.146021E+02  -0.894133E+02   0.347604E+06   0.154439E+03
   829   0.244148E+04   0.144171E+02  -0.878220E+02   0.346936E+06   0.154092E+03
   830   0.244364E+04   0.142367E+02  -0.862152E+02   0.346271E+06   0.153738E+03
   831   0.244563E+04   0.140609E+02  -0.845930E+02   0.345607E+06   0.153377E+03
   832   0.244746E+04   0.138899E+02  -0.829557E+02   0.344945E+06   0.153009E+03
   833   0.244910E+04   0.137238E+02  -0.813034E+02   0.344285E+06   0.152633E+03
   834   0.245057E+04   0.135626E+02  -0.796362E+02   0.343627E+06   0.152251E+03
   835   0.245185E+04   0.134065E+02  -0.779544E+02   0.342970E+06   0.151863E+03
   836   0.245292E+04   0.132555E+02  -0.762581E+02   0.342316E+06   0.151467E+03
   837   0.245380E+04   0.131097E+02  -0.745476E+02   0.341664E+06   0.151066E+03
   838   0.245449E+04   0.129691E+02  -0.728234E+02   0.341013E+06   0.150658E+03
   839   0.245497E+04   0.128338E+02  -0.710865E+02   0.340364E+06   0.150243E+03
   840   0.245528E+04   0.127037E+02  -0.693377E+02   0.339717E+06   0.149823E+03
   841   0.245539E+04   0.125790E+02  -0.675777E+02   0.339073E+06   0.149396E+03
   842   0.245532E+04   0.124595E+02  -0.658073E+02   0.338429E+06   0.148964E+03
   843   0.245506E+04   0.123454E+02  -0.640274E+02   0.337788E+06   0.148525E+03
   844   0.245464E+04   0.122365E+02  -0.622388E+02   0.337149E+06   0.148081E+03
   845   0.245403E+04   0.121331E+02  -0.604416E+02   0.336511E+06   0.147632E+03
   846   0.245324E+04   0.120352E+02  -0.586366E+02   0.335875E+06   0.147177E+03
   847   0.245226E+04   0.119428E+02  -0.568239E+02   0.335241E+06   0.146716E+03
   848   0.245109E+04   0.118560E+02  -0.550039E+02   0.334609E+06   0.146251E+03
   849   0.244973E+04   0.117750E+02  -0.531771E+02   0.333978E+06   0.145780E+03
   850   0.244815E+04   0.116997E+02  -0.513438E+02   0.333350E+06   0.145304E+03
   851   0.244639E+04   0.116303E+02  -0.495044E+02   0.332723E+06   0.144824E+03
   852   0.244442E+04   0.115667E+02  -0.476596E+02   0.332098E+06   0.144338E+03
   853   0.244225E+04   0.115089E+02  -0.458101E+02   0.331474E+06   0.143848E+03
   854   0.243988E+04   0.114569E+02  -0.439565E+02   0.330853E+06   0.143353E+03
   855   0.243734E+04   0.114106E+02  -0.420997E+02   0.330233E+06   0.142854E+03
   856   0.243460E+04   0.113700E+02  -0.402401E+02   0.329614E+06   0.142349E+03
   857   0.243168E+04   0.113351E+02  -0.383786E+02   0.328998E+06   0.141840E+03
   858   0.242859E+04   0.113059E+02  -0.365160E+02   0.328383E+06   0.141327E+03
   859   0.242532E+04   0.112824E+02  -0.346532E+02   0.327770E+06   0.140809E+03
   860   0.242188E+04   0.112646E+02  -0.327912E+02   0.327159E+06   0.140287E+03
   861   0.241825E+04   0.112527E+02  -0.309311E+02   0.326549E+06   0.139760E+03
   862   0.241445E+04   0.112467E+02  -0.290741E+02   0.325941E+06   0.139229E+03
   863   0.241047E+04   0.112466E+02  -0.272210E+02   0.325335E+06   0.138693E+03
   864   0.240632E+04   0.112525E+02  -0.253732E+02   0.324730E+06   0.138154E+03
   865   0.240198E+04   0.112645E+02  -0.235313E+02   0.324127E+06   0.137610E+03
   866   0.239747E+04   0.112825E+02  -0.216960E+02   0.323526E+06   0.137062E+03
   867   0.239279E+04   0.113065E+02  -0.198674E+02   0.322927E+06   0.136510E+03
   868   0.238792E+04   0.113365E+02  -0.180462E+02   0.322329E+06   0.135954E+03
   869   0.238288E+04   0.113724E+02  -0.162325E+02   0.321732E+06   0.135394E+03
   870   0.237766E+04   0.114144E+02  -0.144268E+02   0.321138E+06   0.134830E+03
   871   0.237226E+04   0.114622E+02  -0.126294E+02   0.320545E+06   0.134262E+03
   872   0.236669E+04   0.115159E+02  -0.108406E+02   0.319953E+06   0.133690E+03
   873   0.236093E+04   0.115755E+02  -0.906125E+01   0.319364E+06   0.133115E+03
   874   0.235502E+04   0.116409E+02  -0.729200E+01   0.318775E+06   0.132536E+03
   875   0.234893E+04   0.117121E+02  -0.553370E+01   0.318189E+06   0.131953E+03
   876   0.234268E+04   0.117890E+02  -0.378697E+01   0.317604E+06   0.131366E+03
   877   0.233627E+04   0.118716E+02  -0.205275E+01   0.317021E+06   0.130776E+03
   878   0.232971E+04   0.119598E+02  -0.331591E+00   0.316439E+06   0.130183E+03
   879   0.232299E+04   0.120537E+02   0.137564E+01   0.315859E+06   0.129585E+03
   880   0.231613E+04   0.121532E+02   0.306832E+01   0.315280E+06   0.128985E+03
   881   0.230910E+04   0.122582E+02   0.474574E+01   0.314703E+06   0.128381E+03
   882   0.230194E+04   0.123689E+02   0.640725E+01   0.314127E+06   0.127774E+03
   883   0.229462E+04   0.124851E+02   0.805209E+01   0.313554E+06   0.127163E+03
   884   0.228714E+04   0.126069E+02   0.967969E+01   0.312981E+06   0.126549E+03
