#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.271124E+00   0.652272E+06   0.649282E+06  -0.222980E+00  -0.227120E+00   0.000000E+00   0.651799E+06   0.651799E+06   0.651799E+06  -0.154200E-01   0.340247E+06   0.340213E+06   0.416664E-01
   0.276667E+00   0.632984E+06   0.630042E+06  -0.207802E+00  -0.211660E+00   0.000000E+00   0.632519E+06   0.632519E+06   0.632519E+06  -0.149639E-01   0.330182E+06   0.330149E+06   0.402181E-01
   0.282209E+00   0.613453E+06   0.610511E+06  -0.193554E+00  -0.197148E+00   0.000000E+00   0.612988E+06   0.612988E+06   0.612988E+06  -0.145018E-01   0.319987E+06   0.319954E+06   0.392735E-01
   0.287751E+00   0.594173E+06   0.591214E+06  -0.180315E+00  -0.183662E+00   0.000000E+00   0.593705E+06   0.593705E+06   0.593705E+06  -0.140456E-01   0.309922E+06   0.309888E+06   0.384884E-01
   0.293294E+00   0.575757E+06   0.572790E+06  -0.168181E+00  -0.171303E+00   0.000000E+00   0.575288E+06   0.575288E+06   0.575288E+06  -0.136099E-01   0.300308E+06   0.300275E+06   0.375804E-01
   0.298836E+00   0.558696E+06   0.555752E+06  -0.157197E+00  -0.160116E+00   0.000000E+00   0.558230E+06   0.558230E+06   0.558230E+06  -0.132064E-01   0.291403E+06   0.291371E+06   0.363802E-01
   0.304378E+00   0.543189E+06   0.540307E+06  -0.147318E+00  -0.150053E+00   0.000000E+00   0.542733E+06   0.542733E+06   0.542733E+06  -0.128398E-01   0.283314E+06   0.283282E+06   0.348471E-01
   0.309921E+00   0.529175E+06   0.526389E+06  -0.138431E+00  -0.141001E+00   0.000000E+00   0.528735E+06   0.528735E+06   0.528735E+06  -0.125086E-01   0.276006E+06   0.275976E+06   0.330529E-01
   0.315463E+00   0.516422E+06   0.513755E+06  -0.130391E+00  -0.132812E+00   0.000000E+00   0.516000E+06   0.516000E+06   0.516000E+06  -0.122073E-01   0.269359E+06   0.269329E+06   0.311407E-01
   0.321005E+00   0.504568E+06   0.502026E+06  -0.123039E+00  -0.125323E+00   0.000000E+00   0.504166E+06   0.504166E+06   0.504166E+06  -0.119274E-01   0.263181E+06   0.263153E+06   0.292741E-01
   0.326548E+00   0.493199E+06   0.490774E+06  -0.116221E+00  -0.118379E+00   0.000000E+00   0.492815E+06   0.492815E+06   0.492815E+06  -0.116588E-01   0.257256E+06   0.257229E+06   0.275914E-01
   0.332090E+00   0.481976E+06   0.479646E+06  -0.109818E+00  -0.111857E+00   0.000000E+00   0.481608E+06   0.481608E+06   0.481608E+06  -0.113937E-01   0.251405E+06   0.251379E+06   0.261772E-01
   0.337632E+00   0.470717E+06   0.468457E+06  -0.103761E+00  -0.105687E+00   0.000000E+00   0.470360E+06   0.470360E+06   0.470360E+06  -0.111276E-01   0.245534E+06   0.245508E+06   0.250515E-01
   0.343175E+00   0.459386E+06   0.457170E+06  -0.980186E-01  -0.998383E-01   0.000000E+00   0.459035E+06   0.459035E+06   0.459035E+06  -0.108597E-01   0.239622E+06   0.239597E+06   0.241757E-01
   0.348717E+00   0.448064E+06   0.445875E+06  -0.925873E-01  -0.943061E-01   0.000000E+00   0.447718E+06   0.447718E+06   0.447718E+06  -0.105919E-01   0.233714E+06   0.233690E+06   0.234722E-01
   0.354259E+00   0.436927E+06   0.434757E+06  -0.874822E-01  -0.891063E-01   0.000000E+00   0.436584E+06   0.436584E+06   0.436584E+06  -0.103285E-01   0.227902E+06   0.227878E+06   0.228502E-01
   0.359802E+00   0.426179E+06   0.424027E+06  -0.827207E-01  -0.842564E-01   0.000000E+00   0.425839E+06   0.425839E+06   0.425839E+06  -0.100743E-01   0.222293E+06   0.222269E+06   0.222295E-01
   0.365344E+00   0.415966E+06   0.413842E+06  -0.783068E-01  -0.797605E-01   0.000000E+00   0.415630E+06   0.415630E+06   0.415630E+06  -0.983282E-02   0.216964E+06   0.216941E+06   0.215555E-01
   0.370886E+00   0.406361E+06   0.404275E+06  -0.742291E-01  -0.756071E-01   0.000000E+00   0.406031E+06   0.406031E+06   0.406031E+06  -0.960573E-02   0.211954E+06   0.211930E+06   0.208073E-01
   0.376429E+00   0.397376E+06   0.395340E+06  -0.704662E-01  -0.717744E-01   0.000000E+00   0.397054E+06   0.397054E+06   0.397054E+06  -0.939336E-02   0.207267E+06   0.207245E+06   0.199955E-01
   0.381971E+00   0.388963E+06   0.386984E+06  -0.669874E-01  -0.682310E-01   0.000000E+00   0.388650E+06   0.388650E+06   0.388650E+06  -0.919452E-02   0.202880E+06   0.202858E+06   0.191535E-01
   0.387513E+00   0.380998E+06   0.379081E+06  -0.637527E-01  -0.649363E-01   0.000000E+00   0.380695E+06   0.380695E+06   0.380695E+06  -0.900633E-02   0.198727E+06   0.198706E+06   0.183234E-01
   0.393056E+00   0.373330E+06   0.371473E+06  -0.607208E-01  -0.618481E-01   0.000000E+00   0.373036E+06   0.373036E+06   0.373036E+06  -0.882515E-02   0.194730E+06   0.194709E+06   0.175441E-01
   0.398598E+00   0.365840E+06   0.364035E+06  -0.578597E-01  -0.589338E-01   0.000000E+00   0.365555E+06   0.365555E+06   0.365555E+06  -0.864815E-02   0.190824E+06   0.190804E+06   0.168426E-01
   0.404140E+00   0.358461E+06   0.356700E+06  -0.551485E-01  -0.561723E-01   0.000000E+00   0.358182E+06   0.358182E+06   0.358182E+06  -0.847374E-02   0.186976E+06   0.186956E+06   0.162298E-01
   0.409683E+00   0.351161E+06   0.349436E+06  -0.525736E-01  -0.535496E-01   0.000000E+00   0.350888E+06   0.350888E+06   0.350888E+06  -0.830118E-02   0.183168E+06   0.183149E+06   0.156996E-01
   0.415225E+00   0.343945E+06   0.342247E+06  -0.501276E-01  -0.510582E-01   0.000000E+00   0.343677E+06   0.343677E+06   0.343677E+06  -0.813057E-02   0.179403E+06   0.179385E+06   0.152336E-01
   0.420767E+00   0.336857E+06   0.335183E+06  -0.478096E-01  -0.486972E-01   0.000000E+00   0.336593E+06   0.336593E+06   0.336593E+06  -0.796298E-02   0.175706E+06   0.175687E+06   0.148078E-01
   0.426310E+00   0.329964E+06   0.328312E+06  -0.456212E-01  -0.464682E-01   0.000000E+00   0.329703E+06   0.329703E+06   0.329703E+06  -0.779998E-02   0.172109E+06   0.172090E+06   0.143988E-01
   0.431852E+00   0.323316E+06   0.321688E+06  -0.435618E-01  -0.443705E-01   0.000000E+00   0.323058E+06   0.323058E+06   0.323058E+06  -0.764278E-02   0.168640E+06   0.168622E+06   0.139890E-01
   0.437394E+00   0.316940E+06   0.315339E+06  -0.416273E-01  -0.424001E-01   0.000000E+00   0.316686E+06   0.316686E+06   0.316686E+06  -0.749205E-02   0.165314E+06   0.165297E+06   0.135688E-01
   0.442937E+00   0.310846E+06   0.309276E+06  -0.398117E-01  -0.405508E-01   0.000000E+00   0.310598E+06   0.310598E+06   0.310598E+06  -0.734801E-02   0.162136E+06   0.162119E+06   0.131378E-01
   0.448479E+00   0.305026E+06   0.303489E+06  -0.381068E-01  -0.388142E-01   0.000000E+00   0.304783E+06   0.304783E+06   0.304783E+06  -0.721044E-02   0.159101E+06   0.159084E+06   0.127026E-01
   0.454021E+00   0.299442E+06   0.297940E+06  -0.365015E-01  -0.371792E-01   0.000000E+00   0.299205E+06   0.299205E+06   0.299205E+06  -0.707847E-02   0.156189E+06   0.156172E+06   0.122735E-01
   0.459563E+00   0.294045E+06   0.292576E+06  -0.349844E-01  -0.356339E-01   0.000000E+00   0.293813E+06   0.293813E+06   0.293813E+06  -0.695091E-02   0.153374E+06   0.153358E+06   0.118613E-01
   0.465106E+00   0.288794E+06   0.287358E+06  -0.335458E-01  -0.341685E-01   0.000000E+00   0.288567E+06   0.288567E+06   0.288567E+06  -0.682681E-02   0.150636E+06   0.150620E+06   0.114743E-01
   0.470648E+00   0.283661E+06   0.282254E+06  -0.321781E-01  -0.327755E-01   0.000000E+00   0.283439E+06   0.283439E+06   0.283439E+06  -0.670548E-02   0.147958E+06   0.147943E+06   0.111172E-01
   0.476190E+00   0.278623E+06   0.277241E+06  -0.308751E-01  -0.314483E-01   0.000000E+00   0.278404E+06   0.278404E+06   0.278404E+06  -0.658638E-02   0.145331E+06   0.145315E+06   0.107897E-01
   0.481733E+00   0.273671E+06   0.272312E+06  -0.296326E-01  -0.301827E-01   0.000000E+00   0.273456E+06   0.273456E+06   0.273456E+06  -0.646932E-02   0.142748E+06   0.142732E+06   0.104878E-01
   0.487275E+00   0.268818E+06   0.267480E+06  -0.284486E-01  -0.289768E-01   0.000000E+00   0.268606E+06   0.268606E+06   0.268606E+06  -0.635458E-02   0.140216E+06   0.140201E+06   0.102055E-01
   0.492817E+00   0.264084E+06   0.262766E+06  -0.273225E-01  -0.278298E-01   0.000000E+00   0.263875E+06   0.263875E+06   0.263875E+06  -0.624265E-02   0.137746E+06   0.137731E+06   0.993602E-02
   0.498360E+00   0.259481E+06   0.258183E+06  -0.262525E-01  -0.267398E-01   0.000000E+00   0.259276E+06   0.259276E+06   0.259276E+06  -0.613384E-02   0.135345E+06   0.135331E+06   0.967365E-02
   0.503902E+00   0.255015E+06   0.253736E+06  -0.252361E-01  -0.257046E-01   0.000000E+00   0.254812E+06   0.254812E+06   0.254812E+06  -0.602825E-02   0.133015E+06   0.133001E+06   0.941445E-02
   0.509444E+00   0.250692E+06   0.249435E+06  -0.242715E-01  -0.247221E-01   0.000000E+00   0.250493E+06   0.250493E+06   0.250493E+06  -0.592608E-02   0.130761E+06   0.130747E+06   0.915708E-02
   0.514987E+00   0.246517E+06   0.245281E+06  -0.233563E-01  -0.237899E-01   0.000000E+00   0.246321E+06   0.246321E+06   0.246321E+06  -0.582738E-02   0.128583E+06   0.128569E+06   0.890237E-02
   0.520529E+00   0.242476E+06   0.241262E+06  -0.224869E-01  -0.229044E-01   0.000000E+00   0.242284E+06   0.242284E+06   0.242284E+06  -0.573186E-02   0.126475E+06   0.126462E+06   0.865246E-02
   0.526071E+00   0.238550E+06   0.237358E+06  -0.216591E-01  -0.220612E-01   0.000000E+00   0.238361E+06   0.238361E+06   0.238361E+06  -0.563906E-02   0.124428E+06   0.124414E+06   0.840996E-02
   0.531614E+00   0.234725E+06   0.233554E+06  -0.208698E-01  -0.212572E-01   0.000000E+00   0.234540E+06   0.234540E+06   0.234540E+06  -0.554865E-02   0.122433E+06   0.122420E+06   0.817736E-02
   0.537156E+00   0.230993E+06   0.229842E+06  -0.201164E-01  -0.204898E-01   0.000000E+00   0.230811E+06   0.230811E+06   0.230811E+06  -0.546043E-02   0.120486E+06   0.120473E+06   0.795632E-02
   0.542698E+00   0.227342E+06   0.226210E+06  -0.193961E-01  -0.197562E-01   0.000000E+00   0.227163E+06   0.227163E+06   0.227163E+06  -0.537413E-02   0.118582E+06   0.118569E+06   0.774720E-02
   0.548241E+00   0.223763E+06   0.222648E+06  -0.187067E-01  -0.190540E-01   0.000000E+00   0.223586E+06   0.223586E+06   0.223586E+06  -0.528952E-02   0.116715E+06   0.116702E+06   0.754923E-02
   0.553783E+00   0.220257E+06   0.219159E+06  -0.180469E-01  -0.183819E-01   0.000000E+00   0.220083E+06   0.220083E+06   0.220083E+06  -0.520664E-02   0.114886E+06   0.114874E+06   0.736093E-02
   0.559325E+00   0.216831E+06   0.215749E+06  -0.174158E-01  -0.177391E-01   0.000000E+00   0.216660E+06   0.216660E+06   0.216660E+06  -0.512565E-02   0.113099E+06   0.113087E+06   0.718049E-02
   0.564868E+00   0.213486E+06   0.212421E+06  -0.168123E-01  -0.171245E-01   0.000000E+00   0.213318E+06   0.213318E+06   0.213318E+06  -0.504659E-02   0.111355E+06   0.111343E+06   0.700603E-02
   0.570410E+00   0.210222E+06   0.209172E+06  -0.162351E-01  -0.165365E-01   0.000000E+00   0.210056E+06   0.210056E+06   0.210056E+06  -0.496943E-02   0.109652E+06   0.109640E+06   0.683606E-02
   0.575952E+00   0.207042E+06   0.206007E+06  -0.156833E-01  -0.159744E-01   0.000000E+00   0.206878E+06   0.206878E+06   0.206878E+06  -0.489424E-02   0.107993E+06   0.107982E+06   0.666979E-02
   0.581495E+00   0.203948E+06   0.202928E+06  -0.151558E-01  -0.154372E-01   0.000000E+00   0.203787E+06   0.203787E+06   0.203787E+06  -0.482111E-02   0.106379E+06   0.106368E+06   0.650705E-02
   0.587037E+00   0.200935E+06   0.199931E+06  -0.146513E-01  -0.149233E-01   0.000000E+00   0.200776E+06   0.200776E+06   0.200776E+06  -0.474989E-02   0.104808E+06   0.104797E+06   0.634809E-02
   0.592579E+00   0.197995E+06   0.197006E+06  -0.141681E-01  -0.144312E-01   0.000000E+00   0.197838E+06   0.197838E+06   0.197838E+06  -0.468039E-02   0.103274E+06   0.103263E+06   0.619340E-02
   0.598122E+00   0.195125E+06   0.194151E+06  -0.137052E-01  -0.139596E-01   0.000000E+00   0.194971E+06   0.194971E+06   0.194971E+06  -0.461254E-02   0.101777E+06   0.101766E+06   0.604362E-02
   0.603664E+00   0.192322E+06   0.191363E+06  -0.132614E-01  -0.135076E-01   0.000000E+00   0.192170E+06   0.192170E+06   0.192170E+06  -0.454629E-02   0.100315E+06   0.100305E+06   0.589926E-02
   0.609206E+00   0.189579E+06   0.188634E+06  -0.128355E-01  -0.130738E-01   0.000000E+00   0.189430E+06   0.189430E+06   0.189430E+06  -0.448146E-02   0.988848E+05   0.988743E+05   0.576046E-02
   0.614749E+00   0.186891E+06   0.185959E+06  -0.124264E-01  -0.126571E-01   0.000000E+00   0.186744E+06   0.186744E+06   0.186744E+06  -0.441791E-02   0.974826E+05   0.974722E+05   0.562708E-02
   0.620291E+00   0.184258E+06   0.183339E+06  -0.120334E-01  -0.122567E-01   0.000000E+00   0.184112E+06   0.184112E+06   0.184112E+06  -0.435566E-02   0.961090E+05   0.960988E+05   0.549878E-02
   0.625833E+00   0.181682E+06   0.180776E+06  -0.116559E-01  -0.118723E-01   0.000000E+00   0.181538E+06   0.181538E+06   0.181538E+06  -0.429476E-02   0.947653E+05   0.947552E+05   0.537509E-02
   0.676922E+00   0.160408E+06   0.159608E+06  -0.879632E-02  -0.895962E-02   0.000000E+00   0.160282E+06   0.160282E+06   0.160282E+06  -0.379188E-02   0.836691E+05   0.836602E+05   0.438672E-02
   0.732182E+00   0.141515E+06   0.140809E+06  -0.663310E-02  -0.675624E-02   0.000000E+00   0.141403E+06   0.141403E+06   0.141403E+06  -0.334526E-02   0.738143E+05   0.738064E+05   0.357779E-02
   0.791952E+00   0.124760E+06   0.124138E+06  -0.499840E-02  -0.509119E-02   0.000000E+00   0.124662E+06   0.124662E+06   0.124662E+06  -0.294921E-02   0.650751E+05   0.650682E+05   0.291510E-02
   0.856602E+00   0.109909E+06   0.109361E+06  -0.376379E-02  -0.383367E-02   0.000000E+00   0.109822E+06   0.109822E+06   0.109822E+06  -0.259813E-02   0.573285E+05   0.573224E+05   0.237338E-02
   0.926529E+00   0.967555E+05   0.962731E+05  -0.283210E-02  -0.288468E-02   0.000000E+00   0.966792E+05   0.966792E+05   0.966792E+05  -0.228720E-02   0.504677E+05   0.504624E+05   0.193098E-02
   0.100216E+01   0.851203E+05   0.846960E+05  -0.212964E-02  -0.216918E-02   0.000000E+00   0.850532E+05   0.850532E+05   0.850532E+05  -0.201215E-02   0.443988E+05   0.443941E+05   0.156999E-02
   0.108397E+01   0.748353E+05   0.744623E+05  -0.160037E-02  -0.163008E-02   0.000000E+00   0.747763E+05   0.747763E+05   0.747763E+05  -0.176903E-02   0.390342E+05   0.390300E+05   0.127565E-02
   0.117246E+01   0.657510E+05   0.654234E+05  -0.120186E-02  -0.122418E-02   0.000000E+00   0.656992E+05   0.656992E+05   0.656992E+05  -0.155429E-02   0.342958E+05   0.342922E+05   0.103580E-02
   0.126818E+01   0.577351E+05   0.574474E+05  -0.902054E-03  -0.918800E-03   0.000000E+00   0.576896E+05   0.576896E+05   0.576896E+05  -0.136480E-02   0.301147E+05   0.301115E+05   0.840520E-03
   0.137170E+01   0.506667E+05   0.504143E+05  -0.676636E-03  -0.689198E-03   0.000000E+00   0.506268E+05   0.506268E+05   0.506268E+05  -0.119771E-02   0.264278E+05   0.264250E+05   0.681636E-03
   0.148368E+01   0.444385E+05   0.442171E+05  -0.507261E-03  -0.516678E-03   0.000000E+00   0.444034E+05   0.444034E+05   0.444034E+05  -0.105048E-02   0.231792E+05   0.231767E+05   0.552445E-03
   0.160480E+01   0.389547E+05   0.387607E+05  -0.380078E-03  -0.387134E-03   0.000000E+00   0.389240E+05   0.389240E+05   0.389240E+05  -0.920849E-03   0.203188E+05   0.203167E+05   0.447472E-03
   0.173580E+01   0.341296E+05   0.339596E+05  -0.284632E-03  -0.289916E-03   0.000000E+00   0.341027E+05   0.341027E+05   0.341027E+05  -0.806789E-03   0.178020E+05   0.178002E+05   0.362230E-03
   0.187750E+01   0.298871E+05   0.297383E+05  -0.213047E-03  -0.217003E-03   0.000000E+00   0.298636E+05   0.298636E+05   0.298636E+05  -0.706501E-03   0.155892E+05   0.155875E+05   0.293055E-03
   0.201595E+01   0.264869E+05   0.263550E+05  -0.163766E-03  -0.166806E-03   0.000000E+00   0.264661E+05   0.264661E+05   0.264661E+05  -0.626124E-03   0.138156E+05   0.138142E+05   0.241701E-03
   0.251103E+01   0.182005E+05   0.181099E+05  -0.725322E-04  -0.738787E-04   0.000000E+00   0.181862E+05   0.181862E+05   0.181862E+05  -0.430242E-03   0.949342E+04   0.949242E+04   0.132954E-03
   0.312770E+01   0.124641E+05   0.124021E+05  -0.320157E-04  -0.326101E-04   0.000000E+00   0.124543E+05   0.124543E+05   0.124543E+05  -0.294640E-03   0.650131E+04   0.650063E+04   0.727829E-04
   0.389581E+01   0.850931E+04   0.846697E+04  -0.140880E-04  -0.143495E-04   0.000000E+00   0.850261E+04   0.850261E+04   0.850261E+04  -0.201151E-03   0.443847E+04   0.443801E+04   0.396302E-04
   0.485256E+01   0.579290E+04   0.576409E+04  -0.618166E-05  -0.629642E-05   0.000000E+00   0.578834E+04   0.578834E+04   0.578834E+04  -0.136938E-03   0.302158E+04   0.302127E+04   0.214405E-04
   0.604426E+01   0.393339E+04   0.391384E+04  -0.270539E-05  -0.275562E-05   0.000000E+00   0.393030E+04   0.393030E+04   0.393030E+04  -0.929816E-04   0.205167E+04   0.205146E+04   0.115037E-04
   0.752863E+01   0.266441E+04   0.265117E+04  -0.118118E-05  -0.120311E-05   0.000000E+00   0.266231E+04   0.266231E+04   0.266231E+04  -0.629839E-04   0.138976E+04   0.138962E+04   0.610139E-05
   0.937754E+01   0.180084E+04   0.179191E+04  -0.514570E-06  -0.524123E-06   0.000000E+00   0.179943E+04   0.179943E+04   0.179943E+04  -0.425702E-04   0.939323E+03   0.939233E+03   0.318092E-05
   0.116805E+02   0.121469E+04   0.120867E+04  -0.223710E-06  -0.227863E-06   0.000000E+00   0.121374E+04   0.121374E+04   0.121374E+04  -0.287142E-04   0.633585E+03   0.633529E+03   0.161360E-05
   0.145490E+02   0.817775E+03   0.813736E+03  -0.970740E-07  -0.988763E-07   0.000000E+00   0.817136E+03   0.817136E+03   0.817136E+03  -0.193315E-04   0.426554E+03   0.426519E+03   0.780883E-06
   0.181220E+02   0.549587E+03   0.546883E+03  -0.420487E-07  -0.428294E-07   0.000000E+00   0.549159E+03   0.549159E+03   0.549159E+03  -0.129918E-04   0.286666E+03   0.286647E+03   0.344977E-06
   0.225725E+02   0.368741E+03   0.366938E+03  -0.181836E-07  -0.185212E-07   0.000000E+00   0.368456E+03   0.368456E+03   0.368456E+03  -0.871678E-05   0.192337E+03   0.192328E+03   0.122059E-06
   0.281159E+02   0.247018E+03   0.245822E+03  -0.785096E-08  -0.799675E-08   0.000000E+00   0.246829E+03   0.246829E+03   0.246829E+03  -0.583938E-05   0.128846E+03   0.128845E+03   0.124744E-07
   0.350208E+02   0.165230E+03   0.164443E+03  -0.338462E-08  -0.344747E-08   0.000000E+00   0.165106E+03   0.165106E+03   0.165106E+03  -0.390600E-05   0.861852E+02   0.861891E+02  -0.375632E-07
   0.436213E+02   0.110363E+03   0.109849E+03  -0.145698E-08  -0.148404E-08   0.000000E+00   0.110282E+03   0.110282E+03   0.110282E+03  -0.260900E-05   0.575663E+02   0.575738E+02  -0.569217E-07
   0.543339E+02   0.736096E+02   0.732801E+02  -0.626252E-09  -0.637888E-09   0.000000E+00   0.735575E+02   0.735575E+02   0.735575E+02  -0.174019E-05   0.383958E+02   0.384057E+02  -0.609777E-07
   0.676774E+02   0.490239E+02   0.488178E+02  -0.268763E-09  -0.273759E-09   0.000000E+00   0.489913E+02   0.489913E+02   0.489913E+02  -0.115902E-05   0.255718E+02   0.255836E+02  -0.578310E-07
   0.842979E+02   0.325985E+02   0.324754E+02  -0.115146E-09  -0.117288E-09   0.000000E+00   0.325791E+02   0.325791E+02   0.325791E+02  -0.770743E-06   0.170044E+02   0.170174E+02  -0.516754E-07
   0.105000E+03   0.216381E+02   0.215707E+02  -0.492342E-10  -0.501511E-10   0.000000E+00   0.216275E+02   0.216275E+02   0.216275E+02  -0.511654E-06   0.112874E+02   0.113015E+02  -0.446212E-07
