#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   667   0.180347E+04  -0.393222E+01   0.577322E-05  -0.393222E+01   0.333755E+02  -0.999552E-06   0.577322E-05  -0.999552E-06   0.105001E-07
   668   0.179785E+04  -0.537821E+01   0.582830E-05  -0.537821E+01   0.336063E+02  -0.100457E-05   0.582830E-05  -0.100457E-05   0.104755E-07
   669   0.179238E+04  -0.684190E+01   0.588323E-05  -0.684190E+01   0.338330E+02  -0.100946E-05   0.588323E-05  -0.100946E-05   0.104510E-07
   670   0.178707E+04  -0.832262E+01   0.593799E-05  -0.832262E+01   0.340557E+02  -0.101423E-05   0.593799E-05  -0.101423E-05   0.104266E-07
   671   0.178194E+04  -0.981979E+01   0.599257E-05  -0.981979E+01   0.342741E+02  -0.101887E-05   0.599257E-05  -0.101887E-05   0.104023E-07
   672   0.177697E+04  -0.113329E+02   0.604696E-05  -0.113329E+02   0.344880E+02  -0.102338E-05   0.604696E-05  -0.102338E-05   0.103780E-07
   673   0.177216E+04  -0.128612E+02   0.610114E-05  -0.128612E+02   0.346976E+02  -0.102776E-05   0.610114E-05  -0.102776E-05   0.103539E-07
   674   0.176753E+04  -0.144043E+02   0.615511E-05  -0.144043E+02   0.349027E+02  -0.103202E-05   0.615511E-05  -0.103202E-05   0.103298E-07
   675   0.176308E+04  -0.159614E+02   0.620884E-05  -0.159614E+02   0.351032E+02  -0.103615E-05   0.620884E-05  -0.103615E-05   0.103058E-07
   676   0.175880E+04  -0.175319E+02   0.626234E-05  -0.175319E+02   0.352991E+02  -0.104015E-05   0.626234E-05  -0.104015E-05   0.102820E-07
   677   0.175470E+04  -0.191153E+02   0.631557E-05  -0.191153E+02   0.354902E+02  -0.104402E-05   0.631557E-05  -0.104402E-05   0.102582E-07
   678   0.175077E+04  -0.207109E+02   0.636854E-05  -0.207109E+02   0.356764E+02  -0.104776E-05   0.636854E-05  -0.104776E-05   0.102345E-07
   679   0.174703E+04  -0.223180E+02   0.642123E-05  -0.223180E+02   0.358576E+02  -0.105138E-05   0.642123E-05  -0.105138E-05   0.102109E-07
   680   0.174347E+04  -0.239360E+02   0.647363E-05  -0.239360E+02   0.360339E+02  -0.105487E-05   0.647363E-05  -0.105487E-05   0.101873E-07
   681   0.174008E+04  -0.255642E+02   0.652572E-05  -0.255642E+02   0.362050E+02  -0.105822E-05   0.652572E-05  -0.105822E-05   0.101639E-07
   682   0.173688E+04  -0.272019E+02   0.657749E-05  -0.272019E+02   0.363709E+02  -0.106145E-05   0.657749E-05  -0.106145E-05   0.101405E-07
   683   0.173386E+04  -0.288486E+02   0.662893E-05  -0.288486E+02   0.365315E+02  -0.106455E-05   0.662893E-05  -0.106455E-05   0.101173E-07
   684   0.173104E+04  -0.305037E+02   0.668003E-05  -0.305037E+02   0.366867E+02  -0.106752E-05   0.668003E-05  -0.106752E-05   0.100941E-07
   685   0.172839E+04  -0.321666E+02   0.673077E-05  -0.321666E+02   0.368366E+02  -0.107036E-05   0.673077E-05  -0.107036E-05   0.100710E-07
   686   0.172593E+04  -0.338364E+02   0.678115E-05  -0.338364E+02   0.369812E+02  -0.107307E-05   0.678115E-05  -0.107307E-05   0.100480E-07
   687   0.172365E+04  -0.355134E+02   0.683114E-05  -0.355134E+02   0.371204E+02  -0.107565E-05   0.683114E-05  -0.107565E-05   0.100250E-07
   688   0.172157E+04  -0.371971E+02   0.688074E-05  -0.371971E+02   0.372541E+02  -0.107810E-05   0.688074E-05  -0.107810E-05   0.100022E-07
   689   0.171968E+04  -0.388860E+02   0.692993E-05  -0.388860E+02   0.373825E+02  -0.108041E-05   0.692993E-05  -0.108041E-05   0.997942E-08
   690   0.171798E+04  -0.405796E+02   0.697870E-05  -0.405796E+02   0.375054E+02  -0.108260E-05   0.697870E-05  -0.108260E-05   0.995674E-08
   691   0.171647E+04  -0.422780E+02   0.702705E-05  -0.422780E+02   0.376228E+02  -0.108466E-05   0.702705E-05  -0.108466E-05   0.993415E-08
   692   0.171514E+04  -0.439807E+02   0.707495E-05  -0.439807E+02   0.377347E+02  -0.108658E-05   0.707495E-05  -0.108658E-05   0.991163E-08
   693   0.171402E+04  -0.456871E+02   0.712239E-05  -0.456871E+02   0.378409E+02  -0.108837E-05   0.712239E-05  -0.108837E-05   0.988920E-08
   694   0.171308E+04  -0.473958E+02   0.716936E-05  -0.473958E+02   0.379417E+02  -0.109003E-05   0.716936E-05  -0.109003E-05   0.986684E-08
   695   0.171233E+04  -0.491070E+02   0.721585E-05  -0.491070E+02   0.380367E+02  -0.109156E-05   0.721585E-05  -0.109156E-05   0.984457E-08
   696   0.171177E+04  -0.508193E+02   0.726185E-05  -0.508193E+02   0.381260E+02  -0.109296E-05   0.726185E-05  -0.109296E-05   0.982238E-08
   697   0.171140E+04  -0.525330E+02   0.730734E-05  -0.525330E+02   0.382096E+02  -0.109423E-05   0.730734E-05  -0.109423E-05   0.980027E-08
   698   0.171122E+04  -0.542467E+02   0.735231E-05  -0.542467E+02   0.382875E+02  -0.109536E-05   0.735231E-05  -0.109536E-05   0.977823E-08
   699   0.171123E+04  -0.559605E+02   0.739675E-05  -0.559605E+02   0.383596E+02  -0.109636E-05   0.739675E-05  -0.109636E-05   0.975628E-08
   700   0.171143E+04  -0.576738E+02   0.744065E-05  -0.576738E+02   0.384259E+02  -0.109723E-05   0.744065E-05  -0.109723E-05   0.973440E-08
   701   0.171181E+04  -0.593861E+02   0.748399E-05  -0.593861E+02   0.384864E+02  -0.109796E-05   0.748399E-05  -0.109796E-05   0.971261E-08
   702   0.171238E+04  -0.610964E+02   0.752678E-05  -0.610964E+02   0.385411E+02  -0.109856E-05   0.752678E-05  -0.109856E-05   0.969089E-08
   703   0.171314E+04  -0.628045E+02   0.756902E-05  -0.628045E+02   0.385900E+02  -0.109903E-05   0.756902E-05  -0.109903E-05   0.966925E-08
   704   0.171408E+04  -0.645080E+02   0.761071E-05  -0.645080E+02   0.386330E+02  -0.109937E-05   0.761071E-05  -0.109937E-05   0.964768E-08
   705   0.171520E+04  -0.662075E+02   0.765185E-05  -0.662075E+02   0.386702E+02  -0.109958E-05   0.765185E-05  -0.109958E-05   0.962619E-08
   706   0.171652E+04  -0.679012E+02   0.769246E-05  -0.679012E+02   0.387016E+02  -0.109967E-05   0.769246E-05  -0.109967E-05   0.960478E-08
   707   0.171801E+04  -0.695889E+02   0.773253E-05  -0.695889E+02   0.387271E+02  -0.109963E-05   0.773253E-05  -0.109963E-05   0.958345E-08
   708   0.171967E+04  -0.712705E+02   0.777207E-05  -0.712705E+02   0.387467E+02  -0.109946E-05   0.777207E-05  -0.109946E-05   0.956219E-08
   709   0.172152E+04  -0.729434E+02   0.781107E-05  -0.729434E+02   0.387605E+02  -0.109917E-05   0.781107E-05  -0.109917E-05   0.954100E-08
   710   0.172354E+04  -0.746084E+02   0.784955E-05  -0.746084E+02   0.387684E+02  -0.109875E-05   0.784955E-05  -0.109875E-05   0.951989E-08
   711   0.172574E+04  -0.762643E+02   0.788750E-05  -0.762643E+02   0.387704E+02  -0.109821E-05   0.788750E-05  -0.109821E-05   0.949886E-08
   712   0.172812E+04  -0.779096E+02   0.792493E-05  -0.779096E+02   0.387666E+02  -0.109755E-05   0.792493E-05  -0.109755E-05   0.947790E-08
   713   0.173066E+04  -0.795439E+02   0.796185E-05  -0.795439E+02   0.387568E+02  -0.109677E-05   0.796185E-05  -0.109677E-05   0.945701E-08
   714   0.173337E+04  -0.811665E+02   0.799825E-05  -0.811665E+02   0.387412E+02  -0.109587E-05   0.799825E-05  -0.109587E-05   0.943620E-08
   715   0.173626E+04  -0.827770E+02   0.803414E-05  -0.827770E+02   0.387198E+02  -0.109486E-05   0.803414E-05  -0.109486E-05   0.941546E-08
   716   0.173930E+04  -0.843746E+02   0.806952E-05  -0.843746E+02   0.386923E+02  -0.109372E-05   0.806952E-05  -0.109372E-05   0.939479E-08
   717   0.174251E+04  -0.859575E+02   0.810440E-05  -0.859575E+02   0.386589E+02  -0.109247E-05   0.810440E-05  -0.109247E-05   0.937420E-08
   718   0.174588E+04  -0.875255E+02   0.813878E-05  -0.875255E+02   0.386196E+02  -0.109111E-05   0.813878E-05  -0.109111E-05   0.935368E-08
   719   0.174940E+04  -0.890777E+02   0.817266E-05  -0.890777E+02   0.385744E+02  -0.108963E-05   0.817266E-05  -0.108963E-05   0.933323E-08
   720   0.175309E+04  -0.906146E+02   0.820604E-05  -0.906146E+02   0.385234E+02  -0.108804E-05   0.820604E-05  -0.108804E-05   0.931285E-08
   721   0.175692E+04  -0.921346E+02   0.823894E-05  -0.921346E+02   0.384666E+02  -0.108634E-05   0.823894E-05  -0.108634E-05   0.929254E-08
   722   0.176092E+04  -0.936375E+02   0.827134E-05  -0.936375E+02   0.384039E+02  -0.108452E-05   0.827134E-05  -0.108452E-05   0.927231E-08
   723   0.176507E+04  -0.951230E+02   0.830326E-05  -0.951230E+02   0.383357E+02  -0.108260E-05   0.830326E-05  -0.108260E-05   0.925214E-08
   724   0.176936E+04  -0.965901E+02   0.833470E-05  -0.965901E+02   0.382618E+02  -0.108057E-05   0.833470E-05  -0.108057E-05   0.923205E-08
   725   0.177382E+04  -0.980381E+02   0.836567E-05  -0.980381E+02   0.381823E+02  -0.107843E-05   0.836567E-05  -0.107843E-05   0.921202E-08
   726   0.177841E+04  -0.994673E+02   0.839615E-05  -0.994673E+02   0.380972E+02  -0.107619E-05   0.839615E-05  -0.107619E-05   0.919207E-08
   727   0.178316E+04  -0.100876E+03   0.842617E-05  -0.100876E+03   0.380066E+02  -0.107384E-05   0.842617E-05  -0.107384E-05   0.917218E-08
   728   0.178806E+04  -0.102265E+03   0.845572E-05  -0.102265E+03   0.379105E+02  -0.107139E-05   0.845572E-05  -0.107139E-05   0.915236E-08
   729   0.179308E+04  -0.103632E+03   0.848480E-05  -0.103632E+03   0.378089E+02  -0.106883E-05   0.848480E-05  -0.106883E-05   0.913261E-08
   730   0.179825E+04  -0.104978E+03   0.851342E-05  -0.104978E+03   0.377018E+02  -0.106617E-05   0.851342E-05  -0.106617E-05   0.911293E-08
   731   0.180356E+04  -0.106301E+03   0.854159E-05  -0.106301E+03   0.375893E+02  -0.106341E-05   0.854159E-05  -0.106341E-05   0.909332E-08
   732   0.180900E+04  -0.107601E+03   0.856929E-05  -0.107601E+03   0.374714E+02  -0.106055E-05   0.856929E-05  -0.106055E-05   0.907377E-08
   733   0.181457E+04  -0.108878E+03   0.859655E-05  -0.108878E+03   0.373481E+02  -0.105760E-05   0.859655E-05  -0.105760E-05   0.905429E-08
   734   0.182027E+04  -0.110131E+03   0.862336E-05  -0.110131E+03   0.372195E+02  -0.105454E-05   0.862336E-05  -0.105454E-05   0.903488E-08
   735   0.182609E+04  -0.111359E+03   0.864972E-05  -0.111359E+03   0.370857E+02  -0.105139E-05   0.864972E-05  -0.105139E-05   0.901553E-08
   736   0.183205E+04  -0.112563E+03   0.867564E-05  -0.112563E+03   0.369467E+02  -0.104815E-05   0.867564E-05  -0.104815E-05   0.899625E-08
   737   0.183811E+04  -0.113741E+03   0.870113E-05  -0.113741E+03   0.368025E+02  -0.104481E-05   0.870113E-05  -0.104481E-05   0.897704E-08
   738   0.184430E+04  -0.114894E+03   0.872617E-05  -0.114894E+03   0.366533E+02  -0.104137E-05   0.872617E-05  -0.104137E-05   0.895789E-08
   739   0.185060E+04  -0.116020E+03   0.875079E-05  -0.116020E+03   0.364990E+02  -0.103785E-05   0.875079E-05  -0.103785E-05   0.893881E-08
   740   0.185701E+04  -0.117119E+03   0.877498E-05  -0.117119E+03   0.363397E+02  -0.103423E-05   0.877498E-05  -0.103423E-05   0.891979E-08
   741   0.186353E+04  -0.118191E+03   0.879874E-05  -0.118191E+03   0.361755E+02  -0.103052E-05   0.879874E-05  -0.103052E-05   0.890083E-08
   742   0.187015E+04  -0.119236E+03   0.882208E-05  -0.119236E+03   0.360065E+02  -0.102673E-05   0.882208E-05  -0.102673E-05   0.888194E-08
   743   0.187689E+04  -0.120254E+03   0.884500E-05  -0.120254E+03   0.358328E+02  -0.102284E-05   0.884500E-05  -0.102284E-05   0.886312E-08
   744   0.188371E+04  -0.121242E+03   0.886750E-05  -0.121242E+03   0.356543E+02  -0.101887E-05   0.886750E-05  -0.101887E-05   0.884435E-08
   745   0.189063E+04  -0.122203E+03   0.888960E-05  -0.122203E+03   0.354713E+02  -0.101482E-05   0.888960E-05  -0.101482E-05   0.882565E-08
   746   0.189764E+04  -0.123135E+03   0.891128E-05  -0.123135E+03   0.352836E+02  -0.101068E-05   0.891128E-05  -0.101068E-05   0.880701E-08
   747   0.190475E+04  -0.124038E+03   0.893256E-05  -0.124038E+03   0.350915E+02  -0.100645E-05   0.893256E-05  -0.100645E-05   0.878843E-08
   748   0.191194E+04  -0.124912E+03   0.895344E-05  -0.124912E+03   0.348949E+02  -0.100215E-05   0.895344E-05  -0.100215E-05   0.876992E-08
   749   0.191922E+04  -0.125757E+03   0.897391E-05  -0.125757E+03   0.346939E+02  -0.997759E-06   0.897391E-05  -0.997759E-06   0.875147E-08
   750   0.192658E+04  -0.126572E+03   0.899399E-05  -0.126572E+03   0.344886E+02  -0.993291E-06   0.899399E-05  -0.993291E-06   0.873308E-08
   751   0.193401E+04  -0.127356E+03   0.901368E-05  -0.127356E+03   0.342790E+02  -0.988744E-06   0.901368E-05  -0.988744E-06   0.871475E-08
   752   0.194152E+04  -0.128110E+03   0.903297E-05  -0.128110E+03   0.340653E+02  -0.984119E-06   0.903297E-05  -0.984119E-06   0.869648E-08
   753   0.194910E+04  -0.128834E+03   0.905186E-05  -0.128834E+03   0.338475E+02  -0.979415E-06   0.905186E-05  -0.979415E-06   0.867827E-08
   754   0.195674E+04  -0.129526E+03   0.907035E-05  -0.129526E+03   0.336257E+02  -0.974636E-06   0.907035E-05  -0.974636E-06   0.866012E-08
   755   0.196445E+04  -0.130187E+03   0.908842E-05  -0.130187E+03   0.334001E+02  -0.969780E-06   0.908842E-05  -0.969780E-06   0.864203E-08
   756   0.197221E+04  -0.130817E+03   0.910608E-05  -0.130817E+03   0.331709E+02  -0.964848E-06   0.910608E-05  -0.964848E-06   0.862399E-08
   757   0.198004E+04  -0.131414E+03   0.912331E-05  -0.131414E+03   0.329382E+02  -0.959842E-06   0.912331E-05  -0.959842E-06   0.860602E-08
   758   0.198792E+04  -0.131981E+03   0.914013E-05  -0.131981E+03   0.327021E+02  -0.954763E-06   0.914013E-05  -0.954763E-06   0.858811E-08
   759   0.199585E+04  -0.132515E+03   0.915651E-05  -0.132515E+03   0.324627E+02  -0.949610E-06   0.915651E-05  -0.949610E-06   0.857026E-08
   760   0.200382E+04  -0.133016E+03   0.917247E-05  -0.133016E+03   0.322202E+02  -0.944385E-06   0.917247E-05  -0.944385E-06   0.855246E-08
   761   0.201184E+04  -0.133485E+03   0.918798E-05  -0.133485E+03   0.319747E+02  -0.939089E-06   0.918798E-05  -0.939089E-06   0.853473E-08
   762   0.201990E+04  -0.133921E+03   0.920305E-05  -0.133921E+03   0.317262E+02  -0.933722E-06   0.920305E-05  -0.933722E-06   0.851705E-08
   763   0.202799E+04  -0.134323E+03   0.921768E-05  -0.134323E+03   0.314750E+02  -0.928285E-06   0.921768E-05  -0.928285E-06   0.849943E-08
   764   0.203610E+04  -0.134691E+03   0.923185E-05  -0.134691E+03   0.312210E+02  -0.922779E-06   0.923185E-05  -0.922779E-06   0.848186E-08
   765   0.204422E+04  -0.135026E+03   0.924557E-05  -0.135026E+03   0.309645E+02  -0.917205E-06   0.924557E-05  -0.917205E-06   0.846436E-08
   766   0.205237E+04  -0.135325E+03   0.925883E-05  -0.135325E+03   0.307055E+02  -0.911563E-06   0.925883E-05  -0.911563E-06   0.844691E-08
   767   0.206053E+04  -0.135590E+03   0.927162E-05  -0.135590E+03   0.304440E+02  -0.905854E-06   0.927162E-05  -0.905854E-06   0.842951E-08
   768   0.206869E+04  -0.135819E+03   0.928395E-05  -0.135819E+03   0.301803E+02  -0.900079E-06   0.928395E-05  -0.900079E-06   0.841218E-08
   769   0.207685E+04  -0.136013E+03   0.929580E-05  -0.136013E+03   0.299146E+02  -0.894239E-06   0.929580E-05  -0.894239E-06   0.839490E-08
   770   0.208500E+04  -0.136173E+03   0.930717E-05  -0.136173E+03   0.296468E+02  -0.888334E-06   0.930717E-05  -0.888334E-06   0.837767E-08
   771   0.209315E+04  -0.136298E+03   0.931806E-05  -0.136298E+03   0.293772E+02  -0.882365E-06   0.931806E-05  -0.882365E-06   0.836051E-08
   772   0.210128E+04  -0.136387E+03   0.932846E-05  -0.136387E+03   0.291060E+02  -0.876334E-06   0.932846E-05  -0.876334E-06   0.834339E-08
   773   0.210939E+04  -0.136442E+03   0.933838E-05  -0.136442E+03   0.288331E+02  -0.870240E-06   0.933838E-05  -0.870240E-06   0.832633E-08
   774   0.211748E+04  -0.136462E+03   0.934779E-05  -0.136462E+03   0.285588E+02  -0.864085E-06   0.934779E-05  -0.864085E-06   0.830933E-08
   775   0.212554E+04  -0.136447E+03   0.935670E-05  -0.136447E+03   0.282832E+02  -0.857869E-06   0.935670E-05  -0.857869E-06   0.829238E-08
   776   0.213357E+04  -0.136397E+03   0.936511E-05  -0.136397E+03   0.280064E+02  -0.851593E-06   0.936511E-05  -0.851593E-06   0.827549E-08
   777   0.214158E+04  -0.136313E+03   0.937301E-05  -0.136313E+03   0.277285E+02  -0.845259E-06   0.937301E-05  -0.845259E-06   0.825865E-08
   778   0.214957E+04  -0.136194E+03   0.938039E-05  -0.136194E+03   0.274496E+02  -0.838865E-06   0.938039E-05  -0.838865E-06   0.824186E-08
   779   0.215752E+04  -0.136040E+03   0.938726E-05  -0.136040E+03   0.271698E+02  -0.832414E-06   0.938726E-05  -0.832414E-06   0.822513E-08
   780   0.216543E+04  -0.135852E+03   0.939360E-05  -0.135852E+03   0.268892E+02  -0.825907E-06   0.939360E-05  -0.825907E-06   0.820845E-08
   781   0.217332E+04  -0.135630E+03   0.939941E-05  -0.135630E+03   0.266080E+02  -0.819343E-06   0.939941E-05  -0.819343E-06   0.819182E-08
   782   0.218116E+04  -0.135374E+03   0.940469E-05  -0.135374E+03   0.263261E+02  -0.812724E-06   0.940469E-05  -0.812724E-06   0.817524E-08
   783   0.218896E+04  -0.135082E+03   0.940944E-05  -0.135082E+03   0.260438E+02  -0.806051E-06   0.940944E-05  -0.806051E-06   0.815872E-08
   784   0.219671E+04  -0.134757E+03   0.941364E-05  -0.134757E+03   0.257611E+02  -0.799323E-06   0.941364E-05  -0.799323E-06   0.814225E-08
   785   0.220441E+04  -0.134396E+03   0.941730E-05  -0.134396E+03   0.254781E+02  -0.792543E-06   0.941730E-05  -0.792543E-06   0.812584E-08
   786   0.221204E+04  -0.133999E+03   0.942040E-05  -0.133999E+03   0.251949E+02  -0.785711E-06   0.942040E-05  -0.785711E-06   0.810947E-08
   787   0.221961E+04  -0.133567E+03   0.942295E-05  -0.133567E+03   0.249116E+02  -0.778827E-06   0.942295E-05  -0.778827E-06   0.809315E-08
   788   0.222711E+04  -0.133099E+03   0.942495E-05  -0.133099E+03   0.246282E+02  -0.771892E-06   0.942495E-05  -0.771892E-06   0.807689E-08
   789   0.223452E+04  -0.132597E+03   0.942637E-05  -0.132597E+03   0.243450E+02  -0.764908E-06   0.942637E-05  -0.764908E-06   0.806068E-08
   790   0.224187E+04  -0.132058E+03   0.942723E-05  -0.132058E+03   0.240621E+02  -0.757875E-06   0.942723E-05  -0.757875E-06   0.804452E-08
   791   0.224913E+04  -0.131487E+03   0.942752E-05  -0.131487E+03   0.237795E+02  -0.750793E-06   0.942752E-05  -0.750793E-06   0.802841E-08
   792   0.225631E+04  -0.130881E+03   0.942723E-05  -0.130881E+03   0.234975E+02  -0.743663E-06   0.942723E-05  -0.743663E-06   0.801234E-08
   793   0.226341E+04  -0.130242E+03   0.942635E-05  -0.130242E+03   0.232161E+02  -0.736487E-06   0.942635E-05  -0.736487E-06   0.799633E-08
   794   0.227042E+04  -0.129570E+03   0.942489E-05  -0.129570E+03   0.229356E+02  -0.729265E-06   0.942489E-05  -0.729265E-06   0.798037E-08
   795   0.227734E+04  -0.128866E+03   0.942284E-05  -0.128866E+03   0.226559E+02  -0.721997E-06   0.942284E-05  -0.721997E-06   0.796446E-08
   796   0.228417E+04  -0.128129E+03   0.942019E-05  -0.128129E+03   0.223773E+02  -0.714685E-06   0.942019E-05  -0.714685E-06   0.794859E-08
   797   0.229092E+04  -0.127361E+03   0.941694E-05  -0.127361E+03   0.220996E+02  -0.707329E-06   0.941694E-05  -0.707329E-06   0.793278E-08
   798   0.229757E+04  -0.126560E+03   0.941309E-05  -0.126560E+03   0.218230E+02  -0.699931E-06   0.941309E-05  -0.699931E-06   0.791701E-08
   799   0.230413E+04  -0.125728E+03   0.940863E-05  -0.125728E+03   0.215476E+02  -0.692490E-06   0.940863E-05  -0.692490E-06   0.790129E-08
   800   0.231060E+04  -0.124862E+03   0.940355E-05  -0.124862E+03   0.212733E+02  -0.685007E-06   0.940355E-05  -0.685007E-06   0.788563E-08
   801   0.231697E+04  -0.123966E+03   0.939786E-05  -0.123966E+03   0.210002E+02  -0.677484E-06   0.939786E-05  -0.677484E-06   0.787000E-08
   802   0.232326E+04  -0.123038E+03   0.939156E-05  -0.123038E+03   0.207284E+02  -0.669921E-06   0.939156E-05  -0.669921E-06   0.785443E-08
   803   0.232943E+04  -0.122078E+03   0.938465E-05  -0.122078E+03   0.204582E+02  -0.662319E-06   0.938465E-05  -0.662319E-06   0.783890E-08
   804   0.233551E+04  -0.121087E+03   0.937714E-05  -0.121087E+03   0.201895E+02  -0.654678E-06   0.937714E-05  -0.654678E-06   0.782342E-08
   805   0.234147E+04  -0.120066E+03   0.936905E-05  -0.120066E+03   0.199228E+02  -0.646999E-06   0.936905E-05  -0.646999E-06   0.780799E-08
   806   0.234730E+04  -0.119016E+03   0.936036E-05  -0.119016E+03   0.196580E+02  -0.639284E-06   0.936036E-05  -0.639284E-06   0.779260E-08
   807   0.235300E+04  -0.117935E+03   0.935110E-05  -0.117935E+03   0.193955E+02  -0.631531E-06   0.935110E-05  -0.631531E-06   0.777726E-08
   808   0.235857E+04  -0.116825E+03   0.934127E-05  -0.116825E+03   0.191353E+02  -0.623743E-06   0.934127E-05  -0.623743E-06   0.776197E-08
   809   0.236399E+04  -0.115687E+03   0.933087E-05  -0.115687E+03   0.188776E+02  -0.615919E-06   0.933087E-05  -0.615919E-06   0.774672E-08
   810   0.236928E+04  -0.114521E+03   0.931991E-05  -0.114521E+03   0.186226E+02  -0.608062E-06   0.931991E-05  -0.608062E-06   0.773152E-08
   811   0.237442E+04  -0.113327E+03   0.930840E-05  -0.113327E+03   0.183704E+02  -0.600170E-06   0.930840E-05  -0.600170E-06   0.771636E-08
   812   0.237943E+04  -0.112107E+03   0.929635E-05  -0.112107E+03   0.181209E+02  -0.592245E-06   0.929635E-05  -0.592245E-06   0.770125E-08
   813   0.238430E+04  -0.110862E+03   0.928375E-05  -0.110862E+03   0.178744E+02  -0.584288E-06   0.928375E-05  -0.584288E-06   0.768619E-08
   814   0.238903E+04  -0.109591E+03   0.927063E-05  -0.109591E+03   0.176309E+02  -0.576300E-06   0.927063E-05  -0.576300E-06   0.767117E-08
   815   0.239363E+04  -0.108296E+03   0.925698E-05  -0.108296E+03   0.173905E+02  -0.568280E-06   0.925698E-05  -0.568280E-06   0.765620E-08
   816   0.239810E+04  -0.106977E+03   0.924281E-05  -0.106977E+03   0.171534E+02  -0.560230E-06   0.924281E-05  -0.560230E-06   0.764127E-08
   817   0.240243E+04  -0.105636E+03   0.922813E-05  -0.105636E+03   0.169196E+02  -0.552150E-06   0.922813E-05  -0.552150E-06   0.762638E-08
   818   0.240661E+04  -0.104270E+03   0.921295E-05  -0.104270E+03   0.166893E+02  -0.544042E-06   0.921295E-05  -0.544042E-06   0.761154E-08
   819   0.241064E+04  -0.102882E+03   0.919726E-05  -0.102882E+03   0.164625E+02  -0.535905E-06   0.919726E-05  -0.535905E-06   0.759675E-08
   820   0.241451E+04  -0.101471E+03   0.918109E-05  -0.101471E+03   0.162396E+02  -0.527740E-06   0.918109E-05  -0.527740E-06   0.758199E-08
   821   0.241821E+04  -0.100038E+03   0.916443E-05  -0.100038E+03   0.160204E+02  -0.519549E-06   0.916443E-05  -0.519549E-06   0.756729E-08
   822   0.242173E+04  -0.985819E+02   0.914728E-05  -0.985819E+02   0.158051E+02  -0.511332E-06   0.914728E-05  -0.511332E-06   0.755262E-08
   823   0.242507E+04  -0.971038E+02   0.912967E-05  -0.971038E+02   0.155940E+02  -0.503089E-06   0.912967E-05  -0.503089E-06   0.753800E-08
   824   0.242823E+04  -0.956043E+02   0.911160E-05  -0.956043E+02   0.153870E+02  -0.494821E-06   0.911160E-05  -0.494821E-06   0.752342E-08
   825   0.243122E+04  -0.940846E+02   0.909306E-05  -0.940846E+02   0.151842E+02  -0.486530E-06   0.909306E-05  -0.486530E-06   0.750889E-08
   826   0.243404E+04  -0.925455E+02   0.907407E-05  -0.925455E+02   0.149858E+02  -0.478214E-06   0.907407E-05  -0.478214E-06   0.749440E-08
   827   0.243669E+04  -0.909882E+02   0.905464E-05  -0.909882E+02   0.147917E+02  -0.469876E-06   0.905464E-05  -0.469876E-06   0.747995E-08
   828   0.243916E+04  -0.894133E+02   0.903476E-05  -0.894133E+02   0.146021E+02  -0.461516E-06   0.903476E-05  -0.461516E-06   0.746554E-08
   829   0.244148E+04  -0.878220E+02   0.901446E-05  -0.878220E+02   0.144171E+02  -0.453135E-06   0.901446E-05  -0.453135E-06   0.745118E-08
   830   0.244364E+04  -0.862152E+02   0.899373E-05  -0.862152E+02   0.142367E+02  -0.444733E-06   0.899373E-05  -0.444733E-06   0.743685E-08
   831   0.244563E+04  -0.845930E+02   0.897258E-05  -0.845930E+02   0.140609E+02  -0.436311E-06   0.897258E-05  -0.436311E-06   0.742257E-08
   832   0.244746E+04  -0.829557E+02   0.895102E-05  -0.829557E+02   0.138899E+02  -0.427870E-06   0.895102E-05  -0.427870E-06   0.740833E-08
   833   0.244910E+04  -0.813034E+02   0.892905E-05  -0.813034E+02   0.137238E+02  -0.419410E-06   0.892905E-05  -0.419410E-06   0.739414E-08
   834   0.245057E+04  -0.796362E+02   0.890669E-05  -0.796362E+02   0.135626E+02  -0.410933E-06   0.890669E-05  -0.410933E-06   0.737998E-08
   835   0.245185E+04  -0.779544E+02   0.888393E-05  -0.779544E+02   0.134065E+02  -0.402438E-06   0.888393E-05  -0.402438E-06   0.736587E-08
   836   0.245292E+04  -0.762581E+02   0.886078E-05  -0.762581E+02   0.132555E+02  -0.393926E-06   0.886078E-05  -0.393926E-06   0.735179E-08
   837   0.245380E+04  -0.745476E+02   0.883726E-05  -0.745476E+02   0.131097E+02  -0.385399E-06   0.883726E-05  -0.385399E-06   0.733776E-08
   838   0.245449E+04  -0.728234E+02   0.881336E-05  -0.728234E+02   0.129691E+02  -0.376857E-06   0.881336E-05  -0.376857E-06   0.732377E-08
   839   0.245497E+04  -0.710865E+02   0.878910E-05  -0.710865E+02   0.128338E+02  -0.368300E-06   0.878910E-05  -0.368300E-06   0.730982E-08
   840   0.245528E+04  -0.693377E+02   0.876448E-05  -0.693377E+02   0.127037E+02  -0.359729E-06   0.876448E-05  -0.359729E-06   0.729590E-08
   841   0.245539E+04  -0.675777E+02   0.873951E-05  -0.675777E+02   0.125790E+02  -0.351145E-06   0.873951E-05  -0.351145E-06   0.728203E-08
   842   0.245532E+04  -0.658073E+02   0.871419E-05  -0.658073E+02   0.124595E+02  -0.342549E-06   0.871419E-05  -0.342549E-06   0.726820E-08
