#    L    TT             EE             BB             TE             PP             TP             EP          
   468   0.212771E+04   0.131002E+02   0.000000E+00  -0.761786E+02   0.208008E-07   0.652498E-05   0.148714E-05
   469   0.213891E+04   0.129203E+02   0.000000E+00  -0.761754E+02   0.207376E-07   0.639268E-05   0.147193E-05
   470   0.215011E+04   0.127409E+02   0.000000E+00  -0.761373E+02   0.206745E-07   0.626395E-05   0.145625E-05
   471   0.216128E+04   0.125621E+02   0.000000E+00  -0.760635E+02   0.206118E-07   0.613874E-05   0.144014E-05
   472   0.217243E+04   0.123842E+02   0.000000E+00  -0.759556E+02   0.205493E-07   0.601699E-05   0.142362E-05
   473   0.218355E+04   0.122071E+02   0.000000E+00  -0.758120E+02   0.204871E-07   0.589864E-05   0.140669E-05
   474   0.219463E+04   0.120309E+02   0.000000E+00  -0.756350E+02   0.204252E-07   0.578363E-05   0.138939E-05
   475   0.220566E+04   0.118557E+02   0.000000E+00  -0.754231E+02   0.203636E-07   0.567192E-05   0.137173E-05
   476   0.221665E+04   0.116818E+02   0.000000E+00  -0.751771E+02   0.203022E-07   0.556343E-05   0.135373E-05
   477   0.222758E+04   0.115091E+02   0.000000E+00  -0.748976E+02   0.202410E-07   0.545812E-05   0.133541E-05
   478   0.223846E+04   0.113378E+02   0.000000E+00  -0.745847E+02   0.201801E-07   0.535592E-05   0.131680E-05
   479   0.224929E+04   0.111679E+02   0.000000E+00  -0.742394E+02   0.201195E-07   0.525677E-05   0.129791E-05
   480   0.226004E+04   0.109997E+02   0.000000E+00  -0.738611E+02   0.200592E-07   0.516063E-05   0.127877E-05
   481   0.227073E+04   0.108331E+02   0.000000E+00  -0.734506E+02   0.199991E-07   0.506742E-05   0.125939E-05
   482   0.228133E+04   0.106683E+02   0.000000E+00  -0.730081E+02   0.199392E-07   0.497710E-05   0.123979E-05
   483   0.229185E+04   0.105054E+02   0.000000E+00  -0.725341E+02   0.198796E-07   0.488961E-05   0.122000E-05
   484   0.230228E+04   0.103444E+02   0.000000E+00  -0.720288E+02   0.198203E-07   0.480488E-05   0.120003E-05
   485   0.231259E+04   0.101856E+02   0.000000E+00  -0.714927E+02   0.197612E-07   0.472286E-05   0.117991E-05
   486   0.232280E+04   0.100289E+02   0.000000E+00  -0.709261E+02   0.197024E-07   0.464349E-05   0.115966E-05
   487   0.233289E+04   0.987445E+01   0.000000E+00  -0.703293E+02   0.196438E-07   0.456672E-05   0.113928E-05
   488   0.234286E+04   0.972244E+01   0.000000E+00  -0.697029E+02   0.195855E-07   0.449249E-05   0.111882E-05
   489   0.235270E+04   0.957280E+01   0.000000E+00  -0.690473E+02   0.195274E-07   0.442073E-05   0.109828E-05
   490   0.236241E+04   0.942577E+01   0.000000E+00  -0.683631E+02   0.194695E-07   0.435140E-05   0.107768E-05
   491   0.237199E+04   0.928141E+01   0.000000E+00  -0.676507E+02   0.194119E-07   0.428443E-05   0.105705E-05
   492   0.238144E+04   0.913972E+01   0.000000E+00  -0.669107E+02   0.193546E-07   0.421976E-05   0.103641E-05
   493   0.239075E+04   0.900085E+01   0.000000E+00  -0.661436E+02   0.192974E-07   0.415734E-05   0.101578E-05
   494   0.239992E+04   0.886496E+01   0.000000E+00  -0.653497E+02   0.192406E-07   0.409712E-05   0.995167E-06
   495   0.240894E+04   0.873211E+01   0.000000E+00  -0.645298E+02   0.191839E-07   0.403903E-05   0.974605E-06
   496   0.241781E+04   0.860230E+01   0.000000E+00  -0.636842E+02   0.191275E-07   0.398301E-05   0.954111E-06
   497   0.242652E+04   0.847569E+01   0.000000E+00  -0.628136E+02   0.190713E-07   0.392901E-05   0.933705E-06
   498   0.243506E+04   0.835235E+01   0.000000E+00  -0.619186E+02   0.190154E-07   0.387697E-05   0.913406E-06
   499   0.244344E+04   0.823235E+01   0.000000E+00  -0.609996E+02   0.189597E-07   0.382683E-05   0.893235E-06
   500   0.245163E+04   0.811584E+01   0.000000E+00  -0.600571E+02   0.189042E-07   0.377854E-05   0.873212E-06
   501   0.245964E+04   0.800282E+01   0.000000E+00  -0.590917E+02   0.188490E-07   0.373204E-05   0.853355E-06
   502   0.246746E+04   0.789344E+01   0.000000E+00  -0.581042E+02   0.187939E-07   0.368731E-05   0.833662E-06
   503   0.247510E+04   0.778770E+01   0.000000E+00  -0.570951E+02   0.187391E-07   0.364433E-05   0.814131E-06
   504   0.248253E+04   0.768582E+01   0.000000E+00  -0.560652E+02   0.186846E-07   0.360308E-05   0.794759E-06
   505   0.248979E+04   0.758773E+01   0.000000E+00  -0.550151E+02   0.186302E-07   0.356355E-05   0.775543E-06
   506   0.249684E+04   0.749357E+01   0.000000E+00  -0.539456E+02   0.185761E-07   0.352572E-05   0.756480E-06
   507   0.250369E+04   0.740345E+01   0.000000E+00  -0.528572E+02   0.185222E-07   0.348956E-05   0.737567E-06
   508   0.251035E+04   0.731742E+01   0.000000E+00  -0.517508E+02   0.184685E-07   0.345506E-05   0.718799E-06
   509   0.251680E+04   0.723555E+01   0.000000E+00  -0.506269E+02   0.184151E-07   0.342221E-05   0.700175E-06
   510   0.252306E+04   0.715791E+01   0.000000E+00  -0.494864E+02   0.183619E-07   0.339098E-05   0.681691E-06
   511   0.252910E+04   0.708455E+01   0.000000E+00  -0.483298E+02   0.183089E-07   0.336136E-05   0.663344E-06
   512   0.253494E+04   0.701554E+01   0.000000E+00  -0.471580E+02   0.182561E-07   0.333333E-05   0.645131E-06
   513   0.254056E+04   0.695095E+01   0.000000E+00  -0.459715E+02   0.182035E-07   0.330687E-05   0.627048E-06
   514   0.254597E+04   0.689083E+01   0.000000E+00  -0.447710E+02   0.181511E-07   0.328196E-05   0.609092E-06
   515   0.255117E+04   0.683525E+01   0.000000E+00  -0.435573E+02   0.180990E-07   0.325858E-05   0.591261E-06
   516   0.255614E+04   0.678427E+01   0.000000E+00  -0.423312E+02   0.180471E-07   0.323672E-05   0.573552E-06
   517   0.256090E+04   0.673793E+01   0.000000E+00  -0.410933E+02   0.179954E-07   0.321636E-05   0.555960E-06
   518   0.256542E+04   0.669629E+01   0.000000E+00  -0.398443E+02   0.179439E-07   0.319749E-05   0.538483E-06
   519   0.256973E+04   0.665942E+01   0.000000E+00  -0.385851E+02   0.178926E-07   0.318007E-05   0.521117E-06
   520   0.257379E+04   0.662734E+01   0.000000E+00  -0.373163E+02   0.178415E-07   0.316410E-05   0.503861E-06
   521   0.257762E+04   0.660014E+01   0.000000E+00  -0.360387E+02   0.177907E-07   0.314955E-05   0.486709E-06
   522   0.258122E+04   0.657784E+01   0.000000E+00  -0.347530E+02   0.177400E-07   0.313642E-05   0.469660E-06
   523   0.258457E+04   0.656050E+01   0.000000E+00  -0.334599E+02   0.176896E-07   0.312467E-05   0.452710E-06
   524   0.258769E+04   0.654814E+01   0.000000E+00  -0.321603E+02   0.176393E-07   0.311430E-05   0.435856E-06
   525   0.259057E+04   0.654081E+01   0.000000E+00  -0.308548E+02   0.175893E-07   0.310528E-05   0.419095E-06
   526   0.259321E+04   0.653852E+01   0.000000E+00  -0.295442E+02   0.175395E-07   0.309760E-05   0.402424E-06
   527   0.259562E+04   0.654133E+01   0.000000E+00  -0.282292E+02   0.174899E-07   0.309124E-05   0.385839E-06
   528   0.259779E+04   0.654926E+01   0.000000E+00  -0.269106E+02   0.174405E-07   0.308618E-05   0.369337E-06
   529   0.259972E+04   0.656233E+01   0.000000E+00  -0.255890E+02   0.173913E-07   0.308240E-05   0.352916E-06
   530   0.260142E+04   0.658058E+01   0.000000E+00  -0.242654E+02   0.173423E-07   0.307988E-05   0.336571E-06
   531   0.260288E+04   0.660404E+01   0.000000E+00  -0.229404E+02   0.172935E-07   0.307862E-05   0.320301E-06
   532   0.260410E+04   0.663271E+01   0.000000E+00  -0.216151E+02   0.172449E-07   0.307858E-05   0.304101E-06
   533   0.260509E+04   0.666662E+01   0.000000E+00  -0.202900E+02   0.171965E-07   0.307975E-05   0.287969E-06
   534   0.260583E+04   0.670578E+01   0.000000E+00  -0.189661E+02   0.171483E-07   0.308211E-05   0.271901E-06
   535   0.260635E+04   0.675024E+01   0.000000E+00  -0.176441E+02   0.171003E-07   0.308565E-05   0.255895E-06
   536   0.260661E+04   0.679999E+01   0.000000E+00  -0.163248E+02   0.170525E-07   0.309035E-05   0.239947E-06
   537   0.260665E+04   0.685505E+01   0.000000E+00  -0.150090E+02   0.170049E-07   0.309618E-05   0.224054E-06
   538   0.260645E+04   0.691543E+01   0.000000E+00  -0.136974E+02   0.169574E-07   0.310314E-05   0.208213E-06
   539   0.260602E+04   0.698112E+01   0.000000E+00  -0.123909E+02   0.169102E-07   0.311120E-05   0.192420E-06
   540   0.260534E+04   0.705212E+01   0.000000E+00  -0.110900E+02   0.168632E-07   0.312034E-05   0.176673E-06
   541   0.260445E+04   0.712846E+01   0.000000E+00  -0.979567E+01   0.168164E-07   0.313055E-05   0.160969E-06
   542   0.260332E+04   0.721013E+01   0.000000E+00  -0.850859E+01   0.167697E-07   0.314181E-05   0.145303E-06
   543   0.260195E+04   0.729713E+01   0.000000E+00  -0.722948E+01   0.167233E-07   0.315410E-05   0.129674E-06
   544   0.260036E+04   0.738945E+01   0.000000E+00  -0.595909E+01   0.166770E-07   0.316740E-05   0.114078E-06
   545   0.259855E+04   0.748707E+01   0.000000E+00  -0.469808E+01   0.166310E-07   0.318170E-05   0.985119E-07
   546   0.259650E+04   0.758999E+01   0.000000E+00  -0.344716E+01   0.165851E-07   0.319697E-05   0.829724E-07
   547   0.259424E+04   0.769819E+01   0.000000E+00  -0.220703E+01   0.165394E-07   0.321320E-05   0.674563E-07
   548   0.259175E+04   0.781158E+01   0.000000E+00  -0.978368E+00   0.164939E-07   0.323038E-05   0.519607E-07
   549   0.258904E+04   0.793033E+01   0.000000E+00   0.238111E+00   0.164486E-07   0.324847E-05   0.364823E-07
   550   0.258610E+04   0.805420E+01   0.000000E+00   0.144172E+01   0.164034E-07   0.326747E-05   0.210179E-07
   551   0.258296E+04   0.818335E+01   0.000000E+00   0.263174E+01   0.163585E-07   0.328736E-05   0.556547E-08
   552   0.257959E+04   0.831763E+01   0.000000E+00   0.380746E+01   0.163137E-07   0.330813E-05  -0.987385E-08
   553   0.257602E+04   0.845703E+01   0.000000E+00   0.496815E+01   0.162691E-07   0.332976E-05  -0.252978E-07
   554   0.257225E+04   0.860156E+01   0.000000E+00   0.611310E+01   0.162247E-07   0.335225E-05  -0.407042E-07
   555   0.256826E+04   0.875113E+01   0.000000E+00   0.724160E+01   0.161805E-07   0.337558E-05  -0.560909E-07
   556   0.256407E+04   0.890576E+01   0.000000E+00   0.835291E+01   0.161364E-07   0.339975E-05  -0.714557E-07
   557   0.255970E+04   0.906537E+01   0.000000E+00   0.944640E+01   0.160926E-07   0.342475E-05  -0.867963E-07
   558   0.255512E+04   0.922996E+01   0.000000E+00   0.105213E+02   0.160489E-07   0.345056E-05  -0.102111E-06
   559   0.255035E+04   0.939945E+01   0.000000E+00   0.115771E+02   0.160054E-07   0.347718E-05  -0.117396E-06
   560   0.254539E+04   0.957384E+01   0.000000E+00   0.126132E+02   0.159620E-07   0.350460E-05  -0.132651E-06
   561   0.254025E+04   0.975299E+01   0.000000E+00   0.136288E+02   0.159189E-07   0.353279E-05  -0.147873E-06
   562   0.253491E+04   0.993697E+01   0.000000E+00   0.146235E+02   0.158759E-07   0.356177E-05  -0.163060E-06
   563   0.252940E+04   0.101256E+02   0.000000E+00   0.155966E+02   0.158331E-07   0.359150E-05  -0.178210E-06
   564   0.252372E+04   0.103190E+02   0.000000E+00   0.165474E+02   0.157905E-07   0.362200E-05  -0.193320E-06
   565   0.251785E+04   0.105169E+02   0.000000E+00   0.174755E+02   0.157480E-07   0.365323E-05  -0.208388E-06
   566   0.251181E+04   0.107195E+02   0.000000E+00   0.183803E+02   0.157057E-07   0.368521E-05  -0.223413E-06
   567   0.250561E+04   0.109264E+02   0.000000E+00   0.192613E+02   0.156636E-07   0.371790E-05  -0.238391E-06
   568   0.249923E+04   0.111378E+02   0.000000E+00   0.201178E+02   0.156217E-07   0.375131E-05  -0.253321E-06
   569   0.249269E+04   0.113536E+02   0.000000E+00   0.209495E+02   0.155799E-07   0.378543E-05  -0.268200E-06
   570   0.248599E+04   0.115736E+02   0.000000E+00   0.217557E+02   0.155383E-07   0.382023E-05  -0.283027E-06
   571   0.247914E+04   0.117978E+02   0.000000E+00   0.225360E+02   0.154968E-07   0.385572E-05  -0.297799E-06
   572   0.247213E+04   0.120261E+02   0.000000E+00   0.232899E+02   0.154556E-07   0.389189E-05  -0.312514E-06
   573   0.246498E+04   0.122586E+02   0.000000E+00   0.240170E+02   0.154145E-07   0.392871E-05  -0.327169E-06
   574   0.245767E+04   0.124950E+02   0.000000E+00   0.247169E+02   0.153735E-07   0.396619E-05  -0.341763E-06
   575   0.245025E+04   0.127353E+02   0.000000E+00   0.253892E+02   0.153327E-07   0.400432E-05  -0.356293E-06
   576   0.244268E+04   0.129794E+02   0.000000E+00   0.260335E+02   0.152921E-07   0.404307E-05  -0.370758E-06
   577   0.243499E+04   0.132273E+02   0.000000E+00   0.266494E+02   0.152517E-07   0.408245E-05  -0.385154E-06
   578   0.242717E+04   0.134788E+02   0.000000E+00   0.272363E+02   0.152114E-07   0.412244E-05  -0.399480E-06
   579   0.241924E+04   0.137339E+02   0.000000E+00   0.277942E+02   0.151713E-07   0.416303E-05  -0.413733E-06
   580   0.241119E+04   0.139925E+02   0.000000E+00   0.283224E+02   0.151313E-07   0.420421E-05  -0.427912E-06
   581   0.240304E+04   0.142545E+02   0.000000E+00   0.288207E+02   0.150915E-07   0.424598E-05  -0.442014E-06
   582   0.239479E+04   0.145198E+02   0.000000E+00   0.292886E+02   0.150519E-07   0.428832E-05  -0.456037E-06
   583   0.238643E+04   0.147882E+02   0.000000E+00   0.297258E+02   0.150124E-07   0.433121E-05  -0.469978E-06
   584   0.237799E+04   0.150598E+02   0.000000E+00   0.301319E+02   0.149731E-07   0.437466E-05  -0.483836E-06
   585   0.236945E+04   0.153344E+02   0.000000E+00   0.305066E+02   0.149339E-07   0.441865E-05  -0.497608E-06
   586   0.236083E+04   0.156119E+02   0.000000E+00   0.308494E+02   0.148949E-07   0.446318E-05  -0.511293E-06
   587   0.235212E+04   0.158922E+02   0.000000E+00   0.311604E+02   0.148561E-07   0.450822E-05  -0.524887E-06
   588   0.234335E+04   0.161752E+02   0.000000E+00   0.314391E+02   0.148174E-07   0.455377E-05  -0.538389E-06
   589   0.233449E+04   0.164608E+02   0.000000E+00   0.316853E+02   0.147789E-07   0.459983E-05  -0.551797E-06
   590   0.232558E+04   0.167490E+02   0.000000E+00   0.318988E+02   0.147405E-07   0.464637E-05  -0.565108E-06
   591   0.231660E+04   0.170395E+02   0.000000E+00   0.320794E+02   0.147022E-07   0.469339E-05  -0.578320E-06
   592   0.230757E+04   0.173323E+02   0.000000E+00   0.322267E+02   0.146642E-07   0.474089E-05  -0.591431E-06
   593   0.229849E+04   0.176273E+02   0.000000E+00   0.323406E+02   0.146262E-07   0.478884E-05  -0.604439E-06
   594   0.228935E+04   0.179243E+02   0.000000E+00   0.324211E+02   0.145885E-07   0.483724E-05  -0.617341E-06
   595   0.228017E+04   0.182233E+02   0.000000E+00   0.324679E+02   0.145508E-07   0.488609E-05  -0.630136E-06
   596   0.227096E+04   0.185242E+02   0.000000E+00   0.324809E+02   0.145133E-07   0.493536E-05  -0.642821E-06
   597   0.226172E+04   0.188267E+02   0.000000E+00   0.324599E+02   0.144760E-07   0.498505E-05  -0.655393E-06
   598   0.225244E+04   0.191308E+02   0.000000E+00   0.324049E+02   0.144388E-07   0.503515E-05  -0.667852E-06
   599   0.224314E+04   0.194365E+02   0.000000E+00   0.323156E+02   0.144018E-07   0.508565E-05  -0.680194E-06
   600   0.223382E+04   0.197435E+02   0.000000E+00   0.321921E+02   0.143649E-07   0.513654E-05  -0.692417E-06
   601   0.222449E+04   0.200518E+02   0.000000E+00   0.320344E+02   0.143282E-07   0.518780E-05  -0.704520E-06
   602   0.221513E+04   0.203611E+02   0.000000E+00   0.318425E+02   0.142916E-07   0.523943E-05  -0.716502E-06
   603   0.220579E+04   0.206716E+02   0.000000E+00   0.316163E+02   0.142551E-07   0.529142E-05  -0.728361E-06
   604   0.219644E+04   0.209829E+02   0.000000E+00   0.313558E+02   0.142188E-07   0.534376E-05  -0.740097E-06
   605   0.218709E+04   0.212949E+02   0.000000E+00   0.310611E+02   0.141826E-07   0.539643E-05  -0.751710E-06
   606   0.217775E+04   0.216077E+02   0.000000E+00   0.307323E+02   0.141466E-07   0.544943E-05  -0.763199E-06
   607   0.216842E+04   0.219210E+02   0.000000E+00   0.303692E+02   0.141107E-07   0.550274E-05  -0.774563E-06
   608   0.215911E+04   0.222347E+02   0.000000E+00   0.299720E+02   0.140750E-07   0.555635E-05  -0.785802E-06
   609   0.214983E+04   0.225487E+02   0.000000E+00   0.295409E+02   0.140394E-07   0.561026E-05  -0.796914E-06
   610   0.214057E+04   0.228628E+02   0.000000E+00   0.290758E+02   0.140039E-07   0.566444E-05  -0.807900E-06
   611   0.213135E+04   0.231769E+02   0.000000E+00   0.285768E+02   0.139686E-07   0.571890E-05  -0.818758E-06
   612   0.212217E+04   0.234909E+02   0.000000E+00   0.280441E+02   0.139334E-07   0.577361E-05  -0.829488E-06
   613   0.211301E+04   0.238046E+02   0.000000E+00   0.274777E+02   0.138983E-07   0.582858E-05  -0.840089E-06
   614   0.210392E+04   0.241180E+02   0.000000E+00   0.268779E+02   0.138634E-07   0.588378E-05  -0.850561E-06
   615   0.209487E+04   0.244309E+02   0.000000E+00   0.262449E+02   0.138286E-07   0.593921E-05  -0.860902E-06
   616   0.208588E+04   0.247432E+02   0.000000E+00   0.255790E+02   0.137940E-07   0.599486E-05  -0.871113E-06
   617   0.207695E+04   0.250548E+02   0.000000E+00   0.248805E+02   0.137595E-07   0.605071E-05  -0.881193E-06
   618   0.206809E+04   0.253657E+02   0.000000E+00   0.241497E+02   0.137251E-07   0.610676E-05  -0.891140E-06
   619   0.205930E+04   0.256756E+02   0.000000E+00   0.233867E+02   0.136909E-07   0.616299E-05  -0.900955E-06
   620   0.205058E+04   0.259844E+02   0.000000E+00   0.225920E+02   0.136568E-07   0.621940E-05  -0.910636E-06
   621   0.204194E+04   0.262922E+02   0.000000E+00   0.217657E+02   0.136228E-07   0.627596E-05  -0.920183E-06
   622   0.203340E+04   0.265985E+02   0.000000E+00   0.209082E+02   0.135890E-07   0.633268E-05  -0.929595E-06
   623   0.202493E+04   0.269036E+02   0.000000E+00   0.200198E+02   0.135553E-07   0.638954E-05  -0.938872E-06
   624   0.201656E+04   0.272070E+02   0.000000E+00   0.191007E+02   0.135217E-07   0.644653E-05  -0.948013E-06
   625   0.200828E+04   0.275088E+02   0.000000E+00   0.181513E+02   0.134883E-07   0.650364E-05  -0.957017E-06
   626   0.200011E+04   0.278088E+02   0.000000E+00   0.171718E+02   0.134549E-07   0.656086E-05  -0.965884E-06
   627   0.199204E+04   0.281068E+02   0.000000E+00   0.161626E+02   0.134218E-07   0.661818E-05  -0.974612E-06
   628   0.198408E+04   0.284028E+02   0.000000E+00   0.151239E+02   0.133887E-07   0.667558E-05  -0.983203E-06
   629   0.197623E+04   0.286966E+02   0.000000E+00   0.140563E+02   0.133558E-07   0.673306E-05  -0.991653E-06
   630   0.196850E+04   0.289882E+02   0.000000E+00   0.129602E+02   0.133230E-07   0.679060E-05  -0.999963E-06
   631   0.196088E+04   0.292772E+02   0.000000E+00   0.118359E+02   0.132903E-07   0.684820E-05  -0.100813E-05
   632   0.195339E+04   0.295638E+02   0.000000E+00   0.106841E+02   0.132577E-07   0.690584E-05  -0.101616E-05
   633   0.194603E+04   0.298478E+02   0.000000E+00   0.950482E+01   0.132253E-07   0.696352E-05  -0.102405E-05
   634   0.193879E+04   0.301289E+02   0.000000E+00   0.829877E+01   0.131930E-07   0.702122E-05  -0.103179E-05
   635   0.193169E+04   0.304072E+02   0.000000E+00   0.706639E+01   0.131609E-07   0.707893E-05  -0.103939E-05
   636   0.192473E+04   0.306824E+02   0.000000E+00   0.580815E+01   0.131288E-07   0.713664E-05  -0.104685E-05
   637   0.191791E+04   0.309546E+02   0.000000E+00   0.452456E+01   0.130969E-07   0.719434E-05  -0.105416E-05
   638   0.191123E+04   0.312235E+02   0.000000E+00   0.321613E+01   0.130651E-07   0.725202E-05  -0.106133E-05
   639   0.190470E+04   0.314892E+02   0.000000E+00   0.188335E+01   0.130334E-07   0.730967E-05  -0.106835E-05
   640   0.189832E+04   0.317514E+02   0.000000E+00   0.526741E+00   0.130018E-07   0.736727E-05  -0.107522E-05
   641   0.189209E+04   0.320101E+02   0.000000E+00  -0.853190E+00   0.129704E-07   0.742482E-05  -0.108195E-05
   642   0.188602E+04   0.322650E+02   0.000000E+00  -0.225586E+01   0.129391E-07   0.748231E-05  -0.108852E-05
   643   0.188011E+04   0.325163E+02   0.000000E+00  -0.368068E+01   0.129079E-07   0.753972E-05  -0.109495E-05
   644   0.187435E+04   0.327637E+02   0.000000E+00  -0.512704E+01   0.128768E-07   0.759705E-05  -0.110124E-05
   645   0.186876E+04   0.330070E+02   0.000000E+00  -0.659437E+01   0.128458E-07   0.765428E-05  -0.110737E-05
   646   0.186335E+04   0.332463E+02   0.000000E+00  -0.808207E+01   0.128150E-07   0.771140E-05  -0.111334E-05
   647   0.185809E+04   0.334813E+02   0.000000E+00  -0.958948E+01   0.127842E-07   0.776840E-05  -0.111917E-05
   648   0.185301E+04   0.337119E+02   0.000000E+00  -0.111161E+02   0.127536E-07   0.782528E-05  -0.112485E-05
   649   0.184810E+04   0.339381E+02   0.000000E+00  -0.126612E+02   0.127231E-07   0.788202E-05  -0.113037E-05
   650   0.184337E+04   0.341598E+02   0.000000E+00  -0.142242E+02   0.126927E-07   0.793860E-05  -0.113574E-05
   651   0.183882E+04   0.343770E+02   0.000000E+00  -0.158044E+02   0.126624E-07   0.799503E-05  -0.114096E-05
   652   0.183444E+04   0.345896E+02   0.000000E+00  -0.174010E+02   0.126323E-07   0.805128E-05  -0.114602E-05
   653   0.183025E+04   0.347975E+02   0.000000E+00  -0.190136E+02   0.126022E-07   0.810736E-05  -0.115093E-05
   654   0.182624E+04   0.350007E+02   0.000000E+00  -0.206414E+02   0.125723E-07   0.816325E-05  -0.115569E-05
   655   0.182243E+04   0.351989E+02   0.000000E+00  -0.222838E+02   0.125425E-07   0.821895E-05  -0.116030E-05
   656   0.181879E+04   0.353923E+02   0.000000E+00  -0.239399E+02   0.125128E-07   0.827444E-05  -0.116475E-05
   657   0.181535E+04   0.355808E+02   0.000000E+00  -0.256092E+02   0.124832E-07   0.832972E-05  -0.116905E-05
   658   0.181210E+04   0.357642E+02   0.000000E+00  -0.272909E+02   0.124537E-07   0.838479E-05  -0.117320E-05
   659   0.180905E+04   0.359424E+02   0.000000E+00  -0.289844E+02   0.124243E-07   0.843962E-05  -0.117720E-05
   660   0.180619E+04   0.361154E+02   0.000000E+00  -0.306888E+02   0.123951E-07   0.849422E-05  -0.118105E-05
   661   0.180352E+04   0.362830E+02   0.000000E+00  -0.324035E+02   0.123659E-07   0.854857E-05  -0.118475E-05
   662   0.180105E+04   0.364452E+02   0.000000E+00  -0.341278E+02   0.123369E-07   0.860268E-05  -0.118830E-05
   663   0.179877E+04   0.366021E+02   0.000000E+00  -0.358608E+02   0.123079E-07   0.865652E-05  -0.119170E-05
   664   0.179669E+04   0.367533E+02   0.000000E+00  -0.376019E+02   0.122791E-07   0.871008E-05  -0.119496E-05
   665   0.179482E+04   0.368990E+02   0.000000E+00  -0.393503E+02   0.122504E-07   0.876338E-05  -0.119806E-05
   666   0.179314E+04   0.370390E+02   0.000000E+00  -0.411054E+02   0.122217E-07   0.881638E-05  -0.120102E-05
   667   0.179165E+04   0.371734E+02   0.000000E+00  -0.428663E+02   0.121932E-07   0.886909E-05  -0.120383E-05
   668   0.179038E+04   0.373020E+02   0.000000E+00  -0.446322E+02   0.121648E-07   0.892150E-05  -0.120649E-05
   669   0.178930E+04   0.374247E+02   0.000000E+00  -0.464025E+02   0.121365E-07   0.897360E-05  -0.120901E-05
   670   0.178843E+04   0.375416E+02   0.000000E+00  -0.481764E+02   0.121083E-07   0.902537E-05  -0.121138E-05
   671   0.178775E+04   0.376527E+02   0.000000E+00  -0.499531E+02   0.120802E-07   0.907682E-05  -0.121361E-05
   672   0.178728E+04   0.377577E+02   0.000000E+00  -0.517320E+02   0.120522E-07   0.912793E-05  -0.121569E-05
   673   0.178701E+04   0.378568E+02   0.000000E+00  -0.535121E+02   0.120244E-07   0.917870E-05  -0.121762E-05
   674   0.178694E+04   0.379499E+02   0.000000E+00  -0.552930E+02   0.119966E-07   0.922912E-05  -0.121941E-05
   675   0.178708E+04   0.380369E+02   0.000000E+00  -0.570736E+02   0.119689E-07   0.927917E-05  -0.122106E-05
   676   0.178741E+04   0.381178E+02   0.000000E+00  -0.588532E+02   0.119413E-07   0.932885E-05  -0.122256E-05
   677   0.178795E+04   0.381926E+02   0.000000E+00  -0.606312E+02   0.119138E-07   0.937816E-05  -0.122393E-05
   678   0.178868E+04   0.382612E+02   0.000000E+00  -0.624067E+02   0.118865E-07   0.942708E-05  -0.122514E-05
   679   0.178962E+04   0.383235E+02   0.000000E+00  -0.641788E+02   0.118592E-07   0.947560E-05  -0.122622E-05
   680   0.179076E+04   0.383796E+02   0.000000E+00  -0.659468E+02   0.118320E-07   0.952372E-05  -0.122715E-05
   681   0.179209E+04   0.384293E+02   0.000000E+00  -0.677097E+02   0.118049E-07   0.957143E-05  -0.122795E-05
   682   0.179362E+04   0.384727E+02   0.000000E+00  -0.694670E+02   0.117779E-07   0.961872E-05  -0.122860E-05
   683   0.179535E+04   0.385096E+02   0.000000E+00  -0.712176E+02   0.117511E-07   0.966559E-05  -0.122911E-05
   684   0.179727E+04   0.385401E+02   0.000000E+00  -0.729611E+02   0.117243E-07   0.971201E-05  -0.122948E-05
   685   0.179939E+04   0.385644E+02   0.000000E+00  -0.746966E+02   0.116976E-07   0.975799E-05  -0.122971E-05
   686   0.180169E+04   0.385822E+02   0.000000E+00  -0.764231E+02   0.116710E-07   0.980352E-05  -0.122980E-05
   687   0.180419E+04   0.385938E+02   0.000000E+00  -0.781406E+02   0.116445E-07   0.984859E-05  -0.122975E-05
   688   0.180688E+04   0.385990E+02   0.000000E+00  -0.798485E+02   0.116181E-07   0.989318E-05  -0.122957E-05
   689   0.180977E+04   0.385980E+02   0.000000E+00  -0.815453E+02   0.115918E-07   0.993730E-05  -0.122924E-05
   690   0.181284E+04   0.385908E+02   0.000000E+00  -0.832301E+02   0.115656E-07   0.998093E-05  -0.122878E-05
   691   0.181609E+04   0.385772E+02   0.000000E+00  -0.849031E+02   0.115395E-07   0.100241E-04  -0.122818E-05
   692   0.181954E+04   0.385575E+02   0.000000E+00  -0.865635E+02   0.115134E-07   0.100667E-04  -0.122745E-05
   693   0.182316E+04   0.385315E+02   0.000000E+00  -0.882105E+02   0.114875E-07   0.101088E-04  -0.122658E-05
   694   0.182697E+04   0.384993E+02   0.000000E+00  -0.898427E+02   0.114617E-07   0.101504E-04  -0.122557E-05
   695   0.183096E+04   0.384609E+02   0.000000E+00  -0.914600E+02   0.114359E-07   0.101915E-04  -0.122443E-05
   696   0.183512E+04   0.384162E+02   0.000000E+00  -0.930610E+02   0.114103E-07   0.102320E-04  -0.122315E-05
   697   0.183946E+04   0.383654E+02   0.000000E+00  -0.946456E+02   0.113847E-07   0.102720E-04  -0.122174E-05
   698   0.184396E+04   0.383083E+02   0.000000E+00  -0.962125E+02   0.113593E-07   0.103115E-04  -0.122019E-05
