#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   613   0.225932E+04   0.351233E+02   0.281428E-05   0.351233E+02   0.178511E+02  -0.551180E-06   0.281428E-05  -0.551180E-06   0.114892E-07
   614   0.224989E+04   0.352172E+02   0.286260E-05   0.352172E+02   0.181427E+02  -0.562344E-06   0.286260E-05  -0.562344E-06   0.114592E-07
   615   0.224040E+04   0.352792E+02   0.291127E-05   0.352792E+02   0.184360E+02  -0.573414E-06   0.291127E-05  -0.573414E-06   0.114293E-07
   616   0.223089E+04   0.353094E+02   0.296028E-05   0.353094E+02   0.187309E+02  -0.584388E-06   0.296028E-05  -0.584388E-06   0.113995E-07
   617   0.222136E+04   0.353074E+02   0.300962E-05   0.353074E+02   0.190274E+02  -0.595266E-06   0.300962E-05  -0.595266E-06   0.113698E-07
   618   0.221180E+04   0.352734E+02   0.305928E-05   0.352734E+02   0.193253E+02  -0.606046E-06   0.305928E-05  -0.606046E-06   0.113402E-07
   619   0.220223E+04   0.352072E+02   0.310926E-05   0.352072E+02   0.196244E+02  -0.616729E-06   0.310926E-05  -0.616729E-06   0.113108E-07
   620   0.219264E+04   0.351088E+02   0.315955E-05   0.351088E+02   0.199247E+02  -0.627313E-06   0.315955E-05  -0.627313E-06   0.112815E-07
   621   0.218306E+04   0.349782E+02   0.321014E-05   0.349782E+02   0.202262E+02  -0.637797E-06   0.321014E-05  -0.637797E-06   0.112523E-07
   622   0.217347E+04   0.348154E+02   0.326102E-05   0.348154E+02   0.205285E+02  -0.648181E-06   0.326102E-05  -0.648181E-06   0.112232E-07
   623   0.216388E+04   0.346203E+02   0.331218E-05   0.346203E+02   0.208318E+02  -0.658464E-06   0.331218E-05  -0.658464E-06   0.111942E-07
   624   0.215431E+04   0.343928E+02   0.336362E-05   0.343928E+02   0.211358E+02  -0.668645E-06   0.336362E-05  -0.668645E-06   0.111653E-07
   625   0.214474E+04   0.341329E+02   0.341533E-05   0.341329E+02   0.214404E+02  -0.678724E-06   0.341533E-05  -0.678724E-06   0.111366E-07
   626   0.213519E+04   0.338406E+02   0.346730E-05   0.338406E+02   0.217455E+02  -0.688699E-06   0.346730E-05  -0.688699E-06   0.111079E-07
   627   0.212566E+04   0.335159E+02   0.351952E-05   0.335159E+02   0.220509E+02  -0.698571E-06   0.351952E-05  -0.698571E-06   0.110794E-07
   628   0.211616E+04   0.331588E+02   0.357199E-05   0.331588E+02   0.223566E+02  -0.708337E-06   0.357199E-05  -0.708337E-06   0.110510E-07
   629   0.210669E+04   0.327695E+02   0.362469E-05   0.327695E+02   0.226624E+02  -0.717997E-06   0.362469E-05  -0.717997E-06   0.110227E-07
   630   0.209725E+04   0.323479E+02   0.367762E-05   0.323479E+02   0.229684E+02  -0.727551E-06   0.367762E-05  -0.727551E-06   0.109945E-07
   631   0.208784E+04   0.318943E+02   0.373077E-05   0.318943E+02   0.232741E+02  -0.736998E-06   0.373077E-05  -0.736998E-06   0.109665E-07
   632   0.207847E+04   0.314087E+02   0.378414E-05   0.314087E+02   0.235798E+02  -0.746336E-06   0.378414E-05  -0.746336E-06   0.109385E-07
   633   0.206916E+04   0.308911E+02   0.383771E-05   0.308911E+02   0.238852E+02  -0.755566E-06   0.383771E-05  -0.755566E-06   0.109106E-07
   634   0.205989E+04   0.303418E+02   0.389148E-05   0.303418E+02   0.241901E+02  -0.764686E-06   0.389148E-05  -0.764686E-06   0.108829E-07
   635   0.205067E+04   0.297608E+02   0.394544E-05   0.297608E+02   0.244946E+02  -0.773696E-06   0.394544E-05  -0.773696E-06   0.108553E-07
   636   0.204151E+04   0.291484E+02   0.399958E-05   0.291484E+02   0.247984E+02  -0.782594E-06   0.399958E-05  -0.782594E-06   0.108277E-07
   637   0.203241E+04   0.285047E+02   0.405389E-05   0.285047E+02   0.251016E+02  -0.791381E-06   0.405389E-05  -0.791381E-06   0.108003E-07
   638   0.202338E+04   0.278299E+02   0.410837E-05   0.278299E+02   0.254040E+02  -0.800054E-06   0.410837E-05  -0.800054E-06   0.107730E-07
   639   0.201441E+04   0.271241E+02   0.416301E-05   0.271241E+02   0.257055E+02  -0.808615E-06   0.416301E-05  -0.808615E-06   0.107458E-07
   640   0.200551E+04   0.263876E+02   0.421779E-05   0.263876E+02   0.260060E+02  -0.817060E-06   0.421779E-05  -0.817060E-06   0.107187E-07
   641   0.199669E+04   0.256205E+02   0.427272E-05   0.256205E+02   0.263054E+02  -0.825391E-06   0.427272E-05  -0.825391E-06   0.106917E-07
   642   0.198794E+04   0.248231E+02   0.432778E-05   0.248231E+02   0.266036E+02  -0.833606E-06   0.432778E-05  -0.833606E-06   0.106648E-07
   643   0.197928E+04   0.239957E+02   0.438297E-05   0.239957E+02   0.269005E+02  -0.841704E-06   0.438297E-05  -0.841704E-06   0.106380E-07
   644   0.197069E+04   0.231385E+02   0.443828E-05   0.231385E+02   0.271960E+02  -0.849685E-06   0.443828E-05  -0.849685E-06   0.106113E-07
   645   0.196220E+04   0.222517E+02   0.449370E-05   0.222517E+02   0.274900E+02  -0.857548E-06   0.449370E-05  -0.857548E-06   0.105847E-07
   646   0.195379E+04   0.213357E+02   0.454922E-05   0.213357E+02   0.277823E+02  -0.865291E-06   0.454922E-05  -0.865291E-06   0.105583E-07
   647   0.194548E+04   0.203908E+02   0.460483E-05   0.203908E+02   0.280730E+02  -0.872915E-06   0.460483E-05  -0.872915E-06   0.105319E-07
   648   0.193726E+04   0.194171E+02   0.466053E-05   0.194171E+02   0.283618E+02  -0.880418E-06   0.466053E-05  -0.880418E-06   0.105056E-07
   649   0.192913E+04   0.184152E+02   0.471631E-05   0.184152E+02   0.286487E+02  -0.887800E-06   0.471631E-05  -0.887800E-06   0.104794E-07
   650   0.192111E+04   0.173851E+02   0.477217E-05   0.173851E+02   0.289336E+02  -0.895060E-06   0.477217E-05  -0.895060E-06   0.104534E-07
   651   0.191319E+04   0.163274E+02   0.482808E-05   0.163274E+02   0.292166E+02  -0.902196E-06   0.482808E-05  -0.902196E-06   0.104274E-07
   652   0.190537E+04   0.152425E+02   0.488404E-05   0.152425E+02   0.294974E+02  -0.909210E-06   0.488404E-05  -0.909210E-06   0.104015E-07
   653   0.189766E+04   0.141308E+02   0.494005E-05   0.141308E+02   0.297761E+02  -0.916101E-06   0.494005E-05  -0.916101E-06   0.103757E-07
   654   0.189008E+04   0.129930E+02   0.499608E-05   0.129930E+02   0.300524E+02  -0.922868E-06   0.499608E-05  -0.922868E-06   0.103501E-07
   655   0.188261E+04   0.118295E+02   0.505212E-05   0.118295E+02   0.303262E+02  -0.929511E-06   0.505212E-05  -0.929511E-06   0.103245E-07
   656   0.187526E+04   0.106409E+02   0.510817E-05   0.106409E+02   0.305974E+02  -0.936030E-06   0.510817E-05  -0.936030E-06   0.102990E-07
   657   0.186804E+04   0.942762E+01   0.516420E-05   0.942762E+01   0.308660E+02  -0.942425E-06   0.516420E-05  -0.942425E-06   0.102736E-07
   658   0.186095E+04   0.819042E+01   0.522021E-05   0.819042E+01   0.311318E+02  -0.948696E-06   0.522021E-05  -0.948696E-06   0.102484E-07
   659   0.185399E+04   0.692972E+01   0.527619E-05   0.692972E+01   0.313945E+02  -0.954842E-06   0.527619E-05  -0.954842E-06   0.102232E-07
   660   0.184717E+04   0.564610E+01   0.533213E-05   0.564610E+01   0.316542E+02  -0.960864E-06   0.533213E-05  -0.960864E-06   0.101981E-07
   661   0.184049E+04   0.434016E+01   0.538800E-05   0.434016E+01   0.319107E+02  -0.966760E-06   0.538800E-05  -0.966760E-06   0.101731E-07
   662   0.183395E+04   0.301241E+01   0.544380E-05   0.301241E+01   0.321638E+02  -0.972532E-06   0.544380E-05  -0.972532E-06   0.101482E-07
   663   0.182755E+04   0.166351E+01   0.549952E-05   0.166351E+01   0.324135E+02  -0.978178E-06   0.549952E-05  -0.978178E-06   0.101234E-07
   664   0.182130E+04   0.294045E+00   0.555515E-05   0.294045E+00   0.326596E+02  -0.983699E-06   0.555515E-05  -0.983699E-06   0.100987E-07
   665   0.181521E+04  -0.109547E+01   0.561066E-05  -0.109547E+01   0.329020E+02  -0.989094E-06   0.561066E-05  -0.989094E-06   0.100741E-07
   666   0.180926E+04  -0.250445E+01   0.566606E-05  -0.250445E+01   0.331406E+02  -0.994363E-06   0.566606E-05  -0.994363E-06   0.100495E-07
   667   0.180347E+04  -0.393222E+01   0.572133E-05  -0.393222E+01   0.333755E+02  -0.999505E-06   0.572133E-05  -0.999505E-06   0.100251E-07
   668   0.179785E+04  -0.537821E+01   0.577645E-05  -0.537821E+01   0.336063E+02  -0.100452E-05   0.577645E-05  -0.100452E-05   0.100008E-07
   669   0.179238E+04  -0.684190E+01   0.583141E-05  -0.684190E+01   0.338330E+02  -0.100941E-05   0.583141E-05  -0.100941E-05   0.997652E-08
   670   0.178707E+04  -0.832262E+01   0.588621E-05  -0.832262E+01   0.340557E+02  -0.101418E-05   0.588621E-05  -0.101418E-05   0.995237E-08
   671   0.178194E+04  -0.981979E+01   0.594083E-05  -0.981979E+01   0.342741E+02  -0.101881E-05   0.594083E-05  -0.101881E-05   0.992831E-08
   672   0.177697E+04  -0.113329E+02   0.599525E-05  -0.113329E+02   0.344880E+02  -0.102332E-05   0.599525E-05  -0.102332E-05   0.990434E-08
   673   0.177216E+04  -0.128612E+02   0.604947E-05  -0.128612E+02   0.346976E+02  -0.102770E-05   0.604947E-05  -0.102770E-05   0.988046E-08
   674   0.176753E+04  -0.144043E+02   0.610347E-05  -0.144043E+02   0.349027E+02  -0.103196E-05   0.610347E-05  -0.103196E-05   0.985667E-08
   675   0.176308E+04  -0.159614E+02   0.615724E-05  -0.159614E+02   0.351032E+02  -0.103608E-05   0.615724E-05  -0.103608E-05   0.983297E-08
   676   0.175880E+04  -0.175319E+02   0.621077E-05  -0.175319E+02   0.352991E+02  -0.104008E-05   0.621077E-05  -0.104008E-05   0.980936E-08
   677   0.175470E+04  -0.191153E+02   0.626405E-05  -0.191153E+02   0.354902E+02  -0.104395E-05   0.626405E-05  -0.104395E-05   0.978584E-08
   678   0.175077E+04  -0.207109E+02   0.631706E-05  -0.207109E+02   0.356764E+02  -0.104769E-05   0.631706E-05  -0.104769E-05   0.976241E-08
   679   0.174703E+04  -0.223180E+02   0.636979E-05  -0.223180E+02   0.358576E+02  -0.105131E-05   0.636979E-05  -0.105131E-05   0.973906E-08
   680   0.174347E+04  -0.239360E+02   0.642223E-05  -0.239360E+02   0.360339E+02  -0.105479E-05   0.642223E-05  -0.105479E-05   0.971581E-08
   681   0.174008E+04  -0.255642E+02   0.647437E-05  -0.255642E+02   0.362050E+02  -0.105815E-05   0.647437E-05  -0.105815E-05   0.969264E-08
   682   0.173688E+04  -0.272019E+02   0.652620E-05  -0.272019E+02   0.363709E+02  -0.106137E-05   0.652620E-05  -0.106137E-05   0.966955E-08
   683   0.173386E+04  -0.288486E+02   0.657770E-05  -0.288486E+02   0.365315E+02  -0.106447E-05   0.657770E-05  -0.106447E-05   0.964655E-08
   684   0.173104E+04  -0.305037E+02   0.662886E-05  -0.305037E+02   0.366867E+02  -0.106744E-05   0.662886E-05  -0.106744E-05   0.962364E-08
   685   0.172839E+04  -0.321666E+02   0.667967E-05  -0.321666E+02   0.368366E+02  -0.107028E-05   0.667967E-05  -0.107028E-05   0.960082E-08
   686   0.172593E+04  -0.338364E+02   0.673011E-05  -0.338364E+02   0.369812E+02  -0.107298E-05   0.673011E-05  -0.107298E-05   0.957807E-08
   687   0.172365E+04  -0.355134E+02   0.678018E-05  -0.355134E+02   0.371204E+02  -0.107556E-05   0.678018E-05  -0.107556E-05   0.955542E-08
   688   0.172157E+04  -0.371971E+02   0.682987E-05  -0.371971E+02   0.372541E+02  -0.107801E-05   0.682987E-05  -0.107801E-05   0.953284E-08
   689   0.171968E+04  -0.388860E+02   0.687915E-05  -0.388860E+02   0.373825E+02  -0.108033E-05   0.687915E-05  -0.108033E-05   0.951035E-08
   690   0.171798E+04  -0.405796E+02   0.692802E-05  -0.405796E+02   0.375054E+02  -0.108251E-05   0.692802E-05  -0.108251E-05   0.948795E-08
   691   0.171647E+04  -0.422780E+02   0.697647E-05  -0.422780E+02   0.376228E+02  -0.108457E-05   0.697647E-05  -0.108457E-05   0.946562E-08
   692   0.171514E+04  -0.439807E+02   0.702448E-05  -0.439807E+02   0.377347E+02  -0.108649E-05   0.702448E-05  -0.108649E-05   0.944338E-08
   693   0.171402E+04  -0.456871E+02   0.707204E-05  -0.456871E+02   0.378409E+02  -0.108828E-05   0.707204E-05  -0.108828E-05   0.942122E-08
   694   0.171308E+04  -0.473958E+02   0.711914E-05  -0.473958E+02   0.379417E+02  -0.108994E-05   0.711914E-05  -0.108994E-05   0.939914E-08
   695   0.171233E+04  -0.491070E+02   0.716577E-05  -0.491070E+02   0.380367E+02  -0.109147E-05   0.716577E-05  -0.109147E-05   0.937714E-08
   696   0.171177E+04  -0.508193E+02   0.721191E-05  -0.508193E+02   0.381260E+02  -0.109287E-05   0.721191E-05  -0.109287E-05   0.935523E-08
   697   0.171140E+04  -0.525330E+02   0.725755E-05  -0.525330E+02   0.382096E+02  -0.109414E-05   0.725755E-05  -0.109414E-05   0.933339E-08
   698   0.171122E+04  -0.542467E+02   0.730269E-05  -0.542467E+02   0.382875E+02  -0.109527E-05   0.730269E-05  -0.109527E-05   0.931163E-08
   699   0.171123E+04  -0.559605E+02   0.734730E-05  -0.559605E+02   0.383596E+02  -0.109627E-05   0.734730E-05  -0.109627E-05   0.928996E-08
   700   0.171143E+04  -0.576738E+02   0.739138E-05  -0.576738E+02   0.384259E+02  -0.109713E-05   0.739138E-05  -0.109713E-05   0.926836E-08
   701   0.171181E+04  -0.593861E+02   0.743492E-05  -0.593861E+02   0.384864E+02  -0.109787E-05   0.743492E-05  -0.109787E-05   0.924683E-08
   702   0.171238E+04  -0.610964E+02   0.747792E-05  -0.610964E+02   0.385411E+02  -0.109847E-05   0.747792E-05  -0.109847E-05   0.922539E-08
   703   0.171314E+04  -0.628045E+02   0.752037E-05  -0.628045E+02   0.385900E+02  -0.109894E-05   0.752037E-05  -0.109894E-05   0.920403E-08
   704   0.171408E+04  -0.645080E+02   0.756228E-05  -0.645080E+02   0.386330E+02  -0.109928E-05   0.756228E-05  -0.109928E-05   0.918274E-08
   705   0.171520E+04  -0.662075E+02   0.760367E-05  -0.662075E+02   0.386702E+02  -0.109950E-05   0.760367E-05  -0.109950E-05   0.916153E-08
   706   0.171652E+04  -0.679012E+02   0.764451E-05  -0.679012E+02   0.387016E+02  -0.109958E-05   0.764451E-05  -0.109958E-05   0.914039E-08
   707   0.171801E+04  -0.695889E+02   0.768483E-05  -0.695889E+02   0.387271E+02  -0.109954E-05   0.768483E-05  -0.109954E-05   0.911933E-08
   708   0.171967E+04  -0.712705E+02   0.772463E-05  -0.712705E+02   0.387467E+02  -0.109938E-05   0.772463E-05  -0.109938E-05   0.909835E-08
   709   0.172152E+04  -0.729434E+02   0.776390E-05  -0.729434E+02   0.387605E+02  -0.109908E-05   0.776390E-05  -0.109908E-05   0.907745E-08
   710   0.172354E+04  -0.746084E+02   0.780265E-05  -0.746084E+02   0.387684E+02  -0.109867E-05   0.780265E-05  -0.109867E-05   0.905661E-08
   711   0.172574E+04  -0.762643E+02   0.784088E-05  -0.762643E+02   0.387704E+02  -0.109813E-05   0.784088E-05  -0.109813E-05   0.903586E-08
   712   0.172812E+04  -0.779096E+02   0.787860E-05  -0.779096E+02   0.387666E+02  -0.109748E-05   0.787860E-05  -0.109748E-05   0.901517E-08
   713   0.173066E+04  -0.795439E+02   0.791580E-05  -0.795439E+02   0.387568E+02  -0.109670E-05   0.791580E-05  -0.109670E-05   0.899457E-08
   714   0.173337E+04  -0.811665E+02   0.795249E-05  -0.811665E+02   0.387412E+02  -0.109580E-05   0.795249E-05  -0.109580E-05   0.897403E-08
   715   0.173626E+04  -0.827770E+02   0.798868E-05  -0.827770E+02   0.387198E+02  -0.109479E-05   0.798868E-05  -0.109479E-05   0.895357E-08
   716   0.173930E+04  -0.843746E+02   0.802437E-05  -0.843746E+02   0.386923E+02  -0.109365E-05   0.802437E-05  -0.109365E-05   0.893318E-08
   717   0.174251E+04  -0.859575E+02   0.805955E-05  -0.859575E+02   0.386589E+02  -0.109241E-05   0.805955E-05  -0.109241E-05   0.891287E-08
   718   0.174588E+04  -0.875255E+02   0.809423E-05  -0.875255E+02   0.386196E+02  -0.109104E-05   0.809423E-05  -0.109104E-05   0.889263E-08
   719   0.174940E+04  -0.890777E+02   0.812842E-05  -0.890777E+02   0.385744E+02  -0.108957E-05   0.812842E-05  -0.108957E-05   0.887246E-08
   720   0.175309E+04  -0.906146E+02   0.816212E-05  -0.906146E+02   0.385234E+02  -0.108798E-05   0.816212E-05  -0.108798E-05   0.885236E-08
   721   0.175692E+04  -0.921346E+02   0.819533E-05  -0.921346E+02   0.384666E+02  -0.108628E-05   0.819533E-05  -0.108628E-05   0.883233E-08
   722   0.176092E+04  -0.936375E+02   0.822805E-05  -0.936375E+02   0.384039E+02  -0.108447E-05   0.822805E-05  -0.108447E-05   0.881237E-08
   723   0.176507E+04  -0.951230E+02   0.826028E-05  -0.951230E+02   0.383357E+02  -0.108255E-05   0.826028E-05  -0.108255E-05   0.879249E-08
   724   0.176936E+04  -0.965901E+02   0.829204E-05  -0.965901E+02   0.382618E+02  -0.108052E-05   0.829204E-05  -0.108052E-05   0.877267E-08
   725   0.177382E+04  -0.980381E+02   0.832331E-05  -0.980381E+02   0.381823E+02  -0.107839E-05   0.832331E-05  -0.107839E-05   0.875293E-08
   726   0.177841E+04  -0.994673E+02   0.835411E-05  -0.994673E+02   0.380972E+02  -0.107614E-05   0.835411E-05  -0.107614E-05   0.873325E-08
   727   0.178316E+04  -0.100876E+03   0.838444E-05  -0.100876E+03   0.380066E+02  -0.107380E-05   0.838444E-05  -0.107380E-05   0.871364E-08
   728   0.178806E+04  -0.102265E+03   0.841430E-05  -0.102265E+03   0.379105E+02  -0.107135E-05   0.841430E-05  -0.107135E-05   0.869411E-08
   729   0.179308E+04  -0.103632E+03   0.844368E-05  -0.103632E+03   0.378089E+02  -0.106879E-05   0.844368E-05  -0.106879E-05   0.867464E-08
   730   0.179825E+04  -0.104978E+03   0.847261E-05  -0.104978E+03   0.377018E+02  -0.106614E-05   0.847261E-05  -0.106614E-05   0.865524E-08
   731   0.180356E+04  -0.106301E+03   0.850107E-05  -0.106301E+03   0.375893E+02  -0.106338E-05   0.850107E-05  -0.106338E-05   0.863591E-08
   732   0.180900E+04  -0.107601E+03   0.852908E-05  -0.107601E+03   0.374714E+02  -0.106052E-05   0.852908E-05  -0.106052E-05   0.861664E-08
   733   0.181457E+04  -0.108878E+03   0.855662E-05  -0.108878E+03   0.373481E+02  -0.105757E-05   0.855662E-05  -0.105757E-05   0.859744E-08
   734   0.182027E+04  -0.110131E+03   0.858372E-05  -0.110131E+03   0.372195E+02  -0.105452E-05   0.858372E-05  -0.105452E-05   0.857831E-08
   735   0.182609E+04  -0.111359E+03   0.861036E-05  -0.111359E+03   0.370857E+02  -0.105137E-05   0.861036E-05  -0.105137E-05   0.855925E-08
   736   0.183205E+04  -0.112563E+03   0.863656E-05  -0.112563E+03   0.369467E+02  -0.104813E-05   0.863656E-05  -0.104813E-05   0.854025E-08
   737   0.183811E+04  -0.113741E+03   0.866231E-05  -0.113741E+03   0.368025E+02  -0.104479E-05   0.866231E-05  -0.104479E-05   0.852132E-08
   738   0.184430E+04  -0.114894E+03   0.868762E-05  -0.114894E+03   0.366533E+02  -0.104135E-05   0.868762E-05  -0.104135E-05   0.850245E-08
   739   0.185060E+04  -0.116020E+03   0.871249E-05  -0.116020E+03   0.364990E+02  -0.103783E-05   0.871249E-05  -0.103783E-05   0.848365E-08
   740   0.185701E+04  -0.117119E+03   0.873692E-05  -0.117119E+03   0.363397E+02  -0.103422E-05   0.873692E-05  -0.103422E-05   0.846491E-08
   741   0.186353E+04  -0.118191E+03   0.876092E-05  -0.118191E+03   0.361755E+02  -0.103051E-05   0.876092E-05  -0.103051E-05   0.844624E-08
   742   0.187015E+04  -0.119236E+03   0.878449E-05  -0.119236E+03   0.360065E+02  -0.102672E-05   0.878449E-05  -0.102672E-05   0.842763E-08
   743   0.187689E+04  -0.120254E+03   0.880763E-05  -0.120254E+03   0.358328E+02  -0.102283E-05   0.880763E-05  -0.102283E-05   0.840908E-08
   744   0.188371E+04  -0.121242E+03   0.883035E-05  -0.121242E+03   0.356543E+02  -0.101887E-05   0.883035E-05  -0.101887E-05   0.839060E-08
   745   0.189063E+04  -0.122203E+03   0.885264E-05  -0.122203E+03   0.354713E+02  -0.101481E-05   0.885264E-05  -0.101481E-05   0.837218E-08
   746   0.189764E+04  -0.123135E+03   0.887452E-05  -0.123135E+03   0.352836E+02  -0.101067E-05   0.887452E-05  -0.101067E-05   0.835383E-08
   747   0.190475E+04  -0.124038E+03   0.889597E-05  -0.124038E+03   0.350915E+02  -0.100645E-05   0.889597E-05  -0.100645E-05   0.833553E-08
   748   0.191194E+04  -0.124912E+03   0.891702E-05  -0.124912E+03   0.348949E+02  -0.100214E-05   0.891702E-05  -0.100214E-05   0.831730E-08
   749   0.191922E+04  -0.125757E+03   0.893765E-05  -0.125757E+03   0.346939E+02  -0.997757E-06   0.893765E-05  -0.997757E-06   0.829913E-08
   750   0.192658E+04  -0.126572E+03   0.895787E-05  -0.126572E+03   0.344886E+02  -0.993289E-06   0.895787E-05  -0.993289E-06   0.828102E-08
   751   0.193401E+04  -0.127356E+03   0.897769E-05  -0.127356E+03   0.342790E+02  -0.988743E-06   0.897769E-05  -0.988743E-06   0.826297E-08
   752   0.194152E+04  -0.128110E+03   0.899709E-05  -0.128110E+03   0.340653E+02  -0.984117E-06   0.899709E-05  -0.984117E-06   0.824499E-08
   753   0.194910E+04  -0.128834E+03   0.901609E-05  -0.128834E+03   0.338475E+02  -0.979414E-06   0.901609E-05  -0.979414E-06   0.822706E-08
   754   0.195674E+04  -0.129526E+03   0.903466E-05  -0.129526E+03   0.336257E+02  -0.974635E-06   0.903466E-05  -0.974635E-06   0.820919E-08
   755   0.196445E+04  -0.130187E+03   0.905282E-05  -0.130187E+03   0.334001E+02  -0.969778E-06   0.905282E-05  -0.969778E-06   0.819139E-08
   756   0.197221E+04  -0.130817E+03   0.907055E-05  -0.130817E+03   0.331709E+02  -0.964847E-06   0.907055E-05  -0.964847E-06   0.817364E-08
   757   0.198004E+04  -0.131414E+03   0.908785E-05  -0.131414E+03   0.329382E+02  -0.959841E-06   0.908785E-05  -0.959841E-06   0.815595E-08
   758   0.198792E+04  -0.131981E+03   0.910471E-05  -0.131981E+03   0.327021E+02  -0.954760E-06   0.910471E-05  -0.954760E-06   0.813832E-08
   759   0.199585E+04  -0.132515E+03   0.912114E-05  -0.132515E+03   0.324627E+02  -0.949607E-06   0.912114E-05  -0.949607E-06   0.812075E-08
   760   0.200382E+04  -0.133016E+03   0.913713E-05  -0.133016E+03   0.322202E+02  -0.944382E-06   0.913713E-05  -0.944382E-06   0.810324E-08
   761   0.201184E+04  -0.133485E+03   0.915267E-05  -0.133485E+03   0.319747E+02  -0.939085E-06   0.915267E-05  -0.939085E-06   0.808579E-08
   762   0.201990E+04  -0.133921E+03   0.916776E-05  -0.133921E+03   0.317262E+02  -0.933717E-06   0.916776E-05  -0.933717E-06   0.806839E-08
   763   0.202799E+04  -0.134323E+03   0.918240E-05  -0.134323E+03   0.314750E+02  -0.928279E-06   0.918240E-05  -0.928279E-06   0.805105E-08
   764   0.203610E+04  -0.134691E+03   0.919658E-05  -0.134691E+03   0.312210E+02  -0.922772E-06   0.919658E-05  -0.922772E-06   0.803378E-08
   765   0.204422E+04  -0.135026E+03   0.921030E-05  -0.135026E+03   0.309645E+02  -0.917196E-06   0.921030E-05  -0.917196E-06   0.801655E-08
   766   0.205237E+04  -0.135325E+03   0.922356E-05  -0.135325E+03   0.307055E+02  -0.911553E-06   0.922356E-05  -0.911553E-06   0.799939E-08
   767   0.206053E+04  -0.135590E+03   0.923634E-05  -0.135590E+03   0.304440E+02  -0.905843E-06   0.923634E-05  -0.905843E-06   0.798228E-08
   768   0.206869E+04  -0.135819E+03   0.924865E-05  -0.135819E+03   0.301803E+02  -0.900067E-06   0.924865E-05  -0.900067E-06   0.796523E-08
   769   0.207685E+04  -0.136013E+03   0.926049E-05  -0.136013E+03   0.299146E+02  -0.894225E-06   0.926049E-05  -0.894225E-06   0.794823E-08
   770   0.208500E+04  -0.136173E+03   0.927184E-05  -0.136173E+03   0.296468E+02  -0.888319E-06   0.927184E-05  -0.888319E-06   0.793129E-08
   771   0.209315E+04  -0.136298E+03   0.928271E-05  -0.136298E+03   0.293772E+02  -0.882349E-06   0.928271E-05  -0.882349E-06   0.791441E-08
   772   0.210128E+04  -0.136387E+03   0.929309E-05  -0.136387E+03   0.291060E+02  -0.876316E-06   0.929309E-05  -0.876316E-06   0.789758E-08
   773   0.210939E+04  -0.136442E+03   0.930297E-05  -0.136442E+03   0.288331E+02  -0.870221E-06   0.930297E-05  -0.870221E-06   0.788080E-08
   774   0.211748E+04  -0.136462E+03   0.931236E-05  -0.136462E+03   0.285588E+02  -0.864064E-06   0.931236E-05  -0.864064E-06   0.786408E-08
   775   0.212554E+04  -0.136447E+03   0.932125E-05  -0.136447E+03   0.282832E+02  -0.857846E-06   0.932125E-05  -0.857846E-06   0.784742E-08
   776   0.213357E+04  -0.136397E+03   0.932963E-05  -0.136397E+03   0.280064E+02  -0.851569E-06   0.932963E-05  -0.851569E-06   0.783081E-08
   777   0.214158E+04  -0.136313E+03   0.933750E-05  -0.136313E+03   0.277285E+02  -0.845233E-06   0.933750E-05  -0.845233E-06   0.781425E-08
   778   0.214957E+04  -0.136194E+03   0.934486E-05  -0.136194E+03   0.274496E+02  -0.838838E-06   0.934486E-05  -0.838838E-06   0.779775E-08
   779   0.215752E+04  -0.136040E+03   0.935171E-05  -0.136040E+03   0.271698E+02  -0.832386E-06   0.935171E-05  -0.832386E-06   0.778130E-08
   780   0.216543E+04  -0.135852E+03   0.935803E-05  -0.135852E+03   0.268892E+02  -0.825876E-06   0.935803E-05  -0.825876E-06   0.776491E-08
   781   0.217332E+04  -0.135630E+03   0.936382E-05  -0.135630E+03   0.266080E+02  -0.819311E-06   0.936382E-05  -0.819311E-06   0.774856E-08
   782   0.218116E+04  -0.135374E+03   0.936909E-05  -0.135374E+03   0.263261E+02  -0.812691E-06   0.936909E-05  -0.812691E-06   0.773227E-08
   783   0.218896E+04  -0.135082E+03   0.937382E-05  -0.135082E+03   0.260438E+02  -0.806016E-06   0.937382E-05  -0.806016E-06   0.771603E-08
   784   0.219671E+04  -0.134757E+03   0.937802E-05  -0.134757E+03   0.257611E+02  -0.799287E-06   0.937802E-05  -0.799287E-06   0.769985E-08
   785   0.220441E+04  -0.134396E+03   0.938168E-05  -0.134396E+03   0.254781E+02  -0.792506E-06   0.938168E-05  -0.792506E-06   0.768372E-08
   786   0.221204E+04  -0.133999E+03   0.938479E-05  -0.133999E+03   0.251949E+02  -0.785672E-06   0.938479E-05  -0.785672E-06   0.766764E-08
   787   0.221961E+04  -0.133567E+03   0.938735E-05  -0.133567E+03   0.249116E+02  -0.778787E-06   0.938735E-05  -0.778787E-06   0.765161E-08
   788   0.222711E+04  -0.133099E+03   0.938936E-05  -0.133099E+03   0.246282E+02  -0.771851E-06   0.938936E-05  -0.771851E-06   0.763563E-08
   789   0.223452E+04  -0.132597E+03   0.939081E-05  -0.132597E+03   0.243450E+02  -0.764866E-06   0.939081E-05  -0.764866E-06   0.761970E-08
   790   0.224187E+04  -0.132058E+03   0.939170E-05  -0.132058E+03   0.240621E+02  -0.757831E-06   0.939170E-05  -0.757831E-06   0.760382E-08
