#    L    TT             EE             BB             TE             PP             TP             EP          
   174   0.510256E+04   0.887206E+00   0.000000E+00  -0.411290E+02   0.575191E-07   0.161950E-03  -0.742517E-06
   175   0.512912E+04   0.877120E+00   0.000000E+00  -0.406294E+02   0.571919E-07   0.160580E-03  -0.733672E-06
   176   0.515531E+04   0.866966E+00   0.000000E+00  -0.401035E+02   0.568674E-07   0.159226E-03  -0.724596E-06
   177   0.518112E+04   0.856777E+00   0.000000E+00  -0.395513E+02   0.565458E-07   0.157888E-03  -0.715292E-06
   178   0.520652E+04   0.846570E+00   0.000000E+00  -0.389728E+02   0.562270E-07   0.156565E-03  -0.705766E-06
   179   0.523152E+04   0.836362E+00   0.000000E+00  -0.383679E+02   0.559109E-07   0.155258E-03  -0.696027E-06
   180   0.525611E+04   0.826185E+00   0.000000E+00  -0.377366E+02   0.555976E-07   0.153966E-03  -0.686079E-06
   181   0.528028E+04   0.816063E+00   0.000000E+00  -0.370791E+02   0.552870E-07   0.152688E-03  -0.675932E-06
   182   0.530403E+04   0.806020E+00   0.000000E+00  -0.363954E+02   0.549790E-07   0.151425E-03  -0.665591E-06
   183   0.532735E+04   0.796074E+00   0.000000E+00  -0.356855E+02   0.546737E-07   0.150175E-03  -0.655063E-06
   184   0.535023E+04   0.786257E+00   0.000000E+00  -0.349496E+02   0.543711E-07   0.148940E-03  -0.644355E-06
   185   0.537267E+04   0.776600E+00   0.000000E+00  -0.341875E+02   0.540710E-07   0.147718E-03  -0.633475E-06
   186   0.539466E+04   0.767120E+00   0.000000E+00  -0.333996E+02   0.537735E-07   0.146508E-03  -0.622429E-06
   187   0.541619E+04   0.757844E+00   0.000000E+00  -0.325858E+02   0.534786E-07   0.145312E-03  -0.611224E-06
   188   0.543725E+04   0.748804E+00   0.000000E+00  -0.317464E+02   0.531861E-07   0.144128E-03  -0.599866E-06
   189   0.545785E+04   0.740028E+00   0.000000E+00  -0.308814E+02   0.528961E-07   0.142956E-03  -0.588364E-06
   190   0.547796E+04   0.731544E+00   0.000000E+00  -0.299910E+02   0.526086E-07   0.141796E-03  -0.576723E-06
   191   0.549760E+04   0.723379E+00   0.000000E+00  -0.290756E+02   0.523236E-07   0.140648E-03  -0.564951E-06
   192   0.551674E+04   0.715563E+00   0.000000E+00  -0.281350E+02   0.520409E-07   0.139511E-03  -0.553055E-06
   193   0.553537E+04   0.708123E+00   0.000000E+00  -0.271696E+02   0.517606E-07   0.138384E-03  -0.541041E-06
   194   0.555351E+04   0.701090E+00   0.000000E+00  -0.261796E+02   0.514827E-07   0.137269E-03  -0.528916E-06
   195   0.557115E+04   0.694495E+00   0.000000E+00  -0.251653E+02   0.512070E-07   0.136163E-03  -0.516688E-06
   196   0.558827E+04   0.688368E+00   0.000000E+00  -0.241270E+02   0.509337E-07   0.135068E-03  -0.504363E-06
   197   0.560489E+04   0.682740E+00   0.000000E+00  -0.230650E+02   0.506627E-07   0.133982E-03  -0.491948E-06
