#    L    TT             EE             TE             PP             TP          
   575   0.245025E+04   0.127353E+02   0.253892E+02   0.714121E+06   0.683878E+02
   576   0.244268E+04   0.129794E+02   0.260335E+02   0.712231E+06   0.690502E+02
   577   0.243499E+04   0.132273E+02   0.266494E+02   0.710349E+06   0.697233E+02
   578   0.242717E+04   0.134788E+02   0.272363E+02   0.708475E+06   0.704069E+02
   579   0.241924E+04   0.137339E+02   0.277942E+02   0.706608E+06   0.711007E+02
   580   0.241119E+04   0.139925E+02   0.283224E+02   0.704748E+06   0.718046E+02
   581   0.240304E+04   0.142545E+02   0.288207E+02   0.702896E+06   0.725185E+02
   582   0.239479E+04   0.145198E+02   0.292886E+02   0.701052E+06   0.732421E+02
   583   0.238643E+04   0.147882E+02   0.297258E+02   0.699215E+06   0.739754E+02
   584   0.237799E+04   0.150598E+02   0.301319E+02   0.697385E+06   0.747180E+02
   585   0.236945E+04   0.153344E+02   0.305066E+02   0.695562E+06   0.754699E+02
   586   0.236083E+04   0.156119E+02   0.308494E+02   0.693747E+06   0.762309E+02
   587   0.235212E+04   0.158922E+02   0.311604E+02   0.691939E+06   0.770007E+02
   588   0.234335E+04   0.161752E+02   0.314391E+02   0.690139E+06   0.777793E+02
   589   0.233449E+04   0.164608E+02   0.316853E+02   0.688345E+06   0.785665E+02
   590   0.232558E+04   0.167490E+02   0.318988E+02   0.686559E+06   0.793620E+02
   591   0.231660E+04   0.170395E+02   0.320794E+02   0.684780E+06   0.801657E+02
   592   0.230757E+04   0.173323E+02   0.322267E+02   0.683007E+06   0.809774E+02
   593   0.229849E+04   0.176273E+02   0.323406E+02   0.681242E+06   0.817970E+02
   594   0.228935E+04   0.179243E+02   0.324211E+02   0.679484E+06   0.826243E+02
   595   0.228017E+04   0.182233E+02   0.324679E+02   0.677733E+06   0.834591E+02
   596   0.227096E+04   0.185242E+02   0.324809E+02   0.675989E+06   0.843012E+02
   597   0.226172E+04   0.188267E+02   0.324599E+02   0.674252E+06   0.851505E+02
   598   0.225244E+04   0.191308E+02   0.324049E+02   0.672522E+06   0.860067E+02
   599   0.224314E+04   0.194365E+02   0.323156E+02   0.670798E+06   0.868698E+02
   600   0.223382E+04   0.197435E+02   0.321921E+02   0.669082E+06   0.877395E+02
   601   0.222449E+04   0.200518E+02   0.320344E+02   0.667372E+06   0.886157E+02
   602   0.221513E+04   0.203611E+02   0.318425E+02   0.665669E+06   0.894982E+02
   603   0.220579E+04   0.206716E+02   0.316163E+02   0.663973E+06   0.903867E+02
   604   0.219644E+04   0.209829E+02   0.313558E+02   0.662283E+06   0.912812E+02
   605   0.218709E+04   0.212949E+02   0.310611E+02   0.660600E+06   0.921814E+02
   606   0.217775E+04   0.216077E+02   0.307323E+02   0.658924E+06   0.930872E+02
   607   0.216842E+04   0.219210E+02   0.303692E+02   0.657254E+06   0.939983E+02
   608   0.215911E+04   0.222347E+02   0.299720E+02   0.655591E+06   0.949145E+02
   609   0.214983E+04   0.225487E+02   0.295409E+02   0.653934E+06   0.958358E+02
   610   0.214057E+04   0.228628E+02   0.290758E+02   0.652284E+06   0.967619E+02
   611   0.213135E+04   0.231769E+02   0.285768E+02   0.650640E+06   0.976926E+02
   612   0.212217E+04   0.234909E+02   0.280441E+02   0.649003E+06   0.986277E+02
   613   0.211301E+04   0.238046E+02   0.274777E+02   0.647373E+06   0.995671E+02
   614   0.210392E+04   0.241180E+02   0.268779E+02   0.645748E+06   0.100511E+03
   615   0.209487E+04   0.244309E+02   0.262449E+02   0.644130E+06   0.101458E+03
   616   0.208588E+04   0.247432E+02   0.255790E+02   0.642519E+06   0.102409E+03
   617   0.207695E+04   0.250548E+02   0.248805E+02   0.640913E+06   0.103364E+03
   618   0.206809E+04   0.253657E+02   0.241497E+02   0.639314E+06   0.104321E+03
   619   0.205930E+04   0.256756E+02   0.233867E+02   0.637721E+06   0.105283E+03
   620   0.205058E+04   0.259844E+02   0.225920E+02   0.636135E+06   0.106247E+03
   621   0.204194E+04   0.262922E+02   0.217657E+02   0.634554E+06   0.107213E+03
   622   0.203340E+04   0.265985E+02   0.209082E+02   0.632980E+06   0.108183E+03
   623   0.202493E+04   0.269036E+02   0.200198E+02   0.631412E+06   0.109155E+03
   624   0.201656E+04   0.272070E+02   0.191007E+02   0.629850E+06   0.110129E+03
   625   0.200828E+04   0.275088E+02   0.181513E+02   0.628294E+06   0.111105E+03
   626   0.200011E+04   0.278088E+02   0.171718E+02   0.626744E+06   0.112083E+03
   627   0.199204E+04   0.281068E+02   0.161626E+02   0.625200E+06   0.113062E+03
   628   0.198408E+04   0.284028E+02   0.151239E+02   0.623662E+06   0.114043E+03
   629   0.197623E+04   0.286966E+02   0.140563E+02   0.622130E+06   0.115026E+03
   630   0.196850E+04   0.289882E+02   0.129602E+02   0.620604E+06   0.116009E+03
   631   0.196088E+04   0.292772E+02   0.118359E+02   0.619083E+06   0.116994E+03
   632   0.195339E+04   0.295638E+02   0.106841E+02   0.617569E+06   0.117979E+03
   633   0.194603E+04   0.298478E+02   0.950482E+01   0.616060E+06   0.118965E+03
   634   0.193879E+04   0.301289E+02   0.829877E+01   0.614557E+06   0.119951E+03
   635   0.193169E+04   0.304072E+02   0.706639E+01   0.613060E+06   0.120937E+03
   636   0.192473E+04   0.306824E+02   0.580815E+01   0.611569E+06   0.121923E+03
   637   0.191791E+04   0.309546E+02   0.452456E+01   0.610083E+06   0.122910E+03
   638   0.191123E+04   0.312235E+02   0.321613E+01   0.608603E+06   0.123896E+03
   639   0.190470E+04   0.314892E+02   0.188335E+01   0.607129E+06   0.124881E+03
   640   0.189832E+04   0.317514E+02   0.526741E+00   0.605660E+06   0.125865E+03
   641   0.189209E+04   0.320101E+02  -0.853190E+00   0.604197E+06   0.126849E+03
   642   0.188602E+04   0.322650E+02  -0.225586E+01   0.602740E+06   0.127832E+03
   643   0.188011E+04   0.325163E+02  -0.368068E+01   0.601287E+06   0.128813E+03
   644   0.187435E+04   0.327637E+02  -0.512704E+01   0.599841E+06   0.129793E+03
   645   0.186876E+04   0.330070E+02  -0.659437E+01   0.598400E+06   0.130771E+03
   646   0.186335E+04   0.332463E+02  -0.808207E+01   0.596964E+06   0.131748E+03
   647   0.185809E+04   0.334813E+02  -0.958948E+01   0.595534E+06   0.132722E+03
   648   0.185301E+04   0.337119E+02  -0.111161E+02   0.594109E+06   0.133694E+03
   649   0.184810E+04   0.339381E+02  -0.126612E+02   0.592689E+06   0.134664E+03
   650   0.184337E+04   0.341598E+02  -0.142242E+02   0.591275E+06   0.135631E+03
   651   0.183882E+04   0.343770E+02  -0.158044E+02   0.589866E+06   0.136596E+03
   652   0.183444E+04   0.345896E+02  -0.174010E+02   0.588462E+06   0.137557E+03
   653   0.183025E+04   0.347975E+02  -0.190136E+02   0.587063E+06   0.138516E+03
   654   0.182624E+04   0.350007E+02  -0.206414E+02   0.585670E+06   0.139471E+03
   655   0.182243E+04   0.351989E+02  -0.222838E+02   0.584282E+06   0.140423E+03
   656   0.181879E+04   0.353923E+02  -0.239399E+02   0.582899E+06   0.141372E+03
   657   0.181535E+04   0.355808E+02  -0.256092E+02   0.581521E+06   0.142317E+03
   658   0.181210E+04   0.357642E+02  -0.272909E+02   0.580148E+06   0.143258E+03
   659   0.180905E+04   0.359424E+02  -0.289844E+02   0.578780E+06   0.144196E+03
   660   0.180619E+04   0.361154E+02  -0.306888E+02   0.577418E+06   0.145129E+03
   661   0.180352E+04   0.362830E+02  -0.324035E+02   0.576060E+06   0.146058E+03
   662   0.180105E+04   0.364452E+02  -0.341278E+02   0.574707E+06   0.146983E+03
   663   0.179877E+04   0.366021E+02  -0.358608E+02   0.573360E+06   0.147903E+03
   664   0.179669E+04   0.367533E+02  -0.376019E+02   0.572017E+06   0.148819E+03
   665   0.179482E+04   0.368990E+02  -0.393503E+02   0.570680E+06   0.149730E+03
   666   0.179314E+04   0.370390E+02  -0.411054E+02   0.569347E+06   0.150636E+03
   667   0.179165E+04   0.371734E+02  -0.428663E+02   0.568019E+06   0.151538E+03
   668   0.179038E+04   0.373020E+02  -0.446322E+02   0.566696E+06   0.152434E+03
   669   0.178930E+04   0.374247E+02  -0.464025E+02   0.565378E+06   0.153324E+03
   670   0.178843E+04   0.375416E+02  -0.481764E+02   0.564065E+06   0.154209E+03
   671   0.178775E+04   0.376527E+02  -0.499531E+02   0.562756E+06   0.155089E+03
   672   0.178728E+04   0.377577E+02  -0.517320E+02   0.561452E+06   0.155963E+03
   673   0.178701E+04   0.378568E+02  -0.535121E+02   0.560153E+06   0.156831E+03
   674   0.178694E+04   0.379499E+02  -0.552930E+02   0.558859E+06   0.157693E+03
   675   0.178708E+04   0.380369E+02  -0.570736E+02   0.557570E+06   0.158548E+03
   676   0.178741E+04   0.381178E+02  -0.588532E+02   0.556285E+06   0.159398E+03
   677   0.178795E+04   0.381926E+02  -0.606312E+02   0.555005E+06   0.160241E+03
   678   0.178868E+04   0.382612E+02  -0.624067E+02   0.553729E+06   0.161077E+03
   679   0.178962E+04   0.383235E+02  -0.641788E+02   0.552458E+06   0.161907E+03
   680   0.179076E+04   0.383796E+02  -0.659468E+02   0.551192E+06   0.162730E+03
   681   0.179209E+04   0.384293E+02  -0.677097E+02   0.549930E+06   0.163546E+03
   682   0.179362E+04   0.384727E+02  -0.694670E+02   0.548673E+06   0.164354E+03
   683   0.179535E+04   0.385096E+02  -0.712176E+02   0.547420E+06   0.165155E+03
   684   0.179727E+04   0.385401E+02  -0.729611E+02   0.546172E+06   0.165949E+03
   685   0.179939E+04   0.385644E+02  -0.746966E+02   0.544929E+06   0.166735E+03
   686   0.180169E+04   0.385822E+02  -0.764231E+02   0.543689E+06   0.167514E+03
   687   0.180419E+04   0.385938E+02  -0.781406E+02   0.542455E+06   0.168284E+03
   688   0.180688E+04   0.385990E+02  -0.798485E+02   0.541224E+06   0.169047E+03
   689   0.180977E+04   0.385980E+02  -0.815453E+02   0.539998E+06   0.169801E+03
   690   0.181284E+04   0.385908E+02  -0.832301E+02   0.538777E+06   0.170548E+03
   691   0.181609E+04   0.385772E+02  -0.849031E+02   0.537559E+06   0.171285E+03
   692   0.181954E+04   0.385575E+02  -0.865635E+02   0.536346E+06   0.172014E+03
   693   0.182316E+04   0.385315E+02  -0.882105E+02   0.535138E+06   0.172735E+03
   694   0.182697E+04   0.384993E+02  -0.898427E+02   0.533933E+06   0.173446E+03
   695   0.183096E+04   0.384609E+02  -0.914600E+02   0.532733E+06   0.174148E+03
   696   0.183512E+04   0.384162E+02  -0.930610E+02   0.531537E+06   0.174842E+03
   697   0.183946E+04   0.383654E+02  -0.946456E+02   0.530345E+06   0.175526E+03
   698   0.184396E+04   0.383083E+02  -0.962125E+02   0.529158E+06   0.176200E+03
   699   0.184865E+04   0.382451E+02  -0.977615E+02   0.527974E+06   0.176865E+03
   700   0.185349E+04   0.381758E+02  -0.992919E+02   0.526795E+06   0.177520E+03
   701   0.185850E+04   0.381004E+02  -0.100803E+03   0.525620E+06   0.178166E+03
   702   0.186367E+04   0.380189E+02  -0.102294E+03   0.524449E+06   0.178801E+03
   703   0.186900E+04   0.379315E+02  -0.103765E+03   0.523282E+06   0.179426E+03
   704   0.187449E+04   0.378380E+02  -0.105214E+03   0.522119E+06   0.180042E+03
   705   0.188012E+04   0.377387E+02  -0.106641E+03   0.520960E+06   0.180647E+03
   706   0.188592E+04   0.376335E+02  -0.108045E+03   0.519805E+06   0.181243E+03
   707   0.189186E+04   0.375225E+02  -0.109426E+03   0.518654E+06   0.181828E+03
   708   0.189794E+04   0.374057E+02  -0.110785E+03   0.517507E+06   0.182403E+03
   709   0.190417E+04   0.372834E+02  -0.112118E+03   0.516364E+06   0.182968E+03
   710   0.191053E+04   0.371554E+02  -0.113426E+03   0.515225E+06   0.183522E+03
   711   0.191703E+04   0.370218E+02  -0.114709E+03   0.514090E+06   0.184067E+03
   712   0.192366E+04   0.368827E+02  -0.115965E+03   0.512958E+06   0.184601E+03
   713   0.193042E+04   0.367381E+02  -0.117195E+03   0.511831E+06   0.185125E+03
   714   0.193730E+04   0.365882E+02  -0.118397E+03   0.510708E+06   0.185638E+03
   715   0.194431E+04   0.364329E+02  -0.119572E+03   0.509588E+06   0.186141E+03
   716   0.195143E+04   0.362723E+02  -0.120719E+03   0.508472E+06   0.186634E+03
   717   0.195866E+04   0.361064E+02  -0.121835E+03   0.507361E+06   0.187116E+03
   718   0.196601E+04   0.359353E+02  -0.122922E+03   0.506253E+06   0.187587E+03
   719   0.197345E+04   0.357591E+02  -0.123979E+03   0.505148E+06   0.188048E+03
   720   0.198101E+04   0.355779E+02  -0.125006E+03   0.504048E+06   0.188498E+03
   721   0.198865E+04   0.353919E+02  -0.126002E+03   0.502951E+06   0.188938E+03
   722   0.199640E+04   0.352010E+02  -0.126966E+03   0.501858E+06   0.189367E+03
   723   0.200424E+04   0.350055E+02  -0.127900E+03   0.500769E+06   0.189785E+03
   724   0.201217E+04   0.348055E+02  -0.128801E+03   0.499683E+06   0.190192E+03
   725   0.202019E+04   0.346010E+02  -0.129670E+03   0.498601E+06   0.190589E+03
   726   0.202829E+04   0.343922E+02  -0.130506E+03   0.497523E+06   0.190975E+03
   727   0.203648E+04   0.341791E+02  -0.131310E+03   0.496449E+06   0.191350E+03
   728   0.204474E+04   0.339617E+02  -0.132081E+03   0.495378E+06   0.191714E+03
   729   0.205307E+04   0.337404E+02  -0.132816E+03   0.494311E+06   0.192067E+03
   730   0.206147E+04   0.335150E+02  -0.133519E+03   0.493247E+06   0.192409E+03
   731   0.206994E+04   0.332857E+02  -0.134187E+03   0.492187E+06   0.192740E+03
   732   0.207846E+04   0.330525E+02  -0.134820E+03   0.491130E+06   0.193060E+03
   733   0.208703E+04   0.328157E+02  -0.135417E+03   0.490077E+06   0.193368E+03
   734   0.209566E+04   0.325752E+02  -0.135978E+03   0.489028E+06   0.193666E+03
   735   0.210433E+04   0.323313E+02  -0.136505E+03   0.487982E+06   0.193952E+03
   736   0.211305E+04   0.320840E+02  -0.136995E+03   0.486940E+06   0.194228E+03
   737   0.212180E+04   0.318334E+02  -0.137448E+03   0.485901E+06   0.194491E+03
   738   0.213059E+04   0.315797E+02  -0.137866E+03   0.484865E+06   0.194744E+03
   739   0.213941E+04   0.313229E+02  -0.138246E+03   0.483833E+06   0.194985E+03
   740   0.214825E+04   0.310632E+02  -0.138588E+03   0.482805E+06   0.195215E+03
   741   0.215710E+04   0.308008E+02  -0.138894E+03   0.481780E+06   0.195434E+03
   742   0.216597E+04   0.305357E+02  -0.139162E+03   0.480758E+06   0.195641E+03
   743   0.217486E+04   0.302680E+02  -0.139393E+03   0.479740E+06   0.195836E+03
   744   0.218375E+04   0.299980E+02  -0.139586E+03   0.478725E+06   0.196020E+03
   745   0.219263E+04   0.297258E+02  -0.139741E+03   0.477713E+06   0.196192E+03
   746   0.220151E+04   0.294514E+02  -0.139859E+03   0.476705E+06   0.196353E+03
   747   0.221038E+04   0.291750E+02  -0.139938E+03   0.475700E+06   0.196502E+03
   748   0.221924E+04   0.288967E+02  -0.139980E+03   0.474698E+06   0.196639E+03
   749   0.222808E+04   0.286165E+02  -0.139983E+03   0.473700E+06   0.196765E+03
   750   0.223690E+04   0.283348E+02  -0.139949E+03   0.472705E+06   0.196879E+03
   751   0.224569E+04   0.280515E+02  -0.139876E+03   0.471713E+06   0.196981E+03
   752   0.225444E+04   0.277667E+02  -0.139764E+03   0.470724E+06   0.197071E+03
   753   0.226317E+04   0.274807E+02  -0.139615E+03   0.469739E+06   0.197150E+03
   754   0.227186E+04   0.271934E+02  -0.139428E+03   0.468757E+06   0.197217E+03
   755   0.228050E+04   0.269052E+02  -0.139203E+03   0.467778E+06   0.197272E+03
   756   0.228909E+04   0.266161E+02  -0.138940E+03   0.466802E+06   0.197316E+03
   757   0.229764E+04   0.263263E+02  -0.138639E+03   0.465829E+06   0.197348E+03
   758   0.230615E+04   0.260358E+02  -0.138301E+03   0.464860E+06   0.197369E+03
   759   0.231460E+04   0.257450E+02  -0.137926E+03   0.463893E+06   0.197378E+03
   760   0.232299E+04   0.254539E+02  -0.137514E+03   0.462930E+06   0.197376E+03
   761   0.233132E+04   0.251626E+02  -0.137064E+03   0.461970E+06   0.197363E+03
   762   0.233959E+04   0.248712E+02  -0.136577E+03   0.461013E+06   0.197339E+03
   763   0.234779E+04   0.245799E+02  -0.136054E+03   0.460059E+06   0.197303E+03
   764   0.235590E+04   0.242888E+02  -0.135493E+03   0.459108E+06   0.197257E+03
   765   0.236394E+04   0.239980E+02  -0.134896E+03   0.458160E+06   0.197199E+03
   766   0.237189E+04   0.237077E+02  -0.134261E+03   0.457215E+06   0.197130E+03
   767   0.237975E+04   0.234179E+02  -0.133590E+03   0.456274E+06   0.197051E+03
   768   0.238752E+04   0.231287E+02  -0.132881E+03   0.455335E+06   0.196960E+03
   769   0.239518E+04   0.228405E+02  -0.132137E+03   0.454399E+06   0.196859E+03
   770   0.240274E+04   0.225532E+02  -0.131356E+03   0.453466E+06   0.196747E+03
   771   0.241018E+04   0.222670E+02  -0.130541E+03   0.452536E+06   0.196624E+03
   772   0.241752E+04   0.219822E+02  -0.129689E+03   0.451609E+06   0.196490E+03
   773   0.242473E+04   0.216988E+02  -0.128804E+03   0.450685E+06   0.196346E+03
   774   0.243183E+04   0.214169E+02  -0.127884E+03   0.449764E+06   0.196191E+03
   775   0.243879E+04   0.211368E+02  -0.126930E+03   0.448846E+06   0.196026E+03
   776   0.244564E+04   0.208585E+02  -0.125943E+03   0.447931E+06   0.195850E+03
   777   0.245236E+04   0.205821E+02  -0.124923E+03   0.447019E+06   0.195664E+03
   778   0.245896E+04   0.203078E+02  -0.123871E+03   0.446109E+06   0.195468E+03
   779   0.246543E+04   0.200357E+02  -0.122787E+03   0.445203E+06   0.195261E+03
   780   0.247176E+04   0.197659E+02  -0.121671E+03   0.444299E+06   0.195044E+03
   781   0.247797E+04   0.194985E+02  -0.120525E+03   0.443398E+06   0.194817E+03
   782   0.248404E+04   0.192337E+02  -0.119348E+03   0.442500E+06   0.194580E+03
   783   0.248997E+04   0.189715E+02  -0.118140E+03   0.441604E+06   0.194332E+03
   784   0.249576E+04   0.187121E+02  -0.116902E+03   0.440712E+06   0.194075E+03
   785   0.250139E+04   0.184554E+02  -0.115634E+03   0.439822E+06   0.193807E+03
   786   0.250686E+04   0.182018E+02  -0.114335E+03   0.438935E+06   0.193530E+03
   787   0.251218E+04   0.179512E+02  -0.113008E+03   0.438050E+06   0.193243E+03
   788   0.251733E+04   0.177038E+02  -0.111649E+03   0.437169E+06   0.192946E+03
   789   0.252231E+04   0.174597E+02  -0.110263E+03   0.436290E+06   0.192639E+03
   790   0.252712E+04   0.172191E+02  -0.108848E+03   0.435414E+06   0.192323E+03
   791   0.253175E+04   0.169821E+02  -0.107406E+03   0.434540E+06   0.191996E+03
   792   0.253621E+04   0.167488E+02  -0.105938E+03   0.433669E+06   0.191661E+03
   793   0.254050E+04   0.165195E+02  -0.104444E+03   0.432801E+06   0.191316E+03
   794   0.254460E+04   0.162943E+02  -0.102927E+03   0.431936E+06   0.190961E+03
   795   0.254852E+04   0.160732E+02  -0.101385E+03   0.431073E+06   0.190597E+03
   796   0.255226E+04   0.158564E+02  -0.998207E+02   0.430213E+06   0.190223E+03
   797   0.255582E+04   0.156439E+02  -0.982336E+02   0.429355E+06   0.189840E+03
   798   0.255920E+04   0.154358E+02  -0.966241E+02   0.428500E+06   0.189448E+03
   799   0.256240E+04   0.152321E+02  -0.949932E+02   0.427647E+06   0.189047E+03
   800   0.256541E+04   0.150329E+02  -0.933399E+02   0.426797E+06   0.188637E+03
   801   0.256823E+04   0.148383E+02  -0.916665E+02   0.425950E+06   0.188217E+03
   802   0.257088E+04   0.146483E+02  -0.899723E+02   0.425105E+06   0.187788E+03
   803   0.257334E+04   0.144630E+02  -0.882581E+02   0.424263E+06   0.187351E+03
   804   0.257560E+04   0.142825E+02  -0.865252E+02   0.423423E+06   0.186905E+03
   805   0.257767E+04   0.141071E+02  -0.847730E+02   0.422585E+06   0.186450E+03
   806   0.257953E+04   0.139367E+02  -0.830038E+02   0.421750E+06   0.185986E+03
   807   0.258118E+04   0.137714E+02  -0.812159E+02   0.420918E+06   0.185515E+03
   808   0.258262E+04   0.136116E+02  -0.794124E+02   0.420088E+06   0.185034E+03
   809   0.258385E+04   0.134572E+02  -0.775925E+02   0.419261E+06   0.184546E+03
   810   0.258486E+04   0.133082E+02  -0.757571E+02   0.418436E+06   0.184049E+03
   811   0.258566E+04   0.131649E+02  -0.739076E+02   0.417613E+06   0.183545E+03
   812   0.258625E+04   0.130270E+02  -0.720448E+02   0.416793E+06   0.183032E+03
   813   0.258664E+04   0.128948E+02  -0.701697E+02   0.415975E+06   0.182512E+03
   814   0.258682E+04   0.127682E+02  -0.682831E+02   0.415160E+06   0.181983E+03
   815   0.258682E+04   0.126473E+02  -0.663860E+02   0.414347E+06   0.181448E+03
   816   0.258661E+04   0.125321E+02  -0.644792E+02   0.413537E+06   0.180905E+03
   817   0.258621E+04   0.124228E+02  -0.625632E+02   0.412729E+06   0.180354E+03
   818   0.258561E+04   0.123193E+02  -0.606383E+02   0.411923E+06   0.179796E+03
   819   0.258480E+04   0.122217E+02  -0.587049E+02   0.411120E+06   0.179231E+03
   820   0.258378E+04   0.121301E+02  -0.567635E+02   0.410319E+06   0.178659E+03
   821   0.258253E+04   0.120446E+02  -0.548144E+02   0.409520E+06   0.178080E+03
   822   0.258106E+04   0.119653E+02  -0.528579E+02   0.408724E+06   0.177494E+03
   823   0.257935E+04   0.118921E+02  -0.508946E+02   0.407930E+06   0.176902E+03
   824   0.257743E+04   0.118252E+02  -0.489255E+02   0.407138E+06   0.176303E+03
   825   0.257529E+04   0.117645E+02  -0.469518E+02   0.406349E+06   0.175697E+03
   826   0.257293E+04   0.117101E+02  -0.449746E+02   0.405562E+06   0.175085E+03
   827   0.257037E+04   0.116620E+02  -0.429952E+02   0.404777E+06   0.174467E+03
   828   0.256760E+04   0.116201E+02  -0.410146E+02   0.403995E+06   0.173842E+03
   829   0.256463E+04   0.115846E+02  -0.390340E+02   0.403215E+06   0.173211E+03
   830   0.256147E+04   0.115555E+02  -0.370546E+02   0.402437E+06   0.172575E+03
   831   0.255812E+04   0.115327E+02  -0.350766E+02   0.401661E+06   0.171932E+03
   832   0.255457E+04   0.115163E+02  -0.331006E+02   0.400888E+06   0.171284E+03
   833   0.255081E+04   0.115063E+02  -0.311268E+02   0.400117E+06   0.170630E+03
   834   0.254685E+04   0.115028E+02  -0.291556E+02   0.399348E+06   0.169970E+03
   835   0.254268E+04   0.115058E+02  -0.271874E+02   0.398581E+06   0.169305E+03
   836   0.253828E+04   0.115153E+02  -0.252225E+02   0.397816E+06   0.168635E+03
   837   0.253366E+04   0.115313E+02  -0.232615E+02   0.397054E+06   0.167959E+03
   838   0.252884E+04   0.115539E+02  -0.213050E+02   0.396294E+06   0.167279E+03
   839   0.252380E+04   0.115829E+02  -0.193543E+02   0.395536E+06   0.166593E+03
   840   0.251856E+04   0.116184E+02  -0.174101E+02   0.394780E+06   0.165903E+03
   841   0.251312E+04   0.116603E+02  -0.154737E+02   0.394026E+06   0.165207E+03
   842   0.250749E+04   0.117086E+02  -0.135459E+02   0.393275E+06   0.164507E+03
   843   0.250167E+04   0.117632E+02  -0.116277E+02   0.392525E+06   0.163803E+03
   844   0.249567E+04   0.118240E+02  -0.972011E+01   0.391778E+06   0.163094E+03
   845   0.248948E+04   0.118912E+02  -0.782366E+01   0.391033E+06   0.162380E+03
   846   0.248312E+04   0.119646E+02  -0.593908E+01   0.390290E+06   0.161663E+03
   847   0.247656E+04   0.120445E+02  -0.406681E+01   0.389549E+06   0.160941E+03
   848   0.246981E+04   0.121306E+02  -0.220747E+01   0.388810E+06   0.160215E+03
   849   0.246288E+04   0.122232E+02  -0.361622E+00   0.388073E+06   0.159485E+03
   850   0.245574E+04   0.123221E+02   0.147016E+01   0.387338E+06   0.158751E+03
   851   0.244841E+04   0.124275E+02   0.328733E+01   0.386606E+06   0.158014E+03
   852   0.244090E+04   0.125392E+02   0.508935E+01   0.385875E+06   0.157273E+03
   853   0.243319E+04   0.126571E+02   0.687573E+01   0.385146E+06   0.156528E+03
   854   0.242531E+04   0.127811E+02   0.864594E+01   0.384420E+06   0.155780E+03
   855   0.241726E+04   0.129111E+02   0.103995E+02   0.383695E+06   0.155028E+03
   856   0.240903E+04   0.130470E+02   0.121359E+02   0.382973E+06   0.154273E+03
   857   0.240064E+04   0.131887E+02   0.138546E+02   0.382252E+06   0.153514E+03
   858   0.239210E+04   0.133361E+02   0.155550E+02   0.381534E+06   0.152752E+03
   859   0.238340E+04   0.134892E+02   0.172364E+02   0.380817E+06   0.151987E+03
   860   0.237455E+04   0.136480E+02   0.188978E+02   0.380103E+06   0.151218E+03
   861   0.236555E+04   0.138125E+02   0.205385E+02   0.379390E+06   0.150446E+03
   862   0.235639E+04   0.139826E+02   0.221575E+02   0.378680E+06   0.149670E+03
   863   0.234709E+04   0.141583E+02   0.237540E+02   0.377971E+06   0.148892E+03
   864   0.233765E+04   0.143397E+02   0.253270E+02   0.377264E+06   0.148110E+03
   865   0.232805E+04   0.145266E+02   0.268758E+02   0.376560E+06   0.147325E+03
   866   0.231832E+04   0.147190E+02   0.284002E+02   0.375857E+06   0.146538E+03
   867   0.230845E+04   0.149168E+02   0.299000E+02   0.375156E+06   0.145747E+03
   868   0.229843E+04   0.151199E+02   0.313750E+02   0.374457E+06   0.144953E+03
   869   0.228827E+04   0.153282E+02   0.328251E+02   0.373760E+06   0.144156E+03
   870   0.227798E+04   0.155417E+02   0.342500E+02   0.373065E+06   0.143357E+03
   871   0.226755E+04   0.157602E+02   0.356496E+02   0.372372E+06   0.142554E+03
   872   0.225700E+04   0.159836E+02   0.370238E+02   0.371681E+06   0.141749E+03
   873   0.224631E+04   0.162118E+02   0.383719E+02   0.370991E+06   0.140941E+03
   874   0.223551E+04   0.164447E+02   0.396935E+02   0.370304E+06   0.140130E+03
   875   0.222458E+04   0.166822E+02   0.409879E+02   0.369618E+06   0.139317E+03
   876   0.221355E+04   0.169241E+02   0.422546E+02   0.368934E+06   0.138501E+03
   877   0.220240E+04   0.171704E+02   0.434930E+02   0.368252E+06   0.137682E+03
   878   0.219116E+04   0.174209E+02   0.447026E+02   0.367572E+06   0.136861E+03
   879   0.217982E+04   0.176756E+02   0.458829E+02   0.366894E+06   0.136038E+03
   880   0.216839E+04   0.179343E+02   0.470332E+02   0.366218E+06   0.135212E+03
   881   0.215687E+04   0.181969E+02   0.481532E+02   0.365543E+06   0.134383E+03
   882   0.214526E+04   0.184635E+02   0.492423E+02   0.364870E+06   0.133553E+03
   883   0.213356E+04   0.187338E+02   0.503000E+02   0.364199E+06   0.132720E+03
   884   0.212177E+04   0.190078E+02   0.513259E+02   0.363530E+06   0.131884E+03
   885   0.210990E+04   0.192855E+02   0.523195E+02   0.362863E+06   0.131047E+03
   886   0.209795E+04   0.195667E+02   0.532802E+02   0.362197E+06   0.130207E+03
   887   0.208592E+04   0.198514E+02   0.542081E+02   0.361533E+06   0.129365E+03
   888   0.207382E+04   0.201395E+02   0.551029E+02   0.360871E+06   0.128521E+03
   889   0.206164E+04   0.204307E+02   0.559649E+02   0.360211E+06   0.127675E+03
   890   0.204940E+04   0.207249E+02   0.567937E+02   0.359552E+06   0.126827E+03
   891   0.203709E+04   0.210222E+02   0.575895E+02   0.358896E+06   0.125977E+03
   892   0.202473E+04   0.213223E+02   0.583520E+02   0.358241E+06   0.125125E+03
   893   0.201230E+04   0.216251E+02   0.590813E+02   0.357587E+06   0.124272E+03
   894   0.199983E+04   0.219304E+02   0.597773E+02   0.356936E+06   0.123416E+03
