#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   390   0.179640E+04   0.191305E+02   0.264814E-04   0.191305E+02   0.217043E+02   0.126355E-05   0.264814E-04   0.126355E-05   0.267036E-07
   391   0.178787E+04   0.171588E+02   0.261856E-04   0.171588E+02   0.217218E+02   0.126609E-05   0.261856E-04   0.126609E-05   0.266141E-07
   392   0.177977E+04   0.151897E+02   0.258896E-04   0.151897E+02   0.217354E+02   0.126895E-05   0.258896E-04   0.126895E-05   0.265251E-07
   393   0.177212E+04   0.132240E+02   0.255935E-04   0.132240E+02   0.217450E+02   0.127217E-05   0.255935E-04   0.127217E-05   0.264364E-07
   394   0.176490E+04   0.112624E+02   0.252971E-04   0.112624E+02   0.217506E+02   0.127574E-05   0.252971E-04   0.127574E-05   0.263482E-07
   395   0.175811E+04   0.930579E+01   0.250003E-04   0.930579E+01   0.217521E+02   0.127970E-05   0.250003E-04   0.127970E-05   0.262604E-07
   396   0.175175E+04   0.735496E+01   0.247030E-04   0.735496E+01   0.217497E+02   0.128404E-05   0.247030E-04   0.128404E-05   0.261729E-07
   397   0.174582E+04   0.541068E+01   0.244051E-04   0.541068E+01   0.217432E+02   0.128880E-05   0.244051E-04   0.128880E-05   0.260859E-07
   398   0.174031E+04   0.347371E+01   0.241065E-04   0.347371E+01   0.217326E+02   0.129398E-05   0.241065E-04   0.129398E-05   0.259992E-07
   399   0.173523E+04   0.154485E+01   0.238071E-04   0.154485E+01   0.217180E+02   0.129959E-05   0.238071E-04   0.129959E-05   0.259130E-07
   400   0.173057E+04  -0.375156E+00   0.235068E-04  -0.375156E+00   0.216995E+02   0.130566E-05   0.235068E-04   0.130566E-05   0.258271E-07
   401   0.172634E+04  -0.228552E+01   0.232056E-04  -0.228552E+01   0.216768E+02   0.131219E-05   0.232056E-04   0.131219E-05   0.257416E-07
   402   0.172252E+04  -0.418548E+01   0.229035E-04  -0.418548E+01   0.216502E+02   0.131916E-05   0.229035E-04   0.131916E-05   0.256565E-07
   403   0.171912E+04  -0.607426E+01   0.226006E-04  -0.607426E+01   0.216196E+02   0.132654E-05   0.226006E-04   0.132654E-05   0.255718E-07
   404   0.171613E+04  -0.795108E+01   0.222970E-04  -0.795108E+01   0.215850E+02   0.133432E-05   0.222970E-04   0.133432E-05   0.254875E-07
   405   0.171355E+04  -0.981518E+01   0.219929E-04  -0.981518E+01   0.215464E+02   0.134246E-05   0.219929E-04   0.134246E-05   0.254035E-07
   406   0.171137E+04  -0.116659E+02   0.216883E-04  -0.116659E+02   0.215039E+02   0.135094E-05   0.216883E-04   0.135094E-05   0.253199E-07
   407   0.170958E+04  -0.135022E+02   0.213835E-04  -0.135022E+02   0.214575E+02   0.135972E-05   0.213835E-04   0.135972E-05   0.252367E-07
   408   0.170820E+04  -0.153236E+02   0.210784E-04  -0.153236E+02   0.214070E+02   0.136880E-05   0.210784E-04   0.136880E-05   0.251539E-07
   409   0.170719E+04  -0.171291E+02   0.207733E-04  -0.171291E+02   0.213528E+02   0.137813E-05   0.207733E-04   0.137813E-05   0.250714E-07
   410   0.170657E+04  -0.189181E+02   0.204681E-04  -0.189181E+02   0.212947E+02   0.138769E-05   0.204681E-04   0.138769E-05   0.249893E-07
   411   0.170632E+04  -0.206899E+02   0.201632E-04  -0.206899E+02   0.212328E+02   0.139746E-05   0.201632E-04   0.139746E-05   0.249075E-07
   412   0.170645E+04  -0.224439E+02   0.198584E-04  -0.224439E+02   0.211670E+02   0.140741E-05   0.198584E-04   0.140741E-05   0.248262E-07
   413   0.170695E+04  -0.241793E+02   0.195540E-04  -0.241793E+02   0.210975E+02   0.141751E-05   0.195540E-04   0.141751E-05   0.247452E-07
   414   0.170781E+04  -0.258956E+02   0.192501E-04  -0.258956E+02   0.210242E+02   0.142774E-05   0.192501E-04   0.142774E-05   0.246645E-07
   415   0.170903E+04  -0.275921E+02   0.189468E-04  -0.275921E+02   0.209474E+02   0.143807E-05   0.189468E-04   0.143807E-05   0.245842E-07
   416   0.171061E+04  -0.292682E+02   0.186442E-04  -0.292682E+02   0.208668E+02   0.144847E-05   0.186442E-04   0.144847E-05   0.245043E-07
   417   0.171252E+04  -0.309231E+02   0.183424E-04  -0.309231E+02   0.207826E+02   0.145893E-05   0.183424E-04   0.145893E-05   0.244247E-07
   418   0.171479E+04  -0.325563E+02   0.180415E-04  -0.325563E+02   0.206948E+02   0.146940E-05   0.180415E-04   0.146940E-05   0.243455E-07
   419   0.171740E+04  -0.341670E+02   0.177417E-04  -0.341670E+02   0.206035E+02   0.147988E-05   0.177417E-04   0.147988E-05   0.242666E-07
   420   0.172034E+04  -0.357547E+02   0.174431E-04  -0.357547E+02   0.205087E+02   0.149032E-05   0.174431E-04   0.149032E-05   0.241881E-07
   421   0.172361E+04  -0.373187E+02   0.171457E-04  -0.373187E+02   0.204104E+02   0.150070E-05   0.171457E-04   0.150070E-05   0.241100E-07
   422   0.172720E+04  -0.388583E+02   0.168496E-04  -0.388583E+02   0.203086E+02   0.151101E-05   0.168496E-04   0.151101E-05   0.240322E-07
   423   0.173112E+04  -0.403728E+02   0.165551E-04  -0.403728E+02   0.202033E+02   0.152120E-05   0.165551E-04   0.152120E-05   0.239547E-07
   424   0.173535E+04  -0.418616E+02   0.162622E-04  -0.418616E+02   0.200947E+02   0.153126E-05   0.162622E-04   0.153126E-05   0.238776E-07
   425   0.173989E+04  -0.433243E+02   0.159711E-04  -0.433243E+02   0.199827E+02   0.154116E-05   0.159711E-04   0.154116E-05   0.238008E-07
   426   0.174473E+04  -0.447604E+02   0.156817E-04  -0.447604E+02   0.198675E+02   0.155087E-05   0.156817E-04   0.155087E-05   0.237244E-07
   427   0.174985E+04  -0.461695E+02   0.153943E-04  -0.461695E+02   0.197492E+02   0.156036E-05   0.153943E-04   0.156036E-05   0.236483E-07
   428   0.175527E+04  -0.475510E+02   0.151090E-04  -0.475510E+02   0.196278E+02   0.156962E-05   0.151090E-04   0.156962E-05   0.235725E-07
   429   0.176096E+04  -0.489048E+02   0.148259E-04  -0.489048E+02   0.195033E+02   0.157861E-05   0.148259E-04   0.157861E-05   0.234971E-07
   430   0.176691E+04  -0.502301E+02   0.145450E-04  -0.502301E+02   0.193759E+02   0.158731E-05   0.145450E-04   0.158731E-05   0.234220E-07
   431   0.177314E+04  -0.515266E+02   0.142665E-04  -0.515266E+02   0.192457E+02   0.159569E-05   0.142665E-04   0.159569E-05   0.233473E-07
   432   0.177961E+04  -0.527939E+02   0.139906E-04  -0.527939E+02   0.191128E+02   0.160372E-05   0.139906E-04   0.160372E-05   0.232729E-07
   433   0.178635E+04  -0.540315E+02   0.137173E-04  -0.540315E+02   0.189770E+02   0.161139E-05   0.137173E-04   0.161139E-05   0.231988E-07
   434   0.179332E+04  -0.552390E+02   0.134468E-04  -0.552390E+02   0.188387E+02   0.161865E-05   0.134468E-04   0.161865E-05   0.231250E-07
   435   0.180054E+04  -0.564158E+02   0.131791E-04  -0.564158E+02   0.186977E+02   0.162550E-05   0.131791E-04   0.162550E-05   0.230516E-07
   436   0.180800E+04  -0.575616E+02   0.129143E-04  -0.575616E+02   0.185541E+02   0.163189E-05   0.129143E-04   0.163189E-05   0.229785E-07
   437   0.181568E+04  -0.586759E+02   0.126527E-04  -0.586759E+02   0.184081E+02   0.163781E-05   0.126527E-04   0.163781E-05   0.229057E-07
   438   0.182359E+04  -0.597583E+02   0.123943E-04  -0.597583E+02   0.182596E+02   0.164322E-05   0.123943E-04   0.164322E-05   0.228332E-07
   439   0.183173E+04  -0.608083E+02   0.121391E-04  -0.608083E+02   0.181088E+02   0.164811E-05   0.121391E-04   0.164811E-05   0.227611E-07
   440   0.184007E+04  -0.618257E+02   0.118874E-04  -0.618257E+02   0.179557E+02   0.165244E-05   0.118874E-04   0.165244E-05   0.226893E-07
   441   0.184861E+04  -0.628102E+02   0.116393E-04  -0.628102E+02   0.178004E+02   0.165619E-05   0.116393E-04   0.165619E-05   0.226177E-07
   442   0.185734E+04  -0.637614E+02   0.113948E-04  -0.637614E+02   0.176430E+02   0.165933E-05   0.113948E-04   0.165933E-05   0.225466E-07
   443   0.186625E+04  -0.646789E+02   0.111540E-04  -0.646789E+02   0.174835E+02   0.166184E-05   0.111540E-04   0.166184E-05   0.224757E-07
   444   0.187533E+04  -0.655625E+02   0.109171E-04  -0.655625E+02   0.173222E+02   0.166369E-05   0.109171E-04   0.166369E-05   0.224051E-07
   445   0.188458E+04  -0.664118E+02   0.106843E-04  -0.664118E+02   0.171589E+02   0.166486E-05   0.106843E-04   0.166486E-05   0.223348E-07
   446   0.189399E+04  -0.672267E+02   0.104555E-04  -0.672267E+02   0.169939E+02   0.166531E-05   0.104555E-04   0.166531E-05   0.222649E-07
   447   0.190354E+04  -0.680071E+02   0.102310E-04  -0.680071E+02   0.168271E+02   0.166502E-05   0.102310E-04   0.166502E-05   0.221953E-07
   448   0.191325E+04  -0.687527E+02   0.100108E-04  -0.687527E+02   0.166589E+02   0.166397E-05   0.100108E-04   0.166397E-05   0.221259E-07
   449   0.192310E+04  -0.694634E+02   0.979499E-05  -0.694634E+02   0.164891E+02   0.166213E-05   0.979499E-05   0.166213E-05   0.220569E-07
   450   0.193308E+04  -0.701392E+02   0.958378E-05  -0.701392E+02   0.163179E+02   0.165947E-05   0.958378E-05   0.165947E-05   0.219881E-07
   451   0.194320E+04  -0.707799E+02   0.937723E-05  -0.707799E+02   0.161453E+02   0.165598E-05   0.937723E-05   0.165598E-05   0.219197E-07
   452   0.195345E+04  -0.713853E+02   0.917528E-05  -0.713853E+02   0.159716E+02   0.165166E-05   0.917528E-05   0.165166E-05   0.218516E-07
   453   0.196382E+04  -0.719552E+02   0.897790E-05  -0.719552E+02   0.157967E+02   0.164654E-05   0.897790E-05   0.164654E-05   0.217837E-07
   454   0.197429E+04  -0.724894E+02   0.878501E-05  -0.724894E+02   0.156208E+02   0.164064E-05   0.878501E-05   0.164064E-05   0.217162E-07
   455   0.198486E+04  -0.729878E+02   0.859657E-05  -0.729878E+02   0.154439E+02   0.163398E-05   0.859657E-05   0.163398E-05   0.216489E-07
   456   0.199552E+04  -0.734501E+02   0.841251E-05  -0.734501E+02   0.152661E+02   0.162657E-05   0.841251E-05   0.162657E-05   0.215820E-07
   457   0.200627E+04  -0.738762E+02   0.823279E-05  -0.738762E+02   0.150875E+02   0.161844E-05   0.823279E-05   0.161844E-05   0.215153E-07
   458   0.201708E+04  -0.742657E+02   0.805732E-05  -0.742657E+02   0.149082E+02   0.160961E-05   0.805732E-05   0.160961E-05   0.214489E-07
   459   0.202794E+04  -0.746188E+02   0.788608E-05  -0.746188E+02   0.147284E+02   0.160010E-05   0.788608E-05   0.160010E-05   0.213829E-07
   460   0.203887E+04  -0.749356E+02   0.771898E-05  -0.749356E+02   0.145480E+02   0.158993E-05   0.771898E-05   0.158993E-05   0.213171E-07
   461   0.204983E+04  -0.752152E+02   0.755598E-05  -0.752152E+02   0.143671E+02   0.157911E-05   0.755598E-05   0.157911E-05   0.212515E-07
   462   0.206086E+04  -0.754600E+02   0.739702E-05  -0.754600E+02   0.141861E+02   0.156768E-05   0.739702E-05   0.156768E-05   0.211863E-07
   463   0.207191E+04  -0.756683E+02   0.724205E-05  -0.756683E+02   0.140049E+02   0.155565E-05   0.724205E-05   0.155565E-05   0.211214E-07
   464   0.208302E+04  -0.758411E+02   0.709099E-05  -0.758411E+02   0.138236E+02   0.154303E-05   0.709099E-05   0.154303E-05   0.210567E-07
   465   0.209415E+04  -0.759782E+02   0.694380E-05  -0.759782E+02   0.136424E+02   0.152986E-05   0.694380E-05   0.152986E-05   0.209923E-07
   466   0.210532E+04  -0.760804E+02   0.680042E-05  -0.760804E+02   0.134614E+02   0.151614E-05   0.680042E-05   0.151614E-05   0.209282E-07
   467   0.211651E+04  -0.761469E+02   0.666078E-05  -0.761469E+02   0.132806E+02   0.150191E-05   0.666078E-05   0.150191E-05   0.208644E-07
   468   0.212771E+04  -0.761786E+02   0.652484E-05  -0.761786E+02   0.131002E+02   0.148718E-05   0.652484E-05   0.148718E-05   0.208008E-07
   469   0.213891E+04  -0.761754E+02   0.639253E-05  -0.761754E+02   0.129203E+02   0.147196E-05   0.639253E-05   0.147196E-05   0.207375E-07
   470   0.215011E+04  -0.761373E+02   0.626380E-05  -0.761373E+02   0.127409E+02   0.145629E-05   0.626380E-05   0.145629E-05   0.206745E-07
   471   0.216128E+04  -0.760635E+02   0.613859E-05  -0.760635E+02   0.125621E+02   0.144018E-05   0.613859E-05   0.144018E-05   0.206118E-07
   472   0.217243E+04  -0.759556E+02   0.601684E-05  -0.759556E+02   0.123842E+02   0.142366E-05   0.601684E-05   0.142366E-05   0.205493E-07
   473   0.218355E+04  -0.758120E+02   0.589849E-05  -0.758120E+02   0.122071E+02   0.140673E-05   0.589849E-05   0.140673E-05   0.204871E-07
   474   0.219463E+04  -0.756350E+02   0.578349E-05  -0.756350E+02   0.120309E+02   0.138943E-05   0.578349E-05   0.138943E-05   0.204252E-07
   475   0.220566E+04  -0.754231E+02   0.567178E-05  -0.754231E+02   0.118557E+02   0.137177E-05   0.567178E-05   0.137177E-05   0.203636E-07
   476   0.221665E+04  -0.751770E+02   0.556329E-05  -0.751770E+02   0.116818E+02   0.135377E-05   0.556329E-05   0.135377E-05   0.203022E-07
   477   0.222758E+04  -0.748976E+02   0.545798E-05  -0.748976E+02   0.115091E+02   0.133545E-05   0.545798E-05   0.133545E-05   0.202410E-07
   478   0.223846E+04  -0.745847E+02   0.535578E-05  -0.745847E+02   0.113378E+02   0.131684E-05   0.535578E-05   0.131684E-05   0.201801E-07
   479   0.224929E+04  -0.742394E+02   0.525664E-05  -0.742394E+02   0.111679E+02   0.129795E-05   0.525664E-05   0.129795E-05   0.201195E-07
   480   0.226004E+04  -0.738611E+02   0.516050E-05  -0.738611E+02   0.109997E+02   0.127881E-05   0.516050E-05   0.127881E-05   0.200592E-07
   481   0.227073E+04  -0.734506E+02   0.506730E-05  -0.734506E+02   0.108331E+02   0.125942E-05   0.506730E-05   0.125942E-05   0.199991E-07
   482   0.228133E+04  -0.730081E+02   0.497698E-05  -0.730081E+02   0.106683E+02   0.123983E-05   0.497698E-05   0.123983E-05   0.199392E-07
   483   0.229185E+04  -0.725341E+02   0.488949E-05  -0.725341E+02   0.105054E+02   0.122003E-05   0.488949E-05   0.122003E-05   0.198796E-07
   484   0.230228E+04  -0.720288E+02   0.480477E-05  -0.720288E+02   0.103444E+02   0.120007E-05   0.480477E-05   0.120007E-05   0.198203E-07
   485   0.231259E+04  -0.714927E+02   0.472276E-05  -0.714927E+02   0.101856E+02   0.117994E-05   0.472276E-05   0.117994E-05   0.197612E-07
   486   0.232280E+04  -0.709261E+02   0.464340E-05  -0.709261E+02   0.100289E+02   0.115968E-05   0.464340E-05   0.115968E-05   0.197024E-07
   487   0.233289E+04  -0.703293E+02   0.456663E-05  -0.703293E+02   0.987445E+01   0.113931E-05   0.456663E-05   0.113931E-05   0.196438E-07
   488   0.234286E+04  -0.697029E+02   0.449241E-05  -0.697029E+02   0.972244E+01   0.111884E-05   0.449241E-05   0.111884E-05   0.195855E-07
   489   0.235270E+04  -0.690473E+02   0.442066E-05  -0.690473E+02   0.957280E+01   0.109830E-05   0.442066E-05   0.109830E-05   0.195274E-07
   490   0.236241E+04  -0.683631E+02   0.435133E-05  -0.683631E+02   0.942577E+01   0.107770E-05   0.435133E-05   0.107770E-05   0.194695E-07
   491   0.237199E+04  -0.676507E+02   0.428437E-05  -0.676507E+02   0.928141E+01   0.105707E-05   0.428437E-05   0.105707E-05   0.194119E-07
   492   0.238144E+04  -0.669107E+02   0.421971E-05  -0.669107E+02   0.913972E+01   0.103643E-05   0.421971E-05   0.103643E-05   0.193546E-07
   493   0.239075E+04  -0.661436E+02   0.415730E-05  -0.661436E+02   0.900085E+01   0.101579E-05   0.415730E-05   0.101579E-05   0.192974E-07
   494   0.239992E+04  -0.653497E+02   0.409708E-05  -0.653497E+02   0.886496E+01   0.995178E-06   0.409708E-05   0.995178E-06   0.192406E-07
   495   0.240894E+04  -0.645298E+02   0.403900E-05  -0.645298E+02   0.873211E+01   0.974615E-06   0.403900E-05   0.974615E-06   0.191839E-07
   496   0.241781E+04  -0.636842E+02   0.398299E-05  -0.636842E+02   0.860230E+01   0.954119E-06   0.398299E-05   0.954119E-06   0.191275E-07
   497   0.242652E+04  -0.628136E+02   0.392899E-05  -0.628136E+02   0.847569E+01   0.933710E-06   0.392899E-05   0.933710E-06   0.190713E-07
   498   0.243506E+04  -0.619186E+02   0.387696E-05  -0.619186E+02   0.835235E+01   0.913410E-06   0.387696E-05   0.913410E-06   0.190154E-07
   499   0.244344E+04  -0.609996E+02   0.382683E-05  -0.609996E+02   0.823235E+01   0.893237E-06   0.382683E-05   0.893237E-06   0.189597E-07
   500   0.245163E+04  -0.600570E+02   0.377854E-05  -0.600570E+02   0.811584E+01   0.873213E-06   0.377854E-05   0.873213E-06   0.189042E-07
   501   0.245964E+04  -0.590917E+02   0.373205E-05  -0.590917E+02   0.800282E+01   0.853353E-06   0.373205E-05   0.853353E-06   0.188490E-07
   502   0.246746E+04  -0.581042E+02   0.368732E-05  -0.581042E+02   0.789344E+01   0.833658E-06   0.368732E-05   0.833658E-06   0.187939E-07
   503   0.247510E+04  -0.570951E+02   0.364434E-05  -0.570951E+02   0.778770E+01   0.814126E-06   0.364434E-05   0.814126E-06   0.187391E-07
   504   0.248253E+04  -0.560652E+02   0.360310E-05  -0.560652E+02   0.768582E+01   0.794753E-06   0.360310E-05   0.794753E-06   0.186846E-07
   505   0.248979E+04  -0.550151E+02   0.356357E-05  -0.550151E+02   0.758773E+01   0.775536E-06   0.356357E-05   0.775536E-06   0.186302E-07
   506   0.249684E+04  -0.539455E+02   0.352574E-05  -0.539455E+02   0.749357E+01   0.756471E-06   0.352574E-05   0.756471E-06   0.185761E-07
   507   0.250369E+04  -0.528572E+02   0.348958E-05  -0.528572E+02   0.740345E+01   0.737557E-06   0.348958E-05   0.737557E-06   0.185222E-07
   508   0.251035E+04  -0.517508E+02   0.345509E-05  -0.517508E+02   0.731742E+01   0.718788E-06   0.345509E-05   0.718788E-06   0.184685E-07
   509   0.251680E+04  -0.506269E+02   0.342224E-05  -0.506269E+02   0.723555E+01   0.700163E-06   0.342224E-05   0.700163E-06   0.184151E-07
   510   0.252306E+04  -0.494864E+02   0.339101E-05  -0.494864E+02   0.715791E+01   0.681678E-06   0.339101E-05   0.681678E-06   0.183619E-07
   511   0.252910E+04  -0.483298E+02   0.336139E-05  -0.483298E+02   0.708455E+01   0.663330E-06   0.336139E-05   0.663330E-06   0.183089E-07
   512   0.253494E+04  -0.471580E+02   0.333336E-05  -0.471580E+02   0.701554E+01   0.645116E-06   0.333336E-05   0.645116E-06   0.182561E-07
   513   0.254056E+04  -0.459715E+02   0.330690E-05  -0.459715E+02   0.695095E+01   0.627033E-06   0.330690E-05   0.627033E-06   0.182035E-07
   514   0.254597E+04  -0.447710E+02   0.328199E-05  -0.447710E+02   0.689083E+01   0.609077E-06   0.328199E-05   0.609077E-06   0.181511E-07
   515   0.255117E+04  -0.435574E+02   0.325862E-05  -0.435574E+02   0.683525E+01   0.591245E-06   0.325862E-05   0.591245E-06   0.180990E-07
   516   0.255614E+04  -0.423312E+02   0.323676E-05  -0.423312E+02   0.678427E+01   0.573535E-06   0.323676E-05   0.573535E-06   0.180471E-07
   517   0.256090E+04  -0.410933E+02   0.321640E-05  -0.410933E+02   0.673793E+01   0.555943E-06   0.321640E-05   0.555943E-06   0.179954E-07
   518   0.256542E+04  -0.398443E+02   0.319752E-05  -0.398443E+02   0.669629E+01   0.538466E-06   0.319752E-05   0.538466E-06   0.179439E-07
   519   0.256973E+04  -0.385851E+02   0.318010E-05  -0.385851E+02   0.665942E+01   0.521100E-06   0.318010E-05   0.521100E-06   0.178926E-07
   520   0.257379E+04  -0.373163E+02   0.316413E-05  -0.373163E+02   0.662734E+01   0.503844E-06   0.316413E-05   0.503844E-06   0.178415E-07
   521   0.257762E+04  -0.360387E+02   0.314959E-05  -0.360387E+02   0.660014E+01   0.486692E-06   0.314959E-05   0.486692E-06   0.177907E-07
   522   0.258122E+04  -0.347530E+02   0.313645E-05  -0.347530E+02   0.657784E+01   0.469643E-06   0.313645E-05   0.469643E-06   0.177400E-07
   523   0.258457E+04  -0.334599E+02   0.312470E-05  -0.334599E+02   0.656050E+01   0.452693E-06   0.312470E-05   0.452693E-06   0.176896E-07
   524   0.258769E+04  -0.321603E+02   0.311433E-05  -0.321603E+02   0.654814E+01   0.435840E-06   0.311433E-05   0.435840E-06   0.176393E-07
   525   0.259057E+04  -0.308548E+02   0.310531E-05  -0.308548E+02   0.654081E+01   0.419079E-06   0.310531E-05   0.419079E-06   0.175893E-07
   526   0.259321E+04  -0.295442E+02   0.309763E-05  -0.295442E+02   0.653852E+01   0.402408E-06   0.309763E-05   0.402408E-06   0.175395E-07
   527   0.259562E+04  -0.282292E+02   0.309127E-05  -0.282292E+02   0.654133E+01   0.385823E-06   0.309127E-05   0.385823E-06   0.174899E-07
   528   0.259779E+04  -0.269106E+02   0.308620E-05  -0.269106E+02   0.654926E+01   0.369322E-06   0.308620E-05   0.369322E-06   0.174405E-07
   529   0.259972E+04  -0.255890E+02   0.308242E-05  -0.255890E+02   0.656233E+01   0.352901E-06   0.308242E-05   0.352901E-06   0.173913E-07
   530   0.260142E+04  -0.242654E+02   0.307991E-05  -0.242654E+02   0.658058E+01   0.336557E-06   0.307991E-05   0.336557E-06   0.173423E-07
   531   0.260288E+04  -0.229404E+02   0.307864E-05  -0.229404E+02   0.660404E+01   0.320287E-06   0.307864E-05   0.320287E-06   0.172935E-07
   532   0.260410E+04  -0.216151E+02   0.307860E-05  -0.216151E+02   0.663271E+01   0.304088E-06   0.307860E-05   0.304088E-06   0.172449E-07
   533   0.260509E+04  -0.202900E+02   0.307977E-05  -0.202900E+02   0.666662E+01   0.287956E-06   0.307977E-05   0.287956E-06   0.171965E-07
   534   0.260583E+04  -0.189661E+02   0.308213E-05  -0.189661E+02   0.670578E+01   0.271889E-06   0.308213E-05   0.271889E-06   0.171483E-07
   535   0.260635E+04  -0.176441E+02   0.308567E-05  -0.176441E+02   0.675024E+01   0.255884E-06   0.308567E-05   0.255884E-06   0.171003E-07
   536   0.260661E+04  -0.163248E+02   0.309036E-05  -0.163248E+02   0.679999E+01   0.239936E-06   0.309036E-05   0.239936E-06   0.170525E-07
   537   0.260665E+04  -0.150090E+02   0.309620E-05  -0.150090E+02   0.685505E+01   0.224044E-06   0.309620E-05   0.224044E-06   0.170049E-07
   538   0.260645E+04  -0.136974E+02   0.310315E-05  -0.136974E+02   0.691543E+01   0.208204E-06   0.310315E-05   0.208204E-06   0.169574E-07
   539   0.260602E+04  -0.123909E+02   0.311121E-05  -0.123909E+02   0.698112E+01   0.192412E-06   0.311121E-05   0.192412E-06   0.169102E-07
   540   0.260534E+04  -0.110900E+02   0.312035E-05  -0.110900E+02   0.705212E+01   0.176666E-06   0.312035E-05   0.176666E-06   0.168632E-07
   541   0.260445E+04  -0.979567E+01   0.313056E-05  -0.979567E+01   0.712846E+01   0.160962E-06   0.313056E-05   0.160962E-06   0.168164E-07
   542   0.260332E+04  -0.850859E+01   0.314182E-05  -0.850859E+01   0.721013E+01   0.145297E-06   0.314182E-05   0.145297E-06   0.167697E-07
   543   0.260195E+04  -0.722948E+01   0.315410E-05  -0.722948E+01   0.729713E+01   0.129669E-06   0.315410E-05   0.129669E-06   0.167233E-07
   544   0.260036E+04  -0.595909E+01   0.316741E-05  -0.595909E+01   0.738945E+01   0.114074E-06   0.316741E-05   0.114074E-06   0.166770E-07
   545   0.259855E+04  -0.469808E+01   0.318170E-05  -0.469808E+01   0.748707E+01   0.985084E-07   0.318170E-05   0.985084E-07   0.166310E-07
   546   0.259650E+04  -0.344716E+01   0.319697E-05  -0.344716E+01   0.758999E+01   0.829695E-07   0.319697E-05   0.829695E-07   0.165851E-07
   547   0.259424E+04  -0.220703E+01   0.321320E-05  -0.220703E+01   0.769819E+01   0.674542E-07   0.321320E-05   0.674542E-07   0.165394E-07
   548   0.259175E+04  -0.978368E+00   0.323038E-05  -0.978368E+00   0.781158E+01   0.519593E-07   0.323038E-05   0.519593E-07   0.164939E-07
   549   0.258904E+04   0.238111E+00   0.324847E-05   0.238111E+00   0.793033E+01   0.364816E-07   0.324847E-05   0.364816E-07   0.164486E-07
   550   0.258610E+04   0.144172E+01   0.326747E-05   0.144172E+01   0.805420E+01   0.210179E-07   0.326747E-05   0.210179E-07   0.164034E-07
   551   0.258296E+04   0.263174E+01   0.328736E-05   0.263174E+01   0.818335E+01   0.556610E-08   0.328736E-05   0.556610E-08   0.163585E-07
   552   0.257959E+04   0.380746E+01   0.330813E-05   0.380746E+01   0.831763E+01  -0.987264E-08   0.330813E-05  -0.987264E-08   0.163137E-07
   553   0.257602E+04   0.496815E+01   0.332976E-05   0.496815E+01   0.845703E+01  -0.252961E-07   0.332976E-05  -0.252961E-07   0.162691E-07
   554   0.257225E+04   0.611310E+01   0.335224E-05   0.611310E+01   0.860155E+01  -0.407020E-07   0.335224E-05  -0.407020E-07   0.162247E-07
   555   0.256826E+04   0.724160E+01   0.337558E-05   0.724160E+01   0.875113E+01  -0.560882E-07   0.337558E-05  -0.560882E-07   0.161805E-07
   556   0.256407E+04   0.835291E+01   0.339975E-05   0.835291E+01   0.890576E+01  -0.714525E-07   0.339975E-05  -0.714525E-07   0.161364E-07
   557   0.255970E+04   0.944640E+01   0.342474E-05   0.944640E+01   0.906537E+01  -0.867927E-07   0.342474E-05  -0.867927E-07   0.160926E-07
   558   0.255512E+04   0.105213E+02   0.345056E-05   0.105213E+02   0.922996E+01  -0.102107E-06   0.345056E-05  -0.102107E-06   0.160489E-07
   559   0.255035E+04   0.115771E+02   0.347717E-05   0.115771E+02   0.939945E+01  -0.117392E-06   0.347717E-05  -0.117392E-06   0.160054E-07
   560   0.254539E+04   0.126132E+02   0.350459E-05   0.126132E+02   0.957384E+01  -0.132647E-06   0.350459E-05  -0.132647E-06   0.159620E-07
   561   0.254025E+04   0.136288E+02   0.353278E-05   0.136288E+02   0.975299E+01  -0.147868E-06   0.353278E-05  -0.147868E-06   0.159189E-07
   562   0.253491E+04   0.146235E+02   0.356176E-05   0.146235E+02   0.993697E+01  -0.163055E-06   0.356176E-05  -0.163055E-06   0.158759E-07
   563   0.252940E+04   0.155966E+02   0.359149E-05   0.155966E+02   0.101256E+02  -0.178204E-06   0.359149E-05  -0.178204E-06   0.158331E-07
   564   0.252372E+04   0.165474E+02   0.362199E-05   0.165474E+02   0.103190E+02  -0.193314E-06   0.362199E-05  -0.193314E-06   0.157905E-07
   565   0.251785E+04   0.174755E+02   0.365322E-05   0.174755E+02   0.105169E+02  -0.208383E-06   0.365322E-05  -0.208383E-06   0.157480E-07
   566   0.251181E+04   0.183803E+02   0.368519E-05   0.183803E+02   0.107195E+02  -0.223407E-06   0.368519E-05  -0.223407E-06   0.157057E-07
   567   0.250561E+04   0.192613E+02   0.371789E-05   0.192613E+02   0.109264E+02  -0.238385E-06   0.371789E-05  -0.238385E-06   0.156636E-07
   568   0.249923E+04   0.201178E+02   0.375130E-05   0.201178E+02   0.111378E+02  -0.253315E-06   0.375130E-05  -0.253315E-06   0.156217E-07
   569   0.249269E+04   0.209495E+02   0.378541E-05   0.209495E+02   0.113536E+02  -0.268194E-06   0.378541E-05  -0.268194E-06   0.155799E-07
   570   0.248599E+04   0.217557E+02   0.382022E-05   0.217557E+02   0.115736E+02  -0.283021E-06   0.382022E-05  -0.283021E-06   0.155383E-07
