#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   362   0.221617E+04   0.721140E+02   0.352802E-04   0.721140E+02   0.196793E+02   0.126579E-05   0.352802E-04   0.126579E-05   0.297563E-07
   363   0.219528E+04   0.703941E+02   0.349458E-04   0.703941E+02   0.197983E+02   0.126519E-05   0.349458E-04   0.126519E-05   0.296546E-07
   364   0.217479E+04   0.686548E+02   0.346140E-04   0.686548E+02   0.199142E+02   0.126449E-05   0.346140E-04   0.126449E-05   0.295533E-07
   365   0.215474E+04   0.668968E+02   0.342849E-04   0.668968E+02   0.200270E+02   0.126371E-05   0.342849E-04   0.126371E-05   0.294526E-07
   366   0.213511E+04   0.651209E+02   0.339583E-04   0.651209E+02   0.201367E+02   0.126288E-05   0.339583E-04   0.126288E-05   0.293523E-07
   367   0.211591E+04   0.633279E+02   0.336341E-04   0.633279E+02   0.202431E+02   0.126199E-05   0.336341E-04   0.126199E-05   0.292525E-07
   368   0.209714E+04   0.615185E+02   0.333123E-04   0.615185E+02   0.203462E+02   0.126108E-05   0.333123E-04   0.126108E-05   0.291532E-07
   369   0.207880E+04   0.596936E+02   0.329927E-04   0.596936E+02   0.204460E+02   0.126014E-05   0.329927E-04   0.126014E-05   0.290544E-07
   370   0.206091E+04   0.578539E+02   0.326752E-04   0.578539E+02   0.205424E+02   0.125921E-05   0.326752E-04   0.125921E-05   0.289560E-07
   371   0.204344E+04   0.560002E+02   0.323598E-04   0.560002E+02   0.206356E+02   0.125829E-05   0.323598E-04   0.125829E-05   0.288582E-07
   372   0.202643E+04   0.541331E+02   0.320463E-04   0.541331E+02   0.207251E+02   0.125740E-05   0.320463E-04   0.125740E-05   0.287608E-07
   373   0.200985E+04   0.522536E+02   0.317346E-04   0.522536E+02   0.208113E+02   0.125655E-05   0.317346E-04   0.125655E-05   0.286638E-07
   374   0.199371E+04   0.503624E+02   0.314246E-04   0.503624E+02   0.208939E+02   0.125576E-05   0.314246E-04   0.125576E-05   0.285674E-07
   375   0.197802E+04   0.484602E+02   0.311163E-04   0.484602E+02   0.209730E+02   0.125505E-05   0.311163E-04   0.125505E-05   0.284714E-07
   376   0.196277E+04   0.465477E+02   0.308094E-04   0.465477E+02   0.210484E+02   0.125442E-05   0.308094E-04   0.125442E-05   0.283758E-07
   377   0.194797E+04   0.446258E+02   0.305040E-04   0.446258E+02   0.211202E+02   0.125390E-05   0.305040E-04   0.125390E-05   0.282807E-07
   378   0.193361E+04   0.426951E+02   0.302000E-04   0.426951E+02   0.211883E+02   0.125350E-05   0.302000E-04   0.125350E-05   0.281861E-07
   379   0.191971E+04   0.407564E+02   0.298971E-04   0.407564E+02   0.212526E+02   0.125324E-05   0.298971E-04   0.125324E-05   0.280919E-07
   380   0.190625E+04   0.388106E+02   0.295954E-04   0.388106E+02   0.213131E+02   0.125312E-05   0.295954E-04   0.125312E-05   0.279981E-07
   381   0.189324E+04   0.368582E+02   0.292946E-04   0.368582E+02   0.213699E+02   0.125317E-05   0.292946E-04   0.125317E-05   0.279048E-07
   382   0.188069E+04   0.349001E+02   0.289948E-04   0.349001E+02   0.214226E+02   0.125340E-05   0.289948E-04   0.125340E-05   0.278120E-07
   383   0.186859E+04   0.329371E+02   0.286958E-04   0.329371E+02   0.214715E+02   0.125383E-05   0.286958E-04   0.125383E-05   0.277195E-07
   384   0.185693E+04   0.309701E+02   0.283976E-04   0.309701E+02   0.215165E+02   0.125446E-05   0.283976E-04   0.125446E-05   0.276275E-07
   385   0.184572E+04   0.289999E+02   0.280999E-04   0.289999E+02   0.215575E+02   0.125533E-05   0.280999E-04   0.125533E-05   0.275360E-07
   386   0.183496E+04   0.270273E+02   0.278027E-04   0.270273E+02   0.215947E+02   0.125643E-05   0.278027E-04   0.125643E-05   0.274448E-07
   387   0.182466E+04   0.250533E+02   0.275060E-04   0.250533E+02   0.216279E+02   0.125779E-05   0.275060E-04   0.125779E-05   0.273541E-07
   388   0.181479E+04   0.230786E+02   0.272096E-04   0.230786E+02   0.216573E+02   0.125942E-05   0.272096E-04   0.125942E-05   0.272638E-07
   389   0.180537E+04   0.211041E+02   0.269134E-04   0.211041E+02   0.216828E+02   0.126134E-05   0.269134E-04   0.126134E-05   0.271739E-07
   390   0.179640E+04   0.191305E+02   0.266173E-04   0.191305E+02   0.217043E+02   0.126355E-05   0.266173E-04   0.126355E-05   0.270845E-07
   391   0.178787E+04   0.171588E+02   0.263211E-04   0.171588E+02   0.217218E+02   0.126609E-05   0.263211E-04   0.126609E-05   0.269954E-07
   392   0.177977E+04   0.151897E+02   0.260250E-04   0.151897E+02   0.217354E+02   0.126896E-05   0.260250E-04   0.126896E-05   0.269068E-07
   393   0.177212E+04   0.132240E+02   0.257286E-04   0.132240E+02   0.217450E+02   0.127217E-05   0.257286E-04   0.127217E-05   0.268185E-07
   394   0.176490E+04   0.112624E+02   0.254319E-04   0.112624E+02   0.217506E+02   0.127575E-05   0.254319E-04   0.127575E-05   0.267307E-07
   395   0.175811E+04   0.930579E+01   0.251348E-04   0.930579E+01   0.217521E+02   0.127970E-05   0.251348E-04   0.127970E-05   0.266432E-07
   396   0.175175E+04   0.735496E+01   0.248372E-04   0.735496E+01   0.217497E+02   0.128405E-05   0.248372E-04   0.128405E-05   0.265562E-07
   397   0.174582E+04   0.541068E+01   0.245391E-04   0.541068E+01   0.217432E+02   0.128880E-05   0.245391E-04   0.128880E-05   0.264695E-07
   398   0.174031E+04   0.347371E+01   0.242402E-04   0.347371E+01   0.217326E+02   0.129398E-05   0.242402E-04   0.129398E-05   0.263832E-07
   399   0.173523E+04   0.154485E+01   0.239405E-04   0.154485E+01   0.217180E+02   0.129959E-05   0.239405E-04   0.129959E-05   0.262974E-07
   400   0.173057E+04  -0.375156E+00   0.236400E-04  -0.375156E+00   0.216995E+02   0.130566E-05   0.236400E-04   0.130566E-05   0.262118E-07
   401   0.172634E+04  -0.228552E+01   0.233384E-04  -0.228552E+01   0.216768E+02   0.131219E-05   0.233384E-04   0.131219E-05   0.261267E-07
   402   0.172252E+04  -0.418548E+01   0.230360E-04  -0.418548E+01   0.216502E+02   0.131916E-05   0.230360E-04   0.131916E-05   0.260420E-07
   403   0.171912E+04  -0.607426E+01   0.227328E-04  -0.607426E+01   0.216196E+02   0.132655E-05   0.227328E-04   0.132655E-05   0.259576E-07
   404   0.171613E+04  -0.795108E+01   0.224290E-04  -0.795108E+01   0.215850E+02   0.133432E-05   0.224290E-04   0.133432E-05   0.258736E-07
   405   0.171355E+04  -0.981518E+01   0.221246E-04  -0.981518E+01   0.215464E+02   0.134246E-05   0.221246E-04   0.134246E-05   0.257900E-07
   406   0.171137E+04  -0.116659E+02   0.218197E-04  -0.116659E+02   0.215039E+02   0.135094E-05   0.218197E-04   0.135094E-05   0.257067E-07
   407   0.170958E+04  -0.135022E+02   0.215146E-04  -0.135022E+02   0.214575E+02   0.135973E-05   0.215146E-04   0.135973E-05   0.256238E-07
   408   0.170820E+04  -0.153236E+02   0.212092E-04  -0.153236E+02   0.214070E+02   0.136880E-05   0.212092E-04   0.136880E-05   0.255413E-07
   409   0.170719E+04  -0.171291E+02   0.209038E-04  -0.171291E+02   0.213528E+02   0.137813E-05   0.209038E-04   0.137813E-05   0.254592E-07
   410   0.170657E+04  -0.189181E+02   0.205983E-04  -0.189181E+02   0.212947E+02   0.138770E-05   0.205983E-04   0.138770E-05   0.253774E-07
   411   0.170632E+04  -0.206899E+02   0.202930E-04  -0.206899E+02   0.212328E+02   0.139747E-05   0.202930E-04   0.139747E-05   0.252960E-07
   412   0.170645E+04  -0.224439E+02   0.199880E-04  -0.224439E+02   0.211670E+02   0.140741E-05   0.199880E-04   0.140741E-05   0.252149E-07
   413   0.170695E+04  -0.241793E+02   0.196833E-04  -0.241793E+02   0.210975E+02   0.141752E-05   0.196833E-04   0.141752E-05   0.251342E-07
   414   0.170781E+04  -0.258956E+02   0.193791E-04  -0.258956E+02   0.210242E+02   0.142775E-05   0.193791E-04   0.142775E-05   0.250538E-07
   415   0.170903E+04  -0.275921E+02   0.190755E-04  -0.275921E+02   0.209474E+02   0.143808E-05   0.190755E-04   0.143808E-05   0.249739E-07
   416   0.171061E+04  -0.292682E+02   0.187725E-04  -0.292682E+02   0.208668E+02   0.144848E-05   0.187725E-04   0.144848E-05   0.248942E-07
   417   0.171252E+04  -0.309231E+02   0.184704E-04  -0.309231E+02   0.207826E+02   0.145894E-05   0.184704E-04   0.145894E-05   0.248149E-07
   418   0.171479E+04  -0.325563E+02   0.181693E-04  -0.325563E+02   0.206948E+02   0.146941E-05   0.181693E-04   0.146941E-05   0.247360E-07
   419   0.171740E+04  -0.341670E+02   0.178691E-04  -0.341670E+02   0.206035E+02   0.147988E-05   0.178691E-04   0.147988E-05   0.246574E-07
   420   0.172034E+04  -0.357547E+02   0.175701E-04  -0.357547E+02   0.205087E+02   0.149033E-05   0.175701E-04   0.149033E-05   0.245792E-07
   421   0.172361E+04  -0.373187E+02   0.172724E-04  -0.373187E+02   0.204104E+02   0.150071E-05   0.172724E-04   0.150071E-05   0.245013E-07
   422   0.172720E+04  -0.388583E+02   0.169761E-04  -0.388583E+02   0.203086E+02   0.151102E-05   0.169761E-04   0.151102E-05   0.244237E-07
   423   0.173112E+04  -0.403728E+02   0.166813E-04  -0.403728E+02   0.202033E+02   0.152121E-05   0.166813E-04   0.152121E-05   0.243465E-07
   424   0.173535E+04  -0.418616E+02   0.163880E-04  -0.418616E+02   0.200947E+02   0.153127E-05   0.163880E-04   0.153127E-05   0.242697E-07
   425   0.173989E+04  -0.433243E+02   0.160965E-04  -0.433243E+02   0.199827E+02   0.154117E-05   0.160965E-04   0.154117E-05   0.241932E-07
   426   0.174473E+04  -0.447604E+02   0.158069E-04  -0.447604E+02   0.198675E+02   0.155088E-05   0.158069E-04   0.155088E-05   0.241170E-07
   427   0.174985E+04  -0.461695E+02   0.155192E-04  -0.461695E+02   0.197492E+02   0.156038E-05   0.155192E-04   0.156038E-05   0.240411E-07
   428   0.175527E+04  -0.475510E+02   0.152335E-04  -0.475510E+02   0.196278E+02   0.156964E-05   0.152335E-04   0.156964E-05   0.239656E-07
   429   0.176096E+04  -0.489048E+02   0.149500E-04  -0.489048E+02   0.195033E+02   0.157863E-05   0.149500E-04   0.157863E-05   0.238904E-07
   430   0.176691E+04  -0.502301E+02   0.146689E-04  -0.502301E+02   0.193759E+02   0.158732E-05   0.146689E-04   0.158732E-05   0.238156E-07
   431   0.177314E+04  -0.515266E+02   0.143901E-04  -0.515266E+02   0.192457E+02   0.159570E-05   0.143901E-04   0.159570E-05   0.237411E-07
   432   0.177961E+04  -0.527939E+02   0.141138E-04  -0.527939E+02   0.191128E+02   0.160374E-05   0.141138E-04   0.160374E-05   0.236669E-07
   433   0.178635E+04  -0.540315E+02   0.138402E-04  -0.540315E+02   0.189770E+02   0.161140E-05   0.138402E-04   0.161140E-05   0.235930E-07
   434   0.179332E+04  -0.552390E+02   0.135693E-04  -0.552390E+02   0.188387E+02   0.161867E-05   0.135693E-04   0.161867E-05   0.235195E-07
   435   0.180054E+04  -0.564158E+02   0.133013E-04  -0.564158E+02   0.186977E+02   0.162551E-05   0.133013E-04   0.162551E-05   0.234463E-07
   436   0.180800E+04  -0.575616E+02   0.130362E-04  -0.575616E+02   0.185541E+02   0.163191E-05   0.130362E-04   0.163191E-05   0.233734E-07
   437   0.181568E+04  -0.586759E+02   0.127743E-04  -0.586759E+02   0.184081E+02   0.163783E-05   0.127743E-04   0.163783E-05   0.233008E-07
   438   0.182359E+04  -0.597583E+02   0.125155E-04  -0.597583E+02   0.182596E+02   0.164324E-05   0.125155E-04   0.164324E-05   0.232285E-07
   439   0.183173E+04  -0.608083E+02   0.122601E-04  -0.608083E+02   0.181088E+02   0.164813E-05   0.122601E-04   0.164813E-05   0.231566E-07
   440   0.184007E+04  -0.618257E+02   0.120080E-04  -0.618257E+02   0.179557E+02   0.165246E-05   0.120080E-04   0.165246E-05   0.230850E-07
   441   0.184861E+04  -0.628102E+02   0.117595E-04  -0.628102E+02   0.178004E+02   0.165621E-05   0.117595E-04   0.165621E-05   0.230137E-07
   442   0.185734E+04  -0.637614E+02   0.115147E-04  -0.637614E+02   0.176430E+02   0.165935E-05   0.115147E-04   0.165935E-05   0.229427E-07
   443   0.186625E+04  -0.646789E+02   0.112736E-04  -0.646789E+02   0.174835E+02   0.166186E-05   0.112736E-04   0.166186E-05   0.228720E-07
   444   0.187533E+04  -0.655625E+02   0.110364E-04  -0.655625E+02   0.173222E+02   0.166372E-05   0.110364E-04   0.166372E-05   0.228016E-07
   445   0.188458E+04  -0.664118E+02   0.108033E-04  -0.664118E+02   0.171589E+02   0.166488E-05   0.108033E-04   0.166488E-05   0.227315E-07
   446   0.189399E+04  -0.672267E+02   0.105742E-04  -0.672267E+02   0.169939E+02   0.166533E-05   0.105742E-04   0.166533E-05   0.226617E-07
   447   0.190354E+04  -0.680071E+02   0.103493E-04  -0.680071E+02   0.168271E+02   0.166505E-05   0.103493E-04   0.166505E-05   0.225923E-07
   448   0.191325E+04  -0.687527E+02   0.101288E-04  -0.687527E+02   0.166589E+02   0.166400E-05   0.101288E-04   0.166400E-05   0.225231E-07
   449   0.192310E+04  -0.694634E+02   0.991268E-05  -0.694634E+02   0.164891E+02   0.166216E-05   0.991268E-05   0.166216E-05   0.224542E-07
   450   0.193308E+04  -0.701392E+02   0.970116E-05  -0.701392E+02   0.163179E+02   0.165950E-05   0.970116E-05   0.165950E-05   0.223857E-07
   451   0.194320E+04  -0.707799E+02   0.949428E-05  -0.707799E+02   0.161453E+02   0.165601E-05   0.949428E-05   0.165601E-05   0.223174E-07
   452   0.195345E+04  -0.713853E+02   0.929202E-05  -0.713853E+02   0.159716E+02   0.165169E-05   0.929202E-05   0.165169E-05   0.222494E-07
   453   0.196382E+04  -0.719552E+02   0.909432E-05  -0.719552E+02   0.157967E+02   0.164657E-05   0.909432E-05   0.164657E-05   0.221817E-07
   454   0.197429E+04  -0.724894E+02   0.890113E-05  -0.724894E+02   0.156208E+02   0.164067E-05   0.890113E-05   0.164067E-05   0.221143E-07
   455   0.198486E+04  -0.729878E+02   0.871237E-05  -0.729878E+02   0.154439E+02   0.163401E-05   0.871237E-05   0.163401E-05   0.220472E-07
   456   0.199552E+04  -0.734501E+02   0.852800E-05  -0.734501E+02   0.152661E+02   0.162660E-05   0.852800E-05   0.162660E-05   0.219804E-07
   457   0.200627E+04  -0.738762E+02   0.834796E-05  -0.738762E+02   0.150875E+02   0.161848E-05   0.834796E-05   0.161848E-05   0.219139E-07
   458   0.201708E+04  -0.742657E+02   0.817219E-05  -0.742657E+02   0.149082E+02   0.160965E-05   0.817219E-05   0.160965E-05   0.218477E-07
   459   0.202794E+04  -0.746188E+02   0.800064E-05  -0.746188E+02   0.147284E+02   0.160014E-05   0.800064E-05   0.160014E-05   0.217817E-07
   460   0.203887E+04  -0.749356E+02   0.783323E-05  -0.749356E+02   0.145480E+02   0.158996E-05   0.783323E-05   0.158996E-05   0.217161E-07
   461   0.204983E+04  -0.752152E+02   0.766993E-05  -0.752152E+02   0.143671E+02   0.157915E-05   0.766993E-05   0.157915E-05   0.216507E-07
   462   0.206086E+04  -0.754600E+02   0.751067E-05  -0.754600E+02   0.141861E+02   0.156772E-05   0.751067E-05   0.156772E-05   0.215856E-07
   463   0.207191E+04  -0.756683E+02   0.735538E-05  -0.756683E+02   0.140049E+02   0.155569E-05   0.735538E-05   0.155569E-05   0.215208E-07
   464   0.208302E+04  -0.758411E+02   0.720402E-05  -0.758411E+02   0.138236E+02   0.154307E-05   0.720402E-05   0.154307E-05   0.214562E-07
   465   0.209415E+04  -0.759782E+02   0.705653E-05  -0.759782E+02   0.136424E+02   0.152990E-05   0.705653E-05   0.152990E-05   0.213919E-07
   466   0.210532E+04  -0.760804E+02   0.691285E-05  -0.760804E+02   0.134614E+02   0.151618E-05   0.691285E-05   0.151618E-05   0.213280E-07
   467   0.211651E+04  -0.761469E+02   0.677291E-05  -0.761469E+02   0.132806E+02   0.150195E-05   0.677291E-05   0.150195E-05   0.212642E-07
   468   0.212771E+04  -0.761786E+02   0.663667E-05  -0.761786E+02   0.131002E+02   0.148722E-05   0.663667E-05   0.148722E-05   0.212008E-07
   469   0.213891E+04  -0.761754E+02   0.650407E-05  -0.761754E+02   0.129203E+02   0.147201E-05   0.650407E-05   0.147201E-05   0.211376E-07
   470   0.215011E+04  -0.761373E+02   0.637504E-05  -0.761373E+02   0.127409E+02   0.145634E-05   0.637504E-05   0.145634E-05   0.210747E-07
   471   0.216128E+04  -0.760635E+02   0.624953E-05  -0.760635E+02   0.125621E+02   0.144023E-05   0.624953E-05   0.144023E-05   0.210121E-07
   472   0.217243E+04  -0.759556E+02   0.612749E-05  -0.759556E+02   0.123842E+02   0.142370E-05   0.612749E-05   0.142370E-05   0.209497E-07
   473   0.218355E+04  -0.758120E+02   0.600885E-05  -0.758120E+02   0.122071E+02   0.140678E-05   0.600885E-05   0.140678E-05   0.208876E-07
   474   0.219463E+04  -0.756350E+02   0.589355E-05  -0.756350E+02   0.120309E+02   0.138948E-05   0.589355E-05   0.138948E-05   0.208258E-07
   475   0.220566E+04  -0.754231E+02   0.578155E-05  -0.754231E+02   0.118557E+02   0.137182E-05   0.578155E-05   0.137182E-05   0.207642E-07
   476   0.221665E+04  -0.751770E+02   0.567277E-05  -0.751770E+02   0.116818E+02   0.135382E-05   0.567277E-05   0.135382E-05   0.207029E-07
   477   0.222758E+04  -0.748976E+02   0.556717E-05  -0.748976E+02   0.115091E+02   0.133550E-05   0.556717E-05   0.133550E-05   0.206419E-07
   478   0.223846E+04  -0.745847E+02   0.546468E-05  -0.745847E+02   0.113378E+02   0.131689E-05   0.546468E-05   0.131689E-05   0.205811E-07
   479   0.224929E+04  -0.742394E+02   0.536526E-05  -0.742394E+02   0.111679E+02   0.129800E-05   0.536526E-05   0.129800E-05   0.205205E-07
   480   0.226004E+04  -0.738611E+02   0.526883E-05  -0.738611E+02   0.109997E+02   0.127886E-05   0.526883E-05   0.127886E-05   0.204603E-07
   481   0.227073E+04  -0.734506E+02   0.517534E-05  -0.734506E+02   0.108331E+02   0.125948E-05   0.517534E-05   0.125948E-05   0.204002E-07
   482   0.228133E+04  -0.730081E+02   0.508474E-05  -0.730081E+02   0.106683E+02   0.123988E-05   0.508474E-05   0.123988E-05   0.203405E-07
   483   0.229185E+04  -0.725341E+02   0.499697E-05  -0.725341E+02   0.105054E+02   0.122009E-05   0.499697E-05   0.122009E-05   0.202810E-07
   484   0.230228E+04  -0.720288E+02   0.491196E-05  -0.720288E+02   0.103444E+02   0.120012E-05   0.491196E-05   0.120012E-05   0.202217E-07
   485   0.231259E+04  -0.714927E+02   0.482967E-05  -0.714927E+02   0.101856E+02   0.118000E-05   0.482967E-05   0.118000E-05   0.201627E-07
   486   0.232280E+04  -0.709261E+02   0.475002E-05  -0.709261E+02   0.100289E+02   0.115974E-05   0.475002E-05   0.115974E-05   0.201039E-07
   487   0.233289E+04  -0.703293E+02   0.467298E-05  -0.703293E+02   0.987445E+01   0.113937E-05   0.467298E-05   0.113937E-05   0.200454E-07
   488   0.234286E+04  -0.697029E+02   0.459847E-05  -0.697029E+02   0.972244E+01   0.111890E-05   0.459847E-05   0.111890E-05   0.199871E-07
   489   0.235270E+04  -0.690473E+02   0.452645E-05  -0.690473E+02   0.957280E+01   0.109836E-05   0.452645E-05   0.109836E-05   0.199291E-07
   490   0.236241E+04  -0.683631E+02   0.445684E-05  -0.683631E+02   0.942577E+01   0.107776E-05   0.445684E-05   0.107776E-05   0.198713E-07
   491   0.237199E+04  -0.676507E+02   0.438960E-05  -0.676507E+02   0.928141E+01   0.105713E-05   0.438960E-05   0.105713E-05   0.198137E-07
   492   0.238144E+04  -0.669107E+02   0.432467E-05  -0.669107E+02   0.913972E+01   0.103649E-05   0.432467E-05   0.103649E-05   0.197564E-07
   493   0.239075E+04  -0.661436E+02   0.426199E-05  -0.661436E+02   0.900085E+01   0.101585E-05   0.426199E-05   0.101585E-05   0.196993E-07
   494   0.239992E+04  -0.653497E+02   0.420150E-05  -0.653497E+02   0.886496E+01   0.995239E-06   0.420150E-05   0.995239E-06   0.196425E-07
   495   0.240894E+04  -0.645298E+02   0.414314E-05  -0.645298E+02   0.873211E+01   0.974676E-06   0.414314E-05   0.974676E-06   0.195859E-07
   496   0.241781E+04  -0.636842E+02   0.408686E-05  -0.636842E+02   0.860230E+01   0.954180E-06   0.408686E-05   0.954180E-06   0.195295E-07
   497   0.242652E+04  -0.628136E+02   0.403259E-05  -0.628136E+02   0.847569E+01   0.933772E-06   0.403259E-05   0.933772E-06   0.194734E-07
   498   0.243506E+04  -0.619186E+02   0.398029E-05  -0.619186E+02   0.835235E+01   0.913471E-06   0.398029E-05   0.913471E-06   0.194175E-07
   499   0.244344E+04  -0.609996E+02   0.392989E-05  -0.609996E+02   0.823235E+01   0.893298E-06   0.392989E-05   0.893298E-06   0.193618E-07
   500   0.245163E+04  -0.600570E+02   0.388134E-05  -0.600570E+02   0.811584E+01   0.873274E-06   0.388134E-05   0.873274E-06   0.193064E-07
   501   0.245964E+04  -0.590917E+02   0.383457E-05  -0.590917E+02   0.800282E+01   0.853414E-06   0.383457E-05   0.853414E-06   0.192511E-07
   502   0.246746E+04  -0.581042E+02   0.378958E-05  -0.581042E+02   0.789344E+01   0.833720E-06   0.378958E-05   0.833720E-06   0.191961E-07
   503   0.247510E+04  -0.570951E+02   0.374634E-05  -0.570951E+02   0.778770E+01   0.814188E-06   0.374634E-05   0.814188E-06   0.191414E-07
   504   0.248253E+04  -0.560652E+02   0.370483E-05  -0.560652E+02   0.768582E+01   0.794814E-06   0.370483E-05   0.794814E-06   0.190868E-07
   505   0.248979E+04  -0.550151E+02   0.366504E-05  -0.550151E+02   0.758773E+01   0.775597E-06   0.366504E-05   0.775597E-06   0.190325E-07
   506   0.249684E+04  -0.539455E+02   0.362695E-05  -0.539455E+02   0.749357E+01   0.756532E-06   0.362695E-05   0.756532E-06   0.189784E-07
   507   0.250369E+04  -0.528572E+02   0.359053E-05  -0.528572E+02   0.740345E+01   0.737617E-06   0.359053E-05   0.737617E-06   0.189245E-07
   508   0.251035E+04  -0.517508E+02   0.355578E-05  -0.517508E+02   0.731742E+01   0.718848E-06   0.355578E-05   0.718848E-06   0.188709E-07
   509   0.251680E+04  -0.506269E+02   0.352266E-05  -0.506269E+02   0.723555E+01   0.700223E-06   0.352266E-05   0.700223E-06   0.188174E-07
   510   0.252306E+04  -0.494864E+02   0.349118E-05  -0.494864E+02   0.715791E+01   0.681738E-06   0.349118E-05   0.681738E-06   0.187642E-07
   511   0.252910E+04  -0.483298E+02   0.346130E-05  -0.483298E+02   0.708455E+01   0.663389E-06   0.346130E-05   0.663389E-06   0.187112E-07
   512   0.253494E+04  -0.471580E+02   0.343301E-05  -0.471580E+02   0.701554E+01   0.645175E-06   0.343301E-05   0.645175E-06   0.186584E-07
   513   0.254056E+04  -0.459715E+02   0.340629E-05  -0.459715E+02   0.695095E+01   0.627091E-06   0.340629E-05   0.627091E-06   0.186059E-07
   514   0.254597E+04  -0.447710E+02   0.338112E-05  -0.447710E+02   0.689083E+01   0.609135E-06   0.338112E-05   0.609135E-06   0.185535E-07
   515   0.255117E+04  -0.435574E+02   0.335749E-05  -0.435574E+02   0.683525E+01   0.591303E-06   0.335749E-05   0.591303E-06   0.185014E-07
   516   0.255614E+04  -0.423312E+02   0.333538E-05  -0.423312E+02   0.678427E+01   0.573592E-06   0.333538E-05   0.573592E-06   0.184494E-07
   517   0.256090E+04  -0.410933E+02   0.331477E-05  -0.410933E+02   0.673793E+01   0.555999E-06   0.331477E-05   0.555999E-06   0.183977E-07
   518   0.256542E+04  -0.398443E+02   0.329563E-05  -0.398443E+02   0.669629E+01   0.538521E-06   0.329563E-05   0.538521E-06   0.183462E-07
   519   0.256973E+04  -0.385851E+02   0.327796E-05  -0.385851E+02   0.665942E+01   0.521155E-06   0.327796E-05   0.521155E-06   0.182949E-07
   520   0.257379E+04  -0.373163E+02   0.326174E-05  -0.373163E+02   0.662734E+01   0.503898E-06   0.326174E-05   0.503898E-06   0.182438E-07
   521   0.257762E+04  -0.360387E+02   0.324694E-05  -0.360387E+02   0.660014E+01   0.486746E-06   0.324694E-05   0.486746E-06   0.181930E-07
   522   0.258122E+04  -0.347530E+02   0.323355E-05  -0.347530E+02   0.657784E+01   0.469696E-06   0.323355E-05   0.469696E-06   0.181423E-07
   523   0.258457E+04  -0.334599E+02   0.322155E-05  -0.334599E+02   0.656050E+01   0.452746E-06   0.322155E-05   0.452746E-06   0.180918E-07
   524   0.258769E+04  -0.321603E+02   0.321093E-05  -0.321603E+02   0.654814E+01   0.435891E-06   0.321093E-05   0.435891E-06   0.180416E-07
   525   0.259057E+04  -0.308548E+02   0.320166E-05  -0.308548E+02   0.654081E+01   0.419129E-06   0.320166E-05   0.419129E-06   0.179916E-07
   526   0.259321E+04  -0.295442E+02   0.319372E-05  -0.295442E+02   0.653852E+01   0.402457E-06   0.319372E-05   0.402457E-06   0.179417E-07
   527   0.259562E+04  -0.282292E+02   0.318711E-05  -0.282292E+02   0.654133E+01   0.385872E-06   0.318711E-05   0.385872E-06   0.178921E-07
   528   0.259779E+04  -0.269106E+02   0.318180E-05  -0.269106E+02   0.654926E+01   0.369370E-06   0.318180E-05   0.369370E-06   0.178426E-07
   529   0.259972E+04  -0.255890E+02   0.317777E-05  -0.255890E+02   0.656233E+01   0.352948E-06   0.317777E-05   0.352948E-06   0.177934E-07
   530   0.260142E+04  -0.242654E+02   0.317500E-05  -0.242654E+02   0.658058E+01   0.336603E-06   0.317500E-05   0.336603E-06   0.177444E-07
   531   0.260288E+04  -0.229404E+02   0.317348E-05  -0.229404E+02   0.660404E+01   0.320333E-06   0.317348E-05   0.320333E-06   0.176955E-07
   532   0.260410E+04  -0.216151E+02   0.317319E-05  -0.216151E+02   0.663271E+01   0.304133E-06   0.317319E-05   0.304133E-06   0.176469E-07
   533   0.260509E+04  -0.202900E+02   0.317412E-05  -0.202900E+02   0.666662E+01   0.288000E-06   0.317412E-05   0.288000E-06   0.175985E-07
   534   0.260583E+04  -0.189661E+02   0.317623E-05  -0.189661E+02   0.670578E+01   0.271932E-06   0.317623E-05   0.271932E-06   0.175502E-07
   535   0.260635E+04  -0.176441E+02   0.317952E-05  -0.176441E+02   0.675024E+01   0.255926E-06   0.317952E-05   0.255926E-06   0.175022E-07
   536   0.260661E+04  -0.163248E+02   0.318397E-05  -0.163248E+02   0.679999E+01   0.239977E-06   0.318397E-05   0.239977E-06   0.174544E-07
   537   0.260665E+04  -0.150090E+02   0.318955E-05  -0.150090E+02   0.685505E+01   0.224084E-06   0.318955E-05   0.224084E-06   0.174067E-07
   538   0.260645E+04  -0.136974E+02   0.319626E-05  -0.136974E+02   0.691543E+01   0.208243E-06   0.319626E-05   0.208243E-06   0.173593E-07
   539   0.260602E+04  -0.123909E+02   0.320407E-05  -0.123909E+02   0.698112E+01   0.192450E-06   0.320407E-05   0.192450E-06   0.173120E-07
   540   0.260534E+04  -0.110900E+02   0.321296E-05  -0.110900E+02   0.705212E+01   0.176703E-06   0.321296E-05   0.176703E-06   0.172649E-07
   541   0.260445E+04  -0.979567E+01   0.322292E-05  -0.979567E+01   0.712846E+01   0.160998E-06   0.322292E-05   0.160998E-06   0.172180E-07
   542   0.260332E+04  -0.850859E+01   0.323393E-05  -0.850859E+01   0.721013E+01   0.145333E-06   0.323393E-05   0.145333E-06   0.171714E-07
   543   0.260195E+04  -0.722948E+01   0.324597E-05  -0.722948E+01   0.729713E+01   0.129704E-06   0.324597E-05   0.129704E-06   0.171249E-07
