#    L    TT             EE             BB             TE          
   394   0.178019E+04   0.215991E+02   0.405068E-01   0.111011E+02
   395   0.177350E+04   0.215999E+02   0.406300E-01   0.917432E+01
   396   0.176723E+04   0.215968E+02   0.407539E-01   0.725350E+01
   397   0.176139E+04   0.215897E+02   0.408784E-01   0.533947E+01
   398   0.175596E+04   0.215787E+02   0.410036E-01   0.343297E+01
   399   0.175096E+04   0.215636E+02   0.411296E-01   0.153477E+01
   400   0.174637E+04   0.215447E+02   0.412562E-01  -0.354373E+00
   401   0.174220E+04   0.215218E+02   0.413835E-01  -0.223371E+01
   402   0.173843E+04   0.214949E+02   0.415116E-01  -0.410248E+01
   403   0.173508E+04   0.214642E+02   0.416405E-01  -0.595993E+01
   404   0.173214E+04   0.214295E+02   0.417701E-01  -0.780529E+01
   405   0.172959E+04   0.213909E+02   0.419005E-01  -0.963782E+01
   406   0.172743E+04   0.213485E+02   0.420317E-01  -0.114568E+02
   407   0.172568E+04   0.213023E+02   0.421637E-01  -0.132615E+02
   408   0.172430E+04   0.212521E+02   0.422965E-01  -0.150510E+02
   409   0.172330E+04   0.211982E+02   0.424302E-01  -0.168247E+02
   410   0.172269E+04   0.211406E+02   0.425648E-01  -0.185818E+02
   411   0.172243E+04   0.210792E+02   0.427002E-01  -0.203217E+02
   412   0.172255E+04   0.210140E+02   0.428365E-01  -0.220437E+02
   413   0.172303E+04   0.209452E+02   0.429736E-01  -0.237473E+02
   414   0.172387E+04   0.208727E+02   0.431117E-01  -0.254317E+02
   415   0.172505E+04   0.207967E+02   0.432507E-01  -0.270964E+02
   416   0.172658E+04   0.207171E+02   0.433906E-01  -0.287408E+02
   417   0.172846E+04   0.206340E+02   0.435315E-01  -0.303641E+02
   418   0.173067E+04   0.205474E+02   0.436733E-01  -0.319658E+02
   419   0.173321E+04   0.204573E+02   0.438161E-01  -0.335452E+02
   420   0.173609E+04   0.203638E+02   0.439598E-01  -0.351016E+02
   421   0.173928E+04   0.202669E+02   0.441045E-01  -0.366345E+02
   422   0.174279E+04   0.201667E+02   0.442502E-01  -0.381432E+02
   423   0.174662E+04   0.200630E+02   0.443969E-01  -0.396269E+02
   424   0.175075E+04   0.199561E+02   0.445445E-01  -0.410853E+02
   425   0.175519E+04   0.198460E+02   0.446932E-01  -0.425177E+02
   426   0.175991E+04   0.197326E+02   0.448429E-01  -0.439238E+02
   427   0.176492E+04   0.196163E+02   0.449935E-01  -0.453031E+02
   428   0.177021E+04   0.194969E+02   0.451452E-01  -0.466552E+02
   429   0.177577E+04   0.193747E+02   0.452979E-01  -0.479797E+02
   430   0.178159E+04   0.192495E+02   0.454517E-01  -0.492762E+02
   431   0.178766E+04   0.191217E+02   0.456064E-01  -0.505442E+02
   432   0.179399E+04   0.189912E+02   0.457622E-01  -0.517834E+02
   433   0.180056E+04   0.188580E+02   0.459189E-01  -0.529932E+02
   434   0.180737E+04   0.187224E+02   0.460767E-01  -0.541733E+02
   435   0.181442E+04   0.185841E+02   0.462355E-01  -0.553231E+02
   436   0.182170E+04   0.184434E+02   0.463953E-01  -0.564423E+02
   437   0.182920E+04   0.183003E+02   0.465562E-01  -0.575305E+02
   438   0.183692E+04   0.181549E+02   0.467180E-01  -0.585872E+02
   439   0.184485E+04   0.180072E+02   0.468808E-01  -0.596121E+02
   440   0.185299E+04   0.178572E+02   0.470447E-01  -0.606048E+02
   441   0.186132E+04   0.177053E+02   0.472095E-01  -0.615651E+02
   442   0.186984E+04   0.175512E+02   0.473753E-01  -0.624926E+02
   443   0.187853E+04   0.173953E+02   0.475421E-01  -0.633870E+02
   444   0.188739E+04   0.172375E+02   0.477098E-01  -0.642480E+02
   445   0.189640E+04   0.170778E+02   0.478785E-01  -0.650754E+02
   446   0.190557E+04   0.169166E+02   0.480481E-01  -0.658689E+02
   447   0.191488E+04   0.167537E+02   0.482187E-01  -0.666285E+02
   448   0.192434E+04   0.165893E+02   0.483902E-01  -0.673539E+02
   449   0.193394E+04   0.164236E+02   0.485626E-01  -0.680451E+02
   450   0.194366E+04   0.162564E+02   0.487359E-01  -0.687020E+02
   451   0.195352E+04   0.160880E+02   0.489101E-01  -0.693245E+02
   452   0.196350E+04   0.159185E+02   0.490852E-01  -0.699124E+02
   453   0.197359E+04   0.157479E+02   0.492611E-01  -0.704654E+02
   454   0.198379E+04   0.155764E+02   0.494379E-01  -0.709835E+02
   455   0.199408E+04   0.154040E+02   0.496155E-01  -0.714665E+02
   456   0.200446E+04   0.152308E+02   0.497939E-01  -0.719141E+02
   457   0.201491E+04   0.150568E+02   0.499732E-01  -0.723262E+02
   458   0.202543E+04   0.148822E+02   0.501532E-01  -0.727026E+02
   459   0.203600E+04   0.147071E+02   0.503340E-01  -0.730433E+02
   460   0.204663E+04   0.145315E+02   0.505155E-01  -0.733485E+02
   461   0.205729E+04   0.143556E+02   0.506977E-01  -0.736173E+02
   462   0.206801E+04   0.141795E+02   0.508807E-01  -0.738520E+02
   463   0.207876E+04   0.140033E+02   0.510644E-01  -0.740512E+02
   464   0.208956E+04   0.138271E+02   0.512487E-01  -0.742156E+02
   465   0.210037E+04   0.136511E+02   0.514337E-01  -0.743451E+02
   466   0.211123E+04   0.134752E+02   0.516194E-01  -0.744407E+02
   467   0.212210E+04   0.132997E+02   0.518056E-01  -0.745014E+02
   468   0.213297E+04   0.131246E+02   0.519925E-01  -0.745281E+02
   469   0.214386E+04   0.129500E+02   0.521799E-01  -0.745208E+02
   470   0.215473E+04   0.127760E+02   0.523680E-01  -0.744795E+02
   471   0.216558E+04   0.126027E+02   0.525565E-01  -0.744034E+02
   472   0.217640E+04   0.124302E+02   0.527456E-01  -0.742941E+02
   473   0.218719E+04   0.122586E+02   0.529352E-01  -0.741500E+02
   474   0.219794E+04   0.120879E+02   0.531252E-01  -0.739735E+02
   475   0.220865E+04   0.119184E+02   0.533157E-01  -0.737629E+02
   476   0.221930E+04   0.117501E+02   0.535067E-01  -0.735191E+02
   477   0.222990E+04   0.115830E+02   0.536980E-01  -0.732428E+02
   478   0.224045E+04   0.114173E+02   0.538898E-01  -0.729340E+02
   479   0.225094E+04   0.112532E+02   0.540819E-01  -0.725938E+02
   480   0.226136E+04   0.110907E+02   0.542744E-01  -0.722215E+02
   481   0.227172E+04   0.109298E+02   0.544672E-01  -0.718180E+02
   482   0.228199E+04   0.107707E+02   0.546603E-01  -0.713834E+02
   483   0.229218E+04   0.106136E+02   0.548537E-01  -0.709182E+02
   484   0.230227E+04   0.104584E+02   0.550474E-01  -0.704228E+02
   485   0.231225E+04   0.103053E+02   0.552413E-01  -0.698974E+02
   486   0.232213E+04   0.101544E+02   0.554354E-01  -0.693425E+02
   487   0.233189E+04   0.100057E+02   0.556296E-01  -0.687584E+02
   488   0.234153E+04   0.985945E+01   0.558241E-01  -0.681456E+02
   489   0.235105E+04   0.971557E+01   0.560187E-01  -0.675046E+02
   490   0.236043E+04   0.957428E+01   0.562134E-01  -0.668359E+02
   491   0.236969E+04   0.943564E+01   0.564082E-01  -0.661401E+02
   492   0.237881E+04   0.929967E+01   0.566030E-01  -0.654174E+02
   493   0.238780E+04   0.916649E+01   0.567979E-01  -0.646687E+02
   494   0.239665E+04   0.903627E+01   0.569928E-01  -0.638941E+02
   495   0.240535E+04   0.890906E+01   0.571877E-01  -0.630945E+02
   496   0.241391E+04   0.878486E+01   0.573825E-01  -0.622701E+02
   497   0.242231E+04   0.866383E+01   0.575773E-01  -0.614216E+02
   498   0.243054E+04   0.854602E+01   0.577720E-01  -0.605496E+02
   499   0.243861E+04   0.843152E+01   0.579665E-01  -0.596545E+02
   500   0.244650E+04   0.832046E+01   0.581609E-01  -0.587369E+02
   501   0.245421E+04   0.821285E+01   0.583551E-01  -0.577973E+02
   502   0.246174E+04   0.810883E+01   0.585491E-01  -0.568364E+02
   503   0.246908E+04   0.800839E+01   0.587429E-01  -0.558548E+02
   504   0.247622E+04   0.791175E+01   0.589364E-01  -0.548533E+02
   505   0.248319E+04   0.781885E+01   0.591297E-01  -0.538325E+02
   506   0.248996E+04   0.772981E+01   0.593226E-01  -0.527931E+02
   507   0.249654E+04   0.764473E+01   0.595151E-01  -0.517357E+02
   508   0.250292E+04   0.756368E+01   0.597073E-01  -0.506611E+02
   509   0.250910E+04   0.748672E+01   0.598991E-01  -0.495699E+02
   510   0.251509E+04   0.741390E+01   0.600904E-01  -0.484629E+02
   511   0.252087E+04   0.734529E+01   0.602813E-01  -0.473405E+02
   512   0.252646E+04   0.728093E+01   0.604716E-01  -0.462037E+02
   513   0.253183E+04   0.722091E+01   0.606615E-01  -0.450530E+02
   514   0.253700E+04   0.716528E+01   0.608508E-01  -0.438891E+02
   515   0.254195E+04   0.711408E+01   0.610395E-01  -0.427127E+02
   516   0.254670E+04   0.706738E+01   0.612276E-01  -0.415246E+02
   517   0.255122E+04   0.702522E+01   0.614150E-01  -0.403253E+02
   518   0.255553E+04   0.698766E+01   0.616018E-01  -0.391158E+02
   519   0.255961E+04   0.695475E+01   0.617879E-01  -0.378967E+02
   520   0.256346E+04   0.692653E+01   0.619732E-01  -0.366686E+02
   521   0.256709E+04   0.690307E+01   0.621578E-01  -0.354324E+02
   522   0.257049E+04   0.688439E+01   0.623416E-01  -0.341887E+02
   523   0.257365E+04   0.687055E+01   0.625246E-01  -0.329382E+02
   524   0.257659E+04   0.686157E+01   0.627068E-01  -0.316818E+02
   525   0.257929E+04   0.685748E+01   0.628881E-01  -0.304200E+02
   526   0.258176E+04   0.685831E+01   0.630685E-01  -0.291537E+02
   527   0.258400E+04   0.686410E+01   0.632480E-01  -0.278835E+02
   528   0.258602E+04   0.687487E+01   0.634266E-01  -0.266102E+02
   529   0.258780E+04   0.689065E+01   0.636041E-01  -0.253344E+02
   530   0.258936E+04   0.691146E+01   0.637807E-01  -0.240571E+02
   531   0.259068E+04   0.693734E+01   0.639563E-01  -0.227788E+02
   532   0.259178E+04   0.696827E+01   0.641308E-01  -0.215006E+02
   533   0.259265E+04   0.700430E+01   0.643043E-01  -0.202230E+02
   534   0.259328E+04   0.704543E+01   0.644766E-01  -0.189470E+02
   535   0.259369E+04   0.709169E+01   0.646479E-01  -0.176731E+02
   536   0.259386E+04   0.714309E+01   0.648180E-01  -0.164024E+02
   537   0.259381E+04   0.719963E+01   0.649870E-01  -0.151354E+02
   538   0.259353E+04   0.726133E+01   0.651548E-01  -0.138729E+02
   539   0.259302E+04   0.732817E+01   0.653214E-01  -0.126157E+02
   540   0.259228E+04   0.740016E+01   0.654869E-01  -0.113645E+02
   541   0.259133E+04   0.747731E+01   0.656510E-01  -0.101199E+02
   542   0.259015E+04   0.755962E+01   0.658140E-01  -0.888272E+01
   543   0.258875E+04   0.764708E+01   0.659756E-01  -0.765368E+01
   544   0.258712E+04   0.773969E+01   0.661360E-01  -0.643347E+01
   545   0.258529E+04   0.783741E+01   0.662951E-01  -0.522274E+01
   546   0.258323E+04   0.794026E+01   0.664529E-01  -0.402216E+01
   547   0.258096E+04   0.804819E+01   0.666094E-01  -0.283241E+01
   548   0.257847E+04   0.816115E+01   0.667645E-01  -0.165413E+01
   549   0.257577E+04   0.827926E+01   0.669182E-01  -0.488023E+00
   550   0.257285E+04   0.840231E+01   0.670706E-01   0.665264E+00
   551   0.256974E+04   0.853045E+01   0.672217E-01   0.180504E+01
   552   0.256640E+04   0.866352E+01   0.673713E-01   0.293060E+01
   553   0.256287E+04   0.880153E+01   0.675195E-01   0.404127E+01
   554   0.255915E+04   0.894446E+01   0.676663E-01   0.513636E+01
   555   0.255523E+04   0.909226E+01   0.678117E-01   0.621517E+01
   556   0.255110E+04   0.924491E+01   0.679557E-01   0.727702E+01
   557   0.254680E+04   0.940233E+01   0.680982E-01   0.832129E+01
   558   0.254231E+04   0.956454E+01   0.682393E-01   0.934724E+01
   559   0.253763E+04   0.973145E+01   0.683789E-01   0.103544E+02
   560   0.253277E+04   0.990307E+01   0.685171E-01   0.113421E+02
   561   0.252773E+04   0.100792E+02   0.686538E-01   0.123098E+02
   562   0.252251E+04   0.102600E+02   0.687890E-01   0.132569E+02
   563   0.251712E+04   0.104453E+02   0.689228E-01   0.141828E+02
   564   0.251157E+04   0.106351E+02   0.690550E-01   0.150869E+02
   565   0.250584E+04   0.108292E+02   0.691858E-01   0.159687E+02
   566   0.249994E+04   0.110278E+02   0.693150E-01   0.168278E+02
   567   0.249389E+04   0.112305E+02   0.694428E-01   0.176634E+02
   568   0.248768E+04   0.114375E+02   0.695691E-01   0.184753E+02
   569   0.248131E+04   0.116487E+02   0.696938E-01   0.192628E+02
   570   0.247478E+04   0.118639E+02   0.698171E-01   0.200256E+02
   571   0.246811E+04   0.120832E+02   0.699388E-01   0.207630E+02
   572   0.246129E+04   0.123063E+02   0.700590E-01   0.214747E+02
   573   0.245433E+04   0.125333E+02   0.701777E-01   0.221603E+02
   574   0.244723E+04   0.127642E+02   0.702949E-01   0.228194E+02
   575   0.244001E+04   0.129987E+02   0.704106E-01   0.234517E+02
   576   0.243266E+04   0.132368E+02   0.705248E-01   0.240567E+02
   577   0.242519E+04   0.134785E+02   0.706374E-01   0.246341E+02
   578   0.241761E+04   0.137236E+02   0.707486E-01   0.251835E+02
   579   0.240991E+04   0.139722E+02   0.708582E-01   0.257045E+02
   580   0.240210E+04   0.142240E+02   0.709663E-01   0.261969E+02
   581   0.239420E+04   0.144790E+02   0.710729E-01   0.266602E+02
   582   0.238620E+04   0.147371E+02   0.711781E-01   0.270940E+02
   583   0.237811E+04   0.149982E+02   0.712817E-01   0.274981E+02
   584   0.236993E+04   0.152623E+02   0.713838E-01   0.278721E+02
   585   0.236166E+04   0.155292E+02   0.714844E-01   0.282157E+02
   586   0.235332E+04   0.157988E+02   0.715836E-01   0.285285E+02
   587   0.234489E+04   0.160711E+02   0.716813E-01   0.288104E+02
   588   0.233641E+04   0.163458E+02   0.717775E-01   0.290611E+02
   589   0.232785E+04   0.166230E+02   0.718722E-01   0.292805E+02
   590   0.231923E+04   0.169025E+02   0.719655E-01   0.294683E+02
   591   0.231056E+04   0.171843E+02   0.720574E-01   0.296243E+02
   592   0.230183E+04   0.174682E+02   0.721478E-01   0.297482E+02
   593   0.229306E+04   0.177540E+02   0.722368E-01   0.298399E+02
   594   0.228424E+04   0.180418E+02   0.723244E-01   0.298994E+02
   595   0.227539E+04   0.183314E+02   0.724105E-01   0.299264E+02
   596   0.226650E+04   0.186227E+02   0.724953E-01   0.299209E+02
   597   0.225759E+04   0.189155E+02   0.725787E-01   0.298826E+02
   598   0.224864E+04   0.192097E+02   0.726607E-01   0.298116E+02
   599   0.223968E+04   0.195054E+02   0.727414E-01   0.297077E+02
   600   0.223070E+04   0.198022E+02   0.728208E-01   0.295709E+02
   601   0.222171E+04   0.201002E+02   0.728988E-01   0.294011E+02
   602   0.221271E+04   0.203991E+02   0.729756E-01   0.291986E+02
   603   0.220371E+04   0.206990E+02   0.730510E-01   0.289631E+02
   604   0.219472E+04   0.209996E+02   0.731252E-01   0.286948E+02
   605   0.218572E+04   0.213008E+02   0.731981E-01   0.283936E+02
   606   0.217674E+04   0.216026E+02   0.732698E-01   0.280597E+02
   607   0.216777E+04   0.219049E+02   0.733403E-01   0.276930E+02
   608   0.215883E+04   0.222074E+02   0.734096E-01   0.272936E+02
   609   0.214991E+04   0.225101E+02   0.734777E-01   0.268617E+02
   610   0.214102E+04   0.228129E+02   0.735447E-01   0.263974E+02
   611   0.213216E+04   0.231155E+02   0.736105E-01   0.259006E+02
   612   0.212334E+04   0.234179E+02   0.736753E-01   0.253716E+02
   613   0.211456E+04   0.237201E+02   0.737389E-01   0.248104E+02
   614   0.210584E+04   0.240217E+02   0.738015E-01   0.242173E+02
   615   0.209716E+04   0.243228E+02   0.738631E-01   0.235925E+02
   616   0.208854E+04   0.246232E+02   0.739237E-01   0.229364E+02
   617   0.207998E+04   0.249229E+02   0.739833E-01   0.222492E+02
   618   0.207149E+04   0.252217E+02   0.740419E-01   0.215311E+02
   619   0.206307E+04   0.255195E+02   0.740996E-01   0.207826E+02
   620   0.205471E+04   0.258162E+02   0.741564E-01   0.200037E+02
   621   0.204645E+04   0.261118E+02   0.742123E-01   0.191949E+02
   622   0.203827E+04   0.264059E+02   0.742673E-01   0.183564E+02
   623   0.203017E+04   0.266987E+02   0.743216E-01   0.174886E+02
   624   0.202216E+04   0.269899E+02   0.743750E-01   0.165916E+02
   625   0.201425E+04   0.272794E+02   0.744277E-01   0.156658E+02
   626   0.200644E+04   0.275670E+02   0.744796E-01   0.147116E+02
   627   0.199872E+04   0.278527E+02   0.745308E-01   0.137291E+02
   628   0.199112E+04   0.281363E+02   0.745813E-01   0.127187E+02
   629   0.198362E+04   0.284177E+02   0.746312E-01   0.116811E+02
   630   0.197624E+04   0.286969E+02   0.746804E-01   0.106164E+02
   631   0.196897E+04   0.289736E+02   0.747291E-01   0.952513E+01
   632   0.196182E+04   0.292479E+02   0.747772E-01   0.840777E+01
   633   0.195480E+04   0.295195E+02   0.748247E-01   0.726460E+01
   634   0.194790E+04   0.297883E+02   0.748717E-01   0.609614E+01
   635   0.194113E+04   0.300543E+02   0.749183E-01   0.490287E+01
   636   0.193450E+04   0.303173E+02   0.749643E-01   0.368526E+01
   637   0.192800E+04   0.305773E+02   0.750100E-01   0.244381E+01
   638   0.192164E+04   0.308341E+02   0.750553E-01   0.117901E+01
   639   0.191542E+04   0.310877E+02   0.751002E-01  -0.108641E+00
   640   0.190935E+04   0.313379E+02   0.751447E-01  -0.141866E+01
   641   0.190343E+04   0.315846E+02   0.751889E-01  -0.275052E+01
   642   0.189765E+04   0.318277E+02   0.752329E-01  -0.410368E+01
   643   0.189203E+04   0.320671E+02   0.752766E-01  -0.547754E+01
   644   0.188656E+04   0.323028E+02   0.753201E-01  -0.687153E+01
   645   0.188125E+04   0.325345E+02   0.753633E-01  -0.828507E+01
   646   0.187611E+04   0.327622E+02   0.754064E-01  -0.971759E+01
   647   0.187112E+04   0.329858E+02   0.754494E-01  -0.111684E+02
   648   0.186630E+04   0.332051E+02   0.754922E-01  -0.126372E+02
   649   0.186164E+04   0.334201E+02   0.755349E-01  -0.141230E+02
   650   0.185716E+04   0.336308E+02   0.755776E-01  -0.156254E+02
   651   0.185285E+04   0.338370E+02   0.756203E-01  -0.171437E+02
   652   0.184870E+04   0.340387E+02   0.756629E-01  -0.186771E+02
   653   0.184474E+04   0.342360E+02   0.757055E-01  -0.202252E+02
   654   0.184095E+04   0.344286E+02   0.757482E-01  -0.217874E+02
   655   0.183734E+04   0.346164E+02   0.757910E-01  -0.233628E+02
   656   0.183391E+04   0.347996E+02   0.758339E-01  -0.249508E+02
   657   0.183066E+04   0.349780E+02   0.758769E-01  -0.265509E+02
   658   0.182760E+04   0.351515E+02   0.759200E-01  -0.281621E+02
   659   0.182472E+04   0.353200E+02   0.759633E-01  -0.297840E+02
   660   0.182202E+04   0.354834E+02   0.760068E-01  -0.314158E+02
   661   0.181951E+04   0.356417E+02   0.760505E-01  -0.330567E+02
   662   0.181720E+04   0.357948E+02   0.760945E-01  -0.347062E+02
   663   0.181506E+04   0.359426E+02   0.761388E-01  -0.363635E+02
   664   0.181312E+04   0.360851E+02   0.761833E-01  -0.380278E+02
   665   0.181137E+04   0.362222E+02   0.762282E-01  -0.396985E+02
   666   0.180980E+04   0.363539E+02   0.762735E-01  -0.413749E+02
   667   0.180843E+04   0.364801E+02   0.763191E-01  -0.430561E+02
   668   0.180725E+04   0.366008E+02   0.763651E-01  -0.447416E+02
   669   0.180626E+04   0.367158E+02   0.764115E-01  -0.464306E+02
   670   0.180546E+04   0.368253E+02   0.764584E-01  -0.481224E+02
   671   0.180485E+04   0.369291E+02   0.765058E-01  -0.498163E+02
   672   0.180444E+04   0.370272E+02   0.765536E-01  -0.515115E+02
   673   0.180422E+04   0.371196E+02   0.766020E-01  -0.532074E+02
   674   0.180418E+04   0.372062E+02   0.766509E-01  -0.549032E+02
   675   0.180435E+04   0.372870E+02   0.767004E-01  -0.565982E+02
   676   0.180470E+04   0.373620E+02   0.767504E-01  -0.582916E+02
   677   0.180525E+04   0.374311E+02   0.768011E-01  -0.599828E+02
   678   0.180598E+04   0.374943E+02   0.768524E-01  -0.616710E+02
   679   0.180690E+04   0.375515E+02   0.769043E-01  -0.633552E+02
   680   0.180802E+04   0.376027E+02   0.769569E-01  -0.650350E+02
   681   0.180931E+04   0.376478E+02   0.770103E-01  -0.667092E+02
   682   0.181079E+04   0.376869E+02   0.770643E-01  -0.683774E+02
   683   0.181246E+04   0.377199E+02   0.771191E-01  -0.700387E+02
   684   0.181432E+04   0.377467E+02   0.771746E-01  -0.716924E+02
   685   0.181636E+04   0.377675E+02   0.772309E-01  -0.733379E+02
   686   0.181858E+04   0.377822E+02   0.772880E-01  -0.749742E+02
   687   0.182098E+04   0.377910E+02   0.773459E-01  -0.766014E+02
   688   0.182356E+04   0.377937E+02   0.774046E-01  -0.782187E+02
   689   0.182632E+04   0.377905E+02   0.774642E-01  -0.798248E+02
   690   0.182926E+04   0.377815E+02   0.775247E-01  -0.814190E+02
   691   0.183237E+04   0.377664E+02   0.775860E-01  -0.830013E+02
   692   0.183566E+04   0.377454E+02   0.776482E-01  -0.845710E+02
   693   0.183912E+04   0.377185E+02   0.777114E-01  -0.861273E+02
   694   0.184275E+04   0.376858E+02   0.777755E-01  -0.876690E+02
   695   0.184655E+04   0.376471E+02   0.778405E-01  -0.891959E+02
   696   0.185051E+04   0.376024E+02   0.779065E-01  -0.907066E+02
   697   0.185464E+04   0.375520E+02   0.779734E-01  -0.922013E+02
   698   0.185892E+04   0.374957E+02   0.780413E-01  -0.936784E+02
   699   0.186338E+04   0.374335E+02   0.781102E-01  -0.951380E+02
   700   0.186798E+04   0.373656E+02   0.781802E-01  -0.965794E+02
   701   0.187273E+04   0.372919E+02   0.782511E-01  -0.980018E+02
   702   0.187763E+04   0.372125E+02   0.783230E-01  -0.994047E+02
   703   0.188269E+04   0.371275E+02   0.783960E-01  -0.100788E+03
   704   0.188789E+04   0.370368E+02   0.784701E-01  -0.102149E+03
   705   0.189323E+04   0.369405E+02   0.785451E-01  -0.103490E+03
   706   0.189872E+04   0.368388E+02   0.786212E-01  -0.104808E+03
   707   0.190434E+04   0.367316E+02   0.786984E-01  -0.106104E+03
   708   0.191009E+04   0.366189E+02   0.787767E-01  -0.107377E+03
   709   0.191598E+04   0.365010E+02   0.788560E-01  -0.108626E+03
   710   0.192199E+04   0.363778E+02   0.789363E-01  -0.109851E+03
   711   0.192812E+04   0.362493E+02   0.790178E-01  -0.111052E+03
   712   0.193439E+04   0.361157E+02   0.791003E-01  -0.112227E+03
   713   0.194077E+04   0.359770E+02   0.791839E-01  -0.113376E+03
   714   0.194726E+04   0.358332E+02   0.792685E-01  -0.114498E+03
   715   0.195387E+04   0.356844E+02   0.793543E-01  -0.115594E+03
   716   0.196058E+04   0.355306E+02   0.794411E-01  -0.116663E+03
   717   0.196739E+04   0.353718E+02   0.795290E-01  -0.117703E+03
   718   0.197430E+04   0.352082E+02   0.796179E-01  -0.118715E+03
   719   0.198131E+04   0.350399E+02   0.797079E-01  -0.119697E+03
   720   0.198842E+04   0.348668E+02   0.797990E-01  -0.120651E+03
   721   0.199561E+04   0.346893E+02   0.798911E-01  -0.121575E+03
   722   0.200289E+04   0.345072E+02   0.799843E-01  -0.122468E+03
   723   0.201026E+04   0.343209E+02   0.800785E-01  -0.123332E+03
   724   0.201770E+04   0.341303E+02   0.801737E-01  -0.124165E+03
   725   0.202523E+04   0.339357E+02   0.802700E-01  -0.124967E+03
   726   0.203284E+04   0.337369E+02   0.803673E-01  -0.125739E+03
   727   0.204052E+04   0.335342E+02   0.804656E-01  -0.126478E+03
   728   0.204827E+04   0.333276E+02   0.805649E-01  -0.127187E+03
   729   0.205607E+04   0.331173E+02   0.806652E-01  -0.127861E+03
   730   0.206394E+04   0.329032E+02   0.807665E-01  -0.128504E+03
   731   0.207187E+04   0.326856E+02   0.808687E-01  -0.129115E+03
   732   0.207985E+04   0.324643E+02   0.809719E-01  -0.129691E+03
   733   0.208788E+04   0.322398E+02   0.810761E-01  -0.130234E+03
   734   0.209595E+04   0.320118E+02   0.811811E-01  -0.130743E+03
   735   0.210406E+04   0.317807E+02   0.812872E-01  -0.131218E+03
   736   0.211221E+04   0.315465E+02   0.813941E-01  -0.131659E+03
   737   0.212038E+04   0.313092E+02   0.815019E-01  -0.132065E+03
   738   0.212859E+04   0.310691E+02   0.816106E-01  -0.132436E+03
   739   0.213682E+04   0.308262E+02   0.817201E-01  -0.132772E+03
   740   0.214507E+04   0.305807E+02   0.818305E-01  -0.133072E+03
   741   0.215333E+04   0.303326E+02   0.819418E-01  -0.133338E+03
   742   0.216160E+04   0.300822E+02   0.820538E-01  -0.133568E+03
   743   0.216988E+04   0.298294E+02   0.821667E-01  -0.133762E+03
   744   0.217816E+04   0.295746E+02   0.822803E-01  -0.133921E+03
   745   0.218643E+04   0.293177E+02   0.823948E-01  -0.134044E+03
   746   0.219469E+04   0.290589E+02   0.825099E-01  -0.134131E+03
   747   0.220294E+04   0.287983E+02   0.826258E-01  -0.134182E+03
   748   0.221117E+04   0.285360E+02   0.827424E-01  -0.134197E+03
   749   0.221939E+04   0.282721E+02   0.828598E-01  -0.134177E+03
   750   0.222758E+04   0.280068E+02   0.829777E-01  -0.134120E+03
   751   0.223574E+04   0.277402E+02   0.830964E-01  -0.134027E+03
   752   0.224386E+04   0.274723E+02   0.832157E-01  -0.133898E+03
   753   0.225194E+04   0.272032E+02   0.833356E-01  -0.133734E+03
   754   0.225999E+04   0.269332E+02   0.834561E-01  -0.133533E+03
   755   0.226799E+04   0.266623E+02   0.835772E-01  -0.133296E+03
   756   0.227594E+04   0.263907E+02   0.836988E-01  -0.133024E+03
   757   0.228385E+04   0.261186E+02   0.838210E-01  -0.132716E+03
   758   0.229171E+04   0.258459E+02   0.839437E-01  -0.132375E+03
   759   0.229952E+04   0.255731E+02   0.840668E-01  -0.131997E+03
   760   0.230726E+04   0.253000E+02   0.841905E-01  -0.131585E+03
   761   0.231495E+04   0.250270E+02   0.843146E-01  -0.131137E+03
   762   0.232257E+04   0.247540E+02   0.844391E-01  -0.130655E+03
   763   0.233013E+04   0.244811E+02   0.845640E-01  -0.130139E+03
   764   0.233760E+04   0.242085E+02   0.846892E-01  -0.129587E+03
   765   0.234499E+04   0.239364E+02   0.848148E-01  -0.129002E+03
   766   0.235230E+04   0.236648E+02   0.849408E-01  -0.128381E+03
   767   0.235952E+04   0.233937E+02   0.850670E-01  -0.127725E+03
   768   0.236665E+04   0.231234E+02   0.851935E-01  -0.127035E+03
   769   0.237367E+04   0.228541E+02   0.853203E-01  -0.126312E+03
   770   0.238059E+04   0.225858E+02   0.854473E-01  -0.125555E+03
   771   0.238741E+04   0.223186E+02   0.855744E-01  -0.124764E+03
   772   0.239411E+04   0.220528E+02   0.857018E-01  -0.123941E+03
   773   0.240070E+04   0.217885E+02   0.858292E-01  -0.123085E+03
   774   0.240717E+04   0.215257E+02   0.859568E-01  -0.122198E+03
   775   0.241352E+04   0.212646E+02   0.860845E-01  -0.121279E+03
   776   0.241975E+04   0.210054E+02   0.862122E-01  -0.120330E+03
   777   0.242586E+04   0.207481E+02   0.863399E-01  -0.119349E+03
   778   0.243185E+04   0.204929E+02   0.864677E-01  -0.118339E+03
   779   0.243771E+04   0.202398E+02   0.865954E-01  -0.117298E+03
   780   0.244345E+04   0.199890E+02   0.867230E-01  -0.116230E+03
   781   0.244907E+04   0.197406E+02   0.868506E-01  -0.115132E+03
   782   0.245455E+04   0.194946E+02   0.869780E-01  -0.114006E+03
   783   0.245990E+04   0.192512E+02   0.871052E-01  -0.112852E+03
   784   0.246511E+04   0.190105E+02   0.872323E-01  -0.111669E+03
