#    L    TT             EE             BB             TE          
   395   0.188060E+04   0.225403E+02   0.370294E-01   0.301005E+02
   396   0.186967E+04   0.225820E+02   0.371307E-01   0.281540E+02
   397   0.185916E+04   0.226198E+02   0.372323E-01   0.262051E+02
   398   0.184907E+04   0.226540E+02   0.373342E-01   0.242545E+02
   399   0.183939E+04   0.226843E+02   0.374365E-01   0.223028E+02
   400   0.183014E+04   0.227110E+02   0.375392E-01   0.203507E+02
   401   0.182130E+04   0.227338E+02   0.376423E-01   0.183989E+02
   402   0.181288E+04   0.227528E+02   0.377458E-01   0.164480E+02
   403   0.180488E+04   0.227680E+02   0.378497E-01   0.144991E+02
   404   0.179729E+04   0.227795E+02   0.379541E-01   0.125530E+02
   405   0.179011E+04   0.227870E+02   0.380590E-01   0.106105E+02
   406   0.178333E+04   0.227908E+02   0.381643E-01   0.867233E+01
   407   0.177696E+04   0.227907E+02   0.382701E-01   0.673953E+01
   408   0.177100E+04   0.227867E+02   0.383765E-01   0.481291E+01
   409   0.176542E+04   0.227789E+02   0.384833E-01   0.289328E+01
   410   0.176025E+04   0.227673E+02   0.385908E-01   0.981543E+00
   411   0.175546E+04   0.227518E+02   0.386987E-01  -0.921713E+00
   412   0.175106E+04   0.227324E+02   0.388073E-01  -0.281559E+01
   413   0.174705E+04   0.227092E+02   0.389165E-01  -0.469949E+01
   414   0.174342E+04   0.226822E+02   0.390262E-01  -0.657259E+01
   415   0.174016E+04   0.226514E+02   0.391366E-01  -0.843423E+01
   416   0.173728E+04   0.226167E+02   0.392477E-01  -0.102837E+02
   417   0.173477E+04   0.225784E+02   0.393594E-01  -0.121202E+02
   418   0.173263E+04   0.225362E+02   0.394718E-01  -0.139430E+02
   419   0.173086E+04   0.224903E+02   0.395848E-01  -0.157514E+02
   420   0.172945E+04   0.224405E+02   0.396986E-01  -0.175447E+02
   421   0.172840E+04   0.223870E+02   0.398130E-01  -0.193221E+02
   422   0.172770E+04   0.223298E+02   0.399282E-01  -0.210829E+02
   423   0.172737E+04   0.222687E+02   0.400442E-01  -0.228263E+02
   424   0.172737E+04   0.222039E+02   0.401609E-01  -0.245516E+02
   425   0.172772E+04   0.221354E+02   0.402783E-01  -0.262583E+02
   426   0.172842E+04   0.220632E+02   0.403965E-01  -0.279459E+02
   427   0.172943E+04   0.219874E+02   0.405155E-01  -0.296139E+02
   428   0.173078E+04   0.219081E+02   0.406353E-01  -0.312617E+02
   429   0.173245E+04   0.218253E+02   0.407559E-01  -0.328888E+02
   430   0.173442E+04   0.217390E+02   0.408773E-01  -0.344947E+02
   431   0.173671E+04   0.216495E+02   0.409996E-01  -0.360789E+02
   432   0.173931E+04   0.215565E+02   0.411226E-01  -0.376409E+02
   433   0.174221E+04   0.214601E+02   0.412465E-01  -0.391801E+02
   434   0.174540E+04   0.213606E+02   0.413713E-01  -0.406961E+02
   435   0.174889E+04   0.212577E+02   0.414969E-01  -0.421881E+02
   436   0.175267E+04   0.211516E+02   0.416233E-01  -0.436558E+02
   437   0.175674E+04   0.210423E+02   0.417506E-01  -0.450987E+02
   438   0.176109E+04   0.209299E+02   0.418788E-01  -0.465161E+02
   439   0.176572E+04   0.208143E+02   0.420078E-01  -0.479077E+02
   440   0.177063E+04   0.206956E+02   0.421377E-01  -0.492731E+02
   441   0.177579E+04   0.205740E+02   0.422684E-01  -0.506118E+02
   442   0.178121E+04   0.204494E+02   0.424001E-01  -0.519235E+02
   443   0.178689E+04   0.203219E+02   0.425326E-01  -0.532077E+02
   444   0.179280E+04   0.201916E+02   0.426660E-01  -0.544640E+02
   445   0.179895E+04   0.200584E+02   0.428002E-01  -0.556921E+02
   446   0.180532E+04   0.199226E+02   0.429353E-01  -0.568917E+02
   447   0.181192E+04   0.197841E+02   0.430713E-01  -0.580626E+02
   448   0.181875E+04   0.196430E+02   0.432082E-01  -0.592045E+02
   449   0.182580E+04   0.194994E+02   0.433459E-01  -0.603173E+02
   450   0.183306E+04   0.193533E+02   0.434844E-01  -0.614007E+02
   451   0.184054E+04   0.192048E+02   0.436239E-01  -0.624546E+02
   452   0.184824E+04   0.190539E+02   0.437642E-01  -0.634785E+02
   453   0.185612E+04   0.189009E+02   0.439053E-01  -0.644719E+02
   454   0.186420E+04   0.187456E+02   0.440473E-01  -0.654346E+02
   455   0.187246E+04   0.185883E+02   0.441901E-01  -0.663660E+02
   456   0.188089E+04   0.184290E+02   0.443338E-01  -0.672657E+02
   457   0.188948E+04   0.182677E+02   0.444782E-01  -0.681333E+02
   458   0.189822E+04   0.181045E+02   0.446235E-01  -0.689684E+02
   459   0.190709E+04   0.179396E+02   0.447696E-01  -0.697707E+02
   460   0.191611E+04   0.177730E+02   0.449166E-01  -0.705400E+02
   461   0.192525E+04   0.176047E+02   0.450643E-01  -0.712755E+02
   462   0.193453E+04   0.174351E+02   0.452128E-01  -0.719791E+02
   463   0.194392E+04   0.172640E+02   0.453621E-01  -0.726490E+02
   464   0.195345E+04   0.170917E+02   0.455121E-01  -0.732858E+02
   465   0.196308E+04   0.169182E+02   0.456629E-01  -0.738892E+02
   466   0.197282E+04   0.167436E+02   0.458145E-01  -0.744598E+02
   467   0.198268E+04   0.165680E+02   0.459668E-01  -0.749966E+02
   468   0.199262E+04   0.163916E+02   0.461198E-01  -0.755000E+02
   469   0.200265E+04   0.162143E+02   0.462736E-01  -0.759699E+02
   470   0.201275E+04   0.160363E+02   0.464281E-01  -0.764060E+02
   471   0.202291E+04   0.158576E+02   0.465833E-01  -0.768072E+02
   472   0.203313E+04   0.156784E+02   0.467392E-01  -0.771750E+02
   473   0.204340E+04   0.154987E+02   0.468957E-01  -0.775075E+02
   474   0.205371E+04   0.153185E+02   0.470530E-01  -0.778067E+02
   475   0.206405E+04   0.151382E+02   0.472108E-01  -0.780710E+02
   476   0.207444E+04   0.149576E+02   0.473694E-01  -0.783007E+02
   477   0.208485E+04   0.147769E+02   0.475285E-01  -0.784965E+02
   478   0.209528E+04   0.145962E+02   0.476883E-01  -0.786581E+02
   479   0.210575E+04   0.144156E+02   0.478487E-01  -0.787862E+02
   480   0.211622E+04   0.142352E+02   0.480097E-01  -0.788801E+02
   481   0.212671E+04   0.140550E+02   0.481713E-01  -0.789402E+02
   482   0.213720E+04   0.138752E+02   0.483335E-01  -0.789666E+02
   483   0.214769E+04   0.136958E+02   0.484962E-01  -0.789595E+02
   484   0.215816E+04   0.135169E+02   0.486594E-01  -0.789189E+02
   485   0.216860E+04   0.133387E+02   0.488232E-01  -0.788449E+02
   486   0.217902E+04   0.131611E+02   0.489875E-01  -0.787378E+02
   487   0.218940E+04   0.129843E+02   0.491522E-01  -0.785975E+02
   488   0.219974E+04   0.128085E+02   0.493175E-01  -0.784244E+02
   489   0.221004E+04   0.126335E+02   0.494832E-01  -0.782187E+02
   490   0.222029E+04   0.124596E+02   0.496494E-01  -0.779807E+02
   491   0.223049E+04   0.122868E+02   0.498160E-01  -0.777106E+02
   492   0.224063E+04   0.121151E+02   0.499830E-01  -0.774086E+02
   493   0.225073E+04   0.119447E+02   0.501505E-01  -0.770752E+02
   494   0.226076E+04   0.117757E+02   0.503183E-01  -0.767104E+02
   495   0.227073E+04   0.116081E+02   0.504864E-01  -0.763146E+02
   496   0.228063E+04   0.114420E+02   0.506549E-01  -0.758880E+02
   497   0.229045E+04   0.112775E+02   0.508238E-01  -0.754310E+02
   498   0.230018E+04   0.111147E+02   0.509929E-01  -0.749439E+02
   499   0.230983E+04   0.109535E+02   0.511623E-01  -0.744270E+02
   500   0.231939E+04   0.107942E+02   0.513320E-01  -0.738805E+02
   501   0.232883E+04   0.106367E+02   0.515019E-01  -0.733047E+02
   502   0.233818E+04   0.104812E+02   0.516721E-01  -0.727003E+02
   503   0.234741E+04   0.103277E+02   0.518424E-01  -0.720676E+02
   504   0.235652E+04   0.101765E+02   0.520130E-01  -0.714073E+02
   505   0.236552E+04   0.100276E+02   0.521836E-01  -0.707200E+02
   506   0.237439E+04   0.988107E+01   0.523545E-01  -0.700062E+02
   507   0.238315E+04   0.973705E+01   0.525254E-01  -0.692663E+02
   508   0.239177E+04   0.959566E+01   0.526964E-01  -0.685010E+02
   509   0.240025E+04   0.945698E+01   0.528675E-01  -0.677108E+02
   510   0.240861E+04   0.932110E+01   0.530386E-01  -0.668964E+02
   511   0.241682E+04   0.918811E+01   0.532097E-01  -0.660582E+02
   512   0.242489E+04   0.905809E+01   0.533808E-01  -0.651967E+02
   513   0.243280E+04   0.893114E+01   0.535519E-01  -0.643127E+02
   514   0.244056E+04   0.880736E+01   0.537230E-01  -0.634065E+02
   515   0.244817E+04   0.868681E+01   0.538939E-01  -0.624787E+02
   516   0.245561E+04   0.856959E+01   0.540647E-01  -0.615300E+02
   517   0.246289E+04   0.845578E+01   0.542354E-01  -0.605610E+02
   518   0.246999E+04   0.834546E+01   0.544060E-01  -0.595722E+02
   519   0.247692E+04   0.823870E+01   0.545763E-01  -0.585642E+02
   520   0.248365E+04   0.813559E+01   0.547465E-01  -0.575376E+02
   521   0.249021E+04   0.803620E+01   0.549164E-01  -0.564931E+02
   522   0.249658E+04   0.794062E+01   0.550860E-01  -0.554311E+02
   523   0.250274E+04   0.784890E+01   0.552554E-01  -0.543523E+02
   524   0.250872E+04   0.776112E+01   0.554244E-01  -0.532574E+02
   525   0.251450E+04   0.767732E+01   0.555932E-01  -0.521468E+02
   526   0.252008E+04   0.759756E+01   0.557615E-01  -0.510212E+02
   527   0.252546E+04   0.752192E+01   0.559295E-01  -0.498812E+02
   528   0.253065E+04   0.745045E+01   0.560970E-01  -0.487274E+02
   529   0.253563E+04   0.738319E+01   0.562641E-01  -0.475603E+02
   530   0.254041E+04   0.732021E+01   0.564307E-01  -0.463806E+02
   531   0.254497E+04   0.726156E+01   0.565969E-01  -0.451891E+02
   532   0.254934E+04   0.720727E+01   0.567625E-01  -0.439863E+02
   533   0.255350E+04   0.715740E+01   0.569277E-01  -0.427728E+02
   534   0.255743E+04   0.711199E+01   0.570922E-01  -0.415495E+02
   535   0.256116E+04   0.707110E+01   0.572562E-01  -0.403167E+02
   536   0.256467E+04   0.703476E+01   0.574196E-01  -0.390754E+02
   537   0.256796E+04   0.700301E+01   0.575823E-01  -0.378260E+02
   538   0.257104E+04   0.697589E+01   0.577444E-01  -0.365691E+02
   539   0.257391E+04   0.695341E+01   0.579058E-01  -0.353055E+02
   540   0.257654E+04   0.693561E+01   0.580666E-01  -0.340355E+02
   541   0.257897E+04   0.692254E+01   0.582266E-01  -0.327599E+02
   542   0.258117E+04   0.691420E+01   0.583859E-01  -0.314793E+02
   543   0.258315E+04   0.691063E+01   0.585445E-01  -0.301942E+02
   544   0.258492E+04   0.691186E+01   0.587022E-01  -0.289053E+02
   545   0.258646E+04   0.691787E+01   0.588592E-01  -0.276129E+02
   546   0.258778E+04   0.692871E+01   0.590154E-01  -0.263178E+02
   547   0.258889E+04   0.694437E+01   0.591707E-01  -0.250204E+02
   548   0.258976E+04   0.696481E+01   0.593252E-01  -0.237212E+02
   549   0.259042E+04   0.699019E+01   0.594789E-01  -0.224208E+02
   550   0.259085E+04   0.702032E+01   0.596316E-01  -0.211198E+02
   551   0.259107E+04   0.705539E+01   0.597835E-01  -0.198188E+02
   552   0.259106E+04   0.709528E+01   0.599344E-01  -0.185185E+02
   553   0.259083E+04   0.714003E+01   0.600844E-01  -0.172198E+02
   554   0.259039E+04   0.718969E+01   0.602335E-01  -0.159236E+02
   555   0.258974E+04   0.724422E+01   0.603816E-01  -0.146308E+02
   556   0.258886E+04   0.730367E+01   0.605287E-01  -0.133422E+02
   557   0.258779E+04   0.736802E+01   0.606748E-01  -0.120586E+02
   558   0.258649E+04   0.743729E+01   0.608199E-01  -0.107809E+02
   559   0.258499E+04   0.751145E+01   0.609640E-01  -0.950977E+01
   560   0.258328E+04   0.759057E+01   0.611071E-01  -0.824598E+01
   561   0.258136E+04   0.767451E+01   0.612491E-01  -0.699037E+01
   562   0.257924E+04   0.776341E+01   0.613900E-01  -0.574352E+01
   563   0.257691E+04   0.785716E+01   0.615299E-01  -0.450639E+01
   564   0.257438E+04   0.795580E+01   0.616686E-01  -0.327964E+01
   565   0.257164E+04   0.805930E+01   0.618063E-01  -0.206392E+01
   566   0.256870E+04   0.816770E+01   0.619428E-01  -0.859910E+00
   567   0.256557E+04   0.828083E+01   0.620782E-01   0.331596E+00
   568   0.256224E+04   0.839880E+01   0.622125E-01   0.151001E+01
   569   0.255870E+04   0.852159E+01   0.623456E-01   0.267467E+01
   570   0.255498E+04   0.864908E+01   0.624776E-01   0.382492E+01
   571   0.255105E+04   0.878132E+01   0.626083E-01   0.496002E+01
   572   0.254694E+04   0.891820E+01   0.627379E-01   0.607954E+01
   573   0.254265E+04   0.905978E+01   0.628663E-01   0.718274E+01
   574   0.253816E+04   0.920601E+01   0.629935E-01   0.826920E+01
   575   0.253350E+04   0.935680E+01   0.631194E-01   0.933839E+01
   576   0.252866E+04   0.951219E+01   0.632441E-01   0.103897E+02
   577   0.252365E+04   0.967207E+01   0.633676E-01   0.114227E+02
   578   0.251847E+04   0.983642E+01   0.634899E-01   0.124366E+02
   579   0.251312E+04   0.100053E+02   0.636109E-01   0.134311E+02
   580   0.250760E+04   0.101785E+02   0.637306E-01   0.144056E+02
   581   0.250193E+04   0.103560E+02   0.638490E-01   0.153596E+02
   582   0.249610E+04   0.105379E+02   0.639662E-01   0.162926E+02
   583   0.249011E+04   0.107239E+02   0.640821E-01   0.172041E+02
   584   0.248398E+04   0.109143E+02   0.641967E-01   0.180935E+02
   585   0.247769E+04   0.111087E+02   0.643099E-01   0.189603E+02
   586   0.247125E+04   0.113072E+02   0.644219E-01   0.198042E+02
   587   0.246467E+04   0.115098E+02   0.645326E-01   0.206247E+02
   588   0.245796E+04   0.117164E+02   0.646419E-01   0.214215E+02
   589   0.245110E+04   0.119268E+02   0.647499E-01   0.221942E+02
   590   0.244411E+04   0.121412E+02   0.648566E-01   0.229423E+02
   591   0.243699E+04   0.123593E+02   0.649620E-01   0.236656E+02
   592   0.242975E+04   0.125812E+02   0.650660E-01   0.243636E+02
   593   0.242237E+04   0.128068E+02   0.651687E-01   0.250360E+02
   594   0.241487E+04   0.130359E+02   0.652701E-01   0.256825E+02
   595   0.240726E+04   0.132686E+02   0.653701E-01   0.263029E+02
   596   0.239953E+04   0.135048E+02   0.654688E-01   0.268969E+02
   597   0.239169E+04   0.137444E+02   0.655661E-01   0.274641E+02
   598   0.238373E+04   0.139873E+02   0.656622E-01   0.280044E+02
   599   0.237567E+04   0.142335E+02   0.657568E-01   0.285173E+02
   600   0.236749E+04   0.144828E+02   0.658502E-01   0.290029E+02
   601   0.235923E+04   0.147353E+02   0.659422E-01   0.294608E+02
   602   0.235086E+04   0.149908E+02   0.660329E-01   0.298909E+02
   603   0.234241E+04   0.152492E+02   0.661222E-01   0.302927E+02
   604   0.233386E+04   0.155104E+02   0.662103E-01   0.306661E+02
   605   0.232523E+04   0.157743E+02   0.662970E-01   0.310106E+02
   606   0.231653E+04   0.160407E+02   0.663824E-01   0.313262E+02
   607   0.230775E+04   0.163097E+02   0.664666E-01   0.316123E+02
   608   0.229890E+04   0.165810E+02   0.665494E-01   0.318688E+02
   609   0.229001E+04   0.168546E+02   0.666309E-01   0.320956E+02
   610   0.228104E+04   0.171303E+02   0.667112E-01   0.322923E+02
   611   0.227203E+04   0.174079E+02   0.667902E-01   0.324588E+02
   612   0.226296E+04   0.176875E+02   0.668680E-01   0.325947E+02
   613   0.225385E+04   0.179688E+02   0.669445E-01   0.327000E+02
   614   0.224472E+04   0.182518E+02   0.670197E-01   0.327746E+02
   615   0.223554E+04   0.185363E+02   0.670938E-01   0.328182E+02
   616   0.222634E+04   0.188223E+02   0.671666E-01   0.328311E+02
   617   0.221711E+04   0.191097E+02   0.672383E-01   0.328131E+02
   618   0.220787E+04   0.193984E+02   0.673087E-01   0.327641E+02
   619   0.219862E+04   0.196881E+02   0.673780E-01   0.326842E+02
   620   0.218935E+04   0.199790E+02   0.674461E-01   0.325733E+02
   621   0.218009E+04   0.202709E+02   0.675131E-01   0.324313E+02
   622   0.217083E+04   0.205636E+02   0.675790E-01   0.322583E+02
   623   0.216157E+04   0.208570E+02   0.676437E-01   0.320542E+02
   624   0.215232E+04   0.211511E+02   0.677074E-01   0.318190E+02
   625   0.214309E+04   0.214457E+02   0.677700E-01   0.315527E+02
   626   0.213388E+04   0.217406E+02   0.678315E-01   0.312552E+02
   627   0.212468E+04   0.220358E+02   0.678919E-01   0.309266E+02
   628   0.211552E+04   0.223311E+02   0.679514E-01   0.305668E+02
   629   0.210638E+04   0.226265E+02   0.680098E-01   0.301761E+02
   630   0.209728E+04   0.229219E+02   0.680673E-01   0.297546E+02
   631   0.208822E+04   0.232171E+02   0.681237E-01   0.293022E+02
   632   0.207919E+04   0.235121E+02   0.681793E-01   0.288192E+02
   633   0.207022E+04   0.238067E+02   0.682338E-01   0.283055E+02
   634   0.206129E+04   0.241007E+02   0.682875E-01   0.277614E+02
   635   0.205241E+04   0.243943E+02   0.683403E-01   0.271870E+02
   636   0.204360E+04   0.246872E+02   0.683921E-01   0.265826E+02
   637   0.203485E+04   0.249793E+02   0.684432E-01   0.259481E+02
   638   0.202615E+04   0.252706E+02   0.684934E-01   0.252840E+02
   639   0.201753E+04   0.255609E+02   0.685427E-01   0.245902E+02
   640   0.200897E+04   0.258502E+02   0.685913E-01   0.238671E+02
   641   0.200049E+04   0.261383E+02   0.686391E-01   0.231148E+02
   642   0.199207E+04   0.264252E+02   0.686861E-01   0.223335E+02
   643   0.198375E+04   0.267108E+02   0.687323E-01   0.215236E+02
   644   0.197550E+04   0.269950E+02   0.687779E-01   0.206852E+02
   645   0.196734E+04   0.272776E+02   0.688227E-01   0.198187E+02
   646   0.195927E+04   0.275585E+02   0.688669E-01   0.189244E+02
   647   0.195128E+04   0.278377E+02   0.689104E-01   0.180025E+02
   648   0.194339E+04   0.281151E+02   0.689533E-01   0.170532E+02
   649   0.193559E+04   0.283906E+02   0.689955E-01   0.160770E+02
   650   0.192790E+04   0.286641E+02   0.690372E-01   0.150741E+02
   651   0.192029E+04   0.289356E+02   0.690782E-01   0.140449E+02
   652   0.191280E+04   0.292050E+02   0.691188E-01   0.129899E+02
   653   0.190541E+04   0.294723E+02   0.691587E-01   0.119095E+02
   654   0.189813E+04   0.297372E+02   0.691982E-01   0.108043E+02
   655   0.189098E+04   0.299996E+02   0.692371E-01   0.967468E+01
   656   0.188393E+04   0.302595E+02   0.692756E-01   0.852140E+01
   657   0.187701E+04   0.305168E+02   0.693137E-01   0.734478E+01
   658   0.187022E+04   0.307713E+02   0.693513E-01   0.614555E+01
   659   0.186356E+04   0.310228E+02   0.693885E-01   0.492415E+01
   660   0.185702E+04   0.312714E+02   0.694253E-01   0.368115E+01
   661   0.185062E+04   0.315167E+02   0.694617E-01   0.241712E+01
   662   0.184437E+04   0.317587E+02   0.694978E-01   0.113259E+01
   663   0.183825E+04   0.319974E+02   0.695336E-01  -0.171818E+00
   664   0.183227E+04   0.322326E+02   0.695691E-01  -0.149551E+01
   665   0.182645E+04   0.324642E+02   0.696043E-01  -0.283799E+01
   666   0.182076E+04   0.326921E+02   0.696392E-01  -0.419869E+01
   667   0.181523E+04   0.329162E+02   0.696739E-01  -0.557695E+01
   668   0.180986E+04   0.331365E+02   0.697084E-01  -0.697220E+01
   669   0.180463E+04   0.333527E+02   0.697428E-01  -0.838394E+01
   670   0.179957E+04   0.335649E+02   0.697769E-01  -0.981152E+01
   671   0.179467E+04   0.337730E+02   0.698109E-01  -0.112544E+02
   672   0.178993E+04   0.339769E+02   0.698448E-01  -0.127120E+02
   673   0.178535E+04   0.341764E+02   0.698786E-01  -0.141837E+02
   674   0.178093E+04   0.343716E+02   0.699124E-01  -0.156690E+02
   675   0.177669E+04   0.345623E+02   0.699461E-01  -0.171673E+02
   676   0.177261E+04   0.347484E+02   0.699797E-01  -0.186779E+02
   677   0.176871E+04   0.349300E+02   0.700134E-01  -0.202003E+02
   678   0.176497E+04   0.351068E+02   0.700471E-01  -0.217339E+02
   679   0.176141E+04   0.352788E+02   0.700809E-01  -0.232779E+02
   680   0.175803E+04   0.354460E+02   0.701147E-01  -0.248318E+02
   681   0.175481E+04   0.356082E+02   0.701486E-01  -0.263949E+02
   682   0.175177E+04   0.357653E+02   0.701826E-01  -0.279667E+02
   683   0.174891E+04   0.359173E+02   0.702168E-01  -0.295464E+02
   684   0.174623E+04   0.360641E+02   0.702511E-01  -0.311336E+02
   685   0.174372E+04   0.362058E+02   0.702857E-01  -0.327277E+02
   686   0.174139E+04   0.363422E+02   0.703204E-01  -0.343279E+02
   687   0.173924E+04   0.364736E+02   0.703554E-01  -0.359345E+02
   688   0.173727E+04   0.365996E+02   0.703906E-01  -0.375468E+02
   689   0.173549E+04   0.367204E+02   0.704261E-01  -0.391636E+02
   690   0.173388E+04   0.368361E+02   0.704620E-01  -0.407844E+02
   691   0.173246E+04   0.369464E+02   0.704981E-01  -0.424093E+02
   692   0.173122E+04   0.370513E+02   0.705346E-01  -0.440377E+02
   693   0.173016E+04   0.371509E+02   0.705715E-01  -0.456691E+02
   694   0.172929E+04   0.372452E+02   0.706087E-01  -0.473022E+02
   695   0.172860E+04   0.373340E+02   0.706464E-01  -0.489371E+02
   696   0.172808E+04   0.374173E+02   0.706845E-01  -0.505726E+02
   697   0.172775E+04   0.374951E+02   0.707230E-01  -0.522089E+02
   698   0.172759E+04   0.375674E+02   0.707620E-01  -0.538447E+02
   699   0.172763E+04   0.376342E+02   0.708015E-01  -0.554800E+02
   700   0.172784E+04   0.376954E+02   0.708416E-01  -0.571145E+02
   701   0.172822E+04   0.377511E+02   0.708821E-01  -0.587474E+02
   702   0.172878E+04   0.378012E+02   0.709232E-01  -0.603780E+02
   703   0.172952E+04   0.378458E+02   0.709649E-01  -0.620060E+02
   704   0.173044E+04   0.378847E+02   0.710071E-01  -0.636290E+02
   705   0.173152E+04   0.379181E+02   0.710499E-01  -0.652476E+02
   706   0.173279E+04   0.379458E+02   0.710934E-01  -0.668602E+02
   707   0.173422E+04   0.379681E+02   0.711375E-01  -0.684666E+02
   708   0.173582E+04   0.379846E+02   0.711822E-01  -0.700667E+02
   709   0.173760E+04   0.379956E+02   0.712276E-01  -0.716579E+02
   710   0.173953E+04   0.380010E+02   0.712736E-01  -0.732410E+02
   711   0.174163E+04   0.380008E+02   0.713204E-01  -0.748149E+02
   712   0.174391E+04   0.379950E+02   0.713678E-01  -0.763781E+02
   713   0.174633E+04   0.379836E+02   0.714159E-01  -0.779304E+02
   714   0.174892E+04   0.379666E+02   0.714648E-01  -0.794708E+02
   715   0.175167E+04   0.379440E+02   0.715144E-01  -0.809993E+02
   716   0.175458E+04   0.379158E+02   0.715648E-01  -0.825148E+02
   717   0.175763E+04   0.378818E+02   0.716158E-01  -0.840157E+02
   718   0.176083E+04   0.378423E+02   0.716677E-01  -0.855019E+02
   719   0.176419E+04   0.377971E+02   0.717203E-01  -0.869725E+02
   720   0.176769E+04   0.377464E+02   0.717738E-01  -0.884280E+02
   721   0.177134E+04   0.376902E+02   0.718280E-01  -0.898668E+02
   722   0.177513E+04   0.376286E+02   0.718830E-01  -0.912887E+02
   723   0.177907E+04   0.375615E+02   0.719388E-01  -0.926935E+02
   724   0.178315E+04   0.374892E+02   0.719954E-01  -0.940804E+02
   725   0.178737E+04   0.374115E+02   0.720528E-01  -0.954484E+02
   726   0.179173E+04   0.373285E+02   0.721110E-01  -0.967981E+02
   727   0.179623E+04   0.372404E+02   0.721701E-01  -0.981279E+02
   728   0.180087E+04   0.371469E+02   0.722300E-01  -0.994382E+02
   729   0.180563E+04   0.370484E+02   0.722908E-01  -0.100727E+03
   730   0.181052E+04   0.369446E+02   0.723523E-01  -0.101995E+03
   731   0.181555E+04   0.368357E+02   0.724148E-01  -0.103242E+03
   732   0.182070E+04   0.367217E+02   0.724780E-01  -0.104466E+03
   733   0.182597E+04   0.366027E+02   0.725421E-01  -0.105667E+03
   734   0.183136E+04   0.364786E+02   0.726071E-01  -0.106844E+03
   735   0.183686E+04   0.363497E+02   0.726729E-01  -0.107999E+03
   736   0.184249E+04   0.362158E+02   0.727396E-01  -0.109129E+03
   737   0.184822E+04   0.360770E+02   0.728071E-01  -0.110235E+03
   738   0.185406E+04   0.359335E+02   0.728755E-01  -0.111315E+03
   739   0.186001E+04   0.357852E+02   0.729448E-01  -0.112371E+03
   740   0.186606E+04   0.356323E+02   0.730149E-01  -0.113399E+03
   741   0.187221E+04   0.354748E+02   0.730858E-01  -0.114402E+03
   742   0.187846E+04   0.353127E+02   0.731576E-01  -0.115380E+03
   743   0.188481E+04   0.351462E+02   0.732303E-01  -0.116330E+03
   744   0.189124E+04   0.349752E+02   0.733038E-01  -0.117252E+03
   745   0.189777E+04   0.348000E+02   0.733782E-01  -0.118148E+03
   746   0.190437E+04   0.346204E+02   0.734534E-01  -0.119016E+03
   747   0.191106E+04   0.344367E+02   0.735295E-01  -0.119856E+03
   748   0.191783E+04   0.342487E+02   0.736064E-01  -0.120668E+03
   749   0.192468E+04   0.340566E+02   0.736842E-01  -0.121452E+03
   750   0.193161E+04   0.338606E+02   0.737628E-01  -0.122208E+03
   751   0.193860E+04   0.336605E+02   0.738422E-01  -0.122935E+03
   752   0.194566E+04   0.334565E+02   0.739225E-01  -0.123632E+03
   753   0.195278E+04   0.332487E+02   0.740035E-01  -0.124300E+03
   754   0.195997E+04   0.330372E+02   0.740854E-01  -0.124939E+03
   755   0.196721E+04   0.328223E+02   0.741681E-01  -0.125547E+03
   756   0.197450E+04   0.326039E+02   0.742517E-01  -0.126125E+03
   757   0.198185E+04   0.323823E+02   0.743360E-01  -0.126673E+03
   758   0.198925E+04   0.321575E+02   0.744211E-01  -0.127191E+03
   759   0.199669E+04   0.319297E+02   0.745070E-01  -0.127678E+03
   760   0.200417E+04   0.316991E+02   0.745937E-01  -0.128134E+03
   761   0.201169E+04   0.314656E+02   0.746811E-01  -0.128559E+03
   762   0.201923E+04   0.312295E+02   0.747693E-01  -0.128952E+03
   763   0.202681E+04   0.309908E+02   0.748583E-01  -0.129314E+03
   764   0.203441E+04   0.307496E+02   0.749480E-01  -0.129643E+03
   765   0.204202E+04   0.305061E+02   0.750384E-01  -0.129940E+03
   766   0.204964E+04   0.302604E+02   0.751295E-01  -0.130204E+03
   767   0.205727E+04   0.300123E+02   0.752214E-01  -0.130434E+03
   768   0.206490E+04   0.297623E+02   0.753139E-01  -0.130631E+03
   769   0.207252E+04   0.295105E+02   0.754072E-01  -0.130795E+03
   770   0.208014E+04   0.292568E+02   0.755011E-01  -0.130926E+03
   771   0.208774E+04   0.290015E+02   0.755956E-01  -0.131023E+03
   772   0.209532E+04   0.287447E+02   0.756908E-01  -0.131087E+03
   773   0.210289E+04   0.284866E+02   0.757867E-01  -0.131118E+03
   774   0.211042E+04   0.282271E+02   0.758831E-01  -0.131116E+03
   775   0.211793E+04   0.279665E+02   0.759801E-01  -0.131081E+03
   776   0.212541E+04   0.277049E+02   0.760777E-01  -0.131014E+03
   777   0.213286E+04   0.274423E+02   0.761759E-01  -0.130913E+03
   778   0.214028E+04   0.271790E+02   0.762747E-01  -0.130780E+03
   779   0.214767E+04   0.269148E+02   0.763739E-01  -0.130613E+03
   780   0.215502E+04   0.266501E+02   0.764737E-01  -0.130415E+03
   781   0.216234E+04   0.263848E+02   0.765740E-01  -0.130185E+03
   782   0.216961E+04   0.261190E+02   0.766747E-01  -0.129922E+03
   783   0.217685E+04   0.258530E+02   0.767759E-01  -0.129625E+03
   784   0.218403E+04   0.255866E+02   0.768775E-01  -0.129297E+03
   785   0.219116E+04   0.253201E+02   0.769796E-01  -0.128935E+03
