#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.263441E+00   0.738900E+06   0.735549E+06  -0.254398E+00  -0.259425E+00   0.147065E+05   0.735112E+06   0.738374E+06   0.735112E+06  -0.175611E-01   0.388702E+06   0.388664E+06   0.480691E-01
   0.268830E+00   0.717431E+06   0.714140E+06  -0.237205E+00  -0.241892E+00   0.138072E+05   0.713745E+06   0.716914E+06   0.713745E+06  -0.170506E-01   0.377404E+06   0.377367E+06   0.463147E-01
   0.274218E+00   0.695662E+06   0.692376E+06  -0.221056E+00  -0.225423E+00   0.129529E+05   0.692071E+06   0.695146E+06   0.692071E+06  -0.165328E-01   0.365945E+06   0.365907E+06   0.451901E-01
   0.279606E+00   0.674152E+06   0.670847E+06  -0.206041E+00  -0.210112E+00   0.121507E+05   0.670651E+06   0.673632E+06   0.670651E+06  -0.160211E-01   0.354619E+06   0.354582E+06   0.443024E-01
   0.284995E+00   0.653475E+06   0.650159E+06  -0.192239E+00  -0.196037E+00   0.114072E+05   0.650063E+06   0.652954E+06   0.650063E+06  -0.155293E-01   0.343733E+06   0.343696E+06   0.433118E-01
   0.290383E+00   0.634161E+06   0.630863E+06  -0.179696E+00  -0.183247E+00   0.107270E+05   0.630835E+06   0.633643E+06   0.630835E+06  -0.150700E-01   0.333567E+06   0.333530E+06   0.420025E-01
   0.295772E+00   0.616559E+06   0.613323E+06  -0.168401E+00  -0.171728E+00   0.101111E+05   0.613319E+06   0.616050E+06   0.613319E+06  -0.146516E-01   0.324305E+06   0.324270E+06   0.403079E-01
   0.301160E+00   0.600699E+06   0.597565E+06  -0.158253E+00  -0.161380E+00   0.955521E+04   0.597545E+06   0.600207E+06   0.597545E+06  -0.142747E-01   0.315965E+06   0.315930E+06   0.382941E-01
   0.306549E+00   0.586300E+06   0.583295E+06  -0.149081E+00  -0.152026E+00   0.905036E+04   0.583228E+06   0.585828E+06   0.583228E+06  -0.139327E-01   0.308395E+06   0.308362E+06   0.361151E-01
   0.311937E+00   0.572924E+06   0.570060E+06  -0.140693E+00  -0.143473E+00   0.858623E+04   0.569933E+06   0.572474E+06   0.569933E+06  -0.136151E-01   0.301365E+06   0.301333E+06   0.339581E-01
   0.317326E+00   0.560139E+06   0.557407E+06  -0.132925E+00  -0.135551E+00   0.815360E+04   0.557224E+06   0.559710E+06   0.557224E+06  -0.133115E-01   0.294645E+06   0.294615E+06   0.319910E-01
   0.322714E+00   0.547591E+06   0.544969E+06  -0.125647E+00  -0.128129E+00   0.774527E+04   0.544747E+06   0.547179E+06   0.544747E+06  -0.130134E-01   0.288048E+06   0.288019E+06   0.303238E-01
   0.328103E+00   0.535032E+06   0.532491E+06  -0.118767E+00  -0.121113E+00   0.735635E+04   0.532256E+06   0.534632E+06   0.532256E+06  -0.127150E-01   0.281443E+06   0.281415E+06   0.289913E-01
   0.333491E+00   0.522360E+06   0.519873E+06  -0.112238E+00  -0.114456E+00   0.698429E+04   0.519648E+06   0.521970E+06   0.519648E+06  -0.124139E-01   0.274777E+06   0.274749E+06   0.279576E-01
   0.338880E+00   0.509648E+06   0.507191E+06  -0.106052E+00  -0.108147E+00   0.662914E+04   0.506996E+06   0.509262E+06   0.506996E+06  -0.121116E-01   0.268087E+06   0.268059E+06   0.271381E-01
   0.344268E+00   0.497098E+06   0.494661E+06  -0.100227E+00  -0.102207E+00   0.629251E+04   0.494504E+06   0.496715E+06   0.494504E+06  -0.118132E-01   0.261482E+06   0.261455E+06   0.264282E-01
   0.349656E+00   0.484951E+06   0.482534E+06  -0.947874E-01  -0.966598E-01   0.597631E+04   0.482414E+06   0.484571E+06   0.482414E+06  -0.115244E-01   0.255089E+06   0.255062E+06   0.257308E-01
   0.355045E+00   0.473392E+06   0.471002E+06  -0.897407E-01  -0.915134E-01   0.568154E+04   0.470910E+06   0.473017E+06   0.470910E+06  -0.112496E-01   0.249006E+06   0.248980E+06   0.249767E-01
   0.360433E+00   0.462514E+06   0.460165E+06  -0.850768E-01  -0.867574E-01   0.540792E+04   0.460087E+06   0.462145E+06   0.460087E+06  -0.109910E-01   0.243283E+06   0.243257E+06   0.241349E-01
   0.365822E+00   0.452332E+06   0.450036E+06  -0.807712E-01  -0.823667E-01   0.515431E+04   0.449957E+06   0.451971E+06   0.449957E+06  -0.107490E-01   0.237927E+06   0.237902E+06   0.232127E-01
   0.371210E+00   0.442792E+06   0.440560E+06  -0.767896E-01  -0.783065E-01   0.491888E+04   0.440469E+06   0.442441E+06   0.440469E+06  -0.105223E-01   0.232910E+06   0.232886E+06   0.222456E-01
   0.376599E+00   0.433782E+06   0.431619E+06  -0.730907E-01  -0.745345E-01   0.469927E+04   0.431510E+06   0.433442E+06   0.431510E+06  -0.103083E-01   0.228173E+06   0.228149E+06   0.212833E-01
   0.381987E+00   0.425147E+06   0.423051E+06  -0.696298E-01  -0.710053E-01   0.449289E+04   0.422923E+06   0.424818E+06   0.422923E+06  -0.101032E-01   0.223633E+06   0.223609E+06   0.203735E-01
   0.387376E+00   0.416731E+06   0.414696E+06  -0.663667E-01  -0.676777E-01   0.429735E+04   0.414554E+06   0.416412E+06   0.414554E+06  -0.990326E-02   0.219207E+06   0.219185E+06   0.195511E-01
   0.392764E+00   0.408429E+06   0.406444E+06  -0.632725E-01  -0.645224E-01   0.411099E+04   0.406296E+06   0.408117E+06   0.406296E+06  -0.970598E-02   0.214841E+06   0.214819E+06   0.188316E-01
   0.398153E+00   0.400199E+06   0.398255E+06  -0.603311E-01  -0.615229E-01   0.393291E+04   0.398109E+06   0.399893E+06   0.398109E+06  -0.951040E-02   0.210512E+06   0.210490E+06   0.182112E-01
   0.403541E+00   0.392058E+06   0.390146E+06  -0.575362E-01  -0.586727E-01   0.376286E+04   0.390009E+06   0.391758E+06   0.390009E+06  -0.931691E-02   0.206229E+06   0.206208E+06   0.176704E-01
   0.408930E+00   0.384057E+06   0.382171E+06  -0.548864E-01  -0.559706E-01   0.360090E+04   0.382047E+06   0.383761E+06   0.382047E+06  -0.912671E-02   0.202019E+06   0.201998E+06   0.171811E-01
   0.414318E+00   0.376254E+06   0.374393E+06  -0.523817E-01  -0.534163E-01   0.344715E+04   0.374282E+06   0.375962E+06   0.374282E+06  -0.894122E-02   0.197913E+06   0.197892E+06   0.167146E-01
   0.419706E+00   0.368708E+06   0.366873E+06  -0.500216E-01  -0.510096E-01   0.330172E+04   0.366774E+06   0.368420E+06   0.366774E+06  -0.876185E-02   0.193943E+06   0.193923E+06   0.162482E-01
   0.425095E+00   0.361468E+06   0.359662E+06  -0.478041E-01  -0.487484E-01   0.316459E+04   0.359571E+06   0.361185E+06   0.359571E+06  -0.858977E-02   0.190134E+06   0.190114E+06   0.157691E-01
   0.430483E+00   0.354558E+06   0.352786E+06  -0.457239E-01  -0.466271E-01   0.303553E+04   0.352697E+06   0.354280E+06   0.352697E+06  -0.842556E-02   0.186499E+06   0.186480E+06   0.152753E-01
   0.435872E+00   0.347964E+06   0.346228E+06  -0.437711E-01  -0.446357E-01   0.291400E+04   0.346138E+06   0.347692E+06   0.346138E+06  -0.826887E-02   0.183031E+06   0.183012E+06   0.147736E-01
   0.441260E+00   0.341640E+06   0.339942E+06  -0.419326E-01  -0.427609E-01   0.279920E+04   0.339847E+06   0.341373E+06   0.339847E+06  -0.811858E-02   0.179705E+06   0.179686E+06   0.142758E-01
   0.446649E+00   0.335530E+06   0.333871E+06  -0.401953E-01  -0.409892E-01   0.269036E+04   0.333770E+06   0.335269E+06   0.333770E+06  -0.797342E-02   0.176492E+06   0.176473E+06   0.137954E-01
   0.452037E+00   0.329592E+06   0.327969E+06  -0.385485E-01  -0.393099E-01   0.258683E+04   0.327865E+06   0.329337E+06   0.327865E+06  -0.783234E-02   0.173369E+06   0.173351E+06   0.133433E-01
   0.457426E+00   0.323792E+06   0.322202E+06  -0.369833E-01  -0.377138E-01   0.248810E+04   0.322095E+06   0.323542E+06   0.322095E+06  -0.769451E-02   0.170318E+06   0.170300E+06   0.129260E-01
   0.462814E+00   0.318099E+06   0.316539E+06  -0.354921E-01  -0.361932E-01   0.239369E+04   0.316432E+06   0.317854E+06   0.316432E+06  -0.755923E-02   0.167324E+06   0.167306E+06   0.125443E-01
   0.468203E+00   0.312498E+06   0.310964E+06  -0.340693E-01  -0.347422E-01   0.230329E+04   0.310860E+06   0.312257E+06   0.310860E+06  -0.742611E-02   0.164377E+06   0.164360E+06   0.121939E-01
   0.473591E+00   0.306996E+06   0.305486E+06  -0.327123E-01  -0.333584E-01   0.221679E+04   0.305386E+06   0.306759E+06   0.305386E+06  -0.729536E-02   0.161483E+06   0.161466E+06   0.118677E-01
   0.478980E+00   0.301621E+06   0.300132E+06  -0.314204E-01  -0.320411E-01   0.213417E+04   0.300038E+06   0.301387E+06   0.300038E+06  -0.716759E-02   0.158655E+06   0.158638E+06   0.115574E-01
   0.484368E+00   0.296394E+06   0.294927E+06  -0.301928E-01  -0.307892E-01   0.205543E+04   0.294838E+06   0.296163E+06   0.294838E+06  -0.704336E-02   0.155905E+06   0.155889E+06   0.112559E-01
   0.489756E+00   0.291326E+06   0.289881E+06  -0.290272E-01  -0.296005E-01   0.198045E+04   0.289796E+06   0.291099E+06   0.289796E+06  -0.692292E-02   0.153239E+06   0.153223E+06   0.109580E-01
   0.495145E+00   0.286420E+06   0.284998E+06  -0.279206E-01  -0.284721E-01   0.190907E+04   0.284915E+06   0.286196E+06   0.284915E+06  -0.680632E-02   0.150658E+06   0.150643E+06   0.106615E-01
   0.500533E+00   0.281674E+06   0.280276E+06  -0.268701E-01  -0.274008E-01   0.184113E+04   0.280194E+06   0.281454E+06   0.280194E+06  -0.669354E-02   0.148162E+06   0.148146E+06   0.103668E-01
   0.505922E+00   0.277083E+06   0.275710E+06  -0.258721E-01  -0.263831E-01   0.177643E+04   0.275627E+06   0.276867E+06   0.275627E+06  -0.658444E-02   0.145747E+06   0.145732E+06   0.100768E-01
   0.511310E+00   0.272632E+06   0.271283E+06  -0.249229E-01  -0.254152E-01   0.171473E+04   0.271200E+06   0.272420E+06   0.271200E+06  -0.647868E-02   0.143406E+06   0.143391E+06   0.979469E-02
   0.516699E+00   0.268300E+06   0.266975E+06  -0.240181E-01  -0.244925E-01   0.165576E+04   0.266891E+06   0.268092E+06   0.266891E+06  -0.637574E-02   0.141128E+06   0.141113E+06   0.952373E-02
   0.522087E+00   0.264066E+06   0.262765E+06  -0.231538E-01  -0.236111E-01   0.159928E+04   0.262680E+06   0.263862E+06   0.262680E+06  -0.627515E-02   0.138901E+06   0.138887E+06   0.926605E-02
   0.527476E+00   0.259921E+06   0.258641E+06  -0.223271E-01  -0.227681E-01   0.154512E+04   0.258556E+06   0.259720E+06   0.258556E+06  -0.617664E-02   0.136721E+06   0.136706E+06   0.902246E-02
   0.532864E+00   0.255860E+06   0.254600E+06  -0.215361E-01  -0.219614E-01   0.149316E+04   0.254516E+06   0.255662E+06   0.254516E+06  -0.608013E-02   0.134584E+06   0.134570E+06   0.879241E-02
   0.538253E+00   0.251884E+06   0.250642E+06  -0.207790E-01  -0.211895E-01   0.144331E+04   0.250561E+06   0.251689E+06   0.250561E+06  -0.598564E-02   0.132493E+06   0.132479E+06   0.857417E-02
   0.543641E+00   0.247992E+06   0.246769E+06  -0.200545E-01  -0.204506E-01   0.139547E+04   0.246689E+06   0.247800E+06   0.246689E+06  -0.589315E-02   0.130446E+06   0.130432E+06   0.836537E-02
   0.549030E+00   0.244187E+06   0.242981E+06  -0.193611E-01  -0.197435E-01   0.134959E+04   0.242904E+06   0.243997E+06   0.242904E+06  -0.580271E-02   0.128444E+06   0.128430E+06   0.816365E-02
   0.554418E+00   0.240474E+06   0.239285E+06  -0.186979E-01  -0.190672E-01   0.130560E+04   0.239210E+06   0.240287E+06   0.239210E+06  -0.571447E-02   0.126491E+06   0.126477E+06   0.796715E-02
   0.559806E+00   0.236858E+06   0.235687E+06  -0.180640E-01  -0.184207E-01   0.126347E+04   0.235613E+06   0.236674E+06   0.235613E+06  -0.562855E-02   0.124589E+06   0.124576E+06   0.777479E-02
   0.565195E+00   0.233341E+06   0.232186E+06  -0.174580E-01  -0.178028E-01   0.122311E+04   0.232114E+06   0.233159E+06   0.232114E+06  -0.554496E-02   0.122739E+06   0.122726E+06   0.758621E-02
   0.570583E+00   0.229915E+06   0.228778E+06  -0.168784E-01  -0.172117E-01   0.118441E+04   0.228706E+06   0.229736E+06   0.228706E+06  -0.546354E-02   0.120936E+06   0.120924E+06   0.740164E-02
   0.575972E+00   0.226573E+06   0.225453E+06  -0.163233E-01  -0.166457E-01   0.114728E+04   0.225382E+06   0.226397E+06   0.225382E+06  -0.538413E-02   0.119179E+06   0.119166E+06   0.722176E-02
   0.581360E+00   0.223310E+06   0.222207E+06  -0.157914E-01  -0.161033E-01   0.111163E+04   0.222136E+06   0.223137E+06   0.222136E+06  -0.530660E-02   0.117462E+06   0.117450E+06   0.704740E-02
   0.586749E+00   0.220123E+06   0.219036E+06  -0.152815E-01  -0.155833E-01   0.107738E+04   0.218966E+06   0.219952E+06   0.218966E+06  -0.523086E-02   0.115786E+06   0.115774E+06   0.687927E-02
   0.592137E+00   0.217006E+06   0.215935E+06  -0.147922E-01  -0.150843E-01   0.104446E+04   0.215865E+06   0.216838E+06   0.215865E+06  -0.515679E-02   0.114146E+06   0.114135E+06   0.671771E-02
   0.597526E+00   0.213952E+06   0.212897E+06  -0.143222E-01  -0.146051E-01   0.101276E+04   0.212827E+06   0.213786E+06   0.212827E+06  -0.508422E-02   0.112540E+06   0.112528E+06   0.656260E-02
   0.602914E+00   0.210957E+06   0.209917E+06  -0.138704E-01  -0.141444E-01   0.982235E+03   0.209848E+06   0.210794E+06   0.209848E+06  -0.501305E-02   0.110965E+06   0.110953E+06   0.641353E-02
   0.608303E+00   0.208023E+06   0.206996E+06  -0.134363E-01  -0.137017E-01   0.952842E+03   0.206929E+06   0.207862E+06   0.206929E+06  -0.494332E-02   0.109421E+06   0.109410E+06   0.626989E-02
   0.613691E+00   0.205152E+06   0.204139E+06  -0.130192E-01  -0.132763E-01   0.924549E+03   0.204073E+06   0.204993E+06   0.204073E+06  -0.487509E-02   0.107911E+06   0.107900E+06   0.613100E-02
   0.619080E+00   0.202343E+06   0.201344E+06  -0.126184E-01  -0.128676E-01   0.897317E+03   0.201279E+06   0.202186E+06   0.201279E+06  -0.480835E-02   0.106434E+06   0.106423E+06   0.599617E-02
   0.624468E+00   0.199596E+06   0.198610E+06  -0.122332E-01  -0.124748E-01   0.871091E+03   0.198546E+06   0.199441E+06   0.198546E+06  -0.474305E-02   0.104988E+06   0.104977E+06   0.586486E-02
   0.629856E+00   0.196907E+06   0.195934E+06  -0.118628E-01  -0.120971E-01   0.845835E+03   0.195871E+06   0.196754E+06   0.195871E+06  -0.467916E-02   0.103574E+06   0.103563E+06   0.573675E-02
   0.681274E+00   0.173944E+06   0.173086E+06  -0.895741E-02  -0.913432E-02   0.646057E+03   0.173029E+06   0.173809E+06   0.173029E+06  -0.413348E-02   0.914956E+05   0.914860E+05   0.468109E-02
   0.736889E+00   0.153525E+06   0.152767E+06  -0.675763E-02  -0.689109E-02   0.492552E+03   0.152716E+06   0.153406E+06   0.152716E+06  -0.364823E-02   0.807546E+05   0.807462E+05   0.381849E-02
   0.797043E+00   0.135398E+06   0.134729E+06  -0.509415E-02  -0.519476E-02   0.374888E+03   0.134685E+06   0.135293E+06   0.134685E+06  -0.321747E-02   0.712197E+05   0.712123E+05   0.311279E-02
   0.862109E+00   0.119322E+06   0.118734E+06  -0.383730E-02  -0.391309E-02   0.284876E+03   0.118694E+06   0.119230E+06   0.118694E+06  -0.283547E-02   0.627641E+05   0.627575E+05   0.253549E-02
   0.932485E+00   0.105080E+06   0.104561E+06  -0.288845E-02  -0.294550E-02   0.216146E+03   0.104526E+06   0.104998E+06   0.104526E+06  -0.249701E-02   0.552723E+05   0.552665E+05   0.206372E-02
   0.100861E+01   0.924742E+05   0.920180E+05  -0.217275E-02  -0.221566E-02   0.163764E+03   0.919868E+05   0.924025E+05   0.919868E+05  -0.219747E-02   0.486417E+05   0.486367E+05   0.167857E-02
   0.109094E+01   0.813262E+05   0.809251E+05  -0.163328E-02  -0.166554E-02   0.123907E+03   0.808975E+05   0.812632E+05   0.808975E+05  -0.193256E-02   0.427778E+05   0.427734E+05   0.136435E-02
   0.118000E+01   0.714756E+05   0.711231E+05  -0.122696E-02  -0.125119E-02   0.936292E+02   0.710988E+05   0.714203E+05   0.710988E+05  -0.169848E-02   0.375964E+05   0.375925E+05   0.110821E-02
   0.127633E+01   0.627804E+05   0.624709E+05  -0.921169E-03  -0.939361E-03   0.706655E+02   0.624494E+05   0.627318E+05   0.624494E+05  -0.149185E-02   0.330227E+05   0.330193E+05   0.899589E-03
   0.138052E+01   0.551094E+05   0.548377E+05  -0.691165E-03  -0.704815E-03   0.532721E+02   0.548188E+05   0.550667E+05   0.548188E+05  -0.130956E-02   0.289877E+05   0.289847E+05   0.729770E-03
   0.149322E+01   0.483480E+05   0.481096E+05  -0.518293E-03  -0.528529E-03   0.401165E+02   0.480930E+05   0.483105E+05   0.480930E+05  -0.114889E-02   0.254312E+05   0.254285E+05   0.591644E-03
   0.161511E+01   0.423925E+05   0.421835E+05  -0.388443E-03  -0.396114E-03   0.301791E+02   0.421689E+05   0.423596E+05   0.421689E+05  -0.100737E-02   0.222986E+05   0.222962E+05   0.479368E-03
   0.174696E+01   0.371509E+05   0.369678E+05  -0.290970E-03  -0.296716E-03   0.226817E+02   0.369549E+05   0.371221E+05   0.369549E+05  -0.882814E-03   0.195415E+05   0.195394E+05   0.388168E-03
   0.188957E+01   0.325402E+05   0.323798E+05  -0.217841E-03  -0.222143E-03   0.170315E+02   0.323685E+05   0.325150E+05   0.323685E+05  -0.773250E-03   0.171162E+05   0.171144E+05   0.314129E-03
   0.210000E+01   0.272050E+05   0.270709E+05  -0.147454E-03  -0.150366E-03   0.115682E+02   0.270614E+05   0.271839E+05   0.270614E+05  -0.646469E-03   0.143099E+05   0.143084E+05   0.236066E-03
