#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.268809E+00   0.587090E+06   0.583814E+06   0.301979E+00   0.293116E+00   0.892917E+04   0.583972E+06   0.586576E+06   0.583972E+06  -0.192517E-01   0.420249E+06   0.420192E+06   0.629834E-01
   0.274198E+00   0.569281E+06   0.566010E+06   0.281411E+00   0.273151E+00   0.836757E+04   0.566242E+06   0.568768E+06   0.566242E+06  -0.186671E-01   0.407490E+06   0.407433E+06   0.614755E-01
   0.279587E+00   0.551682E+06   0.548392E+06   0.262287E+00   0.254588E+00   0.784102E+04   0.548716E+06   0.551165E+06   0.548716E+06  -0.180894E-01   0.394879E+06   0.394822E+06   0.602943E-01
   0.284976E+00   0.534762E+06   0.531460E+06   0.244707E+00   0.237524E+00   0.735350E+04   0.531868E+06   0.534243E+06   0.531868E+06  -0.175340E-01   0.382755E+06   0.382698E+06   0.589699E-01
   0.290364E+00   0.518954E+06   0.515671E+06   0.228732E+00   0.222018E+00   0.690791E+04   0.516133E+06   0.518438E+06   0.516133E+06  -0.170152E-01   0.371432E+06   0.371376E+06   0.572031E-01
   0.295753E+00   0.504547E+06   0.501325E+06   0.214348E+00   0.208056E+00   0.650480E+04   0.501798E+06   0.504041E+06   0.501798E+06  -0.165427E-01   0.361116E+06   0.361062E+06   0.549012E-01
   0.301142E+00   0.491564E+06   0.488444E+06   0.201425E+00   0.195513E+00   0.614114E+04   0.488888E+06   0.491074E+06   0.488888E+06  -0.161171E-01   0.351826E+06   0.351773E+06   0.521548E-01
   0.306531E+00   0.479776E+06   0.476785E+06   0.189746E+00   0.184176E+00   0.581111E+04   0.477172E+06   0.479306E+06   0.477172E+06  -0.157308E-01   0.343395E+06   0.343344E+06   0.491767E-01
   0.311919E+00   0.468827E+06   0.465974E+06   0.179068E+00   0.173811E+00   0.550794E+04   0.466292E+06   0.468378E+06   0.466292E+06  -0.153721E-01   0.335565E+06   0.335517E+06   0.462260E-01
   0.317308E+00   0.458362E+06   0.455642E+06   0.169178E+00   0.164212E+00   0.522562E+04   0.455894E+06   0.457935E+06   0.455894E+06  -0.150294E-01   0.328082E+06   0.328036E+06   0.435351E-01
   0.322697E+00   0.448093E+06   0.445482E+06   0.159912E+00   0.155218E+00   0.495952E+04   0.445687E+06   0.447683E+06   0.445687E+06  -0.146929E-01   0.320737E+06   0.320692E+06   0.412568E-01
   0.328086E+00   0.437815E+06   0.435286E+06   0.151154E+00   0.146717E+00   0.470635E+04   0.435468E+06   0.437418E+06   0.435468E+06  -0.143560E-01   0.313383E+06   0.313339E+06   0.394396E-01
   0.333474E+00   0.427447E+06   0.424970E+06   0.142842E+00   0.138649E+00   0.446451E+04   0.425153E+06   0.427058E+06   0.425153E+06  -0.140159E-01   0.305960E+06   0.305918E+06   0.380345E-01
   0.338863E+00   0.417045E+06   0.414600E+06   0.134966E+00   0.131004E+00   0.423393E+04   0.414802E+06   0.416661E+06   0.414802E+06  -0.136747E-01   0.298511E+06   0.298469E+06   0.369247E-01
   0.344252E+00   0.406776E+06   0.404351E+06   0.127551E+00   0.123807E+00   0.401561E+04   0.404581E+06   0.406395E+06   0.404581E+06  -0.133377E-01   0.291157E+06   0.291115E+06   0.359658E-01
   0.349641E+00   0.396837E+06   0.394431E+06   0.120625E+00   0.117084E+00   0.381075E+04   0.394689E+06   0.396459E+06   0.394689E+06  -0.130116E-01   0.284038E+06   0.283997E+06   0.350235E-01
   0.355029E+00   0.387378E+06   0.384999E+06   0.114200E+00   0.110848E+00   0.361989E+04   0.385276E+06   0.387004E+06   0.385276E+06  -0.127013E-01   0.277264E+06   0.277223E+06   0.340019E-01
   0.360418E+00   0.378475E+06   0.376136E+06   0.108263E+00   0.105085E+00   0.344288E+04   0.376419E+06   0.378108E+06   0.376419E+06  -0.124093E-01   0.270890E+06   0.270850E+06   0.328582E-01
   0.365807E+00   0.370141E+06   0.367855E+06   0.102782E+00   0.997650E-01   0.327891E+04   0.368130E+06   0.369782E+06   0.368130E+06  -0.121360E-01   0.264925E+06   0.264886E+06   0.316021E-01
   0.371196E+00   0.362333E+06   0.360111E+06   0.977142E-01   0.948458E-01   0.312678E+04   0.360366E+06   0.361984E+06   0.360366E+06  -0.118801E-01   0.259338E+06   0.259300E+06   0.302829E-01
   0.376585E+00   0.354959E+06   0.352806E+06   0.930063E-01   0.902760E-01   0.298499E+04   0.353036E+06   0.354621E+06   0.353036E+06  -0.116384E-01   0.254063E+06   0.254026E+06   0.289690E-01
   0.381973E+00   0.347891E+06   0.345805E+06   0.886014E-01   0.860004E-01   0.285182E+04   0.346010E+06   0.347564E+06   0.346010E+06  -0.114068E-01   0.249007E+06   0.248971E+06   0.277269E-01
   0.387362E+00   0.341004E+06   0.338978E+06   0.844483E-01   0.819692E-01   0.272578E+04   0.339163E+06   0.340686E+06   0.339163E+06  -0.111811E-01   0.244079E+06   0.244045E+06   0.266046E-01
   0.392751E+00   0.334210E+06   0.332234E+06   0.805101E-01   0.781467E-01   0.260575E+04   0.332406E+06   0.333899E+06   0.332406E+06  -0.109584E-01   0.239217E+06   0.239183E+06   0.256239E-01
   0.398140E+00   0.327475E+06   0.325540E+06   0.767665E-01   0.745129E-01   0.249117E+04   0.325708E+06   0.327171E+06   0.325708E+06  -0.107375E-01   0.234396E+06   0.234363E+06   0.247796E-01
   0.403528E+00   0.320814E+06   0.318911E+06   0.732092E-01   0.710601E-01   0.238187E+04   0.319081E+06   0.320515E+06   0.319081E+06  -0.105191E-01   0.229628E+06   0.229595E+06   0.240448E-01
   0.408917E+00   0.314267E+06   0.312390E+06   0.698366E-01   0.677865E-01   0.227783E+04   0.312567E+06   0.313972E+06   0.312567E+06  -0.103043E-01   0.224940E+06   0.224908E+06   0.233808E-01
   0.414306E+00   0.307882E+06   0.306029E+06   0.666487E-01   0.646922E-01   0.217916E+04   0.306214E+06   0.307591E+06   0.306214E+06  -0.100949E-01   0.220368E+06   0.220336E+06   0.227479E-01
   0.419695E+00   0.301707E+06   0.299880E+06   0.636450E-01   0.617766E-01   0.208589E+04   0.300071E+06   0.301420E+06   0.300071E+06  -0.989235E-02   0.215947E+06   0.215916E+06   0.221146E-01
   0.425083E+00   0.295782E+06   0.293984E+06   0.608228E-01   0.590372E-01   0.199799E+04   0.294177E+06   0.295500E+06   0.294177E+06  -0.969805E-02   0.211706E+06   0.211675E+06   0.214633E-01
   0.430472E+00   0.290127E+06   0.288362E+06   0.581754E-01   0.564676E-01   0.191533E+04   0.288552E+06   0.289850E+06   0.288552E+06  -0.951263E-02   0.207658E+06   0.207628E+06   0.207913E-01
   0.435861E+00   0.284731E+06   0.283003E+06   0.556903E-01   0.540554E-01   0.183752E+04   0.283186E+06   0.284460E+06   0.283186E+06  -0.933571E-02   0.203796E+06   0.203767E+06   0.201078E-01
   0.441250E+00   0.279555E+06   0.277865E+06   0.533506E-01   0.517844E-01   0.176408E+04   0.278038E+06   0.279289E+06   0.278038E+06  -0.916602E-02   0.200092E+06   0.200063E+06   0.194293E-01
   0.446638E+00   0.274555E+06   0.272903E+06   0.511398E-01   0.496385E-01   0.169449E+04   0.273067E+06   0.274295E+06   0.273067E+06  -0.900212E-02   0.196514E+06   0.196486E+06   0.187742E-01
   0.452027E+00   0.269696E+06   0.268080E+06   0.490442E-01   0.476044E-01   0.162834E+04   0.268235E+06   0.269442E+06   0.268235E+06  -0.884283E-02   0.193037E+06   0.193009E+06   0.181580E-01
   0.457416E+00   0.264949E+06   0.263367E+06   0.470525E-01   0.456712E-01   0.156530E+04   0.263514E+06   0.264700E+06   0.263514E+06  -0.868722E-02   0.189640E+06   0.189613E+06   0.175895E-01
   0.462805E+00   0.260290E+06   0.258737E+06   0.451549E-01   0.438293E-01   0.150506E+04   0.258881E+06   0.260046E+06   0.258881E+06  -0.853447E-02   0.186305E+06   0.186279E+06   0.170698E-01
   0.468194E+00   0.255707E+06   0.254180E+06   0.433443E-01   0.420718E-01   0.144743E+04   0.254322E+06   0.255467E+06   0.254322E+06  -0.838417E-02   0.183024E+06   0.182998E+06   0.165932E-01
   0.473582E+00   0.251205E+06   0.249701E+06   0.416174E-01   0.403957E-01   0.139231E+04   0.249844E+06   0.250969E+06   0.249844E+06  -0.823654E-02   0.179802E+06   0.179776E+06   0.161496E-01
   0.478971E+00   0.246806E+06   0.245324E+06   0.399736E-01   0.388001E-01   0.133970E+04   0.245468E+06   0.246573E+06   0.245468E+06  -0.809229E-02   0.176653E+06   0.176628E+06   0.157280E-01
   0.484360E+00   0.242529E+06   0.241069E+06   0.384115E-01   0.372838E-01   0.128959E+04   0.241213E+06   0.242300E+06   0.241213E+06  -0.795202E-02   0.173591E+06   0.173566E+06   0.153181E-01
   0.489749E+00   0.238382E+06   0.236944E+06   0.369282E-01   0.358441E-01   0.124190E+04   0.237088E+06   0.238156E+06   0.237088E+06  -0.781603E-02   0.170622E+06   0.170598E+06   0.149130E-01
   0.495137E+00   0.234367E+06   0.232952E+06   0.355202E-01   0.344774E-01   0.119653E+04   0.233095E+06   0.234145E+06   0.233095E+06  -0.768438E-02   0.167748E+06   0.167724E+06   0.145095E-01
   0.500526E+00   0.230483E+06   0.229092E+06   0.341834E-01   0.331798E-01   0.115337E+04   0.229232E+06   0.230265E+06   0.229232E+06  -0.755703E-02   0.164969E+06   0.164945E+06   0.141084E-01
   0.505915E+00   0.226726E+06   0.225359E+06   0.329136E-01   0.319474E-01   0.111228E+04   0.225495E+06   0.226511E+06   0.225495E+06  -0.743385E-02   0.162280E+06   0.162256E+06   0.137133E-01
   0.511304E+00   0.223084E+06   0.221742E+06   0.317058E-01   0.307750E-01   0.107313E+04   0.221873E+06   0.222873E+06   0.221873E+06  -0.731444E-02   0.159673E+06   0.159650E+06   0.133291E-01
   0.516692E+00   0.219539E+06   0.218220E+06   0.305546E-01   0.296576E-01   0.103572E+04   0.218348E+06   0.219332E+06   0.218348E+06  -0.719822E-02   0.157136E+06   0.157113E+06   0.129600E-01
   0.522081E+00   0.216075E+06   0.214779E+06   0.294548E-01   0.285901E-01   0.999922E+03   0.214903E+06   0.215871E+06   0.214903E+06  -0.708464E-02   0.154657E+06   0.154634E+06   0.126091E-01
   0.527470E+00   0.212682E+06   0.211408E+06   0.284030E-01   0.275692E-01   0.965609E+03   0.211529E+06   0.212482E+06   0.211529E+06  -0.697342E-02   0.152229E+06   0.152207E+06   0.122775E-01
   0.532859E+00   0.209359E+06   0.208105E+06   0.273965E-01   0.265922E-01   0.932705E+03   0.208224E+06   0.209162E+06   0.208224E+06  -0.686446E-02   0.149850E+06   0.149829E+06   0.119644E-01
   0.538247E+00   0.206106E+06   0.204870E+06   0.264333E-01   0.256573E-01   0.901158E+03   0.204987E+06   0.205911E+06   0.204987E+06  -0.675777E-02   0.147521E+06   0.147500E+06   0.116675E-01
   0.543636E+00   0.202921E+06   0.201703E+06   0.255115E-01   0.247625E-01   0.870901E+03   0.201820E+06   0.202730E+06   0.201820E+06  -0.665334E-02   0.145241E+06   0.145221E+06   0.113835E-01
   0.549025E+00   0.199807E+06   0.198606E+06   0.246292E-01   0.239061E-01   0.841894E+03   0.198723E+06   0.199618E+06   0.198723E+06  -0.655124E-02   0.143013E+06   0.142992E+06   0.111091E-01
   0.554414E+00   0.196769E+06   0.195585E+06   0.237854E-01   0.230871E-01   0.814101E+03   0.195700E+06   0.196583E+06   0.195700E+06  -0.645161E-02   0.140838E+06   0.140817E+06   0.108418E-01
   0.559803E+00   0.193810E+06   0.192644E+06   0.229789E-01   0.223043E-01   0.787487E+03   0.192758E+06   0.193627E+06   0.192758E+06  -0.635460E-02   0.138720E+06   0.138700E+06   0.105800E-01
   0.565191E+00   0.190932E+06   0.189783E+06   0.222080E-01   0.215560E-01   0.762010E+03   0.189895E+06   0.190751E+06   0.189895E+06  -0.626022E-02   0.136660E+06   0.136640E+06   0.103234E-01
   0.570580E+00   0.188128E+06   0.186996E+06   0.214705E-01   0.208401E-01   0.737595E+03   0.187107E+06   0.187950E+06   0.187107E+06  -0.616830E-02   0.134653E+06   0.134634E+06   0.100721E-01
   0.575969E+00   0.185393E+06   0.184279E+06   0.207643E-01   0.201547E-01   0.714180E+03   0.184387E+06   0.185218E+06   0.184387E+06  -0.607863E-02   0.132696E+06   0.132677E+06   0.982725E-02
   0.581358E+00   0.182724E+06   0.181626E+06   0.200876E-01   0.194978E-01   0.691708E+03   0.181731E+06   0.182551E+06   0.181731E+06  -0.599109E-02   0.130785E+06   0.130766E+06   0.958987E-02
   0.586746E+00   0.180116E+06   0.179034E+06   0.194388E-01   0.188681E-01   0.670127E+03   0.179138E+06   0.179946E+06   0.179138E+06  -0.590559E-02   0.128918E+06   0.128900E+06   0.936098E-02
   0.592135E+00   0.177565E+06   0.176499E+06   0.188163E-01   0.182639E-01   0.649390E+03   0.176601E+06   0.177398E+06   0.176601E+06  -0.582196E-02   0.127093E+06   0.127074E+06   0.914105E-02
   0.597524E+00   0.175066E+06   0.174015E+06   0.182184E-01   0.176835E-01   0.629437E+03   0.174115E+06   0.174901E+06   0.174115E+06  -0.574002E-02   0.125304E+06   0.125286E+06   0.892995E-02
   0.602913E+00   0.172615E+06   0.171579E+06   0.176436E-01   0.171257E-01   0.610231E+03   0.171678E+06   0.172453E+06   0.171678E+06  -0.565967E-02   0.123550E+06   0.123532E+06   0.872708E-02
   0.608301E+00   0.170214E+06   0.169192E+06   0.170913E-01   0.165895E-01   0.591746E+03   0.169290E+06   0.170054E+06   0.169290E+06  -0.558094E-02   0.121831E+06   0.121814E+06   0.853164E-02
   0.613690E+00   0.167865E+06   0.166857E+06   0.165607E-01   0.160745E-01   0.573959E+03   0.166953E+06   0.167706E+06   0.166953E+06  -0.550390E-02   0.120150E+06   0.120132E+06   0.834265E-02
   0.619079E+00   0.165567E+06   0.164572E+06   0.160508E-01   0.155796E-01   0.556849E+03   0.164667E+06   0.165410E+06   0.164667E+06  -0.542855E-02   0.118505E+06   0.118488E+06   0.815920E-02
   0.624468E+00   0.163318E+06   0.162337E+06   0.155607E-01   0.151039E-01   0.540377E+03   0.162431E+06   0.163164E+06   0.162431E+06  -0.535483E-02   0.116895E+06   0.116879E+06   0.798052E-02
   0.629856E+00   0.161118E+06   0.160150E+06   0.150895E-01   0.146465E-01   0.524520E+03   0.160243E+06   0.160966E+06   0.160243E+06  -0.528269E-02   0.115321E+06   0.115304E+06   0.780618E-02
   0.681274E+00   0.142329E+06   0.141474E+06   0.113936E-01   0.110591E-01   0.399355E+03   0.141556E+06   0.142195E+06   0.141556E+06  -0.466663E-02   0.101872E+06   0.101858E+06   0.636950E-02
   0.736889E+00   0.125621E+06   0.124867E+06   0.859537E-02   0.834302E-02   0.303536E+03   0.124938E+06   0.125502E+06   0.124938E+06  -0.411880E-02   0.899132E+05   0.899003E+05   0.519564E-02
   0.797043E+00   0.110788E+06   0.110123E+06   0.647940E-02   0.628917E-02   0.230354E+03   0.110186E+06   0.110684E+06   0.110186E+06  -0.363248E-02   0.792969E+05   0.792856E+05   0.423531E-02
   0.862109E+00   0.976351E+05   0.970490E+05   0.488071E-02   0.473742E-02   0.174562E+03   0.971041E+05   0.975430E+05   0.971041E+05  -0.320121E-02   0.698823E+05   0.698723E+05   0.344971E-02
   0.932485E+00   0.859810E+05   0.854649E+05   0.367381E-02   0.356595E-02   0.132101E+03   0.855133E+05   0.858999E+05   0.855133E+05  -0.281910E-02   0.615409E+05   0.615321E+05   0.280772E-02
   0.100861E+01   0.756666E+05   0.752125E+05   0.276348E-02   0.268235E-02   0.998413E+02   0.752550E+05   0.755952E+05   0.752550E+05  -0.248091E-02   0.541583E+05   0.541506E+05   0.228361E-02
   0.109094E+01   0.665448E+05   0.661455E+05   0.207733E-02   0.201634E-02   0.753679E+02   0.661828E+05   0.664821E+05   0.661828E+05  -0.218183E-02   0.476294E+05   0.476226E+05   0.185604E-02
   0.118000E+01   0.584846E+05   0.581337E+05   0.156052E-02   0.151471E-02   0.568290E+02   0.581664E+05   0.584295E+05   0.581664E+05  -0.191756E-02   0.418603E+05   0.418544E+05   0.150750E-02
   0.127633E+01   0.513698E+05   0.510616E+05   0.117159E-02   0.113719E-02   0.428056E+02   0.510903E+05   0.513214E+05   0.510903E+05  -0.168428E-02   0.367679E+05   0.367627E+05   0.122363E-02
   0.138052E+01   0.450930E+05   0.448225E+05   0.879054E-03   0.853245E-03   0.322103E+02   0.448476E+05   0.450505E+05   0.448476E+05  -0.147848E-02   0.322753E+05   0.322707E+05   0.992556E-03
   0.149322E+01   0.395605E+05   0.393232E+05   0.659185E-03   0.639831E-03   0.242152E+02   0.393452E+05   0.395233E+05   0.393452E+05  -0.129708E-02   0.283154E+05   0.283114E+05   0.804614E-03
   0.161511E+01   0.346875E+05   0.344794E+05   0.494034E-03   0.479529E-03   0.181886E+02   0.344987E+05   0.346548E+05   0.344987E+05  -0.113731E-02   0.248275E+05   0.248240E+05   0.651850E-03
   0.174696E+01   0.303986E+05   0.302162E+05   0.370063E-03   0.359198E-03   0.136508E+02   0.302331E+05   0.303699E+05   0.302331E+05  -0.996687E-03   0.217577E+05   0.217546E+05   0.527767E-03
   0.188957E+01   0.266259E+05   0.264662E+05   0.277055E-03   0.268921E-03   0.102372E+02   0.264810E+05   0.266008E+05   0.264810E+05  -0.872991E-03   0.190575E+05   0.190547E+05   0.427036E-03
   0.197113E+01   0.247871E+05   0.246384E+05   0.237019E-03   0.230060E-03   0.876503E+01   0.246521E+05   0.247637E+05   0.246521E+05  -0.812701E-03   0.177413E+05   0.177388E+05   0.380909E-03
   0.245827E+01   0.170143E+05   0.169123E+05   0.104602E-03   0.101531E-03   0.388131E+01   0.169216E+05   0.169982E+05   0.169216E+05  -0.557851E-03   0.121779E+05   0.121762E+05   0.208981E-03
   0.306581E+01   0.116376E+05   0.115679E+05   0.460001E-04   0.446496E-04   0.171071E+01   0.115743E+05   0.116267E+05   0.115743E+05  -0.381566E-03   0.832961E+04   0.832843E+04   0.114062E-03
   0.382350E+01   0.793444E+04   0.788689E+04   0.201642E-04   0.195722E-04   0.750995E+00   0.789124E+04   0.792697E+04   0.789124E+04  -0.260149E-03   0.567907E+04   0.567827E+04   0.618933E-04
   0.476844E+01   0.539374E+04   0.536143E+04   0.881302E-05   0.855427E-05   0.328553E+00   0.536438E+04   0.538867E+04   0.536438E+04  -0.176846E-03   0.386056E+04   0.386003E+04   0.333483E-04
   0.594691E+01   0.365674E+04   0.363484E+04   0.384148E-05   0.372869E-05   0.143301E+00   0.363683E+04   0.365330E+04   0.363683E+04  -0.119894E-03   0.261730E+04   0.261695E+04   0.178019E-04
   0.741663E+01   0.247299E+04   0.245819E+04   0.167032E-05   0.162128E-05   0.623345E-01   0.245953E+04   0.247067E+04   0.245953E+04  -0.810828E-04   0.177004E+04   0.176981E+04   0.937881E-05
   0.924957E+01   0.166864E+04   0.165866E+04   0.724622E-06   0.703347E-06   0.270492E-01   0.165956E+04   0.166707E+04   0.165956E+04  -0.547103E-04   0.119433E+04   0.119418E+04   0.484360E-05
   0.115355E+02   0.112354E+04   0.111683E+04   0.313698E-06   0.304487E-06   0.117116E-01   0.111743E+04   0.112249E+04   0.111743E+04  -0.368380E-04   0.804175E+03   0.804081E+03   0.242156E-05
   0.143864E+02   0.755040E+03   0.750537E+03   0.135540E-06   0.131560E-06   0.506088E-02   0.750933E+03   0.754333E+03   0.750933E+03  -0.247558E-04   0.540419E+03   0.540364E+03   0.114280E-05
   0.179419E+02   0.506480E+03   0.503467E+03   0.584572E-07   0.567409E-07   0.218283E-02   0.503726E+03   0.506007E+03   0.503726E+03  -0.166062E-04   0.362512E+03   0.362483E+03   0.479174E-06
   0.223760E+02   0.339170E+03   0.337160E+03   0.251697E-07   0.244307E-07   0.939854E-03   0.337327E+03   0.338854E+03   0.337327E+03  -0.111206E-04   0.242760E+03   0.242749E+03   0.144181E-06
   0.279060E+02   0.226765E+03   0.225430E+03   0.108200E-07   0.105024E-07   0.404030E-03   0.225535E+03   0.226556E+03   0.225535E+03  -0.743514E-05   0.162307E+03   0.162308E+03  -0.169763E-07
   0.348027E+02   0.151382E+03   0.150499E+03   0.464442E-08   0.450805E-08   0.173419E-03   0.150562E+03   0.151243E+03   0.150562E+03  -0.496353E-05   0.108351E+03   0.108361E+03  -0.875213E-07
   0.434039E+02   0.100909E+03   0.100330E+03   0.199073E-08   0.193228E-08   0.743165E-04   0.100364E+03   0.100818E+03   0.100364E+03  -0.330866E-05   0.722251E+02   0.722415E+02  -0.111921E-06
   0.541307E+02   0.671661E+02   0.667898E+02   0.852092E-09   0.827074E-09   0.318072E-04   0.668045E+02   0.671070E+02   0.668045E+02  -0.220233E-05   0.480737E+02   0.480944E+02  -0.113730E-06
   0.675086E+02   0.446396E+02   0.443992E+02   0.364215E-09   0.353522E-09   0.135926E-04   0.444008E+02   0.446018E+02   0.444008E+02  -0.146375E-05   0.319503E+02   0.319742E+02  -0.105265E-06
   0.841926E+02   0.296208E+02   0.294712E+02   0.155456E-09   0.150892E-09   0.579955E-05   0.294639E+02   0.295973E+02   0.294639E+02  -0.971328E-06   0.212006E+02   0.212269E+02  -0.928365E-07
   0.105000E+03   0.196197E+02   0.195309E+02   0.662508E-10   0.643056E-10   0.246952E-05   0.195174E+02   0.196057E+02   0.195174E+02  -0.643424E-06   0.140424E+02   0.140704E+02  -0.795695E-07
