#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   702   0.186367E+04  -0.102294E+03   0.104379E-04  -0.102294E+03   0.380189E+02  -0.120948E-05   0.104379E-04  -0.120948E-05   0.104880E-07
   703   0.186900E+04  -0.103765E+03   0.104743E-04  -0.103765E+03   0.379315E+02  -0.120727E-05   0.104743E-04  -0.120727E-05   0.104632E-07
   704   0.187449E+04  -0.105213E+03   0.105102E-04  -0.105213E+03   0.378380E+02  -0.120493E-05   0.105102E-04  -0.120493E-05   0.104385E-07
   705   0.188012E+04  -0.106641E+03   0.105454E-04  -0.106641E+03   0.377387E+02  -0.120247E-05   0.105454E-04  -0.120247E-05   0.104138E-07
   706   0.188592E+04  -0.108045E+03   0.105801E-04  -0.108045E+03   0.376335E+02  -0.119987E-05   0.105801E-04  -0.119987E-05   0.103893E-07
   707   0.189186E+04  -0.109426E+03   0.106142E-04  -0.109426E+03   0.375226E+02  -0.119715E-05   0.106142E-04  -0.119715E-05   0.103648E-07
   708   0.189794E+04  -0.110784E+03   0.106477E-04  -0.110784E+03   0.374058E+02  -0.119429E-05   0.106477E-04  -0.119429E-05   0.103404E-07
   709   0.190417E+04  -0.112117E+03   0.106806E-04  -0.112117E+03   0.372834E+02  -0.119132E-05   0.106806E-04  -0.119132E-05   0.103161E-07
   710   0.191053E+04  -0.113425E+03   0.107129E-04  -0.113425E+03   0.371554E+02  -0.118821E-05   0.107129E-04  -0.118821E-05   0.102919E-07
   711   0.191703E+04  -0.114709E+03   0.107446E-04  -0.114709E+03   0.370218E+02  -0.118499E-05   0.107446E-04  -0.118499E-05   0.102678E-07
   712   0.192366E+04  -0.115965E+03   0.107757E-04  -0.115965E+03   0.368827E+02  -0.118164E-05   0.107757E-04  -0.118164E-05   0.102438E-07
   713   0.193042E+04  -0.117195E+03   0.108062E-04  -0.117195E+03   0.367381E+02  -0.117816E-05   0.108062E-04  -0.117816E-05   0.102198E-07
   714   0.193730E+04  -0.118397E+03   0.108360E-04  -0.118397E+03   0.365882E+02  -0.117457E-05   0.108360E-04  -0.117457E-05   0.101960E-07
   715   0.194431E+04  -0.119572E+03   0.108653E-04  -0.119572E+03   0.364329E+02  -0.117086E-05   0.108653E-04  -0.117086E-05   0.101722E-07
   716   0.195143E+04  -0.120718E+03   0.108940E-04  -0.120718E+03   0.362723E+02  -0.116702E-05   0.108940E-04  -0.116702E-05   0.101485E-07
   717   0.195866E+04  -0.121835E+03   0.109221E-04  -0.121835E+03   0.361064E+02  -0.116307E-05   0.109221E-04  -0.116307E-05   0.101249E-07
   718   0.196601E+04  -0.122922E+03   0.109495E-04  -0.122922E+03   0.359353E+02  -0.115900E-05   0.109495E-04  -0.115900E-05   0.101014E-07
   719   0.197345E+04  -0.123979E+03   0.109763E-04  -0.123979E+03   0.357591E+02  -0.115481E-05   0.109763E-04  -0.115481E-05   0.100779E-07
   720   0.198101E+04  -0.125006E+03   0.110025E-04  -0.125006E+03   0.355779E+02  -0.115050E-05   0.110025E-04  -0.115050E-05   0.100545E-07
   721   0.198865E+04  -0.126001E+03   0.110281E-04  -0.126001E+03   0.353919E+02  -0.114608E-05   0.110281E-04  -0.114608E-05   0.100313E-07
   722   0.199640E+04  -0.126966E+03   0.110531E-04  -0.126966E+03   0.352010E+02  -0.114155E-05   0.110531E-04  -0.114155E-05   0.100081E-07
   723   0.200424E+04  -0.127899E+03   0.110774E-04  -0.127899E+03   0.350055E+02  -0.113690E-05   0.110774E-04  -0.113690E-05   0.998493E-08
   724   0.201217E+04  -0.128801E+03   0.111011E-04  -0.128801E+03   0.348055E+02  -0.113214E-05   0.111011E-04  -0.113214E-05   0.996189E-08
   725   0.202019E+04  -0.129669E+03   0.111242E-04  -0.129669E+03   0.346010E+02  -0.112727E-05   0.111242E-04  -0.112727E-05   0.993892E-08
   726   0.202829E+04  -0.130506E+03   0.111467E-04  -0.130506E+03   0.343922E+02  -0.112229E-05   0.111467E-04  -0.112229E-05   0.991604E-08
   727   0.203648E+04  -0.131310E+03   0.111685E-04  -0.131310E+03   0.341791E+02  -0.111720E-05   0.111685E-04  -0.111720E-05   0.989324E-08
   728   0.204474E+04  -0.132080E+03   0.111897E-04  -0.132080E+03   0.339618E+02  -0.111200E-05   0.111897E-04  -0.111200E-05   0.987051E-08
   729   0.205307E+04  -0.132816E+03   0.112102E-04  -0.132816E+03   0.337404E+02  -0.110669E-05   0.112102E-04  -0.110669E-05   0.984786E-08
   730   0.206147E+04  -0.133519E+03   0.112301E-04  -0.133519E+03   0.335150E+02  -0.110127E-05   0.112301E-04  -0.110127E-05   0.982529E-08
   731   0.206994E+04  -0.134187E+03   0.112493E-04  -0.134187E+03   0.332857E+02  -0.109575E-05   0.112493E-04  -0.109575E-05   0.980280E-08
   732   0.207846E+04  -0.134819E+03   0.112679E-04  -0.134819E+03   0.330525E+02  -0.109013E-05   0.112679E-04  -0.109013E-05   0.978039E-08
   733   0.208703E+04  -0.135417E+03   0.112859E-04  -0.135417E+03   0.328158E+02  -0.108440E-05   0.112859E-04  -0.108440E-05   0.975805E-08
   734   0.209567E+04  -0.135978E+03   0.113032E-04  -0.135978E+03   0.325752E+02  -0.107856E-05   0.113032E-04  -0.107856E-05   0.973579E-08
   735   0.210433E+04  -0.136505E+03   0.113198E-04  -0.136505E+03   0.323313E+02  -0.107262E-05   0.113198E-04  -0.107262E-05   0.971360E-08
   736   0.211305E+04  -0.136995E+03   0.113358E-04  -0.136995E+03   0.320840E+02  -0.106659E-05   0.113358E-04  -0.106659E-05   0.969149E-08
   737   0.212180E+04  -0.137448E+03   0.113511E-04  -0.137448E+03   0.318334E+02  -0.106045E-05   0.113511E-04  -0.106045E-05   0.966946E-08
   738   0.213059E+04  -0.137865E+03   0.113658E-04  -0.137865E+03   0.315797E+02  -0.105421E-05   0.113658E-04  -0.105421E-05   0.964750E-08
   739   0.213941E+04  -0.138246E+03   0.113798E-04  -0.138246E+03   0.313229E+02  -0.104787E-05   0.113798E-04  -0.104787E-05   0.962561E-08
   740   0.214825E+04  -0.138588E+03   0.113932E-04  -0.138588E+03   0.310632E+02  -0.104143E-05   0.113932E-04  -0.104143E-05   0.960380E-08
   741   0.215711E+04  -0.138894E+03   0.114058E-04  -0.138894E+03   0.308008E+02  -0.103490E-05   0.114058E-04  -0.103490E-05   0.958206E-08
   742   0.216598E+04  -0.139162E+03   0.114178E-04  -0.139162E+03   0.305357E+02  -0.102827E-05   0.114178E-04  -0.102827E-05   0.956040E-08
   743   0.217486E+04  -0.139393E+03   0.114292E-04  -0.139393E+03   0.302680E+02  -0.102155E-05   0.114292E-04  -0.102155E-05   0.953880E-08
   744   0.218375E+04  -0.139586E+03   0.114398E-04  -0.139586E+03   0.299980E+02  -0.101473E-05   0.114398E-04  -0.101473E-05   0.951728E-08
   745   0.219263E+04  -0.139741E+03   0.114498E-04  -0.139741E+03   0.297258E+02  -0.100781E-05   0.114498E-04  -0.100781E-05   0.949584E-08
   746   0.220151E+04  -0.139859E+03   0.114591E-04  -0.139859E+03   0.294514E+02  -0.100081E-05   0.114591E-04  -0.100081E-05   0.947446E-08
   747   0.221038E+04  -0.139938E+03   0.114677E-04  -0.139938E+03   0.291750E+02  -0.993713E-06   0.114677E-04  -0.993713E-06   0.945315E-08
   748   0.221924E+04  -0.139980E+03   0.114757E-04  -0.139980E+03   0.288966E+02  -0.986526E-06   0.114757E-04  -0.986526E-06   0.943192E-08
   749   0.222808E+04  -0.139983E+03   0.114829E-04  -0.139983E+03   0.286165E+02  -0.979249E-06   0.114829E-04  -0.979249E-06   0.941075E-08
   750   0.223690E+04  -0.139949E+03   0.114895E-04  -0.139949E+03   0.283348E+02  -0.971883E-06   0.114895E-04  -0.971883E-06   0.938966E-08
   751   0.224569E+04  -0.139876E+03   0.114953E-04  -0.139876E+03   0.280515E+02  -0.964429E-06   0.114953E-04  -0.964429E-06   0.936864E-08
   752   0.225445E+04  -0.139764E+03   0.115005E-04  -0.139764E+03   0.277667E+02  -0.956889E-06   0.115005E-04  -0.956889E-06   0.934768E-08
   753   0.226317E+04  -0.139615E+03   0.115050E-04  -0.139615E+03   0.274807E+02  -0.949264E-06   0.115050E-04  -0.949264E-06   0.932679E-08
   754   0.227186E+04  -0.139428E+03   0.115088E-04  -0.139428E+03   0.271934E+02  -0.941556E-06   0.115088E-04  -0.941556E-06   0.930598E-08
   755   0.228050E+04  -0.139203E+03   0.115120E-04  -0.139203E+03   0.269052E+02  -0.933766E-06   0.115120E-04  -0.933766E-06   0.928523E-08
   756   0.228909E+04  -0.138940E+03   0.115144E-04  -0.138940E+03   0.266161E+02  -0.925897E-06   0.115144E-04  -0.925897E-06   0.926455E-08
   757   0.229765E+04  -0.138639E+03   0.115162E-04  -0.138639E+03   0.263263E+02  -0.917949E-06   0.115162E-04  -0.917949E-06   0.924393E-08
   758   0.230615E+04  -0.138301E+03   0.115173E-04  -0.138301E+03   0.260358E+02  -0.909924E-06   0.115173E-04  -0.909924E-06   0.922339E-08
   759   0.231460E+04  -0.137926E+03   0.115178E-04  -0.137926E+03   0.257450E+02  -0.901824E-06   0.115178E-04  -0.901824E-06   0.920291E-08
   760   0.232299E+04  -0.137514E+03   0.115176E-04  -0.137514E+03   0.254538E+02  -0.893651E-06   0.115176E-04  -0.893651E-06   0.918250E-08
   761   0.233132E+04  -0.137064E+03   0.115167E-04  -0.137064E+03   0.251626E+02  -0.885406E-06   0.115167E-04  -0.885406E-06   0.916215E-08
   762   0.233959E+04  -0.136577E+03   0.115152E-04  -0.136577E+03   0.248712E+02  -0.877090E-06   0.115152E-04  -0.877090E-06   0.914187E-08
   763   0.234779E+04  -0.136054E+03   0.115131E-04  -0.136054E+03   0.245799E+02  -0.868706E-06   0.115131E-04  -0.868706E-06   0.912166E-08
   764   0.235591E+04  -0.135493E+03   0.115103E-04  -0.135493E+03   0.242888E+02  -0.860255E-06   0.115103E-04  -0.860255E-06   0.910152E-08
   765   0.236394E+04  -0.134896E+03   0.115068E-04  -0.134896E+03   0.239980E+02  -0.851739E-06   0.115068E-04  -0.851739E-06   0.908143E-08
   766   0.237189E+04  -0.134262E+03   0.115027E-04  -0.134262E+03   0.237077E+02  -0.843158E-06   0.115027E-04  -0.843158E-06   0.906142E-08
   767   0.237975E+04  -0.133590E+03   0.114980E-04  -0.133590E+03   0.234179E+02  -0.834516E-06   0.114980E-04  -0.834516E-06   0.904147E-08
   768   0.238752E+04  -0.132881E+03   0.114926E-04  -0.132881E+03   0.231287E+02  -0.825813E-06   0.114926E-04  -0.825813E-06   0.902158E-08
   769   0.239518E+04  -0.132137E+03   0.114866E-04  -0.132137E+03   0.228405E+02  -0.817051E-06   0.114866E-04  -0.817051E-06   0.900176E-08
   770   0.240274E+04  -0.131357E+03   0.114799E-04  -0.131357E+03   0.225532E+02  -0.808231E-06   0.114799E-04  -0.808231E-06   0.898200E-08
   771   0.241019E+04  -0.130541E+03   0.114727E-04  -0.130541E+03   0.222670E+02  -0.799356E-06   0.114727E-04  -0.799356E-06   0.896230E-08
   772   0.241752E+04  -0.129689E+03   0.114648E-04  -0.129689E+03   0.219822E+02  -0.790427E-06   0.114648E-04  -0.790427E-06   0.894267E-08
   773   0.242474E+04  -0.128804E+03   0.114563E-04  -0.128804E+03   0.216988E+02  -0.781445E-06   0.114563E-04  -0.781445E-06   0.892310E-08
   774   0.243183E+04  -0.127884E+03   0.114472E-04  -0.127884E+03   0.214169E+02  -0.772413E-06   0.114472E-04  -0.772413E-06   0.890360E-08
   775   0.243880E+04  -0.126930E+03   0.114375E-04  -0.126930E+03   0.211368E+02  -0.763331E-06   0.114375E-04  -0.763331E-06   0.888416E-08
   776   0.244564E+04  -0.125943E+03   0.114271E-04  -0.125943E+03   0.208585E+02  -0.754201E-06   0.114271E-04  -0.754201E-06   0.886477E-08
   777   0.245236E+04  -0.124923E+03   0.114162E-04  -0.124923E+03   0.205821E+02  -0.745026E-06   0.114162E-04  -0.745026E-06   0.884546E-08
   778   0.245896E+04  -0.123871E+03   0.114047E-04  -0.123871E+03   0.203078E+02  -0.735806E-06   0.114047E-04  -0.735806E-06   0.882620E-08
   779   0.246543E+04  -0.122787E+03   0.113925E-04  -0.122787E+03   0.200357E+02  -0.726543E-06   0.113925E-04  -0.726543E-06   0.880700E-08
   780   0.247176E+04  -0.121671E+03   0.113798E-04  -0.121671E+03   0.197659E+02  -0.717239E-06   0.113798E-04  -0.717239E-06   0.878787E-08
   781   0.247797E+04  -0.120525E+03   0.113665E-04  -0.120525E+03   0.194986E+02  -0.707895E-06   0.113665E-04  -0.707895E-06   0.876879E-08
   782   0.248404E+04  -0.119348E+03   0.113525E-04  -0.119348E+03   0.192337E+02  -0.698514E-06   0.113525E-04  -0.698514E-06   0.874978E-08
   783   0.248997E+04  -0.118140E+03   0.113380E-04  -0.118140E+03   0.189715E+02  -0.689096E-06   0.113380E-04  -0.689096E-06   0.873082E-08
   784   0.249576E+04  -0.116902E+03   0.113230E-04  -0.116902E+03   0.187121E+02  -0.679643E-06   0.113230E-04  -0.679643E-06   0.871193E-08
   785   0.250139E+04  -0.115634E+03   0.113073E-04  -0.115634E+03   0.184555E+02  -0.670157E-06   0.113073E-04  -0.670157E-06   0.869309E-08
   786   0.250687E+04  -0.114335E+03   0.112911E-04  -0.114335E+03   0.182018E+02  -0.660640E-06   0.112911E-04  -0.660640E-06   0.867432E-08
   787   0.251218E+04  -0.113008E+03   0.112743E-04  -0.113008E+03   0.179512E+02  -0.651093E-06   0.112743E-04  -0.651093E-06   0.865560E-08
   788   0.251734E+04  -0.111649E+03   0.112569E-04  -0.111649E+03   0.177038E+02  -0.641517E-06   0.112569E-04  -0.641517E-06   0.863694E-08
   789   0.252231E+04  -0.110263E+03   0.112389E-04  -0.110263E+03   0.174597E+02  -0.631915E-06   0.112389E-04  -0.631915E-06   0.861834E-08
   790   0.252712E+04  -0.108848E+03   0.112204E-04  -0.108848E+03   0.172191E+02  -0.622288E-06   0.112204E-04  -0.622288E-06   0.859980E-08
   791   0.253176E+04  -0.107406E+03   0.112014E-04  -0.107406E+03   0.169821E+02  -0.612637E-06   0.112014E-04  -0.612637E-06   0.858132E-08
   792   0.253622E+04  -0.105938E+03   0.111817E-04  -0.105938E+03   0.167488E+02  -0.602964E-06   0.111817E-04  -0.602964E-06   0.856289E-08
   793   0.254050E+04  -0.104445E+03   0.111616E-04  -0.104445E+03   0.165195E+02  -0.593271E-06   0.111616E-04  -0.593271E-06   0.854452E-08
   794   0.254461E+04  -0.102927E+03   0.111408E-04  -0.102927E+03   0.162943E+02  -0.583560E-06   0.111408E-04  -0.583560E-06   0.852621E-08
   795   0.254852E+04  -0.101386E+03   0.111196E-04  -0.101386E+03   0.160732E+02  -0.573832E-06   0.111196E-04  -0.573832E-06   0.850795E-08
   796   0.255227E+04  -0.998208E+02   0.110978E-04  -0.998208E+02   0.158564E+02  -0.564088E-06   0.110978E-04  -0.564088E-06   0.848975E-08
   797   0.255583E+04  -0.982336E+02   0.110754E-04  -0.982336E+02   0.156439E+02  -0.554330E-06   0.110754E-04  -0.554330E-06   0.847161E-08
   798   0.255920E+04  -0.966242E+02   0.110525E-04  -0.966242E+02   0.154358E+02  -0.544561E-06   0.110525E-04  -0.544561E-06   0.845352E-08
   799   0.256240E+04  -0.949932E+02   0.110291E-04  -0.949932E+02   0.152321E+02  -0.534780E-06   0.110291E-04  -0.534780E-06   0.843549E-08
   800   0.256541E+04  -0.933400E+02   0.110052E-04  -0.933400E+02   0.150330E+02  -0.524991E-06   0.110052E-04  -0.524991E-06   0.841751E-08
   801   0.256824E+04  -0.916666E+02   0.109807E-04  -0.916666E+02   0.148383E+02  -0.515195E-06   0.109807E-04  -0.515195E-06   0.839959E-08
   802   0.257089E+04  -0.899724E+02   0.109557E-04  -0.899724E+02   0.146483E+02  -0.505391E-06   0.109557E-04  -0.505391E-06   0.838172E-08
   803   0.257334E+04  -0.882581E+02   0.109302E-04  -0.882581E+02   0.144630E+02  -0.495581E-06   0.109302E-04  -0.495581E-06   0.836390E-08
   804   0.257561E+04  -0.865253E+02   0.109042E-04  -0.865253E+02   0.142825E+02  -0.485766E-06   0.109042E-04  -0.485766E-06   0.834614E-08
   805   0.257767E+04  -0.847731E+02   0.108777E-04  -0.847731E+02   0.141071E+02  -0.475945E-06   0.108777E-04  -0.475945E-06   0.832844E-08
   806   0.257953E+04  -0.830038E+02   0.108506E-04  -0.830038E+02   0.139367E+02  -0.466119E-06   0.108506E-04  -0.466119E-06   0.831078E-08
   807   0.258118E+04  -0.812159E+02   0.108231E-04  -0.812159E+02   0.137715E+02  -0.456290E-06   0.108231E-04  -0.456290E-06   0.829319E-08
   808   0.258263E+04  -0.794124E+02   0.107952E-04  -0.794124E+02   0.136116E+02  -0.446456E-06   0.107952E-04  -0.446456E-06   0.827564E-08
   809   0.258385E+04  -0.775926E+02   0.107667E-04  -0.775926E+02   0.134572E+02  -0.436619E-06   0.107667E-04  -0.436619E-06   0.825815E-08
   810   0.258486E+04  -0.757571E+02   0.107378E-04  -0.757571E+02   0.133082E+02  -0.426779E-06   0.107378E-04  -0.426779E-06   0.824071E-08
   811   0.258566E+04  -0.739076E+02   0.107084E-04  -0.739076E+02   0.131649E+02  -0.416937E-06   0.107084E-04  -0.416937E-06   0.822332E-08
   812   0.258625E+04  -0.720449E+02   0.106785E-04  -0.720449E+02   0.130270E+02  -0.407094E-06   0.106785E-04  -0.407094E-06   0.820598E-08
   813   0.258664E+04  -0.701697E+02   0.106482E-04  -0.701697E+02   0.128948E+02  -0.397249E-06   0.106482E-04  -0.397249E-06   0.818870E-08
   814   0.258683E+04  -0.682832E+02   0.106174E-04  -0.682832E+02   0.127682E+02  -0.387403E-06   0.106174E-04  -0.387403E-06   0.817147E-08
   815   0.258682E+04  -0.663860E+02   0.105862E-04  -0.663860E+02   0.126473E+02  -0.377557E-06   0.105862E-04  -0.377557E-06   0.815429E-08
   816   0.258662E+04  -0.644792E+02   0.105546E-04  -0.644792E+02   0.125321E+02  -0.367712E-06   0.105546E-04  -0.367712E-06   0.813716E-08
   817   0.258622E+04  -0.625632E+02   0.105225E-04  -0.625632E+02   0.124228E+02  -0.357867E-06   0.105225E-04  -0.357867E-06   0.812009E-08
   818   0.258562E+04  -0.606383E+02   0.104900E-04  -0.606383E+02   0.123193E+02  -0.348023E-06   0.104900E-04  -0.348023E-06   0.810306E-08
   819   0.258481E+04  -0.587049E+02   0.104571E-04  -0.587049E+02   0.122217E+02  -0.338181E-06   0.104571E-04  -0.338181E-06   0.808609E-08
   820   0.258378E+04  -0.567635E+02   0.104238E-04  -0.567635E+02   0.121302E+02  -0.328342E-06   0.104238E-04  -0.328342E-06   0.806916E-08
   821   0.258253E+04  -0.548144E+02   0.103901E-04  -0.548144E+02   0.120446E+02  -0.318505E-06   0.103901E-04  -0.318505E-06   0.805229E-08
   822   0.258106E+04  -0.528579E+02   0.103560E-04  -0.528579E+02   0.119653E+02  -0.308672E-06   0.103560E-04  -0.308672E-06   0.803547E-08
   823   0.257936E+04  -0.508946E+02   0.103215E-04  -0.508946E+02   0.118921E+02  -0.298842E-06   0.103215E-04  -0.298842E-06   0.801869E-08
   824   0.257743E+04  -0.489255E+02   0.102866E-04  -0.489255E+02   0.118252E+02  -0.289017E-06   0.102866E-04  -0.289017E-06   0.800197E-08
   825   0.257529E+04  -0.469517E+02   0.102513E-04  -0.469517E+02   0.117645E+02  -0.279196E-06   0.102513E-04  -0.279196E-06   0.798530E-08
   826   0.257294E+04  -0.449746E+02   0.102156E-04  -0.449746E+02   0.117101E+02  -0.269381E-06   0.102156E-04  -0.269381E-06   0.796867E-08
   827   0.257037E+04  -0.429951E+02   0.101796E-04  -0.429951E+02   0.116620E+02  -0.259572E-06   0.101796E-04  -0.259572E-06   0.795209E-08
   828   0.256760E+04  -0.410145E+02   0.101432E-04  -0.410145E+02   0.116201E+02  -0.249769E-06   0.101432E-04  -0.249769E-06   0.793557E-08
   829   0.256464E+04  -0.390340E+02   0.101065E-04  -0.390340E+02   0.115846E+02  -0.239973E-06   0.101065E-04  -0.239973E-06   0.791909E-08
   830   0.256148E+04  -0.370545E+02   0.100694E-04  -0.370545E+02   0.115555E+02  -0.230184E-06   0.100694E-04  -0.230184E-06   0.790266E-08
   831   0.255813E+04  -0.350765E+02   0.100319E-04  -0.350765E+02   0.115327E+02  -0.220403E-06   0.100319E-04  -0.220403E-06   0.788628E-08
   832   0.255458E+04  -0.331005E+02   0.999417E-05  -0.331005E+02   0.115163E+02  -0.210631E-06   0.999417E-05  -0.210631E-06   0.786995E-08
   833   0.255082E+04  -0.311267E+02   0.995607E-05  -0.311267E+02   0.115063E+02  -0.200867E-06   0.995607E-05  -0.200867E-06   0.785366E-08
   834   0.254686E+04  -0.291555E+02   0.991764E-05  -0.291555E+02   0.115028E+02  -0.191113E-06   0.991764E-05  -0.191113E-06   0.783742E-08
   835   0.254268E+04  -0.271874E+02   0.987889E-05  -0.271874E+02   0.115058E+02  -0.181368E-06   0.987889E-05  -0.181368E-06   0.782123E-08
   836   0.253828E+04  -0.252224E+02   0.983982E-05  -0.252224E+02   0.115153E+02  -0.171634E-06   0.983982E-05  -0.171634E-06   0.780509E-08
   837   0.253367E+04  -0.232614E+02   0.980045E-05  -0.232614E+02   0.115313E+02  -0.161911E-06   0.980045E-05  -0.161911E-06   0.778900E-08
   838   0.252885E+04  -0.213049E+02   0.976078E-05  -0.213049E+02   0.115539E+02  -0.152199E-06   0.976078E-05  -0.152199E-06   0.777295E-08
   839   0.252380E+04  -0.193542E+02   0.972081E-05  -0.193542E+02   0.115829E+02  -0.142500E-06   0.972081E-05  -0.142500E-06   0.775694E-08
   840   0.251856E+04  -0.174100E+02   0.968055E-05  -0.174100E+02   0.116184E+02  -0.132812E-06   0.968055E-05  -0.132812E-06   0.774099E-08
   841   0.251313E+04  -0.154736E+02   0.964001E-05  -0.154736E+02   0.116603E+02  -0.123137E-06   0.964001E-05  -0.123137E-06   0.772508E-08
   842   0.250750E+04  -0.135457E+02   0.959919E-05  -0.135457E+02   0.117086E+02  -0.113476E-06   0.959919E-05  -0.113476E-06   0.770921E-08
   843   0.250167E+04  -0.116275E+02   0.955810E-05  -0.116275E+02   0.117632E+02  -0.103829E-06   0.955810E-05  -0.103829E-06   0.769339E-08
   844   0.249568E+04  -0.971997E+01   0.951674E-05  -0.971997E+01   0.118240E+02  -0.941963E-07   0.951674E-05  -0.941963E-07   0.767762E-08
   845   0.248949E+04  -0.782352E+01   0.947513E-05  -0.782352E+01   0.118912E+02  -0.845784E-07   0.947513E-05  -0.845784E-07   0.766189E-08
   846   0.248312E+04  -0.593893E+01   0.943326E-05  -0.593893E+01   0.119646E+02  -0.749759E-07   0.943326E-05  -0.749759E-07   0.764621E-08
   847   0.247656E+04  -0.406666E+01   0.939114E-05  -0.406666E+01   0.120445E+02  -0.653894E-07   0.939114E-05  -0.653894E-07   0.763057E-08
   848   0.246982E+04  -0.220731E+01   0.934879E-05  -0.220731E+01   0.121306E+02  -0.558194E-07   0.934879E-05  -0.558194E-07   0.761498E-08
   849   0.246288E+04  -0.361462E+00   0.930620E-05  -0.361462E+00   0.122232E+02  -0.462662E-07   0.930620E-05  -0.462662E-07   0.759943E-08
   850   0.245574E+04   0.147033E+01   0.926338E-05   0.147033E+01   0.123221E+02  -0.367306E-07   0.926338E-05  -0.367306E-07   0.758392E-08
   851   0.244842E+04   0.328749E+01   0.922033E-05   0.328749E+01   0.124275E+02  -0.272130E-07   0.922033E-05  -0.272130E-07   0.756846E-08
   852   0.244090E+04   0.508953E+01   0.917707E-05   0.508953E+01   0.125392E+02  -0.177147E-07   0.917707E-05  -0.177147E-07   0.755304E-08
   853   0.243320E+04   0.687591E+01   0.913359E-05   0.687591E+01   0.126571E+02  -0.823687E-08   0.913359E-05  -0.823687E-08   0.753767E-08
   854   0.242531E+04   0.864612E+01   0.908989E-05   0.864612E+01   0.127811E+02   0.121912E-08   0.908989E-05   0.121912E-08   0.752234E-08
   855   0.241726E+04   0.103997E+02   0.904599E-05   0.103997E+02   0.129111E+02   0.106520E-07   0.904599E-05   0.106520E-07   0.750705E-08
   856   0.240903E+04   0.121360E+02   0.900187E-05   0.121360E+02   0.130470E+02   0.200605E-07   0.900187E-05   0.200605E-07   0.749181E-08
   857   0.240065E+04   0.138548E+02   0.895755E-05   0.138548E+02   0.131887E+02   0.294434E-07   0.895755E-05   0.294434E-07   0.747661E-08
   858   0.239210E+04   0.155552E+02   0.891302E-05   0.155552E+02   0.133361E+02   0.387993E-07   0.891302E-05   0.387993E-07   0.746145E-08
   859   0.238341E+04   0.172366E+02   0.886830E-05   0.172366E+02   0.134892E+02   0.481269E-07   0.886830E-05   0.481269E-07   0.744633E-08
   860   0.237456E+04   0.188980E+02   0.882337E-05   0.188980E+02   0.136481E+02   0.574251E-07   0.882337E-05   0.574251E-07   0.743126E-08
   861   0.236555E+04   0.205387E+02   0.877825E-05   0.205387E+02   0.138125E+02   0.666925E-07   0.877825E-05   0.666925E-07   0.741623E-08
   862   0.235640E+04   0.221577E+02   0.873294E-05   0.221577E+02   0.139826E+02   0.759278E-07   0.873294E-05   0.759278E-07   0.740124E-08
   863   0.234710E+04   0.237542E+02   0.868744E-05   0.237542E+02   0.141583E+02   0.851297E-07   0.868744E-05   0.851297E-07   0.738630E-08
   864   0.233765E+04   0.253272E+02   0.864175E-05   0.253272E+02   0.143397E+02   0.942970E-07   0.864175E-05   0.942970E-07   0.737139E-08
   865   0.232806E+04   0.268760E+02   0.859587E-05   0.268760E+02   0.145266E+02   0.103428E-06   0.859587E-05   0.103428E-06   0.735653E-08
   866   0.231833E+04   0.284004E+02   0.854982E-05   0.284004E+02   0.147190E+02   0.112522E-06   0.854982E-05   0.112522E-06   0.734171E-08
   867   0.230845E+04   0.299002E+02   0.850358E-05   0.299002E+02   0.149168E+02   0.121578E-06   0.850358E-05   0.121578E-06   0.732693E-08
   868   0.229843E+04   0.313752E+02   0.845717E-05   0.313752E+02   0.151199E+02   0.130594E-06   0.845717E-05   0.130594E-06   0.731219E-08
   869   0.228828E+04   0.328253E+02   0.841059E-05   0.328253E+02   0.153282E+02   0.139569E-06   0.841059E-05   0.139569E-06   0.729749E-08
   870   0.227799E+04   0.342502E+02   0.836384E-05   0.342502E+02   0.155417E+02   0.148501E-06   0.836384E-05   0.148501E-06   0.728284E-08
   871   0.226756E+04   0.356499E+02   0.831691E-05   0.356499E+02   0.157602E+02   0.157390E-06   0.831691E-05   0.157390E-06   0.726822E-08
   872   0.225700E+04   0.370240E+02   0.826983E-05   0.370240E+02   0.159836E+02   0.166234E-06   0.826983E-05   0.166234E-06   0.725365E-08
   873   0.224632E+04   0.383721E+02   0.822258E-05   0.383721E+02   0.162118E+02   0.175032E-06   0.822258E-05   0.175032E-06   0.723911E-08
   874   0.223551E+04   0.396937E+02   0.817517E-05   0.396937E+02   0.164447E+02   0.183782E-06   0.817517E-05   0.183782E-06   0.722462E-08
   875   0.222459E+04   0.409881E+02   0.812760E-05   0.409881E+02   0.166822E+02   0.192483E-06   0.812760E-05   0.192483E-06   0.721016E-08
   876   0.221355E+04   0.422549E+02   0.807988E-05   0.422549E+02   0.169242E+02   0.201135E-06   0.807988E-05   0.201135E-06   0.719575E-08
   877   0.220240E+04   0.434932E+02   0.803201E-05   0.434932E+02   0.171704E+02   0.209735E-06   0.803201E-05   0.209735E-06   0.718138E-08
   878   0.219117E+04   0.447029E+02   0.798399E-05   0.447029E+02   0.174209E+02   0.218282E-06   0.798399E-05   0.218282E-06   0.716704E-08
   879   0.217983E+04   0.458831E+02   0.793582E-05   0.458831E+02   0.176756E+02   0.226776E-06   0.793582E-05   0.226776E-06   0.715275E-08
